year,pouvions_VERB entrer_VERB,pouvions_VERB rentrer_VERB
1872,2.4189358072135292e-08,3.0236697590169115e-09
1873,2.0352414864532875e-08,0.0
1874,1.3144139998644278e-08,3.5847653734322193e-09
1875,2.8607636259891933e-09,3.432916173551348e-09
1876,1.1487427897804992e-08,6.650616057868319e-09
1877,2.5976227391311113e-08,0.0
1878,6.6429977074733415e-09,0.0
1879,1.8327975581655664e-08,0.0
1880,9.626769603698904e-09,0.0
1881,2.5798277292210514e-08,6.972507571312292e-10
1882,1.9966154951589488e-08,2.6621540527571597e-09
1883,2.1485751844352308e-08,0.0
1884,1.386356363042296e-08,6.601696966868076e-10
1885,9.023890079618013e-09,0.0
1886,1.2906927970846027e-08,1.2906927748801422e-09
1887,1.1099172247952538e-08,0.0
1888,5.706553452000662e-09,0.0
1889,2.4434033463194282e-08,2.5060546970934183e-09
1890,9.831579994568074e-09,2.6217545912032847e-09
1891,6.3742202627281586e-09,1.2748440081367107e-09
1892,1.5044429702015805e-08,0.0
1893,2.278614097406262e-08,4.310891643655168e-09
1894,2.2685540557176864e-08,6.301539290376468e-10
1895,1.2037228991346183e-08,1.8055843487019274e-09
1896,8.845543852942228e-09,3.5382172747233653e-09
1897,4.661370844871726e-09,0.0
1898,1.2448380992680086e-08,3.3950129374460403e-09
1899,1.5477219506010442e-08,5.527578395003729e-10
1900,2.1283318218934255e-08,1.038210628578895e-09
1901,1.7883964531506535e-08,0.0
1902,5.4013122863239005e-09,5.4013122863239005e-09
1903,1.296052865029651e-08,0.0
1904,1.6123875568041512e-09,5.374625189347171e-10
1905,8.257214467732865e-09,5.160759042333041e-10
1906,2.0576738091193647e-09,2.572092316910357e-09
1907,7.71426478252124e-09,2.5714217422034835e-09
1908,9.822778146428846e-09,0.0
1909,9.901770070541716e-09,0.0
1910,9.619471441624228e-09,0.0
1911,1.8089272302290738e-08,6.916486494645824e-09
1912,4.167536982180309e-09,1.5628263128064646e-09
1913,4.772690687104841e-09,3.181793939432964e-09
1914,8.705766774141921e-09,0.0
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.4283700444650549e-08,0.0
1917,2.52227767560953e-08,0.0
1918,6.89182577673364e-09,3.44591288836682e-09
1919,2.3940405213807026e-08,0.0
1920,1.4387239843927091e-08,0.0
1921,9.087297137000405e-09,0.0
1922,8.115729421831475e-09,5.164555005876537e-09
1923,1.2739137744688378e-08,4.246379248229459e-09
1924,6.445812328337297e-09,0.0
1925,3.299453377181294e-09,0.0
1926,1.7833821530643945e-08,1.1146138456652466e-09
1927,1.2264147031260109e-08,2.2298449753321847e-09
1928,1.4853853258500749e-08,0.0
1929,5.570202965543558e-09,1.3368487650211591e-08
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,5.735331320977366e-09,0.0
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,1.6755597798123745e-08,0.0
1936,8.487299751891442e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,3.058810094103137e-09,0.0
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.7881307101674793e-08,7.152522574216391e-09
1948,1.7395020535104777e-08,2.174377566888097e-09
1949,4.908504269707237e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,0.0
1951,1.1727541604500402e-08,3.1984206394497505e-09
1952,1.4762725264461096e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,3.232148326759443e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,1.5016972554349195e-08,2.815682353940474e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,9.718541527092839e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,4.9633461784992505e-09
1959,1.5501495642666896e-09,0.0
1960,7.612916519406099e-09,1.3841666701708277e-09
1961,9.03260666262895e-09,4.16889545107324e-09
1962,1.2683912808952869e-09,0.0
1963,6.466053470433053e-09,1.939815863494232e-09
1964,1.3993127545575135e-08,1.8251904432275978e-09
1965,5.47204326295514e-09,0.0
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,6.902469706915326e-09,0.0
1968,5.838840522187638e-09,4.940557296606585e-09
1969,9.537691525451919e-09,1.3625273131978588e-09
1970,1.4715920038099739e-08,9.197450023812337e-10
1971,4.1107179882260425e-09,3.083038491169532e-09
1972,4.104117490300041e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,3.859242703185828e-09
1974,9.00091468025721e-09,0.0
1975,7.996072248772634e-09,4.569184142155791e-09
1976,9.712995741040231e-09,5.713526873840635e-10
1977,1.2928920156696222e-08,2.3507127355770763e-09
1978,6.534650598410963e-09,4.752473081737207e-09
1979,5.851973128301324e-09,2.925986564150662e-09
1980,7.390696055153967e-09,2.8425752862659692e-09
1981,6.325549417596221e-09,6.325549528618524e-10
1982,1.1173503899897241e-08,3.1037510339615437e-09
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,4.196139880008332e-09,2.997242676272549e-09
1987,5.49973533381376e-09,1.2221633705067347e-09
1988,5.396898483667201e-09,2.99827696004229e-09
1989,7.683371272548811e-09,6.036934507847036e-09
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,8.20605094986604e-09,4.10302547493302e-09
1992,5.509944056569793e-09,4.958949695321735e-09
1993,7.200969598386564e-09,6.093128224193833e-09
1994,5.274926717646622e-09,8.439882570598911e-09
1995,1.138714633697191e-08,8.675921314704738e-09
1996,5.3380921904988554e-09,5.3380921904988554e-09
1997,6.233362714880286e-09,2.876936688878118e-09
1998,6.675381136744818e-09,9.536258449571733e-10
1999,7.769341614505265e-09,1.8280804647829996e-09
2000,9.277866475088103e-09,1.3254094488601709e-09
2001,7.886181485616817e-09,3.066848330846028e-09
2002,1.0514931148009055e-08,3.9430991805033955e-09
2003,1.4584229823810801e-08,2.9168460979889232e-09
2004,1.6738207264666016e-08,2.642874807889939e-09
2005,9.908249332113428e-09,2.702249757291497e-09
2006,4.529678854225949e-09,6.1768350434476815e-09
2007,1.0385647009059085e-08,3.994479413904628e-09
2008,8.940623352771127e-09,5.5346713878634546e-09
2009,9.53638501499654e-09,4.291373478793048e-09
2010,6.613310343794865e-09,9.447585824773341e-09
2011,1.2236710311697152e-08,1.2236710311697152e-08
2012,1.2255309655984092e-08,9.531907707582832e-09
2013,1.7292574483462886e-08,8.925200134513034e-09
2014,1.1909948582911056e-08,9.527958866328845e-09
2015,2.0392493027543424e-08,9.97458915463767e-09
2016,1.2013772199281902e-08,9.528164035543796e-09
2017,1.0817128526241504e-08,1.0314006537726073e-08
2018,1.2391040193904246e-08,8.518839855753413e-09
2019,1.4795729086358733e-08,1.3520234709574197e-08
