year,toutes_DET âmes_NOUN,toutes_DET ames_NOUN,toutes_DET rames_NOUN
1881,6.972507571312292e-10,6.2752569807145164e-09,9.064259565150223e-09
1882,2.6621540527571597e-09,1.3310770263785798e-09,1.2645231528551903e-08
1883,3.791603475633565e-09,0.0,1.3270612164717477e-08
1884,8.582206056928499e-09,3.300848483434038e-09,1.9805090900604227e-08
1885,7.090199150017185e-09,5.156508553483263e-09,7.7347630522695e-09
1886,6.453463874400711e-10,5.162771099520569e-09,2.0651084398082276e-08
1887,1.9586774424595887e-09,4.57024718070187e-09,2.8074376601239237e-08
1888,3.804368819970705e-09,6.340614699951175e-10,2.6630582183884144e-08
1889,3.132568426877924e-09,4.385595886446936e-09,1.2530273707511697e-08
1890,3.9326319978272295e-09,6.554386478008212e-10,1.5730527991308918e-08
1891,3.1871101313640793e-09,1.9122659011827636e-09,1.4023283867459213e-08
1892,7.522214628963297e-09,6.268512375839919e-10,1.817868522380195e-08
1893,8.005941687372342e-09,6.15841644346915e-09,1.0469308087124318e-08
1894,1.2603078580752936e-09,1.0082462864602348e-08,1.0082462864602348e-08
1895,3.611168697403855e-09,6.6204757231957956e-09,1.8055843042930064e-08
1896,4.1279202278587945e-09,1.2383760905620989e-08,7.076434549446731e-09
1897,6.409384800676321e-09,1.1653427112179315e-09,6.409385022720926e-09
1898,3.960848538042683e-09,0.0,1.1882545614128048e-08
1899,1.6582735185011188e-09,3.8693048765026106e-09,1.4371703827009696e-08
1900,5.710158235139318e-09,2.5955265714472375e-09,1.5054054003371675e-08
1901,5.029864968975062e-09,1.676621730339889e-09,2.794369402536745e-09
1902,3.437198747846537e-09,0.0,6.874397495693074e-09
1903,4.320176216765503e-09,3.2401321625741275e-09,5.940242076007962e-09
1904,2.6873125946735854e-09,4.299700151477737e-09,1.7198800605910947e-08
1905,5.160758931310738e-09,5.160759042333041e-10,6.708986699521802e-09
1906,9.773950260250075e-09,1.0288369045596824e-09,6.6874399351490865e-09
1907,1.5428529565042481e-09,3.0857059130084963e-09,9.257117739025489e-09
1908,3.929111258571538e-09,4.911389073214423e-10,5.40252820258047e-09
1909,1.1001967115120692e-09,2.7504918342913243e-09,8.801573692096554e-09
1910,2.137660271017694e-09,2.6720753387721174e-09,1.4429207162436342e-08
1911,2.128149656499545e-09,5.320374252271165e-09,3.1922244847493175e-09
1912,6.251305584292766e-09,1.5628263128064646e-09,1.8753915753677575e-08
1913,7.42418571064718e-09,5.302989602995467e-09,4.772690687104841e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09,1.3393487430235496e-09
1915,0.0,4.712304768617059e-09,2.0027295377644805e-08
1916,1.4283700444650549e-08,9.888715846173568e-09,6.592477230782379e-09
1917,9.8697816586224e-09,4.386569774084137e-09,4.386569774084137e-09
1918,1.378365155346728e-08,2.2972752589112133e-09,2.2972752589112133e-09
1919,4.603924186330488e-09,9.207848372660976e-10,7.366278698128781e-09
1920,4.543339038320937e-09,1.514446346106979e-09,2.4231141537711665e-08
1921,3.0290990271630847e-09,3.0290989716519334e-09,2.2718242842501013e-09
1922,5.90234855435412e-09,2.2133805899215986e-09,5.902348387820666e-09
1923,8.492758496458919e-09,1.0615948120573648e-09,1.1677542488541803e-08
1924,3.867487219366694e-09,1.289162443462999e-09,2.578324886925998e-09
1925,0.0,2.1996355847875293e-09,3.299453377181294e-09
1926,1.114613823460786e-08,3.343841648018042e-09,6.687683296036084e-09
1927,6.689534814974252e-09,1.1149224876660924e-09,7.804457524684949e-09
1928,1.1426041446327417e-08,5.713020723163709e-09,9.14083297942625e-09
1929,3.342121912552898e-09,1.671060911867528e-08,1.3368487650211591e-08
1930,1.3654684938302353e-08,4.201441416995522e-09,1.470504518152893e-08
1931,7.983749661377715e-09,4.5621426636444085e-09,9.124285327288817e-09
1932,7.671675517073595e-09,2.1919073223131136e-09,9.863582839386709e-09
1933,2.2941324395731044e-09,1.1470662197865522e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,0.0,9.585264137967897e-09
1935,3.590485242455088e-09,3.590485242455088e-09,8.377798899061872e-09
1936,4.364897332465034e-08,2.424942913137329e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,7.554670666820584e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,2.2040864688932515e-08,6.482607339819424e-09
1939,1.070583532936098e-08,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,1.7709015143196893e-08,1.4757512545315876e-08
1942,1.517105907566929e-08,1.8205270624349623e-08,1.8205270180260413e-08
1943,2.9032352077962287e-09,8.709705845433291e-09,2.9032351633873077e-08
1944,1.927911696952833e-08,0.0,1.2852744646352221e-08
1945,6.535512131478072e-09,0.0,1.089252066321933e-08
1946,1.5313214696277555e-08,0.0,9.744772988540262e-09
1947,1.1920871179071924e-08,3.5762612871081956e-09,1.4305045148432782e-08
1948,7.610321262063735e-09,0.0,1.3046265401328583e-08
1949,3.926803215925645e-09,2.945102384188658e-09,2.945102384188658e-09
1950,3.190608444114673e-09,1.0635361480382244e-09,8.508289184305795e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09,5.272402070488624e-09
1953,3.232148326759443e-09,0.0,8.619061908632375e-09
1954,6.840775057526116e-09,4.886268278880834e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,0.0,5.631364707880948e-09
1956,2.616342476002842e-09,2.616342476002842e-09,8.72114158667614e-10
1957,3.534015080575159e-09,7.951533931294108e-09,6.184526224473075e-09
1958,4.9633461784992505e-09,0.0,2.4816730892496253e-09
1959,5.4255236969780185e-09,1.5501495642666896e-09,5.425523585955716e-09
1960,5.536666736194462e-09,6.920833350854139e-10,4.152500121534786e-09
1961,9.032606995695858e-09,3.474079635079619e-09,1.181187059273725e-08
1962,3.805173787174709e-09,3.170978146727066e-09,1.0781326054143392e-08
1963,7.759264120110743e-09,6.4660533594107505e-09,1.1638896069143811e-08
1964,2.433587276140514e-09,1.2167936658258327e-09,7.300761772910391e-09
1965,3.830430472806512e-09,1.6416130121932326e-09,4.377634699181954e-09
1966,2.7695373772118614e-09,9.416427415587236e-09,8.862519607077957e-09
1967,2.9582012395223956e-09,4.437301859283593e-09,1.0846738618397467e-08
1968,1.2126822213076593e-08,6.737123581235238e-09,1.1677681044375277e-08
1969,4.5417576088890854e-09,2.2708788183223305e-09,8.175163657142548e-09
1970,1.3336302201460981e-08,3.2191074805787423e-09,3.6789800095249348e-09
1971,6.679916619845017e-09,5.138397374260251e-09,9.762954888969944e-09
1972,2.0520587451500205e-09,3.0780880622138795e-09,7.182205497002769e-09
1973,6.064523994098181e-09,1.102640756478479e-09,4.410563025913916e-09
1974,1.6876715580593782e-09,0.0,1.1251143350321513e-09
1975,5.711480177694739e-10,5.711480177694739e-09,6.282628195464213e-09
1976,1.7140580066410394e-09,1.142705374768127e-09,9.712995741040231e-09
1977,1.7630345516828072e-09,1.1753563677885381e-09,8.815172591880582e-09
1978,1.7821774056514528e-09,5.940591352171509e-10,1.0693064211864112e-08
1979,2.3407893401383717e-09,4.096381456264453e-09,4.681578680276743e-09
1980,5.685150683554241e-10,2.2740602734216964e-09,6.253665585376211e-09
1981,2.5302198114474095e-09,6.325549528618524e-10,2.5302198114474095e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09,1.2415004135846175e-08
1983,5.052252838311233e-09,6.315316047889041e-10,3.157658134966823e-09
1984,4.059305780401701e-09,4.059305891424003e-09,8.118611560803402e-09
1985,3.007779025843149e-09,6.015558051686298e-10,4.812446441349039e-09
1986,4.196139880008332e-09,1.7983456390702202e-09,5.994485352545098e-09
1987,6.110816852533674e-10,3.055408426266837e-09,2.4443267410134695e-09
1988,0.0,1.1993107618124554e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09,4.939309850016116e-09
1990,3.8140557934163155e-09,1.089730194969718e-09,5.993515905799995e-09
1991,3.516879065745826e-09,1.7584396161396398e-09,5.2753188484189195e-09
1992,4.958949750832886e-09,3.3059665560664087e-09,9.91789939064347e-09
1993,1.1078414852150331e-09,3.323524566667402e-09,3.877445031719162e-09
1994,2.6374633033121597e-09,1.5824779264761446e-09,4.747434001473039e-09
1995,3.2534704930142766e-09,1.0844901643380922e-09,1.0302656505700725e-08
1996,5.338092190498855e-10,1.067618438099771e-09,2.135236876199542e-09
1997,4.79489448146353e-10,1.917957792585412e-09,8.630809844589749e-09
1998,4.768129224785866e-10,0.0,3.814503379828693e-09
1999,5.0272213059088244e-09,5.941261538300324e-09,4.570201106446348e-09
2000,3.5344251969604557e-09,0.0,4.418031274155965e-09
2001,4.381211837767296e-09,8.762423564512289e-10,3.943090742808408e-09
2002,6.5718323005725665e-09,1.314366449012283e-09,7.448076377869484e-09
2003,2.9168461535000745e-09,3.2501998481482275e-08,5.000307723435071e-09
2004,2.2023955992267474e-09,7.928624479180968e-09,5.285749615779878e-09
2005,4.954124666056714e-09,1.8014998381943315e-09,2.702249757291497e-09
2006,1.2353669198716943e-09,3.706100981659688e-09,2.4707338397433887e-09
2007,2.396687653893892e-09,3.595031605740928e-09,3.994479413904628e-09
2008,2.128719839289417e-09,2.1287198670449925e-09,3.405951742863067e-09
2009,4.291373478793048e-09,3.814554005998616e-09,2.860915504498962e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09,8.502827775203059e-09
2011,5.735957819830162e-09,1.147191591721608e-09,6.883149605840799e-09
2012,2.382976926895708e-09,0.0,1.0893608681783462e-08
2013,4.183687618564136e-09,0.0,1.0877587719448911e-08
2014,2.381989674948848e-09,6.496335552830246e-10,8.228691505962615e-09
2015,1.0639561592862279e-08,2.2165753954528356e-10,1.0639562120218216e-08
2016,5.385484336262181e-09,2.0713400439298368e-10,1.2220906064897008e-08
2017,3.5218558347427376e-09,0.0,7.54683426862357e-09
2018,5.937373259712331e-09,7.744400121190154e-10,9.809573597863164e-09
2019,9.693753355577428e-09,0.0,1.0969247732361964e-08
