year,avons_VERB accompagné_VERB,avons_VERB raccompagné_VERB
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,2.5781975665495338e-08,0.0
1920,1.2115570768855832e-08,0.0
1921,1.5145495524393482e-08,0.0
1922,7.377935595798135e-09,0.0
1923,9.554353752605493e-09,0.0
1924,1.2891624656674594e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,8.916910765321973e-09,0.0
1927,7.804457524684949e-09,0.0
1928,1.7139061725401916e-08,2.2852082448565625e-09
1929,1.893869061575515e-08,0.0
1930,5.2518016602221e-09,0.0
1931,6.843213995466613e-09,0.0
1932,1.4247397928102146e-08,0.0
1933,5.735331320977366e-09,0.0
1934,8.38710612072191e-09,0.0
1935,4.787313656606784e-09,1.196828414151696e-09
1936,1.2124714565686645e-08,0.0
1937,3.1477796369472344e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.3963544037997053e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.4305045148432782e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,1.701657836861159e-08,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.1851209791302608e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,6.569925492527773e-09,0.0
1956,6.976913269340912e-09,0.0
1957,1.0602045463770082e-08,0.0
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,1.038124963770315e-08,0.0
1961,9.72742331128984e-09,2.779263708063695e-09
1962,4.43936931660005e-09,2.5367825617905737e-09
1963,4.526237162849611e-09,6.466053248388448e-10
1964,6.083968440151466e-09,0.0
1965,7.660860390501512e-09,5.472043373977442e-10
1966,7.754704434148607e-09,0.0
1967,1.429797347185513e-08,0.0
1968,7.635406973349745e-09,8.982831700699023e-10
1969,9.083515273289322e-09,9.083515606356229e-10
1970,1.0117195081704722e-08,4.5987250119061684e-10
1971,3.5968783507200897e-09,1.541519245584766e-09
1972,1.0260293947794707e-08,1.0260293725750103e-09
1973,6.064523994098181e-09,0.0
1974,6.750686232237513e-09,0.0
1975,1.1994108817248161e-08,1.7134440533084216e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,5.289103821581875e-09,5.876781838942691e-10
1978,3.5643548113029055e-09,0.0
1979,6.437170796402825e-09,5.851973350345929e-10
1980,5.6851505725319385e-09,3.97960553399912e-09
1981,1.3283654176632353e-08,1.2651099057237047e-09
1982,7.449002747961231e-09,2.483000915987077e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,7.820225356169885e-09,1.8046674155058895e-09
1986,1.1389522214244607e-08,1.7983456945813714e-09
1987,4.277571630240118e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,6.538381391862913e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,1.0468894195980738e-08,0.0
1993,1.2740176913439427e-08,1.1078414852150331e-09
1994,8.967375286772494e-09,1.5824779264761446e-09
1995,4.880205572987961e-09,1.626735190995987e-09
1996,7.473328622609188e-09,2.135236876199542e-09
1997,1.1507746755512471e-08,4.315404922294874e-09
1998,1.0966696883940585e-08,1.43043876743576e-09
1999,1.2339542720951613e-08,1.8280804647829996e-09
2000,1.4579503826439577e-08,8.836062992401139e-10
2001,9.20054432640427e-09,2.6287270138425356e-09
2002,1.3143664823189738e-08,3.504977197366088e-09
2003,1.2084076850271686e-08,3.333538334260311e-09
2004,1.1452457648886138e-08,2.642874807889939e-09
2005,8.106749049829887e-09,5.404499514582994e-09
2006,1.1118302722934459e-08,4.117890028965121e-09
2007,8.787854888225866e-09,2.7961355453243186e-09
2008,1.0643598891135753e-08,4.257439734089985e-09
2009,1.192048149079028e-08,2.860915504498962e-09
2010,1.6533276081531767e-08,5.668551850135373e-09
2011,1.2236710311697152e-08,6.883149605840799e-09
2012,1.2595735121578855e-08,1.0212757750593937e-08
2013,1.5061274893923837e-08,4.741512515948898e-09
2014,1.3209215943277286e-08,6.496335469563519e-09
2015,1.3077794847049518e-08,5.54143841924315e-09
2016,1.3256576281150956e-08,6.214019965256057e-09
2017,1.2074934829797712e-08,8.301517695485927e-09
2018,1.9619147195726327e-08,9.035133530232997e-09
2019,1.198964216797549e-08,8.16316081397872e-09
