year,mais_CONJ apporter_VERB,mais_CONJ rapporter_VERB
1800,6.288328968651058e-09,1.8864987794131594e-08
1801,0.0,0.0
1802,1.1189200677108602e-08,2.0140561218795483e-08
1803,1.3652374342143503e-08,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,2.2743021688143017e-08
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,0.0,1.5862518409903714e-08
1809,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,6.293354282149721e-09
1815,8.091670444798638e-09,2.697223555614414e-09
1816,0.0,6.952811659743929e-09
1817,0.0,2.0239355080775567e-08
1818,0.0,5.960588467246453e-09
1819,0.0,9.315945126431302e-09
1820,4.746592452420373e-09,1.1866481131050932e-08
1821,0.0,2.9584464877885353e-09
1822,0.0,7.017931125119503e-09
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,8.421112696055388e-10,0.0
1825,1.7610886082763955e-09,1.0566532093747583e-08
1826,0.0,2.642395191543301e-09
1827,0.0,9.217273055917019e-10
1828,2.7516904310687096e-09,4.586150681440415e-09
1829,3.429270423183084e-09,1.714635211591542e-09
1830,0.0,4.174734336004349e-09
1831,1.5591206103948707e-09,0.0
1832,9.470978667991403e-09,2.705993873419743e-09
1833,8.108539617524002e-09,1.1583628500844156e-09
1834,1.8669061851994684e-09,1.0267984462686286e-08
1835,7.563087933704082e-10,2.2689263801112247e-09
1836,3.36037508930076e-09,6.720750067579218e-10
1837,4.174734558048954e-09,1.3915781860163179e-09
1838,1.8936485712828244e-09,1.5780404538645598e-08
1839,0.0,8.38977065598101e-09
1840,9.554533164646273e-09,0.0
1841,0.0,7.0626033910059505e-09
1842,0.0,4.695785538189057e-09
1843,0.0,9.451057492171344e-09
1844,0.0,0.0
1845,0.0,5.580227835366713e-09
1846,9.367202125076801e-09,1.4636253098387897e-08
1847,5.393223645455691e-10,1.7258315665458213e-08
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,5.027648741773305e-09,8.379414939696517e-10
1850,6.1100964288129944e-09,1.3577992064028876e-09
1851,1.9348316282474798e-09,1.9348316282474798e-09
1852,0.0,6.510545436100301e-10
1853,4.777545470346922e-09,3.5831591027601917e-09
1854,0.0,5.7152309551611324e-09
1855,0.0,3.1841622671890946e-09
1856,3.6240324075009767e-09,4.141751275277272e-09
1857,6.8341128311999455e-09,3.905207268672939e-09
1858,2.4468380654951716e-09,7.829881631948865e-09
1859,5.092173349652285e-10,9.165912473463322e-09
1860,3.204028681258464e-09,2.746310290291376e-09
1861,1.8863854922557266e-09,1.0846716413936974e-08
1862,0.0,1.0391368682194368e-08
1863,4.994620828036034e-10,9.489779628779615e-09
1864,3.3563094525845827e-09,5.753673537611803e-09
1865,4.706844358715045e-10,3.765475486972036e-09
1866,3.892490441081975e-09,9.731225825149181e-10
1867,5.82337378318698e-09,1.94112459439566e-09
1868,1.4819622196071691e-09,6.421836395986702e-09
1869,5.371871170112286e-09,1.0255390314739543e-08
1870,6.307453670473251e-09,1.0894693147633916e-08
1871,2.1242354542039266e-09,3.18635318130589e-09
1872,1.2094679036067646e-08,6.047339295989218e-09
1873,1.7958012854535355e-09,0.0
1874,9.559374625212058e-09,4.182226287507973e-09
1875,6.293679799540541e-09,7.437985338754061e-09
1876,4.232210359944588e-09,0.0
1877,5.566334504436554e-09,4.329371194877751e-09
1878,6.039088673581716e-10,4.227361960484899e-09
1879,1.1607718342077078e-08,5.498392852132383e-09
1880,1.9253538763308597e-09,6.417846254436199e-10
1881,1.185326259367514e-08,2.091752326904839e-09
1882,1.3310770263785798e-09,1.3310770263785798e-09
1883,8.215140678835553e-09,6.319338941018771e-10
1884,4.621187876807653e-09,9.242375753615306e-09
1885,5.1565086089944145e-09,6.445635691854079e-10
1886,4.517424601058195e-09,1.936039106809062e-09
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,3.1703073499755874e-09,6.340614699951175e-10
1889,5.012109394186837e-09,1.2530273485467092e-09
1890,9.176140736144589e-09,6.554386478008212e-10
1891,5.736798147637501e-09,7.649064048820264e-09
1892,1.191017329205124e-08,2.5074049503359674e-09
1893,4.926733243593162e-09,8.621783065265731e-09
1894,2.520615716150587e-09,1.2603078580752936e-09
1895,9.629783193076946e-09,0.0
1896,6.486732040400511e-09,4.717623180994224e-09
1897,1.2818769712374944e-08,2.330685422435863e-09
1898,1.4145887239358501e-08,1.6975064687230201e-09
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,5.710158568206225e-09,1.038210628578895e-09
1901,1.1177477832191585e-09,5.588738916095792e-10
1902,5.892340837476695e-09,3.437198747846537e-09
1903,6.480264325148255e-09,3.2401321625741275e-09
1904,6.449550227216605e-09,1.6123875568041512e-09
1905,1.1353670004154992e-08,6.192911072844254e-09
1906,7.716276839708769e-09,0.0
1907,7.71426478252124e-09,0.0
1908,7.367083831866239e-09,4.911389073214423e-10
1909,8.801573692096554e-09,2.2003934230241384e-09
1910,6.947395991829808e-09,3.740905363258662e-09
1911,1.1704822888702893e-08,5.320374141248863e-10
1912,7.81413189709923e-09,5.209421061191932e-09
1913,4.772690687104841e-09,2.121195885607108e-09
1914,7.366418142140674e-09,5.357394972094198e-09
1915,3.5342285764627945e-09,1.295883844676382e-08
1916,1.977743147030253e-08,5.493730803607377e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,0.0
1919,3.6831393490643904e-09,3.6831394045755417e-09
1920,1.3630017114962811e-08,5.300562211374427e-09
1921,8.330022005509363e-09,3.0290989716519334e-09
1922,8.115729421831475e-09,1.4755870969551665e-09
1923,9.554353752605493e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,5.156649662829693e-09
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,3.343841648018042e-09
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,1.942426997025848e-08,4.5704163786908225e-09
1929,7.798284462623428e-09,0.0
1930,4.201441416995522e-09,4.201441528017824e-09
1931,2.167017854048936e-08,1.1405356659111021e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,1.9500125958415992e-08,4.588264879146209e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,1.8886677000118368e-08,1.2591118148108649e-09
1938,7.779128785578848e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,5.960435700558264e-09,5.960435478513659e-09
1948,1.522064252412747e-08,9.784699050996437e-09
1949,1.1780409980843842e-08,1.9634016634739737e-09
1950,1.808011518278363e-08,0.0
1951,8.529121409139861e-09,5.330700769690111e-09
1952,1.7926166107073982e-08,6.326882129314981e-09
1953,8.619062019654677e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,9.772536113672459e-10
1955,6.569925492527773e-09,0.0
1956,1.0465369904011368e-08,6.104799332717903e-09
1957,7.951533653738352e-09,3.5340151360863103e-09
1958,1.8198935913815717e-08,7.445019267748876e-09
1959,1.7826719656000023e-08,1.5501495642666896e-09
1960,1.7302083321624195e-08,2.7683333958528067e-09
1961,1.7370397731308884e-08,4.168895617606694e-09
1962,1.2049717501572133e-08,1.2683912808952869e-09
1963,7.112658795271898e-09,3.233026624194224e-09
1964,1.8251904654320583e-08,6.692365106530929e-09
1965,7.1136563306595235e-09,4.924838870046244e-09
1966,1.2185964681776795e-08,1.1078149508847446e-09
1967,1.0353704948951048e-08,1.1832804958089582e-08
1968,1.4372530721118437e-08,3.5931326525240337e-09
1969,1.8167030990667854e-08,6.8126366770115965e-09
1970,1.8394900935803093e-08,1.839490032518043e-09
1971,9.249115362486293e-09,3.083038491169532e-09
1972,1.6416469517110954e-08,3.0780880067027283e-09
1973,1.543697081274331e-08,5.513203726881244e-09
1974,6.188128787165681e-09,4.500457451150908e-09
1975,1.770558855085369e-08,2.8557400888473694e-09
1976,2.7424929771591167e-08,1.7140580066410394e-09
1977,1.4104276857551667e-08,2.9383909194713453e-09
1978,1.0693064322886414e-08,3.5643548113029055e-09
1979,1.1703946256602649e-08,5.851973128301324e-09
1980,1.6486937370885357e-08,9.664756106531058e-09
1981,1.3283653788054295e-08,5.0604397339171214e-09
1982,9.311253101884631e-09,6.207502289967692e-10
1983,2.084054262496693e-08,4.4207211225000265e-09
1984,7.538711266352749e-09,4.639206796497319e-09
1985,1.1429560076159362e-08,2.4062232206745193e-09
1986,1.4386764890517156e-08,4.196139768986029e-09
1987,9.777307408143088e-09,7.94406207482723e-09
1988,1.139345240375178e-08,4.197587721854745e-09
1989,1.6464366314750123e-08,2.1952488715726304e-09
1990,1.471135746555774e-08,7.083246489347772e-09
1991,1.1136784217047335e-08,2.9307325455363298e-09
1992,1.1570882918476855e-08,3.856960972825618e-09
1993,1.8279384450536895e-08,2.769603768548734e-09
1994,9.494867780901473e-09,5.802419322797903e-09
1995,1.3013881527967897e-08,3.2534704930142766e-09
1996,1.3345230032157929e-08,2.135236876199542e-09
1997,1.198723642570343e-08,4.315404922294874e-09
1998,1.0013071261028017e-08,2.3840646123929332e-09
1999,1.0968483010742602e-08,2.7421206971744994e-09
2000,1.0161472552283612e-08,1.192868470667463e-08
2001,1.5334241071363053e-08,6.133696661692056e-09
2002,7.886198694073698e-09,4.3812213301741565e-09
2003,1.0417307461096925e-08,2.9168459869666208e-09
2004,9.690540647699919e-09,4.845270240583233e-09
2005,1.4862373554080932e-08,2.2518747977429143e-09
2006,1.0294724350767837e-08,6.58862386870851e-09
2007,1.4779573842549354e-08,9.18730291843417e-09
2008,1.4475294518589976e-08,4.683183785214595e-09
2009,1.0013204265746367e-08,5.245011758248097e-09
2010,1.9367552006599453e-08,1.417137907022692e-09
2011,1.6060681617968697e-08,3.441574691898097e-09
2012,1.429786167239655e-08,3.744678012118641e-09
2013,1.1156499946096687e-08,2.5102124823206395e-09
2014,9.094869746206768e-09,3.681256771637109e-09
2015,1.0861219659763499e-08,3.768178130636457e-09
2016,1.0356700386182638e-08,2.48560808047138e-09
2017,1.4842106654811005e-08,3.2702947017071438e-09
2018,1.0325866606208933e-08,2.323319980845895e-09
2019,1.4540630477455352e-08,2.806086529805185e-09
