year,aux_ADP ondes_NOUN,aux_ADP rondes_ADJ
1876,1.438951520160714e-07,0.0
1877,2.0100652553534104e-07,3.0924081073635534e-09
1878,2.2103064623024693e-07,6.039088673581716e-10
1879,1.4540194115397753e-07,6.10932526790009e-10
1880,1.3349119942773768e-07,6.417846254436199e-10
1881,1.5339516323820135e-07,2.7890030285249168e-09
1882,1.8302309157114394e-07,0.0
1883,1.680944222148817e-07,0.0
1884,1.4655767088811444e-07,0.0
1885,2.1399510968800328e-07,6.445635691854079e-10
1886,1.3616808608452047e-07,6.453463874400711e-10
1887,1.6191733387405094e-07,1.9586774424595887e-09
1888,1.4583413587843097e-07,1.9021844099853524e-09
1889,2.355691455235842e-07,0.0
1890,2.0711861137279186e-07,0.0
1891,3.034128659429314e-07,1.2748440081367107e-09
1892,2.3945717564366475e-07,0.0
1893,2.9929904599157453e-07,0.0
1894,2.1677294625987997e-07,6.301539290376468e-10
1895,2.5157808636322443e-07,6.018614495673091e-10
1896,2.2349739481342112e-07,0.0
1897,2.6919416384885153e-07,2.330685422435863e-09
1898,2.5802097902705157e-07,0.0
1899,3.498957141800929e-07,0.0
1900,2.06603910646308e-07,0.0
1901,2.2466730431602855e-07,5.588738916095792e-10
1902,3.9675093504998316e-07,4.910283846193408e-10
1903,4.849397805539724e-07,0.0
1904,2.907672174146114e-07,0.0
1905,2.523611053462105e-07,0.0
1906,2.844733986151482e-07,0.0
1907,3.311991049192997e-07,5.142843373384665e-10
1908,2.61777041377087e-07,6.384805573134145e-09
1909,3.4656195369020537e-07,1.1001967115120692e-09
1910,2.800335039410129e-07,4.809735720812114e-09
1911,3.468883961188496e-07,1.0640748282497725e-09
1912,3.0214641988379753e-07,0.0
1913,2.7257367130051335e-07,5.30298971401777e-10
1914,3.9778657878741797e-07,0.0
1915,2.3090292700089776e-07,0.0
1916,3.0545144769078547e-07,1.0987462051303964e-09
1917,2.588076128962058e-07,1.0966424435210342e-09
1918,2.906053335749448e-07,1.1486376294556067e-09
1919,3.434527369172713e-07,3.6831393490643904e-09
1920,4.467616583347933e-07,0.0
1921,3.748510116752257e-07,0.0
1922,2.9659299283224527e-07,1.4755870969551665e-09
1923,4.416234329340796e-07,2.1231896241147297e-09
1924,5.246890912857793e-07,0.0
1925,3.6843896955573996e-07,0.0
1926,4.614501275534977e-07,2.229227691330493e-09
1927,4.4262423948282503e-07,2.2298449753321847e-09
1928,3.8620018028012737e-07,1.1426041224282812e-09
1929,3.743176597570397e-07,0.0
1930,5.1572692427726e-07,0.0
1931,5.508787239705271e-07,0.0
1932,4.6687624877250755e-07,0.0
1933,5.345328761841017e-07,2.2941324395731044e-09
1934,5.092171839748971e-07,0.0
1935,4.883060080729251e-07,2.393656828303392e-09
1936,5.310624828780419e-07,2.424942913137329e-09
1937,5.653412009642977e-07,0.0
1938,7.156798593754843e-07,3.8895642262559704e-09
1939,6.163502348499605e-07,4.588215141154706e-09
1940,6.466246398328934e-07,0.0
1941,5.814460100062036e-07,0.0
1942,3.9444753952011524e-07,0.0
1943,5.719373636914327e-07,0.0
1944,4.048614528073813e-07,3.2131861615880553e-09
1945,4.618428675051689e-07,0.0
1946,5.888627354622145e-07,0.0
1947,3.9577292909598327e-07,0.0
1948,6.088257009650988e-07,0.0
1949,4.908504251943668e-07,0.0
1950,6.966161478771937e-07,0.0
1951,4.275222088567787e-07,1.0661401761424827e-09
1952,5.451663844802113e-07,0.0
1953,5.128341921123436e-07,2.1547654771580937e-09
1954,4.827632631432266e-07,0.0
1955,4.5426340555820843e-07,0.0
1956,9.392669468866188e-07,0.0
1957,4.88577573953819e-07,0.0
1958,6.535072323288205e-07,0.0
1959,5.123244204430222e-07,0.0
1960,4.726929074827524e-07,0.0
1961,4.822022474648691e-07,0.0
1962,3.671992800935442e-07,6.341956404476434e-10
1963,4.513305218445396e-07,0.0
1964,3.9910831395317814e-07,0.0
1965,5.050696086361661e-07,0.0
1966,3.212663299834162e-07,1.1078149508847446e-09
1967,2.918758679193445e-07,1.9721342336964653e-09
1968,3.274242116324544e-07,1.7965663401398047e-09
1969,2.952142621470699e-07,0.0
1970,2.699451705778788e-07,0.0
1971,3.5660479813515167e-07,0.0
1972,3.0575675369348687e-07,5.130146862875051e-10
1973,3.462292048617144e-07,5.513203782392395e-10
1974,2.795909052055734e-07,2.812785782069227e-09
1975,2.752933303540317e-07,5.711480177694739e-10
1976,2.908185048333678e-07,0.0
1977,2.2625609619186804e-07,0.0
1978,2.1504941072336692e-07,5.940591352171509e-10
1979,2.9728025197073293e-07,1.1703946700691858e-09
1980,2.564002994365211e-07,0.0
1981,2.466964388325721e-07,0.0
1982,2.3340208221700465e-07,0.0
1983,2.4124506248224264e-07,0.0
1984,2.3775934876457683e-07,0.0
1985,1.822714029708905e-07,1.2031116103372597e-09
1986,2.2838989655049602e-07,5.994485463567401e-10
1987,2.2304480973289742e-07,0.0
1988,2.2487077439015124e-07,0.0
1989,1.8110803701176792e-07,5.488122178931576e-10
1990,2.3429198769964188e-07,5.44865097484859e-10
1991,1.6529332064196822e-07,0.0
1992,2.4960047717570433e-07,0.0
1993,1.6063701063773195e-07,0.0
1994,2.2049192688333719e-07,0.0
1995,1.8436333293347928e-07,1.626735190995987e-09
1996,1.7455562151269532e-07,1.6014276571496566e-09
1997,1.4720326746431311e-07,9.58978896292706e-10
1998,1.7069903224253835e-07,9.536258449571733e-10
1999,1.8052293904169403e-07,0.0
2000,1.2635570667551832e-07,1.3254094488601709e-09
2001,1.3757005543069134e-07,0.0
2002,1.476471597205986e-07,4.38122149670761e-10
2003,1.445922240828068e-07,0.0
2004,1.8015596325859917e-07,4.404791253964646e-10
2005,1.6573798689023533e-07,0.0
2006,1.6265665148118558e-07,2.4707338397433887e-09
2007,1.589802884893743e-07,7.988958938831558e-10
2008,1.6731738225472803e-07,4.257439678578834e-10
2009,1.7594629797557104e-07,0.0
2010,1.9225837544212254e-07,0.0
2011,1.8890421304984528e-07,3.82397197240536e-10
2012,2.3012748329165333e-07,1.0212758416727752e-09
2013,2.1281024231711854e-07,2.789125042035323e-10
2014,2.16111426087906e-07,6.496335691608124e-10
2015,2.3340538279903456e-07,1.10828768384863e-09
2016,2.9682301483369145e-07,1.0356699942093428e-09
2017,2.178519379336663e-07,5.031222660711876e-10
2018,2.4807894760670024e-07,7.744400121190154e-10
2019,2.336704747474272e-07,5.1019755087367e-10
