year,vous_PRON entrez_VERB,vous_PRON rentrez_VERB
1800,5.187871465750504e-07,6.60274537267469e-08
1801,5.048106999083757e-07,5.714838380299625e-08
1802,3.0210841828193225e-07,1.2979472785445978e-07
1803,3.1205428108194155e-07,3.705644591178725e-08
1804,5.611101485669678e-07,1.433673482154063e-07
1805,3.127165406624499e-07,4.5486042488107614e-08
1806,3.3427361856297466e-07,1.1814843414725829e-07
1807,4.896762817452327e-07,7.117387657018526e-08
1808,3.8296650473057525e-07,7.704651583395616e-08
1809,3.727400361697164e-07,6.777091510201672e-08
1810,6.084329484679074e-07,1.5912862139089157e-07
1811,3.209058263564657e-07,1.504246105454854e-08
1812,3.707419438114812e-07,7.73490373973118e-08
1813,2.243078540686838e-07,8.914799209946977e-08
1814,3.6816120996263635e-07,1.0384034787591645e-07
1815,2.535390137836657e-07,7.282503755590142e-08
1816,3.893574458402327e-07,1.042921731198021e-07
1817,6.336474669410563e-07,8.562803976985833e-08
1818,3.4571414886386265e-07,9.417730417737857e-08
1819,4.1404200601391494e-07,8.79839276990424e-08
1820,4.699126563423306e-07,9.49318463838722e-08
1821,5.867585528562813e-07,8.678109475468432e-08
1822,6.366265949964145e-07,1.2732532184145384e-07
1823,3.933309287162956e-07,9.388552646427684e-08
1824,4.109502924620756e-07,6.063201229977722e-08
1825,5.609067272871471e-07,7.044354610741266e-08
1826,4.3863761689522107e-07,8.63182476606994e-08
1827,3.73299549494277e-07,9.493790908976507e-08
1828,4.1550524088052043e-07,1.2290883422139132e-07
1829,3.9693804865237325e-07,6.944272534781248e-08
1830,3.872065938992364e-07,5.218417786778673e-08
1831,4.926821262074554e-07,1.1537492561330964e-07
1832,5.344337949964029e-07,9.876877626879832e-08
1833,6.533166327926665e-07,9.151066571178035e-08
1834,5.143326688994421e-07,1.138812786294352e-07
1835,6.269799683877864e-07,1.0588323107185715e-07
1836,5.739520574365997e-07,9.745087314882994e-08
1837,4.60612369579394e-07,1.1341362426975365e-07
1838,5.680945633912415e-07,9.089512875704031e-08
1839,4.901024226455775e-07,4.334714809317575e-08
1840,4.5734364917393577e-07,7.197748175258312e-08
1841,5.168541648004066e-07,1.1235959718192134e-07
1842,5.581276383281875e-07,8.519496930148307e-08
1843,5.481613385427409e-07,8.269675610961258e-08
1844,6.322822798665584e-07,1.0867351640797551e-07
1845,5.396080311470541e-07,1.0937246663900169e-07
1846,5.034871151110565e-07,1.2762813206279588e-07
1847,3.5864936265284086e-07,7.119055034365829e-08
1848,4.811042657593134e-07,1.0136979433639226e-07
1849,4.985751900221658e-07,1.0977033326753372e-07
1850,4.84734314909474e-07,1.1880743322478793e-07
1851,4.58555099669411e-07,8.319776156895387e-08
1852,5.306094621460034e-07,9.244974386035665e-08
1853,4.5386681790660077e-07,7.942669455474061e-08
1854,6.629667979041187e-07,1.0391329219316958e-07
1855,4.961986093121595e-07,7.53585069901419e-08
1856,5.234138313880976e-07,1.2477025990165203e-07
1857,5.037717372147199e-07,1.230140256325285e-07
1858,5.094316648524e-07,1.0423529950287502e-07
1859,4.511665707696011e-07,1.0184346876940253e-07
1860,5.31868778352873e-07,1.1031013347206908e-07
1861,5.211139892935535e-07,1.221434633436047e-07
1862,4.7077416809315764e-07,9.17151234958169e-08
1863,5.12947551101206e-07,1.3185798941606208e-07
1864,4.948159286755072e-07,9.253824728716609e-08
1865,5.577610622253815e-07,9.413688495385486e-08
1866,5.493277015489184e-07,7.639012356008834e-08
1867,5.032365351098633e-07,7.376273281067824e-08
1868,4.668181006195482e-07,9.385760435520751e-08
1869,4.649110323384775e-07,1.264831475111805e-07
1870,4.128515058710036e-07,1.2270864502283985e-07
1871,4.078532072071539e-07,1.019632982490748e-07
1872,4.4992204095706256e-07,1.251799233159545e-07
1873,5.082117695565103e-07,1.2031868834583292e-07
1874,4.0149374314069064e-07,1.1053026938157018e-07
1875,3.982182903428111e-07,1.4017741811755968e-07
1876,3.8513114475335897e-07,1.1366508090304706e-07
1877,4.205674812851612e-07,9.52461647329983e-08
1878,3.6657269220086164e-07,7.246906630342664e-08
1879,4.0749200280743025e-07,1.1118972231827229e-07
1880,3.4528011738643727e-07,7.573058624643636e-08
1881,4.3717621167616016e-07,9.552335100693199e-08
1882,3.540665005630217e-07,7.853354233589016e-08
1883,4.0317381078125436e-07,7.772787036230966e-08
1884,4.0270350609716843e-07,9.572460868412236e-08
1885,2.758732087215776e-07,9.797366473662805e-08
1886,3.5106842943832817e-07,7.292414316850682e-08
1887,3.3166937285500353e-07,7.116527545036888e-08
1888,3.1005604483880234e-07,7.22830080235326e-08
1889,3.5335371606493027e-07,8.520586280980069e-08
1890,3.218203659116625e-07,9.700491965247693e-08
1891,2.613430218900703e-07,1.1154885370956436e-07
1892,3.4915613866814965e-07,7.459529705045043e-08
1893,2.8082379088800735e-07,7.944357527378543e-08
1894,2.7474711927766293e-07,1.001944731626736e-07
1895,3.4185731578872947e-07,8.00475721263183e-08
1896,2.8836472409921043e-07,8.609662494052372e-08
1897,3.105638199940586e-07,8.273933005398248e-08
1898,2.6594268121016285e-07,8.317781663436108e-08
1899,2.819064945924765e-07,8.236091986191241e-08
1900,3.3378471187006653e-07,1.0953122142609573e-07
1901,2.978797724040305e-07,7.936009183140413e-08
1902,2.121242559383063e-07,4.8611809688736685e-08
1903,2.5705048400936903e-07,1.0260418648044833e-07
1904,2.316463429963278e-07,8.008191088038075e-08
1905,2.7661667800771284e-07,6.554163967109616e-08
1906,3.040213059080088e-07,7.870602303228225e-08
1907,2.8388494399678166e-07,8.794262029709898e-08
1908,2.8338714841424917e-07,9.724550231737794e-08
1909,2.590963319448747e-07,5.886052356629534e-08
1910,3.120984075621891e-07,7.962784653869903e-08
1911,2.878322433730318e-07,8.406190943333058e-08
1912,2.427590253262224e-07,8.126697181864984e-08
1913,2.9802801293499215e-07,8.325693556798797e-08
1914,2.872903124284676e-07,9.710278270347317e-08
1915,1.8967026704785894e-07,9.54241734518746e-08
1916,2.296379548738514e-07,9.229468389548856e-08
1917,2.7964382809386734e-07,4.7155623406069935e-08
1918,3.0668624617646856e-07,1.0337738487464776e-07
1919,2.8083938019562993e-07,1.2062281129487928e-07
1920,2.6351366955168487e-07,1.0071068246020332e-07
1921,2.5747341680926183e-07,1.0829028340708646e-07
1922,2.567521519836191e-07,9.296199010577766e-08
1923,2.791994297979272e-07,9.76667244856344e-08
1924,2.668566274621753e-07,1.4180786678252844e-07
1925,2.628564494955299e-07,1.1438105218530836e-07
1926,3.087480209273963e-07,1.3486827299402648e-07
1927,2.8207539770619405e-07,1.237563935774233e-07
1928,2.4337467507962174e-07,1.2454384901161575e-07
1929,2.5511529599953064e-07,1.0917598558535246e-07
1930,2.7834549598537706e-07,1.0818711970728145e-07
1931,2.1442070874400088e-07,1.0036713860017699e-07
1932,1.7316067157935322e-07,9.86358337229376e-08
1933,2.0417778046066815e-07,7.341223984269618e-08
1934,2.060831789663098e-07,9.106000753433818e-08
1935,2.525307962741863e-07,9.813992818408224e-08
1936,2.158199201574007e-07,9.093535879856063e-08
1937,1.8383032696078772e-07,8.310137999956169e-08
1938,1.983677755390545e-07,1.0112866988265523e-07
1939,2.431754069220915e-07,8.411727847601469e-08
1940,1.2932492765571624e-07,7.607348706528683e-08
1941,2.3316870567668957e-07,1.0625409530007346e-07
1942,2.488053638671772e-07,9.406056378225003e-08
1943,2.0612970175193368e-07,5.8064704155924574e-08
1944,2.666944425300244e-07,1.1567470536988367e-07
1945,2.3309993224529535e-07,1.3288874711747667e-07
1946,2.519719828342204e-07,1.0719250553847814e-07
1947,2.6702750943741194e-07,6.79489637889219e-08
1948,2.522277995353761e-07,9.675979839585125e-08
1949,2.3168139762219653e-07,8.344456858822014e-08
1950,2.8183708877804747e-07,1.2868787280240213e-07
1951,2.4841066448288984e-07,7.356367426325505e-08
1952,2.2144087807873802e-07,9.068531170441929e-08
1953,2.294825236504039e-07,9.91192159460752e-08
1954,1.934962163829823e-07,1.1238416774972393e-07
1955,1.9052784239192988e-07,8.071623014416218e-08
1956,2.5552945004392313e-07,1.2907289814734213e-07
1957,1.9525433003764192e-07,9.718541704728523e-08
1958,2.4320395652921434e-07,1.09193610597913e-07
1959,2.1857108833955863e-07,9.378404897120163e-08
1960,2.180062494971935e-07,1.0173625142329001e-07
1961,2.5847153040103876e-07,1.215927873943201e-07
1962,2.885590077994493e-07,1.0083710755282027e-07
1963,2.398905749600999e-07,1.1768216623408989e-07
1964,2.944640655755393e-07,1.0099387637296786e-07
1965,2.331090414031678e-07,8.919430527498662e-08
1966,2.5922869895111944e-07,1.2462918164146686e-07
1967,2.7067542518466325e-07,1.0403008587900331e-07
1968,2.470278630539724e-07,1.2935277382553068e-07
1969,2.5343008402956e-07,1.1763152585331227e-07
1970,2.267171375081034e-07,1.117490189272985e-07
1971,2.394493279211929e-07,9.249115251463991e-08
1972,2.3957785799666453e-07,7.643918564781416e-08
1973,2.1942551242659647e-07,9.482710794372906e-08
1974,1.9183198673999868e-07,8.157078923431982e-08
1975,1.8505195242823902e-07,8.738564538646187e-08
1976,1.7997609447206742e-07,7.484720221384578e-08
1977,2.1626557256126944e-07,8.168726672863613e-08
1978,2.3762364875778985e-07,8.19801595497438e-08
1979,2.159378169608317e-07,8.543881335754122e-08
1980,2.148986908423467e-07,9.380498688926764e-08
1981,2.2076168448847966e-07,1.1259478327474426e-07
1982,1.924325765401136e-07,1.0428603758327881e-07
1983,1.787234360506318e-07,1.1051802850658987e-07
1984,2.0180549498149958e-07,7.538710811161309e-08
1985,2.0212274876030278e-07,9.925670951815846e-08
1986,1.9661911920820785e-07,1.073012931840367e-07
1987,2.2610022298863441e-07,1.1549444067782133e-07
1988,2.1587593579397435e-07,1.1033658964265669e-07
1989,2.4806312737268854e-07,9.713975757108528e-08
1990,2.419201088343925e-07,1.19325452629937e-07
1991,2.831087684285194e-07,1.1254013188022327e-07
1992,2.1819379014687001e-07,1.1019888646046638e-07
1993,2.10489886853793e-07,1.124459103607478e-07
1994,2.3789919367800394e-07,1.1763086504856801e-07
1995,2.510594683258205e-07,9.923084753893363e-08
1996,2.263351106535083e-07,1.0622803614523946e-07
1997,2.387857378494118e-07,1.0261073768447204e-07
1998,2.2600932325644862e-07,1.1252785014903566e-07
1999,2.4633383688410504e-07,9.780230669775847e-08
2000,2.2355239082116896e-07,1.047073467930204e-07
2001,2.4753846972203064e-07,1.2179769015574493e-07
2002,2.8302691390535983e-07,1.4151345339996624e-07
2003,2.3709791818760095e-07,1.3750845795357236e-07
2004,2.911567094088241e-07,1.2685799077871707e-07
2005,3.409338518167715e-07,1.3376136465126365e-07
2006,3.220189768171622e-07,1.5853876078608664e-07
2007,4.5577009899488985e-07,2.2648698205784967e-07
2008,4.4405094712374193e-07,2.264957927877731e-07
2009,5.564480574093977e-07,2.3030369789012184e-07
2010,5.951979034080068e-07,3.5003307630177005e-07
2011,8.940446321048512e-07,3.7666122665314106e-07
2012,1.0318289866972918e-06,4.479996533746089e-07
2013,8.319959903246854e-07,4.342667807577527e-07
2014,7.851903944811056e-07,4.6318874069584126e-07
2015,8.121532459881564e-07,4.353354228214812e-07
2016,8.618846152330661e-07,4.583875607977461e-07
2017,7.710348910450193e-07,4.414897745164126e-07
2018,8.103224189426328e-07,4.964160638110116e-07
2019,8.479483426526713e-07,4.7091234023355355e-07
