year,pouvons_VERB acheter_VERB,pouvons_VERB racheter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,2.2246657849223084e-08,4.943701892301533e-09
1805,0.0,0.0
1806,1.4408345627714425e-08,0.0
1807,0.0,0.0
1808,2.2660739062985158e-08,0.0
1809,9.036122072814123e-09,0.0
1810,0.0,0.0
1811,1.504245972228091e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,3.5763532135746345e-09,0.0
1819,4.140420006848444e-09,0.0
1820,1.4239777357261119e-08,2.3732962262101864e-09
1821,4.930744257336528e-09,0.0
1822,1.2030739071633434e-08,0.0
1823,3.063632902922109e-08,8.894418535021487e-09
1824,1.6842225392110777e-09,0.0
1825,3.522177216552791e-09,8.805443041381977e-10
1826,5.284790383086602e-09,8.807984341885344e-10
1827,1.1060727445055818e-08,9.217273055917019e-10
1828,2.4765213879618386e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,4.174734336004349e-09,1.0436835840010872e-09
1831,2.182768810143898e-08,1.4032085715598441e-08
1832,3.788391467196561e-08,1.352996914505411e-08
1833,1.7375443306377747e-08,0.0
1834,3.733812370398937e-09,0.0
1835,1.1344631900556124e-08,0.0
1836,1.344150035720304e-08,6.720750067579218e-10
1837,1.3915782304252389e-08,1.0436836284100082e-08
1838,6.312161904276081e-10,2.5248647617104325e-09
1839,0.0,0.0
1840,2.165694112932215e-08,0.0
1841,1.3483152372373297e-08,0.0
1842,1.341653010911159e-09,8.720745015011744e-09
1843,9.451057714215949e-09,2.3627644285539873e-09
1844,1.701453911095996e-08,2.7442805805577564e-09
1845,3.9061593959388574e-09,2.7901139176833567e-09
1846,1.5221703009160592e-08,2.9272506640865004e-09
1847,5.9325460100012606e-09,5.393223645455691e-10
1848,3.459445352405055e-08,0.0
1849,8.379414939696517e-10,8.379414939696517e-10
1850,2.0366988096043315e-09,1.3577992064028876e-09
1851,6.449438760824933e-10,1.9348316282474798e-09
1852,3.320378283433456e-08,3.2552727180501506e-09
1853,5.971931837933653e-09,1.1943863675867306e-09
1854,1.1950028522278444e-08,5.195664454227256e-10
1855,1.0613874223963649e-09,5.306937111981824e-10
1856,1.0354378687793542e-08,5.177189232874468e-10
1857,4.881508974818871e-09,9.763018171682347e-10
1858,1.468102750479261e-09,1.9574704079872163e-09
1859,9.165912473463322e-09,1.018434669930457e-09
1860,3.204028820036342e-09,3.661747127736703e-09
1861,5.659156698811785e-09,4.715963619617014e-09
1862,1.8523744316212287e-08,7.228778020618165e-09
1863,8.990317823531768e-09,3.496234635136375e-09
1864,2.8768367688059016e-09,4.794727948009836e-10
1865,6.118897832863013e-09,0.0
1866,9.731225603104576e-09,9.731225825149181e-10
1867,1.2132028714972876e-08,0.0
1868,5.9278488784286765e-09,4.93987406535723e-10
1869,8.30198221279943e-09,3.4184632902167778e-09
1870,1.490852596930381e-08,0.0
1871,1.0621176826930423e-08,3.18635318130589e-09
1872,9.675742873582749e-09,7.256807155187062e-09
1873,6.584604861359367e-09,7.781805422268917e-09
1874,2.3898436563030145e-09,0.0
1875,5.721527251978387e-09,0.0
1876,2.539326260375674e-08,3.02300739996042e-09
1877,1.1132669008873108e-08,1.2369631985365004e-09
1878,4.22736201599605e-09,3.6234530931267273e-09
1879,6.720257683667796e-09,2.443730107160036e-09
1880,4.492492600149944e-09,6.417846254436199e-10
1881,4.183504653809678e-09,0.0
1882,1.8635077481121698e-08,1.3310770263785798e-09
1883,1.3270612164717477e-08,8.21514056781325e-09
1884,2.6406787867472303e-09,0.0
1885,2.5782542767416317e-09,0.0
1886,3.872078213618124e-09,6.453463874400711e-10
1887,7.834709769838355e-09,1.3057849246322917e-09
1888,6.340614699951175e-09,1.9021844099853524e-09
1889,2.5060546970934183e-09,1.8795409673089125e-09
1890,7.209825181320184e-09,0.0
1891,1.1473596295275001e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,1.1700991287000306e-08,0.0
1894,1.1972924873759894e-08,0.0
1895,3.0093072478365457e-09,0.0
1896,1.3563166589847242e-08,0.0
1897,3.4960281336537946e-09,1.1653427112179315e-09
1898,1.4711722506888236e-08,2.26334195829736e-09
1899,7.185851913504848e-09,0.0
1900,8.824790675987515e-09,0.0
1901,7.265360757457984e-09,0.0
1902,1.178468167495339e-08,0.0
1903,2.3220946943069976e-08,0.0
1904,5.374625189347171e-09,5.374625189347171e-10
1905,7.741138396966107e-09,0.0
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,5.142843484406967e-09,2.057137349353866e-09
1908,7.858222517143076e-09,4.911389073214423e-10
1909,7.151278680339601e-09,1.1001967115120692e-09
1910,1.068830179917768e-08,0.0
1911,7.980561100850991e-09,0.0
1912,8.335073964360618e-09,0.0
1913,5.302989602995467e-09,1.060597942803554e-09
1914,1.0045115850232378e-08,1.3393487430235496e-09
1915,1.767114277129167e-08,0.0
1916,1.7579939282086343e-08,0.0
1917,2.1932848426331475e-08,0.0
1918,1.033773866510046e-08,0.0
1919,8.287063479883727e-09,9.207848372660976e-10
1920,1.2115570768855832e-08,0.0
1921,9.087297137000405e-09,4.543648568500203e-09
1922,1.0329110011753073e-08,0.0
1923,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,0.0
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.2568645679778001e-08,0.0
1929,7.798284684668033e-09,0.0
1930,8.402882833991043e-09,2.100720708497761e-09
1931,6.843213995466613e-09,0.0
1932,1.4247397928102146e-08,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,2.393656828303392e-09,0.0
1936,2.424942913137329e-09,0.0
1937,3.777335333410292e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829613881222e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,2.3665876369705074e-08,5.568441707737293e-09
1947,1.4305045148432782e-08,0.0
1948,2.174377655705939e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,1.370824520563474e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,5.863521668203475e-09,0.0
1955,1.1262729415761896e-08,0.0
1956,5.232684952005684e-09,0.0
1957,8.835037590415595e-09,0.0
1958,4.1361216673863055e-09,0.0
1959,1.007597205671118e-08,0.0
1960,1.038124963770315e-08,0.0
1961,8.33779090214648e-09,1.3896318540318475e-09
1962,1.0147130247162295e-08,0.0
1963,3.879631726988464e-09,0.0
1964,5.475571551727398e-09,0.0
1965,3.830430195250756e-09,4.924839203113152e-09
1966,9.416426749453422e-09,0.0
1967,9.367637332502454e-09,0.0
1968,9.88111459321317e-09,4.4914158503495116e-10
1969,7.2668124850849836e-09,1.8167031212712459e-09
1970,5.978342709767048e-09,4.5987250119061684e-10
1971,3.083038491169532e-09,1.0276794970565106e-09
1972,7.182205497002769e-09,1.0260293725750103e-09
1973,9.923766697284009e-09,0.0
1974,4.500457340128605e-09,0.0
1975,1.313640396460869e-08,1.1422960355389478e-09
1976,1.314111219841152e-08,1.142705374768127e-09
1977,8.22749424145286e-09,0.0
1978,8.316828115084718e-09,0.0
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,1.4212877097463661e-08,0.0
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,8.690503427999374e-09,0.0
1983,1.7682884490000106e-08,0.0
1984,9.278413592994639e-09,0.0
1985,9.02333674446254e-09,6.015558051686298e-10
1986,1.3187867686781374e-08,1.1988970927134801e-09
1987,1.2221633483022742e-08,0.0
1988,1.139345240375178e-08,0.0
1989,1.7013178421620978e-08,1.6464366536794728e-09
1990,1.3621627381610324e-08,1.089730194969718e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,9.366905473484621e-09,5.509944167592096e-10
1993,1.2186256448387667e-08,1.1078414852150331e-09
1994,1.476979427650349e-08,5.274926606624319e-10
1995,9.760411145975922e-09,0.0
1996,3.736664311304594e-09,0.0
1997,1.1987236092636522e-08,1.438468344439059e-09
1998,8.10582001520288e-09,0.0
1999,1.0054442611817649e-08,9.140402323914998e-10
2000,9.719669513685858e-09,0.0
2001,9.20054432640427e-09,0.0
2002,1.1829298429688606e-08,8.76244299341522e-10
2003,1.583430631058036e-08,4.1669229178253886e-10
2004,1.189293641346012e-08,1.3214374039449694e-09
2005,1.306087415997581e-08,4.5037495954858286e-10
2006,9.471146533712727e-09,4.1178899179428186e-10
2007,1.0385647009059085e-08,0.0
2008,9.79211112195344e-09,4.257439678578834e-10
2009,1.5735034608610476e-08,4.76819250749827e-10
2010,2.1257068993918438e-08,1.4171379625338432e-09
2011,1.3766299211681599e-08,3.82397197240536e-10
2012,1.3617010630184723e-08,2.7234021704458655e-09
2013,1.9523875849358774e-08,5.578250084070646e-10
2014,1.3642305063399363e-08,1.0827225782605865e-09
2015,1.6180999651282946e-08,2.438232948875907e-09
2016,1.8020658743012063e-08,1.2428040818690533e-09
2017,2.037645252528364e-08,1.0062445321423752e-09
2018,1.5746946857575495e-08,2.581466596041082e-09
2019,1.3775333762566788e-08,1.02039510174734e-09
