year,sans_ADP abaisser_VERB,sans_ADP rabaisser_VERB
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,3.809892135109294e-08,3.5717739876872656e-08
1802,2.0140561218795483e-08,2.4616241489638924e-08
1803,4.290746247193056e-08,1.5602713787643552e-08
1804,1.4831105232815389e-08,4.943701892301533e-09
1805,2.842877711017877e-09,2.2743021688143017e-08
1806,5.76333825108577e-08,7.780506905419315e-08
1807,5.4092147649953404e-08,8.540865792383556e-09
1808,2.7192887941396293e-08,1.5862518409903714e-08
1809,1.197286110254936e-07,1.129515236897305e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,4.011322829455821e-08
1812,1.600324850414836e-08,1.0668832928217853e-08
1813,0.0,8.627225156487839e-09
1814,3.1466771410748606e-09,2.8320092937406116e-08
1815,2.697223555614414e-09,4.315557688983063e-08
1816,4.6352077731626196e-09,2.0858434979231788e-08
1817,2.80237220096069e-08,7.784366928831332e-09
1818,2.2650237241350624e-08,1.7881766289917778e-08
1819,0.0,2.4842520041090665e-08
1820,1.1866481131050932e-08,1.1866481131050932e-08
1821,1.7750679148775816e-08,2.2681422073844715e-08
1822,5.012807946513931e-09,2.105379337535851e-08
1823,3.7554211518298075e-08,2.3718449426723964e-08
1824,1.51580028528997e-08,5.726356633317664e-08
1825,9.685987789609385e-09,2.2013607825499548e-08
1826,3.6112734136395375e-08,1.3211975957716504e-08
1827,1.1060727445055818e-08,2.3964910722540367e-08
1828,1.9261833017480967e-08,1.834460228167245e-08
1829,3.772197487705853e-08,1.714635172733736e-08
1830,1.461157062010443e-08,1.982998876215447e-08
1831,4.677361786775691e-08,1.5591205659859497e-08
1832,4.464889968858188e-08,1.0823975604701275e-08
1833,1.50587169400751e-08,2.0850531967653296e-08
1834,2.14694217959277e-08,2.14694217959277e-08
1835,2.7227116561334697e-08,1.0588323107185715e-08
1836,2.352262562510532e-08,1.0753200108126748e-08
1837,4.5226290268374214e-08,3.8964189874590716e-08
1838,2.398621568033832e-08,2.5879863585487328e-08
1839,3.2859933440931854e-08,2.3771015822404706e-08
1840,5.86011346115356e-08,1.592422149698791e-08
1841,3.338685106157868e-08,2.1829864582656455e-08
1842,1.475818312002275e-08,1.1404051036834062e-08
1843,2.8943864194275193e-08,2.3627643952472965e-08
1844,1.920996528514962e-08,2.085653344474636e-08
1845,5.0780073479472776e-08,2.287893430263921e-08
1846,4.27378594736183e-08,3.688335770135609e-08
1847,4.530307862182781e-08,2.6426795862732888e-08
1848,7.884317199113866e-08,2.172209789819135e-08
1849,1.0306680309213334e-07,1.843471353346615e-08
1850,7.332116069846961e-08,1.9009188889640427e-08
1851,5.095056465620473e-08,1.9348316726564008e-08
1852,4.817803755940986e-08,3.711010920781632e-08
1853,5.673335201628049e-08,1.791579462562254e-08
1854,4.572184719719985e-08,2.234135720868835e-08
1855,5.200798369742188e-08,1.5920811335945473e-08
1856,7.35160847753491e-08,2.795682235712249e-08
1857,4.686248633589685e-08,1.1227470730901246e-08
1858,6.997956480958578e-08,3.474509968626194e-08
1859,8.24932075982332e-08,3.3608342997482055e-08
1860,3.3871160098897235e-08,3.9363783344015246e-08
1861,6.602349095219395e-08,2.876737870138868e-08
1862,8.132375489688926e-08,4.8794253082462546e-08
1863,7.242200439350199e-08,3.446288321384827e-08
1864,5.2742006984018985e-08,9.589455896019672e-09
1865,4.6127073327628665e-08,2.4946274823633985e-08
1866,4.7683006432208686e-08,2.57877492693126e-08
1867,6.017486064990862e-08,2.2808213984149006e-08
1868,7.953197600496509e-08,1.5807597342210045e-08
1869,7.764795162401583e-08,2.9789467337337783e-08
1870,3.096386391732153e-08,3.669791226457164e-08
1871,4.885741589077952e-08,1.911811864374613e-08
1872,9.978109805075519e-08,7.2568073772316666e-09
1873,6.225444709739847e-08,1.7958013742713774e-08
1874,6.094101223652615e-08,1.2546679695191187e-08
1875,7.037478394478214e-08,1.4303817685856757e-08
1876,7.436598092880331e-08,1.9951848839738773e-08
1877,4.94785271643039e-08,2.968711720896522e-08
1878,3.925407510152468e-08,2.4156354194726504e-08
1879,5.376206380081072e-08,1.0385852955430153e-08
1880,3.7865292457084365e-08,1.9253538985353202e-08
1881,5.856906426515707e-08,1.3247763996915296e-08
1882,6.38917003747963e-08,2.2628309892525067e-08
1883,6.698499532831192e-08,1.2006744321002571e-08
1884,6.997798607244476e-08,1.5183903023796574e-08
1885,3.8029249194160286e-08,1.2891271161663553e-08
1886,4.775563211545375e-08,9.680196200179125e-09
1887,3.590908548289917e-08,7.181817029966453e-09
1888,5.7699593991600295e-08,1.2681229177857745e-08
1889,8.019374919676636e-08,2.2554492828952277e-08
1890,4.719158247512567e-08,1.3108772733971819e-08
1891,5.7367981809441915e-08,6.374220151705856e-09
1892,4.8894396087462155e-08,2.1312941855811118e-08
1893,3.325545006038766e-08,3.0792083327568776e-09
1894,5.8604314290278126e-08,1.07126170156846e-08
1895,3.972285500530859e-08,7.824199066419624e-09
1896,3.774098544795379e-08,9.435246750566506e-09
1897,4.3700352225783945e-08,6.409385022720926e-09
1898,5.149102833001962e-08,8.4875323436151e-09
1899,5.140647907353468e-08,7.738609753005221e-09
1900,4.15284250321335e-08,2.595526460424935e-09
1901,4.694540622907084e-08,5.588738860584641e-09
1902,6.236060628994622e-08,1.915010727771005e-08
1903,4.104167317109386e-08,5.940242298052567e-09
1904,4.1384613957973215e-08,1.1824175416563776e-08
1905,7.999176432349486e-08,9.289366387221776e-09
1906,4.7840916728159044e-08,1.2860461140462576e-08
1907,4.268559966602581e-08,9.771402353919711e-09
1908,3.437972395659017e-08,8.840500109741356e-09
1909,3.795678765738941e-08,9.90177073667553e-09
1910,4.489086524728236e-08,7.481810726517324e-09
1911,5.1607629170113967e-08,4.788336616101674e-09
1912,2.7609933339611814e-08,1.7712032729377825e-08
1913,3.340883442115583e-08,9.015082680363662e-09
1914,5.2234600644851525e-08,1.4732835840192138e-08
1915,2.3561524287174507e-08,1.6493066468115103e-08
1916,2.4172416956957932e-08,1.9777432136436346e-08
1917,2.52227767560953e-08,1.4256351654751143e-08
1918,2.8715941624568586e-08,6.89182577673364e-09
1919,5.2484736168256774e-08,7.366278698128781e-09
1920,2.953170286090767e-08,8.329454903588385e-09
1921,4.316466206688574e-08,1.3630945261411398e-08
1922,6.935259627693924e-08,1.3280283983618801e-08
1923,7.961961312474841e-08,9.554353752605493e-09
1924,4.769901051915326e-08,1.933743698501189e-08
1925,3.629398648286042e-08,1.0998177923937646e-08
1926,9.5856790283122e-08,1.0031524944054127e-08
1927,7.358488574027433e-08,2.0068604555945058e-08
1928,6.398582996780533e-08,1.4853853702589959e-08
1929,4.3447585529321486e-08,1.6710609784809094e-08
1930,5.882017828362507e-08,9.453243521306831e-09
1931,6.044839295782367e-08,1.2545892325022123e-08
1932,5.4797684612140074e-08,1.0959536389520963e-08
1933,4.7029715233293246e-08,1.0323596200123575e-08
1934,5.03226385006883e-08,7.188948103475923e-09
1935,4.787313834242468e-08,9.574627313213568e-09
1936,4.607391490552004e-08,1.2124714565686645e-08
1937,6.421470422068865e-08,6.295558963032022e-09
1938,5.186085871855539e-08,1.2965214235549638e-08
1939,5.047036566452334e-08,1.070583532936098e-08
1940,5.0715659227762444e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,1.7709016475464523e-08
1942,3.944475324146879e-08,3.034211770724937e-09
1943,2.6129116870166058e-08,0.0
1944,3.213186161588055e-08,2.5705489292704442e-08
1945,4.7927088520083316e-08,1.089252066321933e-08
1946,4.315542501132086e-08,2.7842208538686464e-09
1947,3.814678706248742e-08,1.1920870957027319e-09
1948,3.8051606310318675e-08,4.348755133776194e-09
1949,5.203014352694879e-08,1.9634016634739737e-09
1950,6.062156021613418e-08,1.1698897406375863e-08
1951,2.7719645245838365e-08,1.0661401761424827e-09
1952,5.377849809917734e-08,8.435843135146115e-09
1953,4.740483916521043e-08,7.54167928107563e-09
1954,4.397641317765988e-08,1.9545072227344917e-09
1955,5.9129330765017585e-08,1.1262729415761896e-08
1956,4.098936523533325e-08,6.976913269340912e-09
1957,3.79906617276049e-08,5.301022731885041e-09
1958,5.376958239766694e-08,1.6544486891589827e-09
1959,4.1854036680888385e-08,6.975673150222406e-09
1960,3.80645828190751e-08,4.844583401109048e-09
1961,3.335116571800967e-08,4.863711378089164e-09
1962,3.044139096353149e-08,1.0147129914095387e-08
1963,2.9097239173658807e-08,9.052474769788432e-09
1964,3.346182525509889e-08,4.258777719368112e-09
1965,4.213473420167091e-08,8.20806489443271e-09
1966,2.3818021666066613e-08,1.1078149397825143e-08
1967,4.387998520094527e-08,4.930335639752315e-09
1968,2.515192898400187e-08,6.737123636746389e-09
1969,2.7704722488364197e-08,2.2708789015890574e-09
1970,2.1154135887435643e-08,5.058597540852361e-09
1971,3.083038546680683e-08,7.193756701440179e-09
1972,2.8728821543921867e-08,3.0780880067027283e-09
1973,2.4258096864571144e-08,2.205281512956958e-09
1974,3.4878545440708564e-08,6.750685899170605e-09
1975,2.4559364319998167e-08,3.998036124386317e-09
1976,1.4855170205052559e-08,7.4275851025262796e-09
1977,1.9981058585472056e-08,6.464460078348111e-09
1978,2.4356423877769373e-08,3.5643548113029055e-09
1979,1.2874341259738742e-08,3.511183899185255e-09
1980,1.364436125195212e-08,5.116635559687666e-09
1981,1.4548763971333756e-08,2.5302198669585607e-09
1982,1.738100685599875e-08,6.207502289967692e-10
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,1.275781880138993e-08,2.3196033982486597e-09
1985,1.7445119127046382e-08,5.414002135495366e-09
1986,1.6784559520033326e-08,5.994485352545098e-09
1987,1.7721369260925712e-08,4.888653482026939e-09
1988,1.1993107784658008e-08,2.398621523624911e-09
1989,1.4269117998289005e-08,2.1952488715726304e-09
1990,3.05124451260852e-08,2.179460389939436e-09
1991,9.964490843561435e-09,1.7584395606284886e-09
1992,9.917899890243831e-09,2.2039776670368383e-09
1993,1.7725463152817866e-08,2.2156830259412175e-09
1994,1.793475012945578e-08,3.6924485691258724e-09
1995,1.301388213859056e-08,2.7112253553340793e-09
1996,7.473329288743003e-09,2.135236876199542e-09
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.239713631751016e-08,0.0
1999,1.1882523409667556e-08,9.140402323914998e-10
2000,1.1486882001143783e-08,5.743440834038438e-09
2001,1.1829271784336015e-08,3.066848330846028e-09
2002,1.0514931148009055e-08,5.695587890208742e-09
2003,1.0417307017007715e-08,2.0834615144238455e-09
2004,7.48814499296202e-09,2.642874807889939e-09
2005,1.2160123685767132e-08,4.954124332989807e-09
2006,1.5647981910227315e-08,4.941467679486777e-09
2007,5.1928234212628155e-09,5.592271312693242e-09
2008,1.74555030429957e-08,2.1287198115338413e-09
2009,1.2397300963584712e-08,3.814554005998616e-09
2010,1.558851697724961e-08,5.668551850135373e-09
2011,1.491349077564763e-08,5.35356059483405e-09
2012,1.4978712048474563e-08,5.10637893080812e-09
2013,1.7013662922948924e-08,5.578250028559495e-09
2014,1.9922095084723423e-08,2.187099648609525e-08
2015,2.393901410435717e-08,4.6548082749398034e-09
2016,2.5684617321886094e-08,8.078226088059637e-09
2017,1.4087423227948648e-08,2.2640501695647686e-09
2018,1.7812119557092387e-08,5.6792268665617485e-09
2019,2.4744580384705728e-08,2.3213988398218532e-08
