year,mêmes_ADJ âmes_NOUN,mêmes_ADJ ames_NOUN,mêmes_ADJ rames_NOUN
1918,3.9053681177847466e-08,1.1486376294556067e-09,0.0
1919,1.6574126959767455e-08,0.0,0.0
1920,1.741613253614105e-08,0.0,7.572231730534895e-10
1921,2.499006690470651e-08,0.0,0.0
1922,1.623145884366295e-08,0.0,0.0
1923,2.653987074552333e-08,0.0,0.0
1924,1.2891624656674594e-08,0.0,0.0
1925,3.189471442510694e-08,0.0,0.0
1926,2.5636119005412183e-08,0.0,1.1146138456652466e-09
1927,1.5608915049369898e-08,0.0,0.0
1928,1.2568645679778001e-08,1.1426041224282812e-09,9.14083297942625e-09
1929,2.0052731031228177e-08,1.1140406375176326e-09,1.1140406375176326e-09
1930,2.10072066408884e-08,1.0503603542488804e-09,4.201441416995522e-09
1931,1.9389105432310316e-08,0.0,0.0
1932,2.1919072779041926e-08,1.0959536611565568e-09,0.0
1933,1.1470662641954732e-08,0.0,0.0
1934,2.3963160344919743e-08,0.0,0.0
1935,2.6330225111337313e-08,0.0,2.393656828303392e-09
1936,1.9399543305098632e-08,0.0,0.0
1937,2.7700460591972842e-08,0.0,1.2591118148108649e-09
1938,3.1116513810047763e-08,0.0,1.2965214457594243e-09
1939,1.8352860564618823e-08,0.0,0.0
1940,7.607348528892999e-09,0.0,0.0
1941,1.7709016475464523e-08,0.0,0.0
1942,4.247896612241675e-08,0.0,0.0
1943,1.4516175816936538e-08,0.0,0.0
1944,2.8918675454292497e-08,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0,0.0
1946,2.7842208538686464e-08,0.0,0.0
1947,1.6689218895749036e-08,0.0,0.0
1948,9.784699273041042e-09,0.0,0.0
1949,1.2762110479513922e-08,0.0,0.0
1950,1.4889506516624351e-08,0.0,0.0
1951,2.2388944032059044e-08,0.0,0.0
1952,1.5817205323287453e-08,0.0,1.0544803918932644e-09
1953,1.1851209791302608e-08,0.0,0.0
1954,3.0294863506696856e-08,9.772536113672459e-10,0.0
1955,8.447047505910632e-09,0.0,1.8771215692936494e-09
1956,6.104799332717903e-09,8.72114158667614e-10,1.744228317335228e-09
1957,8.835037590415595e-09,0.0,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0,0.0
1959,1.3176271629333769e-08,3.100299128533379e-09,0.0
1960,2.2838749558218296e-08,0.0,0.0
1961,1.320150300188061e-08,0.0,0.0
1962,5.0735651235811474e-09,0.0,1.2683912808952869e-09
1963,9.052474325699222e-09,0.0,1.939815863494232e-09
1964,2.1293889318485526e-08,1.8251904432275978e-09,2.4335873316516654e-09
1965,8.20806533852192e-09,0.0,1.6416130677043839e-09
1966,9.970334780007306e-09,0.0,0.0
1967,1.1339771788243524e-08,0.0,9.860671168482327e-10
1968,2.0211372131484495e-08,2.69484942694298e-09,4.4914158503495116e-10
1969,6.358460868938209e-09,9.083515606356229e-10,1.3625273131978588e-09
1970,1.1496812390987543e-08,0.0,0.0
1971,1.6956711590410123e-08,3.083038491169532e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,5.130146862875051e-10,1.0260293725750103e-09
1973,7.1671650836435674e-09,1.102640756478479e-09,0.0
1974,4.500457340128605e-09,0.0,1.6876715580593782e-09
1975,1.5420996035686585e-08,0.0,2.2845920710778955e-09
1976,6.8562320265641574e-09,0.0,5.713526873840635e-10
1977,8.815172591880582e-09,0.0,0.0
1978,1.2475242172627077e-08,5.940591352171509e-10,1.7821774056514528e-09
1979,5.266775904289034e-09,1.7555920051037788e-09,5.851973350345929e-10
1980,3.411090521154847e-09,0.0,0.0
1981,5.060439622894819e-09,1.2651099057237047e-09,6.325549528618524e-10
1982,6.828252629986764e-09,1.2415004579935385e-09,0.0
1983,1.3893695083311286e-08,0.0,6.315316047889041e-10
1984,1.275781880138993e-08,0.0,0.0
1985,9.02333674446254e-09,0.0,0.0
1986,7.1933827783254856e-09,1.1988970927134801e-09,0.0
1987,6.721898593298192e-09,0.0,2.4443267410134695e-09
1988,7.195864348830128e-09,0.0,1.1993107618124554e-09
1989,6.585746614717891e-09,5.488122178931576e-10,5.488122178931576e-10
1990,8.172976073694826e-09,0.0,5.44865097484859e-10
1991,5.8614650910726596e-09,0.0,5.861465202094962e-10
1992,8.815910668147353e-09,5.509944167592096e-10,5.509944167592096e-10
1993,4.4313659408601325e-09,0.0,1.1078414852150331e-09
1994,1.1077346151466827e-08,0.0,1.5824779264761446e-09
1995,5.964695848348356e-09,0.0,0.0
1996,7.473328622609188e-09,0.0,0.0
1997,1.054876808126437e-08,0.0,4.79489448146353e-10
1998,1.0489884516573511e-08,0.0,1.9072516899143466e-09
1999,4.570201106446348e-09,9.140402323914998e-10,2.285100553223174e-09
2000,3.97622823555821e-09,0.0,8.836062992401139e-10
2001,1.270551397425379e-08,8.762423564512289e-10,4.3812117822561447e-10
2002,9.63868718173444e-09,0.0,1.3143663935011318e-09
2003,1.0000615446870142e-08,0.0,0.0
2004,1.1011977996133737e-08,4.404791253964646e-10,8.809582507929292e-10
2005,5.854874363109275e-09,0.0,4.5037495954858286e-10
2006,7.412201963319376e-09,0.0,0.0
2007,6.391167151065247e-09,0.0,3.994479469415779e-10
2008,1.0217855006544596e-08,0.0,0.0
2009,5.245011536203492e-09,0.0,9.53638501499654e-10
2010,6.613310343794865e-09,0.0,1.4171379625338432e-09
2011,1.0324724186716594e-08,0.0,2.6767803529281764e-09
2012,1.7021264397953928e-08,3.404252713057332e-10,2.7234021704458655e-09
2013,1.2829975304384789e-08,0.0,1.1156500168141292e-09
2014,1.2992670939127038e-08,0.0,1.0827225782605865e-09
2015,1.8619234154471087e-08,2.2165753954528356e-10,1.7732603163622684e-09
2016,1.2013772199281902e-08,0.0,1.2428040818690533e-09
2017,8.301517695485927e-09,2.515611330355938e-10,7.54683426862357e-10
2018,1.4714360396794746e-08,0.0,2.0651733656507076e-09
2019,2.3213988953330045e-08,0.0,1.2754939326953263e-09
