year,mêmes_ADJ âmes_NOUN,mêmes_ADJ ames_NOUN,mêmes_ADJ rames_NOUN
1800,6.288328968651058e-09,6.288328968651058e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,2.3811825400343878e-08,0.0
1802,0.0,3.1329761895904085e-08,0.0
1803,1.950339223455444e-09,2.145373123596528e-08,0.0
1804,4.943701892301533e-09,5.6852570651244605e-08,0.0
1805,5.685755422035754e-09,1.421438877713399e-08,0.0
1806,0.0,5.76333825108577e-09,0.0
1807,0.0,1.9928686256776018e-08,0.0
1808,2.4926814390369145e-08,4.758755522971114e-08,9.064295980465431e-09
1809,2.259030518203531e-09,2.25903047379461e-08,2.710836710662079e-08
1810,4.680253518074551e-09,4.212228077449254e-08,0.0
1811,5.0141535368197765e-09,1.2535384286138651e-08,0.0
1812,5.3344164641089264e-09,5.3344164641089264e-09,0.0
1813,0.0,0.0,0.0
1814,9.440030979135372e-09,6.293354282149721e-09,0.0
1815,1.0788894222457657e-08,0.0,0.0
1816,1.0429217667251578e-07,4.6352077731626196e-09,0.0
1817,0.0,1.5568733857662664e-08,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09,7.152706427149269e-09
1819,3.2088255608186955e-08,1.449147024601416e-08,0.0
1820,5.933240565525466e-09,9.493184904840746e-09,0.0
1821,2.9584463767662328e-09,1.97229765852569e-09,0.0
1822,8.02049271442229e-09,1.1028177482330648e-08,0.0
1823,1.680056804787e-08,1.2847492847356534e-08,0.0
1824,1.0947446504872005e-08,5.3053010873327366e-08,0.0
1825,1.937197424695114e-08,1.584979791857677e-08,7.044354433105582e-09
1826,2.642395191543301e-09,1.4973572604048968e-08,1.5854372037438225e-08
1827,2.027800150017356e-08,1.1060727445055818e-08,0.0
1828,2.384798314380987e-08,2.109629271274116e-08,0.0
1829,1.7146351893870815e-08,6.858540846366168e-09,0.0
1830,2.0873670791843324e-08,8.349468672008697e-09,0.0
1831,1.091384405071949e-08,2.8064171431196883e-08,0.0
1832,9.470978667991403e-09,1.758896062131754e-08,1.2176972319366541e-08
1833,4.6334514003376626e-09,9.266902800675325e-09,0.0
1834,1.213489042584115e-08,2.240287422239362e-08,1.8669061851994684e-09
1835,7.563087933704082e-09,1.0588323107185715e-08,0.0
1836,1.5457725766054864e-08,2.688300027031687e-09,0.0
1837,1.2524203896191466e-08,1.6003149028165353e-08,0.0
1838,1.2624323808552163e-08,1.1361890983607736e-08,5.049729523420865e-09
1839,1.0487212875887053e-08,4.894032734625853e-09,1.3982950353153e-09
1840,2.8026629905752998e-08,5.7327197988676915e-09,8.917564464638872e-09
1841,2.3113974734201292e-08,1.2841097074556274e-08,0.0
1842,2.95163662400455e-08,1.341653010911159e-09,0.0
1843,2.2446261738195972e-08,0.0,0.0
1844,2.195424464446205e-08,5.488561272137815e-10,0.0
1845,3.794555070157912e-08,1.674068439427856e-09,0.0
1846,3.805426018743674e-08,0.0,0.0
1847,1.941560512364049e-08,6.47186837454683e-09,0.0
1848,1.689496542667257e-08,4.82713291560799e-09,0.0
1849,1.75967720394965e-08,8.379414939696517e-10,0.0
1850,2.308258650884909e-08,2.0366988096043315e-09,0.0
1851,1.5478653025979838e-08,1.9348316282474798e-09,0.0
1852,2.9948509450150596e-08,4.557382027314816e-09,4.557382027314816e-09
1853,1.2541057081705276e-08,5.971931837933653e-10,5.971931837933653e-10
1854,3.3252252507054436e-08,1.0391328908454511e-09,2.5978321716024766e-09
1855,3.1841622671890946e-08,0.0,0.0
1856,3.002769588533738e-08,0.0,0.0
1857,5.174399575480493e-08,1.4644527812635033e-09,4.881508974818871e-09
1858,2.7404585267731818e-08,9.787352039936081e-10,0.0
1859,2.1387128512628806e-08,5.092173349652285e-10,0.0
1860,2.288591893773173e-08,1.3731551729012637e-09,0.0
1861,4.433005784676425e-08,4.715963730639317e-10,0.0
1862,3.072230825296174e-08,2.2589932147099034e-09,0.0
1863,3.646073309937492e-08,4.994620828036034e-10,0.0
1864,3.835782536043553e-08,9.589455896019672e-10,0.0
1865,2.3063536858103362e-08,4.706844358715045e-10,0.0
1866,2.2868380966656332e-08,0.0,0.0
1867,3.0572714138088486e-08,0.0,0.0
1868,3.408512938563035e-08,0.0,0.0
1869,3.857980246380066e-08,0.0,0.0
1870,2.121598008386627e-08,0.0,0.0
1871,7.434824311758348e-09,0.0,1.0621177271019633e-09
1872,1.69325495846806e-08,0.0,1.3304146229131675e-08
1873,1.496501056408306e-08,5.986004469882289e-10,0.0
1874,1.7923827755339516e-08,0.0,0.0
1875,2.345826111138649e-08,0.0,0.0
1876,2.8416270225761764e-08,0.0,4.836811839936672e-09
1877,3.0924081073635534e-08,0.0,0.0
1878,2.0532901601200138e-08,0.0,0.0
1879,1.0996785704264767e-08,0.0,0.0
1880,9.626769603698904e-09,0.0,1.2835692508872398e-09
1881,1.8128519130300447e-08,0.0,0.0
1882,9.317538740560849e-09,0.0,0.0
1883,1.4534479397809719e-08,6.319338941018771e-10,0.0
1884,2.5746619058963915e-08,1.3203393933736152e-09,0.0
1885,9.023890079618013e-09,0.0,0.0
1886,8.38950331427668e-09,0.0,0.0
1887,1.8933882017790893e-08,1.3057849246322917e-09,0.0
1888,1.8387781963724592e-08,0.0,6.340614699951175e-10
1889,2.8819629349641218e-08,0.0,0.0
1890,7.209825181320184e-09,6.554386478008212e-10,3.9326319978272295e-09
1891,2.039750413018737e-08,0.0,0.0
1892,1.0656471260972467e-08,0.0,0.0
1893,1.7243566574620672e-08,0.0,0.0
1894,1.0082462864602348e-08,0.0,0.0
1895,2.046328972937772e-08,1.2037228991346183e-09,0.0
1896,2.5946928161602045e-08,5.89702897624278e-10,0.0
1897,1.3401440845939305e-08,0.0,0.0
1898,2.319925584970406e-08,5.6583548957434e-10,6.224190496340043e-09
1899,2.984892333302014e-08,5.527578395003729e-10,0.0
1900,3.8932899570909285e-08,1.038210628578895e-09,1.5573159428683425e-09
1901,2.738482152153665e-08,0.0,0.0
1902,1.0802624572647801e-08,0.0,4.910283846193408e-10
1903,7.020286574288548e-09,0.0,5.400220270956879e-10
1904,3.171028950532673e-08,5.374625189347171e-10,0.0
1905,1.5482276793932215e-08,0.0,0.0
1906,1.594697174311932e-08,0.0,0.0
1907,1.3885677496716653e-08,0.0,0.0
1908,2.1118973236866623e-08,0.0,0.0
1909,2.585462333115629e-08,5.500983557560346e-10,2.7504918342913243e-09
1910,1.8170112525695004e-08,0.0,0.0
1911,2.2877609140437016e-08,0.0,0.0
1912,2.1879568379290504e-08,0.0,0.0
1913,2.8105844762649212e-08,0.0,0.0
1914,3.3483718908655646e-08,0.0,0.0
1915,2.1205371680821372e-08,0.0,0.0
1916,2.4172416956957932e-08,0.0,0.0
1917,2.4126133979507358e-08,0.0,0.0
