year,avais_VERB acheté_VERB,avais_VERB racheté_VERB
1800,6.288328968651058e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,8.951360541686881e-09,4.475680270843441e-09
1803,9.751696339321825e-09,0.0
1804,4.2021465418429216e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.7081731584767113e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,4.51806094758922e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,3.113746815941454e-09,0.0
1818,3.457141417584353e-08,0.0
1819,8.280840013696888e-09,5.175524897538253e-09
1820,2.3732962262101864e-08,0.0
1821,2.9584463767662328e-09,0.0
1822,7.017931125119503e-09,0.0
1823,8.894418535021487e-09,0.0
1824,6.736890156844311e-09,0.0
1825,8.805443485471187e-09,0.0
1826,3.082794464148719e-08,8.807984341885344e-10
1827,1.474763688946723e-08,4.608636583469661e-09
1828,1.7427371545863934e-08,6.420610709767516e-09
1829,7.715858174606183e-09,0.0
1830,4.800944353178238e-08,0.0
1831,7.795603274018958e-09,0.0
1832,2.705993873419743e-09,1.3529969367098715e-09
1833,3.359252431778259e-08,0.0
1834,2.6136685704614138e-08,0.0
1835,3.857174846189082e-08,0.0
1836,1.9490174807401672e-08,0.0
1837,3.478945576063097e-09,0.0
1838,1.2624323808552163e-08,6.312161904276081e-10
1839,1.8876983531868063e-08,0.0
1840,1.0828470564661075e-08,0.0
1841,2.8892468861840825e-08,0.0
1842,1.609983613093391e-08,6.708265054555795e-10
1843,1.6539351221922516e-08,1.7720733769266417e-09
1844,1.0977122322231025e-08,0.0
1845,1.3392547515422848e-08,5.580227946389016e-10
1846,1.7563504428608212e-08,0.0
1847,1.9954928376364478e-08,5.393223645455691e-10
1848,8.84974404868899e-09,0.0
1849,2.4300303991253713e-08,0.0
1850,7.467895635215882e-09,0.0
1851,3.805168802273329e-08,0.0
1852,1.8880582430824688e-08,2.6042181744401205e-09
1853,2.9262466227919504e-08,3.5831591027601917e-09
1854,1.3508727469968562e-08,0.0
1855,2.1227748447927297e-08,5.306937111981824e-10
1856,1.8120163147727908e-08,1.0354378465748937e-09
1857,1.3668225662399891e-08,9.763018171682347e-10
1858,2.5447114637699997e-08,1.468102750479261e-09
1859,1.9350258284589472e-08,0.0
1860,1.6477862629926676e-08,0.0
1861,3.6312922446768425e-08,2.357981809808507e-09
1862,1.671654992208005e-08,0.0
1863,2.8469338886338846e-08,0.0
1864,1.1507347075223606e-08,9.589455896019672e-10
1865,1.694463946932956e-08,0.0
1866,2.1408697037372804e-08,9.731225825149181e-10
1867,2.0867089389753346e-08,4.85281148598915e-10
1868,2.9145256874585357e-08,4.93987406535723e-10
1869,2.24641887314192e-08,0.0
1870,2.1789386295267832e-08,0.0
1871,9.559059321873065e-09,0.0
1872,2.237515595027162e-08,0.0
1873,1.855661402316855e-08,5.986004469882289e-10
1874,1.9716210886144836e-08,0.0
1875,1.716458086775674e-08,0.0
1876,4.232210137899983e-09,6.04601479992084e-10
1877,1.0514186854493346e-08,6.184815992682502e-10
1878,1.69094480639842e-08,0.0
1879,1.8327975581655664e-08,0.0
1880,2.3746030919369332e-08,1.2835692508872398e-09
1881,1.4642266066289267e-08,0.0
1882,2.3959387362992857e-08,3.9932310791357395e-09
1883,1.2006744043446815e-08,1.2638677882037541e-09
1884,2.442627788923346e-08,0.0
1885,9.023890079618013e-09,0.0
1886,1.4842966855610484e-08,6.453463874400711e-10
1887,1.566941953967671e-08,0.0
1888,1.521747527988282e-08,0.0
1889,1.628935564212952e-08,0.0
1890,1.9007721618891082e-08,1.3108772956016423e-09
1891,1.784781566982474e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,2.8328715373504565e-08,0.0
1894,1.3233232287745977e-08,1.2603078580752936e-09
1895,1.745398137131815e-08,1.2037228991346183e-09
1896,1.9460195233023114e-08,1.179405795248556e-09
1897,1.1070755867592652e-08,0.0
1898,9.619203211741478e-09,0.0
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,1.764958135197503e-08,0.0
1901,1.2295225282343836e-08,0.0
1902,3.928227076954727e-09,0.0
1903,1.2420506401156217e-08,0.0
1904,1.1824175416563776e-08,5.374625189347171e-10
1905,1.2901897328276846e-08,0.0
1906,1.4403716441790948e-08,1.0288369045596824e-09
1907,1.4399961223432456e-08,0.0
1908,7.858222517143076e-09,4.911389073214423e-10
1909,1.7603147384193107e-08,1.6502950117569526e-09
1910,9.085056262847502e-09,0.0
1911,9.044636151145369e-09,0.0
1912,1.2502610502451716e-08,0.0
1913,3.181793672979438e-08,0.0
1914,1.6072185360371805e-08,0.0
1915,5.890381071793627e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,1.973956464951243e-08,0.0
1918,6.89182577673364e-09,0.0
1919,2.025726608678724e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,2.120369302360814e-08,0.0
1922,1.623145884366295e-08,0.0
1923,1.3800733000834953e-08,0.0
1924,1.675911143195208e-08,2.578324886925998e-09
1925,1.3197813508725176e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,3.0102906833917586e-08,0.0
1928,2.399468712610542e-08,1.1426041224282812e-09
1929,3.119313873867213e-08,4.4561625500705304e-09
1930,7.352522590764465e-09,0.0
1931,2.2810713318222042e-08,0.0
1932,3.616647248350091e-08,0.0
1933,4.588264879146209e-09,4.588264879146209e-09
1934,2.156684431042777e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,3.364691281149135e-08,0.0
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,0.0
1942,4.247896612241675e-08,0.0
1943,4.645176332473966e-08,0.0
1944,6.42637232317611e-08,0.0
1945,2.832055301382752e-08,0.0
1946,4.1763314584386535e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,1.701657836861159e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,3.9015773722894664e-08,0.0
1953,1.508335856215126e-08,0.0
1954,4.69081733456278e-08,0.0
1955,4.3173795205575516e-08,0.0
1956,3.488456457034772e-08,8.72114158667614e-10
1957,1.767007518083119e-08,0.0
1958,3.3088973339090444e-08,0.0
1959,2.712761748568937e-08,0.0
1960,3.8756667208872386e-08,6.920833350854139e-10
1961,2.987708569435199e-08,0.0
1962,2.917300001570311e-08,6.341956404476434e-10
1963,2.909724017285953e-08,3.2330267352165265e-09
1964,3.04198408684897e-08,0.0
1965,2.407699106754535e-08,5.472043373977442e-10
1966,3.212663202134536e-08,5.539074754423723e-10
1967,2.218651040664099e-08,0.0
1968,2.4253646202510026e-08,0.0
1969,2.5888018839737015e-08,0.0
1970,2.3913370839068193e-08,4.5987250119061684e-10
1971,2.209510974182649e-08,0.0
1972,1.898154344814884e-08,0.0
1973,2.205281468548037e-08,0.0
1974,1.6314157136321228e-08,0.0
1975,2.341706917263764e-08,5.711480177694739e-10
1976,2.742492810625663e-08,0.0
1977,1.5867311020656416e-08,5.876781838942691e-10
1978,3.386137237271214e-08,1.1881182704343018e-09
1979,2.3407892513205297e-08,1.7555920051037788e-09
1980,3.354238842234736e-08,0.0
1981,3.226030287351023e-08,0.0
1982,2.7313010519947056e-08,6.207502289967692e-10
1983,2.084054351314535e-08,0.0
1984,3.015484395518797e-08,0.0
1985,2.947623478632977e-08,6.015558051686298e-10
1986,3.2969669661042644e-08,1.1988970927134801e-09
1987,2.4443266966045485e-08,6.110816852533674e-10
1988,2.6984492862425213e-08,5.996553809062277e-10
1989,3.7319232149002346e-08,0.0
1990,3.3236769780842224e-08,0.0
1991,2.9307326343541718e-08,2.9307325455363298e-09
1992,2.5345743281945943e-08,1.1019888335184191e-09
1993,3.268132431344384e-08,0.0
1994,2.795711040448623e-08,1.0549853213248639e-09
1995,2.982347879765257e-08,5.422450821690461e-10
1996,4.5907594170557786e-08,5.338092190498855e-10
1997,2.6371919759071716e-08,0.0
1998,4.005228504411207e-08,1.43043876743576e-09
