year,avais_VERB accompagné_VERB,avais_VERB raccompagné_VERB
2008,1.575252639440805e-08,1.7029758714315335e-09
2009,1.192048149079028e-08,0.0
2010,1.795041271179798e-08,0.0
2011,2.2561435386592166e-08,5.7359579308524644e-09
2012,1.7702113552786614e-08,1.7021263287730903e-09
2013,1.840822605458925e-08,4.741512515948898e-09
2014,2.6418431886554572e-08,3.2481677347817595e-09
2015,1.7289288223309995e-08,2.438232948875907e-09
2016,2.0713400772365276e-08,3.935546111222266e-09
2017,2.3395186232733067e-08,2.7671724911471074e-09
2018,2.6330960523068825e-08,3.0977600484760615e-09
2019,1.9132407658162265e-08,2.5509878653906526e-09
