year,as_VERB ajouté_VERB,as_VERB rajouté_VERB
2008,1.6178271167177627e-08,1.7029758714315335e-09
2009,2.384096298158056e-08,0.0
2010,2.9759895880943077e-08,2.3618964561933353e-09
2011,2.141424282342541e-08,3.4415748029203996e-09
2012,3.4042528795907856e-08,2.7234021704458655e-09
2013,2.872798710029656e-08,5.020424964641279e-09
2014,3.724565544871439e-08,2.5985342766432495e-09
2015,3.768178302721026e-08,3.32486305154589e-09
2016,4.619088400659166e-08,3.314144070287739e-09
2017,5.358252153087051e-08,3.018733707449428e-09
2018,3.6914972412205316e-08,4.130346731301415e-09
2019,4.1070901346529354e-08,2.806086474294034e-09
