year,plus_ADV appelé_VERB,plus_ADV rappelé_VERB
1909,2.8605114721358404e-08,1.1001967337165297e-08
1910,3.4202564336283103e-08,1.5498036631811374e-08
1911,3.6178544604581475e-08,1.1172785363555704e-08
1912,3.80287765722187e-08,1.0418842677495377e-08
1913,4.2423916823963737e-08,1.0075680734189518e-08
1914,4.8216556081115414e-08,1.2054139020278853e-08
1915,2.591767689352764e-08,1.0602685840410686e-08
1916,3.955486249651585e-08,1.538244731591476e-08
1917,4.386569685266295e-08,4.386569774084137e-09
1918,3.2161853624756986e-08,1.1486376294556067e-08
1919,4.051453217357448e-08,1.1049418269237776e-08
1920,4.0132828615924154e-08,4.543339038320937e-09
1921,3.937828552125211e-08,1.741731914250977e-08
1922,3.467629738906908e-08,1.4018077365562931e-08
1923,3.6094224498128824e-08,1.0615948120573648e-08
1924,3.867487308184536e-08,7.734974438733389e-09
1925,3.409435223034052e-08,7.698724324711748e-09
1926,2.7865345586519652e-08,6.687683296036084e-09
1927,4.3481975353643065e-08,8.919379901328739e-09
1928,2.6279895593006586e-08,9.14083297942625e-09
1929,3.119313873867213e-08,2.0052731031228177e-08
1930,3.991369368350206e-08,1.1553964007759987e-08
1931,3.649714130915527e-08,3.4216069977333063e-09
1932,4.274219378430644e-08,2.082311922890767e-08
1933,2.2941325283909464e-08,4.588264879146209e-09
1934,4.073737258636356e-08,8.38710612072191e-09
1935,5.2660450222674626e-08,4.787313656606784e-09
1936,2.66743711563322e-08,1.2124714565686645e-08
1937,3.777335422228134e-08,3.777335333410292e-09
1938,2.074434313215079e-08,1.1668692678767911e-08
1939,1.988226472349197e-08,1.3764645423464117e-08
1940,2.7893612752905028e-08,7.607348528892999e-09
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,4.064529335323641e-08,1.7419411690866582e-08
1944,3.534504600111177e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,8.714016175304096e-09
1946,4.5939643200654245e-08,5.568441707737293e-09
1947,4.649139739854036e-08,3.5762612871081956e-09
1948,5.544662684542345e-08,1.0871888278529696e-08
1949,4.417653798327592e-08,1.1780409536754632e-08
1950,3.296961992305114e-08,9.571825110299415e-09
1951,3.944718685033877e-08,6.396841278899501e-09
1952,3.585233443459401e-08,1.1599284199803606e-08
1953,2.9089333608567358e-08,1.1851209791302608e-08
1954,3.713563856422297e-08,1.2704297169818801e-08
1955,4.129667274810345e-08,8.447047505910632e-09
1956,4.186147961604547e-08,7.849027205963921e-09
1957,4.240818185508033e-08,4.417518795207798e-09
1958,4.218844296133284e-08,4.9633461784992505e-09
1959,2.8677767716089875e-08,7.750747599288843e-09
1960,4.567749911643659e-08,6.2287499602575735e-09
1961,4.655266749864495e-08,1.459113452284555e-08
1962,4.94672605100277e-08,1.0147130247162295e-08
1963,4.008953169432061e-08,9.052474325699222e-09
1964,3.772060352957851e-08,1.034274621503073e-08
1965,4.1587529864273165e-08,1.586892572902343e-08
1966,4.0989153404780154e-08,1.38476865529924e-08
1967,4.042875190179984e-08,5.423369309198733e-09
1968,4.895643357372137e-08,1.3025106326836067e-08
1969,4.4509224750299836e-08,8.175163657142548e-09
1970,3.816941784862138e-08,9.197449912790034e-09
1971,4.932861585871251e-08,1.2332153964678128e-08
1972,4.2580218462262565e-08,6.669190977248718e-09
1973,3.473318344049403e-08,7.718485406371656e-09
1974,3.6566216721212186e-08,5.625571564138454e-09
1975,3.655347313724633e-08,1.599214449754527e-08
1976,3.485251554025126e-08,7.427584769459372e-09
1977,4.4663540421652215e-08,1.23412418062685e-08
1978,3.801978465389766e-08,9.504946163474415e-09
1979,3.6282234106010947e-08,9.363157360553487e-09
1980,3.9227540327146926e-08,1.591842213599648e-08
1981,2.9730083284107423e-08,8.855769451088236e-09
1982,4.159026545380584e-08,1.738100685599875e-08
1983,3.220811350956865e-08,1.2630632539867293e-08
1984,4.1752862500743504e-08,1.275781880138993e-08
1985,4.3913573222198465e-08,9.624892882698077e-09
1986,3.896415634585537e-08,1.498621315931814e-08
1987,4.888653393209097e-08,6.110816741511371e-09
1988,4.077656612366809e-08,8.994830658082265e-09
1989,3.677041959804228e-08,1.2622680678475717e-08
1990,4.631353434092489e-08,9.262707045820662e-09
1991,3.282420379946416e-08,1.1136783939491579e-08
1992,4.958949872957419e-08,1.0468894195980738e-08
1993,4.2651898013446043e-08,9.970573700002205e-09
1994,4.008944287647864e-08,7.384897138251745e-09
1995,4.0668382439434936e-08,1.2471637056421514e-08
1996,3.683283722466513e-08,1.1209993822092201e-08
1997,4.123609187445254e-08,6.233362714880286e-09
1998,4.72044803245808e-08,1.2397135762398648e-08
1999,4.798711117359744e-08,5.941261704833778e-09
2000,5.169096795043515e-08,1.192868470667463e-08
2001,6.177508282689814e-08,1.0076787404500465e-08
2002,4.468845915539532e-08,1.3581786362237835e-08
2003,6.208715319644398e-08,7.083769126836614e-09
2004,4.3166952679030146e-08,8.80958239690699e-09
2005,4.098412276221097e-08,1.261049931144953e-08
2006,4.364963146485934e-08,7.000412693969338e-09
2007,4.1143138673760404e-08,1.4779574009082808e-08
2008,4.5554603644859526e-08,1.1069342775726909e-08
2009,3.766871969901331e-08,1.6211854969583328e-08
2010,4.2514137987836875e-08,1.2754241218715379e-08
2011,4.244608931003313e-08,1.2619107536693264e-08
2012,5.54893198057016e-08,9.19148224198807e-09
2013,5.9129451557282664e-08,1.2551062411603198e-08
2014,4.828942934409497e-08,8.661780626084692e-09
2015,5.5192728609654296e-08,1.773260294157808e-08
2016,5.281917125898872e-08,1.7192121504194802e-08
2017,1.0716504306174102e-07,1.5345229087415646e-08
2018,5.2145626483479646e-08,1.1358453733123497e-08
2019,5.204014996706974e-08,1.1734544003161318e-08
