year,dois_VERB ajouter_VERB,dois_VERB rajouter_VERB
1800,1.21364746519248e-06,0.0
1801,1.0882004062295891e-06,0.0
1802,7.093952945069759e-07,0.0
1803,6.650656700912805e-07,0.0
1804,6.945901418475842e-07,0.0
1805,1.0149072977583273e-06,0.0
1806,6.483755328190455e-07,0.0
1807,5.466154107125476e-07,0.0
1808,6.005096224726003e-07,0.0
1809,7.251488227666414e-07,0.0
1810,9.641322549214237e-07,0.0
1811,7.420946985803312e-07,0.0
1812,5.307744572746742e-07,0.0
1813,9.461189733883657e-07,0.0
1814,1.04469677353336e-06,0.0
1815,9.359365549244103e-07,0.0
1816,7.601740890095243e-07,0.0
1817,7.815504545760632e-07,0.0
1818,7.689159247092903e-07,0.0
1819,6.510810521831445e-07,0.0
1820,6.621496595471399e-07,0.0
1821,8.826032171782572e-07,0.0
1822,8.190928042495216e-07,1.0025615893027862e-09
1823,7.342836170209921e-07,0.0
1824,6.492678039649036e-07,0.0
1825,1.0504893452889519e-06,0.0
1826,8.217849654101883e-07,0.0
1827,8.820930474939814e-07,0.0
1828,9.007200105770607e-07,9.172301251858528e-10
1829,1.1067970717704156e-06,0.0
1830,1.0624698916217312e-06,0.0
1831,1.0508473451409373e-06,0.0
1832,1.3448789104586467e-06,0.0
1833,1.4340531606649165e-06,0.0
1834,9.287858233619772e-07,0.0
1835,1.1095049785581068e-06,0.0
1836,9.671159659774275e-07,0.0
1837,1.0777772558867582e-06,0.0
1838,9.992152172344504e-07,0.0
1839,1.1060513998017996e-06,0.0
1840,1.1210652246518293e-06,0.0
1841,1.2385238505885354e-06,0.0
1842,9.908108040690422e-07,0.0
1843,1.0856902008526959e-06,0.0
1844,9.901364137476776e-07,0.0
1845,1.084238306248153e-06,0.0
1846,1.2680850431934232e-06,0.0
1847,1.2140146736783208e-06,0.0
1848,1.3491836625689757e-06,0.0
1849,1.4437731579164392e-06,0.0
1850,1.1052485433538095e-06,0.0
1851,1.140905737884168e-06,0.0
1852,1.1146054248456494e-06,0.0
1853,1.277396222576499e-06,5.971931837933653e-10
1854,1.1342135621816851e-06,0.0
1855,1.253498567166389e-06,0.0
1856,1.0732313739936217e-06,0.0
1857,1.3316756621861714e-06,0.0
1858,1.2376107179079554e-06,0.0
1859,1.3346586911211489e-06,0.0
1860,1.3644585123984143e-06,0.0
1861,1.3332029311641236e-06,0.0
1862,1.6151800537045347e-06,0.0
1863,1.3635315099236323e-06,0.0
1864,1.1953256944252644e-06,0.0
1865,1.195067738990474e-06,0.0
1866,1.177478338831861e-06,4.865612912574591e-10
1867,1.2102912023692625e-06,0.0
1868,1.394032437929127e-06,0.0
1869,1.2326001979090506e-06,0.0
1870,1.3377535879044444e-06,0.0
1871,1.8130349417333491e-06,0.0
1872,1.6001259837139514e-06,0.0
1873,1.5018885051176767e-06,0.0
1874,1.797759864530235e-06,0.0
1875,1.4761540114704985e-06,0.0
1876,1.4419745184568455e-06,0.0
1877,1.628462086955551e-06,0.0
1878,1.2114411447328166e-06,0.0
1879,1.4509647598970332e-06,0.0
1880,1.2957631270182901e-06,0.0
1881,1.584851020197675e-06,0.0
1882,1.3982963764647138e-06,0.0
1883,1.4502883232125896e-06,0.0
1884,1.2272554386072443e-06,0.0
1885,1.3161987908461015e-06,0.0
1886,1.2513266938185552e-06,0.0
1887,1.3580163340520812e-06,0.0
1888,1.3385038073465694e-06,0.0
1889,1.3394862889981596e-06,0.0
1890,1.4399987549040816e-06,0.0
1891,1.3341242492970196e-06,0.0
1892,1.2700005527221947e-06,0.0
1893,1.1571664799703285e-06,6.158416554491453e-10
1894,1.2565269571496174e-06,0.0
1895,1.1495553735585418e-06,0.0
1896,1.1056929452024633e-06,0.0
1897,1.1472799315015436e-06,0.0
1898,1.178635329779354e-06,0.0
1899,1.2564186135932687e-06,0.0
1900,1.1347642612236086e-06,1.038210628578895e-09
1901,1.1892836937477114e-06,0.0
1902,9.177320521303045e-07,0.0
1903,1.0989448355758213e-06,0.0
1904,1.143720282925642e-06,0.0
1905,1.0976934845530195e-06,0.0
1906,1.0561010412857286e-06,0.0
1907,9.354832286589954e-07,0.0
1908,1.0014322242568596e-06,0.0
1909,1.0066800086860894e-06,0.0
1910,9.774452109923004e-07,0.0
1911,1.0108710739586968e-06,0.0
1912,8.986251600617834e-07,0.0
1913,9.115839247897384e-07,0.0
1914,8.545044920538203e-07,0.0
1915,9.177213655675587e-07,0.0
1916,8.822931931717903e-07,1.0987462051303964e-09
1917,8.049355528783053e-07,0.0
1918,7.489117592740513e-07,0.0
1919,7.578059353363642e-07,0.0
1920,7.02703118804493e-07,0.0
1921,7.550029295089189e-07,0.0
1922,7.953414637995593e-07,0.0
1923,6.900366429363203e-07,0.0
1924,7.567383590867394e-07,0.0
1925,6.752881063221139e-07,0.0
1926,5.773699740529992e-07,0.0
1927,7.637219141543028e-07,0.0
1928,6.787068400626595e-07,0.0
1929,8.177058248293179e-07,0.0
1930,6.071082907510572e-07,0.0
1931,7.2766175662764e-07,0.0
1932,6.696276955153735e-07,0.0
1933,6.240040306693118e-07,0.0
1934,6.266366199270124e-07,0.0
1935,4.966838105247007e-07,0.0
1936,6.547346060870041e-07,0.0
1937,5.867461254638329e-07,0.0
1938,5.432424927676038e-07,0.0
1939,5.138800815984723e-07,0.0
1940,4.5390513037091296e-07,0.0
1941,3.2466527954966296e-07,0.0
1942,3.489343498586095e-07,0.0
1943,3.4548497751529794e-07,0.0
1944,4.5305924345484527e-07,0.0
1945,5.468045287670975e-07,0.0
1946,5.164729941498081e-07,0.0
1947,6.198852702254953e-07,0.0
1948,4.7292712679336546e-07,0.0
1949,3.622476185682899e-07,0.0
1950,4.0095312670018757e-07,0.0
1951,4.946890612700372e-07,0.0
1952,3.6274124681767717e-07,0.0
1953,3.436850875004893e-07,0.0
1954,3.811288991073525e-07,0.0
1955,3.7636286265296803e-07,0.0
1956,2.9739092610725493e-07,0.0
