year,dois_VERB ajouter_VERB,dois_VERB rajouter_VERB
1957,3.525180147789797e-07,0.0
1958,3.383347575436346e-07,0.0
1959,3.402578272471146e-07,0.0
1960,3.4604167353791127e-07,0.0
1961,2.9946565405225556e-07,0.0
1962,3.7037025890640507e-07,0.0
1963,2.9032580073362624e-07,0.0
1964,3.303594837689161e-07,0.0
1965,4.213473516756494e-07,0.0
1966,3.9548993413518474e-07,0.0
1967,3.781567272653774e-07,0.0
1968,3.813212003933586e-07,0.0
1969,5.586362021858804e-07,4.5417578031781147e-10
1970,4.7504829581157537e-07,0.0
1971,3.4170344065387326e-07,5.138397485282553e-10
1972,3.0370469517038146e-07,5.130146862875051e-10
1973,3.175605343130883e-07,0.0
1974,2.8521648687274137e-07,0.0
1975,2.4330904579983326e-07,0.0
1976,3.125299201656162e-07,0.0
1977,2.7503338628775964e-07,0.0
1978,2.5069294906643336e-07,0.0
1979,3.3531807730469154e-07,0.0
1980,2.825519800353504e-07,0.0
1981,2.2455701298440545e-07,0.0
1982,2.4581709112680983e-07,0.0
1983,2.51349575819404e-07,6.315316047889041e-10
1984,2.7719261197489686e-07,0.0
1985,2.183647609399486e-07,0.0
1986,2.4397556330768566e-07,5.994485463567401e-10
1987,2.034902024661278e-07,6.110816852533674e-10
1988,2.0868007766239316e-07,5.996553809062277e-10
1989,2.650762951361685e-07,5.488122178931576e-10
1990,2.0051035676260653e-07,0.0
1991,2.250802708658739e-07,1.7584396161396398e-09
1992,1.972559999785517e-07,5.509944167592096e-10
1993,2.237839851204626e-07,2.2156829704300662e-09
1994,2.0202969608362764e-07,3.164955852952289e-09
1995,1.800253670580787e-07,1.626735190995987e-09
1996,1.7028514776029624e-07,0.0
1997,1.6110845990624512e-07,1.438468344439059e-09
1998,1.721294609069446e-07,4.768129224785866e-10
1999,1.6635532062991842e-07,1.8280804647829996e-09
2000,1.5904913652775576e-07,4.4180314962005696e-10
2001,1.8094404197199765e-07,4.3812117822561447e-10
2002,1.6604829511379648e-07,4.38122149670761e-10
2003,1.5834307021123095e-07,4.1669229178253886e-10
2004,1.5416769372222916e-07,1.3214374039449694e-09
2005,1.873559796194968e-07,0.0
2006,1.758339038815393e-07,1.6471559671771274e-09
2007,1.689664799187085e-07,2.3966877371606188e-09
2008,1.7370354044032865e-07,2.9802078582719105e-09
2009,1.7546948072322266e-07,2.860915504498962e-09
2010,1.5068900438564015e-07,3.3066551718974324e-09
2011,1.6366600164019474e-07,1.1471915639660324e-09
2012,2.0187218296996434e-07,5.446804340891731e-09
2013,2.3512323821250902e-07,4.462600067256517e-09
2014,2.2304085689484054e-07,3.4647122948427977e-09
2015,2.7175215677743836e-07,4.654808538617772e-09
2016,3.376284212208702e-07,3.5212781579474495e-09
2017,1.5269760922365094e-07,4.528100561174142e-09
2018,2.2639463281848293e-07,4.130346731301415e-09
2019,2.425989293897146e-07,3.826481798085979e-09
