year,soyons_VERB à_ADP,soyons_VERB a_ADP
1800,1.006132621661493e-07,0.0
1801,1.404897762569135e-07,0.0
1802,6.265952379180817e-08,2.2378401354217203e-09
1803,6.826187504138659e-08,0.0
1804,5.6852570651244605e-08,0.0
1805,7.96005732439653e-08,0.0
1806,1.0374008763136544e-07,0.0
1807,8.540865437112188e-08,0.0
1808,7.478043961839376e-08,0.0
1809,1.8072244145628247e-08,2.259030518203531e-09
1810,1.4040760731859336e-07,0.0
1811,6.016984244183732e-08,0.0
1812,6.134578978134186e-08,0.0
1813,6.901779880941206e-08,0.0
1814,6.608021863030444e-08,0.0
1815,1.4565006800637548e-07,0.0
1816,1.0892738089296472e-07,0.0
1817,9.65261524044081e-08,0.0
1818,1.549753108065488e-07,1.1921177378582115e-09
1819,1.0144029172209912e-07,0.0
1820,1.5545090015223195e-07,0.0
1821,1.6172840489048212e-07,0.0
1822,1.082766516447009e-07,2.0051231786055723e-09
1823,1.1562743651438723e-07,0.0
1824,1.4568525230629348e-07,0.0
1825,1.496925357002965e-07,0.0
1826,1.1362299545680798e-07,0.0
1827,8.572063769918259e-08,0.0
1828,7.704732729596486e-08,1.8344602503717056e-09
1829,9.516225607519857e-08,0.0
1830,1.252420318564873e-07,0.0
1831,7.951514824355854e-08,0.0
1832,1.6100663158269413e-07,2.705993873419743e-09
1833,1.390035428983083e-07,0.0
1834,1.2228235313216373e-07,0.0
1835,2.079849110714349e-07,0.0
1836,1.0820407725375958e-07,6.720750067579218e-10
1837,1.0436836284100082e-07,0.0
1838,1.0351945256559247e-07,0.0
1839,1.1396104238059479e-07,6.9914751765765e-10
1840,1.286677047129814e-07,0.0
1841,1.207063142771858e-07,1.2841097074556274e-09
1842,1.1471133420926094e-07,0.0
1843,1.1400338273404031e-07,5.906911071384968e-10
1844,1.1635750229999076e-07,1.6465684371524958e-09
1845,1.4006372150987545e-07,5.580227946389016e-10
1846,1.1123552212666254e-07,5.854501328173001e-10
1847,8.521293626273518e-08,5.393223645455691e-10
1848,1.1182858283831365e-07,2.413566457803995e-09
1849,8.128032469301161e-08,9.217356655710773e-09
1850,8.214685465190996e-08,0.0
1851,1.212494473712411e-07,6.449438760824933e-10
1852,1.2890880429772267e-07,6.510545436100301e-10
1853,1.3675724019890367e-07,1.1943863675867306e-09
1854,1.044328561405905e-07,1.558699391779328e-09
1855,1.6026949367642374e-07,1.0613874223963649e-09
1856,1.299474492455488e-07,1.5531567143511893e-09
1857,1.386348515985958e-07,1.9526036343364694e-09
1858,1.0570340380766652e-07,9.787352039936081e-10
1859,1.0897251101482652e-07,5.092173349652285e-10
1860,1.473853243894041e-07,4.577183909670879e-10
1861,1.2591622944313485e-07,1.8863854922557266e-09
1862,1.7032808763417506e-07,1.3553959066214816e-09
1863,1.2136928440042993e-07,4.994620828036034e-10
1864,1.2418345063380798e-07,9.589455896019672e-10
1865,1.4120533098349597e-07,9.41368871743009e-10
1866,1.5229368521829656e-07,3.4059290943133647e-09
1867,1.2277612881916866e-07,2.426405742994575e-09
1868,1.338705901687831e-07,9.87974813071446e-10
1869,1.3869195036875226e-07,4.883519144627257e-10
1870,1.1812140154887629e-07,0.0
1871,1.2214354061512722e-07,0.0
1872,1.3001779342047826e-07,0.0
1873,1.2331169241264206e-07,5.387403856360606e-09
1874,8.842421683752377e-08,0.0
1875,1.0928116500608098e-07,1.1443054281912168e-09
1876,1.094328672124334e-07,0.0
1877,9.648312904175782e-08,0.0
1878,1.1111923114981437e-07,6.039088673581716e-10
1879,1.22797441992617e-07,6.10932526790009e-10
1880,1.1359587581694086e-07,6.417846254436199e-10
1881,1.3875289517351064e-07,6.972507571312292e-10
1882,9.184431659647885e-08,6.655385131892899e-09
1883,1.1501196550689485e-07,6.319338941018771e-10
1884,1.254322450350287e-07,1.9805090900604227e-09
1885,1.3664747111619135e-07,0.0
1886,1.2067977595009438e-07,1.936039106809062e-09
1887,9.205783957355607e-08,6.528924623161458e-10
1888,9.70114062415206e-08,1.9021844099853524e-09
1889,1.0963988961165683e-07,1.2530273485467092e-09
1890,8.127439299343564e-08,1.9663159989136147e-09
1891,1.0326236488111817e-07,1.9122659011827636e-09
1892,1.3226560557910716e-07,0.0
1893,1.0099802971730298e-07,1.847525021858587e-09
1894,9.263262712444487e-08,0.0
1895,1.2518718328635714e-07,6.018614495673091e-10
1896,1.0437741249091914e-07,5.89702897624278e-10
1897,1.1769961583141253e-07,0.0
1898,8.713866561649297e-08,0.0
1899,1.2271223504001227e-07,2.2110313580014918e-09
1900,9.91491164725744e-08,0.0
1901,7.600685258957185e-08,1.1177477832191585e-09
1902,8.101968340668009e-08,4.910283846193408e-10
1903,1.1448466619157216e-07,0.0
1904,1.1501697816385104e-07,5.374625189347171e-10
1905,1.0218302914921651e-07,1.0321518084666081e-09
1906,9.619625074286375e-08,0.0
1907,9.925687471934452e-08,0.0
1908,1.1197967308973489e-07,4.911389073214423e-10
1909,1.2267193261195075e-07,0.0
1910,1.0100444747251913e-07,5.344150677544235e-10
1911,1.0853563459090054e-07,0.0
1912,1.192957466145117e-07,5.209421227725386e-10
1913,1.1507487984729892e-07,1.060597942803554e-09
1914,1.5804315234291266e-07,3.3483718020477227e-09
1915,1.3194453862830358e-07,2.3561523843085297e-09
1916,1.3294828948851034e-07,0.0
1917,1.3708029911185804e-07,2.1932848870420685e-09
1918,1.3439060175812756e-07,3.44591288836682e-09
1919,1.1878124706043991e-07,1.8415696745321952e-09
1920,1.1585514680945153e-07,7.572231730534895e-10
1921,1.0374664216605822e-07,7.572747429129834e-10
1922,1.0919344450854851e-07,7.377935484775833e-10
1923,1.0615948431436095e-07,2.1231896241147297e-09
1924,1.0957880625106498e-07,0.0
1925,1.0998177790710884e-07,0.0
1926,1.3040981594603096e-07,1.1146138456652466e-09
1927,1.0145794959726118e-07,0.0
1928,8.341010149237604e-08,0.0
1929,1.0249174042797904e-07,0.0
1930,1.0503603586897725e-07,0.0
1931,1.0264821082017761e-07,0.0
1932,1.1726704141068467e-07,0.0
1933,8.717703536831323e-08,0.0
1934,1.2700474982807464e-07,0.0
1935,8.138432860960165e-08,0.0
1936,8.487300195980652e-08,0.0
1937,8.68787117802583e-08,0.0
1938,1.1150084122668602e-07,0.0
1939,1.0552894824655823e-07,0.0
1940,1.0650288562175092e-07,0.0
1941,8.264207496111453e-08,2.9515025978810172e-09
1942,9.102635578628337e-08,0.0
1943,8.709705712206528e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,1.5249528617644614e-07,0.0
1946,8.352662383970255e-08,1.3921104269343232e-09
1947,1.2874540633589504e-07,1.1920870957027319e-09
1948,1.1850358005993655e-07,0.0
1949,1.1289559864735565e-07,9.817008317369869e-10
1950,1.318784812465168e-07,1.0635361480382244e-09
1951,1.0874629829960014e-07,0.0
1952,1.381369303388169e-07,0.0
1953,9.480968143904533e-08,1.0773827385790469e-09
1954,1.2117944137024494e-07,0.0
1955,6.382213513234092e-08,0.0
1956,1.0552581120037985e-07,8.72114158667614e-10
1957,1.2280702610389937e-07,0.0
1958,1.2739254229288122e-07,0.0
1959,9.22338975195558e-08,0.0
1960,7.12845822925523e-08,0.0
1961,1.0213794321423109e-07,1.3896318540318475e-09
1962,8.62506071008795e-08,6.341956404476434e-10
1963,8.341209056794696e-08,1.2932106496776896e-09
1964,1.0586104948195896e-07,0.0
1965,1.1819613954244801e-07,1.0944086747954884e-09
1966,8.80712889284041e-08,5.539074754423723e-10
1967,1.0304401421024068e-07,0.0
1968,9.476887541381984e-08,4.4914158503495116e-10
1969,9.94644984153581e-08,4.5417578031781147e-10
1970,9.059488237372904e-08,0.0
1971,1.109893879025492e-07,5.138397485282553e-10
1972,8.20823486957778e-08,1.0260293725750103e-09
1973,8.324937694759171e-08,1.6539611902288698e-09
1974,6.975709088141713e-08,0.0
1975,9.595286876162845e-08,5.711480177694739e-10
1976,7.770396409645386e-08,5.713526873840635e-10
1977,7.522280887073407e-08,0.0
1978,7.603957175028597e-08,0.0
1979,7.373486710093857e-08,0.0
1980,7.73180501845161e-08,0.0
1981,6.894849335914444e-08,6.325549528618524e-10
1982,7.945602886749725e-08,0.0
1983,8.778289029010011e-08,0.0
1984,7.364740994830754e-08,0.0
1985,9.324114813580309e-08,0.0
1986,8.81189392565318e-08,0.0
1987,8.249602778676035e-08,0.0
1988,7.195864482056891e-08,0.0
1989,7.957777503619923e-08,0.0
1990,7.846057237248516e-08,0.0
1991,7.561290171764767e-08,5.861465202094962e-10
1992,6.281336339952759e-08,0.0
1993,7.200969465159801e-08,0.0
1994,8.703629084116926e-08,0.0
1995,9.10971715839537e-08,0.0
1996,7.953757474865597e-08,1.067618438099771e-09
1997,7.767729215402142e-08,2.3974471297094624e-09
1998,8.201182133404927e-08,0.0
1999,8.22636216923911e-08,9.140402323914998e-10
2000,8.92442357791623e-08,0.0
2001,7.272811863856532e-08,4.3812117822561447e-10
2002,8.236696169561242e-08,0.0
2003,8.542191842764169e-08,0.0
2004,8.677438634308032e-08,0.0
2005,7.656374556574974e-08,4.5037495954858286e-10
2006,1.0047651599620622e-07,0.0
2007,9.626695396391938e-08,0.0
2008,9.153495561520231e-08,0.0
2009,8.344337065757657e-08,0.0
2010,1.2281861661023186e-07,0.0
2011,1.1357197005068542e-07,0.0
2012,1.2051054865125366e-07,0.0
2013,1.4475559151350126e-07,5.578250084070646e-10
2014,1.5266388553314414e-07,0.0
2015,1.5759851557106686e-07,0.0
2016,1.878705475633069e-07,0.0
2017,1.879161599660506e-07,0.0
2018,1.7760491299867454e-07,0.0
2019,1.6862029195152672e-07,0.0
