year,leurs_DET âmes_NOUN,leurs_DET ames_NOUN,leurs_DET rames_NOUN
1983,4.13021682632575e-07,2.5892795019188952e-08,2.7155859783078995e-08
1984,5.166916317023151e-07,3.8853355421863967e-08,4.001315900836744e-08
1985,4.860570808062903e-07,3.007778959229768e-08,2.285912048538563e-08
1986,5.790672972239008e-07,3.356911842944399e-08,3.9563603282388726e-08
1987,4.564780233806687e-07,3.360949296649096e-08,3.605382020710479e-08
1988,4.6113498708422185e-07,3.298104522819756e-08,2.0388283006322894e-08
1989,5.043584447861349e-07,5.872290853581319e-08,2.414773736525433e-08
1990,4.778466884403088e-07,4.086488392118781e-08,1.8525413703063265e-08
1991,4.185086064367738e-07,6.037309213668962e-08,3.809952231481617e-08
1992,4.799161423818532e-07,3.1957675727944945e-08,3.361065786799955e-08
1993,4.802492927780122e-07,3.766661171855645e-08,2.7142116110212555e-08
1994,5.53339800646313e-07,6.540908836782933e-08,3.586950114708998e-08
1995,5.194707686229094e-07,3.8499400001335005e-08,2.657000813810484e-08
1996,4.766916461562687e-07,8.00713857440627e-08,3.149474370189864e-08
1997,5.226434822702686e-07,2.5892430310925363e-08,2.924885678101674e-08
1998,5.144811332513655e-07,5.5787111374883125e-08,2.717833713639095e-08
1999,5.328854602026922e-07,4.06747895920212e-08,3.5190549807495586e-08
2000,5.085154537454173e-07,5.257457635909901e-08,2.6066386493717175e-08
2001,5.012106498725188e-07,4.3373996810869286e-08,1.9715452381774412e-08
2002,5.520339207976122e-07,3.548789445639855e-08,3.8992872930521116e-08
2003,5.950366084306324e-07,3.7085613413534446e-08,3.3335384064248075e-08
2004,5.087534056258392e-07,2.8631143872415166e-08,3.03930605127789e-08
2005,5.548619448347836e-07,3.648037250059133e-08,2.8823997855198513e-08
2006,5.283252768606417e-07,2.8825229980711242e-08,2.4707340173790726e-08
2007,6.195437798339753e-07,4.833320232933147e-08,3.155638808594041e-08
2008,5.862494631969639e-07,4.683183491005494e-08,2.4267406029121474e-08
2009,6.675469421679736e-07,3.9099177895352e-08,4.6728287905750676e-08
2010,6.04645524759917e-07,2.125706816125117e-08,3.3538931631937885e-08
2011,5.961572036028429e-07,1.797266777070483e-08,5.20060190467575e-08
2012,7.557441179528723e-07,1.4297861811174428e-08,7.319143402462203e-08
2013,8.42315770910318e-07,7.251725164802991e-09,8.172136350959036e-08
2014,8.999590122016343e-07,4.5474349286145355e-09,7.124314427287004e-08
2015,9.775097495889895e-07,5.098123367908158e-09,9.376113863091007e-08
2016,1.1220449422921774e-06,1.615645275898636e-08,9.693871416693867e-08
2017,8.532953508222363e-07,1.031400623241474e-08,6.263872026623929e-08
2018,9.618544893896797e-07,5.937373537268087e-09,7.176477184733798e-08
2019,1.055088588941544e-06,3.06118530524202e-09,6.632568216868862e-08
