year,leurs_DET âmes_NOUN,leurs_DET ames_NOUN,leurs_DET rames_NOUN
1800,3.04983969190431e-07,1.2042149819535553e-06,2.7668648350243075e-07
1801,1.9763816005990975e-07,1.959713259225282e-06,2.3811825866637548e-07
1802,2.394488944901241e-07,1.3113743477788375e-06,1.1860552717735118e-07
1803,4.524786945125925e-07,1.2696708135973012e-06,1.2482171030114841e-07
1804,2.71903616066993e-07,1.5597379068310602e-06,4.3998946352985513e-07
1805,2.5585898111302185e-07,1.0888221131377662e-06,1.1087222873129576e-07
1806,2.7087691023552907e-07,9.826491611519828e-07,1.0374009207225754e-07
1807,3.3594069215325817e-07,1.3836202086281446e-06,1.1103124819555887e-07
1808,5.07600597998703e-07,1.1307709417707201e-06,1.2690014727922971e-07
1809,2.7560172299878616e-07,1.5225865332979538e-06,1.9879468227124164e-07
1810,3.8612091124434755e-07,1.7363740991704901e-06,3.065566147597565e-07
1811,4.3873842070496494e-07,9.251113444186387e-07,2.2814398548121062e-07
1812,5.867858128283387e-07,7.228134215608861e-07,1.4402923831369208e-07
1813,4.3423699946920635e-07,6.355389150503044e-07,6.326631307729258e-08
1814,6.356287745035161e-07,8.433094897952742e-07,1.5104049566616595e-07
1815,6.041780924448403e-07,6.33847548670019e-07,1.7531953311333837e-07
1816,8.482430189360457e-07,1.11013225456702e-06,8.806894413737609e-08
1817,1.019752073005975e-06,8.67178501118282e-07,9.341240314597599e-08
1818,7.569947459984405e-07,9.25083367464552e-07,8.940882878505363e-08
1819,1.3663385880491319e-06,6.531512509733162e-07,1.0765092040010416e-07
1820,1.1830881128105375e-06,8.448934538662911e-07,2.290230902701751e-07
1821,1.1035005913484497e-06,9.368413829147215e-07,1.0749022294476163e-07
1822,1.2040764119092273e-06,9.514309198266346e-07,1.303330066093622e-07
1823,7.846853398163489e-07,1.153309519441592e-06,3.360113609574e-08
1824,8.522165888535937e-07,1.3945362820066975e-06,1.7600125090666552e-07
1825,1.3181748492741008e-06,1.1587962518433415e-06,1.8667539025685187e-07
1826,1.2049322064555668e-06,9.900174373633774e-07,1.9465645095806394e-07
1827,9.364749384843662e-07,7.373818302625068e-07,1.6314573930698018e-07
1828,1.1676339859434393e-06,8.887960032955e-07,1.6785311629519128e-07
1829,8.418859094305731e-07,7.827309849162134e-07,1.4060008179939132e-07
1830,8.756505387452762e-07,9.414026120868613e-07,1.408972849503698e-07
1831,7.390231484549759e-07,8.247748013445744e-07,8.731075240575592e-08
1832,7.536193091794985e-07,7.130293929735743e-07,1.7318360789886356e-07
1833,8.259127000087574e-07,9.880835118991627e-07,4.0079355301259056e-07
1834,8.979818986176724e-07,8.494423215932301e-07,2.0722658167215968e-07
1835,1.1079923893930754e-06,9.098394500028917e-07,2.3067417487254716e-07
1836,1.2050304576405324e-06,1.1902448115996833e-06,1.9557382269219659e-07
1837,1.2468540049326293e-06,6.018575697819273e-07,1.5585675328111392e-07
1838,1.1911049409008e-06,6.0154902414844e-07,1.2119350856210076e-07
1839,1.2207115638318555e-06,5.872839321519052e-07,2.0205362716296804e-07
1840,1.7745953133641024e-06,3.063820236404169e-07,2.560614769109293e-07
1841,1.6680584664641174e-06,3.1974330916284543e-07,1.5730344005149277e-07
1842,1.7085951391493381e-06,3.857252384165122e-07,1.8112315069984675e-07
1843,1.7726639924831034e-06,3.5618673410731105e-07,1.3231480100461823e-07
1844,2.1010213409056178e-06,2.804654815058427e-07,1.1965063606567128e-07
1845,1.862680058195565e-06,2.3548561484121322e-07,1.294612856916899e-07
1846,1.8113826989463178e-06,2.0783480181307823e-07,9.718472115949339e-08
1847,1.5758999687420783e-06,2.1195369193094393e-07,8.521293537455676e-08
1848,1.4400946817261229e-06,2.856053729072272e-07,7.401603774326304e-08
1849,1.4764529474575738e-06,1.6339858888159142e-07,8.714591359648693e-08
1850,1.3951387174415686e-06,2.260735687542592e-07,1.059083363230684e-07
1851,1.4027529715576748e-06,1.6446069439624011e-07,9.545169632474426e-08
1852,1.764357866917976e-06,1.9922268590377712e-07,1.0026239749549859e-07
1853,1.696028590458809e-06,1.3138249999045115e-07,1.3138249421729142e-07
1854,1.8730370179298461e-06,2.3120706416079884e-07,8.520889860363923e-08
1855,1.999653996165307e-06,2.573864463784048e-07,8.119613426060823e-08
1856,2.1179881670718714e-06,2.2106598418503154e-07,8.697677927882452e-08
1857,1.920873852867544e-06,3.295018546900508e-07,1.2154957884646933e-07
1858,1.8718310954568551e-06,3.704512696600659e-07,1.0521403481789093e-07
1859,2.002751784857537e-06,1.3137807153285053e-07,9.013146473613176e-08
1860,1.8070721843344018e-06,1.0252891699535915e-07,9.657858157652299e-08
1861,1.9146812668680013e-06,1.4572327922124373e-07,2.0137165446243444e-07
1862,1.8840003122022608e-06,1.4909355372516586e-07,1.0346188616949803e-07
1863,1.8430151023096641e-06,1.578300213300743e-07,1.0688488316645817e-07
1864,1.8555597591785045e-06,1.6302075156460205e-07,1.0116875726051688e-07
1865,1.873794737150547e-06,1.7791871886885247e-07,1.00255788337833e-07
1866,1.947218194686684e-06,1.153150238630829e-07,1.1239565722576117e-07
1867,1.6358827856777225e-06,8.346835578265654e-08,9.948263368642074e-08
1868,1.599531174178992e-06,1.2399084114989023e-07,5.4832603346710584e-08
1869,1.7087433015205988e-06,8.204312462734009e-08,1.0353060575507556e-07
1870,1.5997995674865706e-06,8.142349461337517e-08,6.364794247204486e-08
1871,1.100353969718526e-06,7.328612317003547e-08,9.665271250014484e-08
1872,1.4332194666621945e-06,9.978110149244657e-08,5.684498893820944e-08
1873,1.3947390016255667e-06,1.0774808351099452e-07,9.038866721766681e-08
1874,1.4327112332068737e-06,9.559374530843101e-08,7.229277398934641e-08
1875,1.360579162223985e-06,1.602027601133038e-07,6.579756473001908e-08
1876,1.2684538646112742e-06,1.052006610713363e-07,7.557518699741195e-08
1877,1.4138489596859927e-06,1.4905406864329507e-07,7.112538735754015e-08
1878,1.162524533526721e-06,1.4856158414566778e-07,9.239805587313299e-08
1879,1.438746085824505e-06,1.539549978613053e-07,1.386816816939529e-07
1880,1.2578978498822835e-06,8.40737852669804e-08,9.049163418595185e-08
1881,1.156738974827931e-06,1.0528486044103502e-07,9.133984690823382e-08
1882,1.317766272990184e-06,9.117877586284351e-08,7.32092366728665e-08
1883,1.2347988729288772e-06,9.036654724514648e-08,9.85816863696698e-08
1884,1.2239546443026939e-06,1.0694749263961967e-07,7.393900780527929e-08
1885,1.101559185201495e-06,5.736615876772433e-08,8.572695819886178e-08
1886,1.2093791070810767e-06,7.937760482246148e-08,6.840672028829431e-08
1887,1.216338628040603e-06,7.051238765098944e-08,7.965288295608275e-08
1888,1.3315290807724978e-06,8.179392674279029e-08,7.545331626168661e-08
1889,1.3238233407264488e-06,1.209171417992927e-07,7.894072240333116e-08
1890,1.2086288343482465e-06,1.1011369310809371e-07,8.979509402706753e-08
1891,1.237236137541231e-06,1.038997901048333e-07,4.461954006274027e-08
1892,1.244926615129316e-06,7.208789098989143e-08,8.462491507543746e-08
1893,1.2649387635121911e-06,8.991288336090975e-08,6.220000881018706e-08
1894,1.270390320939896e-06,1.329624805812557e-07,6.616616277099752e-08
1895,1.590117982175343e-06,1.3421510480782217e-07,1.0111271997459426e-07
1896,1.3398049603097206e-06,9.022454150464654e-08,4.540712339462516e-08
1897,1.38442716490772e-06,7.050323302948414e-08,5.47711082043989e-08
1898,1.320660025783127e-06,8.883617352850592e-08,5.1491030994554876e-08
1899,1.3846583613030816e-06,7.793885536955258e-08,5.30647525920358e-08
1900,1.5920959484105879e-06,5.0353213154608056e-08,8.357595238095428e-08
1901,1.3502393230169218e-06,6.81826142767683e-08,4.4151036715511793e-08
1902,1.3719333580297643e-06,6.137854857701797e-08,3.191684427861219e-08
1903,1.4856005527974503e-06,7.236295007650995e-08,4.482182802689749e-08
1904,1.318933072980144e-06,5.96583396017536e-08,3.117282609821359e-08
1905,1.4914593222670192e-06,4.8511136441220515e-08,2.3223415412942927e-08
1906,1.46866468142548e-06,5.761486576716379e-08,3.858138342138773e-08
1907,1.4219961812500514e-06,5.8628414900674386e-08,7.045695582519329e-08
1908,1.3540699299596781e-06,7.317969785702871e-08,2.9468333995197327e-08
1909,1.5039689387208455e-06,4.290767208203761e-08,5.3359539009534274e-08
1910,1.5027751949503454e-06,6.519863859910657e-08,5.451033757708501e-08
1911,1.423200096439814e-06,7.608134722225657e-08,7.129301038411029e-08
1912,1.3367375188977348e-06,5.209421310992113e-08,4.844761747335724e-08
1913,1.411125563066662e-06,3.977242246655521e-08,4.613600879110891e-08
1914,1.5389117606900982e-06,1.0513887893637275e-07,4.218948390644073e-08
1915,1.7317720413245752e-06,3.180805707714285e-08,7.421880354741006e-08
1916,1.8909422436763634e-06,3.186364039287071e-08,4.1752354462687435e-08
1917,1.768884231978518e-06,5.2638837289009643e-08,4.82522672928809e-08
1918,1.7275510231229418e-06,2.9864577477667353e-08,2.5270027848023346e-08
1919,1.6537295124408047e-06,1.8415696523277347e-08,4.4197672688373046e-08
1920,1.372088334505861e-06,5.4520069348029665e-08,5.3762846619065385e-08
1921,1.4925885345462575e-06,2.877644034171567e-08,5.5281056177136634e-08
1922,1.4372217869151882e-06,4.3529819471199716e-08,4.3529817694842876e-08
1923,1.347163774312321e-06,7.00652584839645e-08,5.944931080748006e-08
1924,1.5276574885092487e-06,5.156649751647535e-08,4.383152329978657e-08
1925,1.6508265474612926e-06,7.698724391325129e-08,6.488924952918751e-08
1926,1.3353074024280431e-06,6.018914844307943e-08,5.238685218955652e-08
1927,1.3602054096395477e-06,3.567751982735956e-08,8.361918724109074e-08
1928,1.118609439743068e-06,6.170062416543942e-08,6.627103654732736e-08
1929,1.0939878869464792e-06,5.013182802215965e-08,3.78773812315103e-08
1930,1.0629646922666325e-06,4.306477274784726e-08,3.4661891690213054e-08
1931,1.0789467843608236e-06,7.641589050422226e-08,4.334035708097872e-08
1932,1.0564993857542504e-06,7.12369884192654e-08,4.3838147445462994e-08
1933,9.704179966263382e-07,5.5059179437932926e-08,2.8676655494663805e-08
1934,1.0423974856621498e-06,4.7926320689839486e-08,4.073737258636356e-08
1935,9.658405133450287e-07,6.821921960664667e-08,7.420336078922674e-08
1936,9.323905452163217e-07,3.8799086166108054e-08,4.849885826274658e-08
1937,8.763418044566151e-07,2.266401233352866e-08,3.5255130370615007e-08
1938,9.581293554106196e-07,4.148868781861381e-08,3.7599123259290934e-08
1939,9.130548264124627e-07,4.7411557346777045e-08,2.7529289958749814e-08
1940,6.643751166990342e-07,5.3251442144741645e-08,4.057252667166722e-08
1941,9.326748333648993e-07,9.149658275475758e-08,3.836953510472085e-08
1942,1.1196242013511437e-06,1.517105863158008e-08,6.371844563091145e-08
1943,1.1700038164974558e-06,3.4838822493554744e-08,6.67744117777147e-08
1944,8.675602600760612e-07,1.927911696952833e-08,4.4984606262232774e-08
1945,8.801156319293568e-07,3.267756065739036e-08,6.535512397931598e-08
1946,9.24361330589818e-07,3.3410651134602176e-08,4.037120149291695e-08
1947,1.0204266089886005e-06,3.695469952269548e-08,5.364391952866754e-08
1948,8.882332132031934e-07,2.5005342907391537e-08,6.088257009650988e-08
1949,7.735802594055485e-07,1.865231580300275e-08,3.141442705967279e-08
1950,8.497653922745485e-07,3.6160228367165814e-08,4.892266147749069e-08
1951,7.889437085850659e-07,3.411648408224721e-08,5.757156806840413e-08
1952,7.065018863272599e-07,2.4253048791500476e-08,2.319856839960721e-08
1953,7.423167271980446e-07,2.5857184948741008e-08,3.98631598841348e-08
1954,6.821230424947089e-07,5.472620490110103e-08,2.443134050622575e-08
1955,6.429141148345252e-07,2.62797024142003e-08,2.627970197011109e-08
1956,7.186220827293255e-07,4.883839266334178e-08,4.4477822092048314e-08
1957,6.723463688018683e-07,4.240817974565658e-08,4.594219477072059e-08
1958,6.055282444350496e-07,2.233505791426893e-08,3.3916197683669935e-08
1959,5.91382057990586e-07,5.1154935620800757e-08,3.952881399982289e-08
1960,6.304878965579519e-07,4.6369582840100065e-08,2.8375417571169237e-08
1961,6.878677591970472e-07,7.295567339138387e-08,4.5857850128339095e-08
1962,6.792235573982452e-07,5.707760736273215e-08,3.805173920401472e-08
1963,6.453121201843715e-07,2.9743844720542256e-08,4.849539947393566e-08
1964,7.562372505987014e-07,9.673509765439903e-08,3.467862086381501e-08
1965,7.9837111144343e-07,7.441978983058206e-08,4.322914293197755e-08
1966,6.873991509337429e-07,6.81306198124787e-08,3.545007909444564e-08
1967,6.744698826111062e-07,1.562916367436884e-07,3.3526280418527676e-08
1968,8.466318739408507e-07,1.0959054630443887e-07,5.030385830107065e-08
1969,6.540131511911795e-07,1.1626899665273527e-07,3.769659115415713e-08
1970,6.962469640825475e-07,8.829552111677685e-08,4.2768142805016396e-08
1971,7.466091354046966e-07,1.1612778028080584e-07,3.4941102566854454e-08
1972,5.612380835628983e-07,1.1029815810692511e-07,4.976242279353116e-08
1973,4.427102773263414e-07,6.22992017973445e-08,2.260413545229767e-08
1974,4.871745176160402e-07,7.144475955289664e-08,2.981552982284086e-08
1975,4.774797357498528e-07,3.484002819575949e-08,2.227477224892027e-08
1976,4.88506557871915e-07,6.056338452964383e-08,1.4855169538918744e-08
1977,4.2312829329205215e-07,5.1715678683894595e-08,2.4094805095575822e-08
1978,5.049502735943179e-07,4.930690877813504e-08,2.7920778578049976e-08
1979,5.184848532735487e-07,4.6815787246856644e-08,2.6919077855680484e-08
1980,5.11095027633246e-07,4.54812042471886e-08,2.1603573374662233e-08
1981,4.826394341961304e-07,4.870673031565076e-08,3.226030287351023e-08
1982,4.92254942585646e-07,5.2143018680617104e-08,2.4209258597807093e-08
