year,devons_VERB approcher_VERB,devons_VERB rapprocher_VERB
1860,8.238931314963338e-09,1.327383358784573e-08
1861,2.169343282787395e-08,1.131831339762357e-08
1862,9.035972858839614e-09,1.1294965851504912e-08
1863,7.491931519609807e-09,3.995696662428827e-09
1864,9.589456340108882e-09,1.726102105692462e-08
1865,1.3179164426446732e-08,2.9182434246877165e-08
1866,1.3137154475373336e-08,1.9949013108089275e-08
1867,1.94112459439566e-09,1.455843445796745e-08
1868,1.0867722721741302e-08,1.877152122631287e-08
1869,8.790334682373668e-09,3.2231227464762924e-08
1870,1.4335121534259088e-08,1.7202147262196377e-08
1871,5.3105884134652115e-09,2.8677177965619194e-08
1872,2.4189357183956872e-09,1.1489944995446422e-08
1873,3.591602570907071e-09,3.5317427204972773e-08
1874,5.974609251779839e-09,2.3300975371398636e-08
1875,3.432916173551348e-09,3.89063856687244e-08
1876,3.02300739996042e-09,3.204387866162506e-08
1877,6.184816214727107e-09,2.9068635498674666e-08
1878,4.22736201599605e-09,2.113680963589104e-08
1879,6.720257683667796e-09,2.1382637882538802e-08
1880,1.2835692508872398e-09,1.7328185109022343e-08
1881,2.7890030285249168e-09,3.5559789779426865e-08
1882,1.0648616211028639e-08,1.9966154951589488e-08
1883,6.319338829996468e-09,3.349249766415596e-08
1884,9.902545450302114e-09,2.2445769687351458e-08
1885,7.7347630522695e-09,1.933690718658454e-08
1886,1.936039106809062e-09,1.8069698626277386e-08
1887,1.0446279397058333e-08,2.6768590899450828e-08
1888,5.706553452000662e-09,1.3949351895803375e-08
1889,1.0024218788373673e-08,1.3783300722991498e-08
1890,1.9663159989136147e-09,2.2284913470116408e-08
1891,3.1871101313640793e-09,3.824532157636895e-08
1892,1.3790726782758611e-08,2.4447198043731078e-08
1893,1.0469308087124318e-08,2.6481190573690583e-08
1894,8.192000855444803e-09,1.5753848003896564e-08
1895,7.22233739480771e-09,6.6204757231957956e-09
1896,1.179405795248556e-09,2.4767521367152767e-08
1897,4.661370844871726e-09,1.3984112534615178e-08
1898,4.52668391659472e-09,1.1316709347397591e-08
1899,1.2160672469008205e-08,3.979856444402685e-08
1900,4.671947717582725e-09,1.453494924419374e-08
1901,1.676621730339889e-09,2.0678333711998675e-08
1902,5.4013122863239005e-09,2.553347577816112e-08
1903,4.860198465905796e-09,1.0260418292773466e-08
1904,1.2361637935498493e-08,1.4511488011237361e-08
1905,6.708986699521802e-09,3.509316215399849e-08
1906,9.773950537805831e-09,1.9033482345776065e-08
1907,1.5428529565042481e-09,2.468564730406797e-08
1908,4.911389073214423e-09,2.553922229253658e-08
1909,1.1001967115120692e-09,1.7053048750881317e-08
1910,1.1757131268552712e-08,1.1222716089775986e-08
1911,4.788336838146279e-09,2.7133907565257687e-08
1912,7.293189607793238e-09,2.031674206648404e-08
1913,1.590896969716482e-09,6.893886794756554e-09
1914,9.37544086809794e-09,2.1429579888376793e-08
1915,7.068456930880984e-09,1.5314990164938536e-08
1916,8.789969641043172e-09,2.197492410260793e-09
1917,1.973956464951243e-08,1.0966424213165737e-08
1918,4.594550517822427e-09,3.101321510712296e-08
1919,1.3811772170413406e-08,2.8544329566670967e-08
1920,5.300562211374427e-09,1.590168707821249e-08
1921,6.815472630705699e-09,2.0446417892117097e-08
1922,1.4018077365562931e-08,1.9920426197472807e-08
1923,1.2739137744688378e-08,2.229349149729387e-08
1924,2.578324886925998e-09,2.5783249313349188e-08
1925,4.399271169575059e-09,3.079489729884699e-08
1926,4.458455382660986e-09,1.7833821530643945e-08
1927,3.3447675740205796e-09,1.3379070296082318e-08
1928,9.14083297942625e-09,1.4853853258500749e-08
1929,6.684243825105796e-09,7.798284684668033e-09
1930,1.6805765667982087e-08,4.201441416995522e-09
1931,9.124285327288817e-09,1.596749932275543e-08
1932,7.6716757391182e-09,1.2055489939655217e-08
1933,2.2941324395731044e-09,1.9500125958415992e-08
1934,4.7926320689839486e-09,2.7557634396657704e-08
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,1.9399543305098632e-08,1.8187071404440758e-08
1937,6.295559185076627e-09,3.777335422228134e-08
1938,3.8895642262559704e-09,1.1668692678767911e-08
1939,9.176430282309411e-09,2.4470480752825097e-08
1940,1.5214697057785997e-08,7.607348528892999e-09
1941,8.854508237732261e-09,2.6563522936839945e-08
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,1.927911696952833e-08,1.2852744646352221e-08
1945,1.742803235060819e-08,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.6689218895749036e-08
1948,8.697510267552389e-09,1.195907639583993e-08
1949,9.817008539414473e-09,1.3743811422273211e-08
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,6.396841278899501e-09
1952,9.490323193972472e-09,1.1599284199803606e-08
1953,5.386913581872932e-09,7.54167928107563e-09
1954,9.772536113672459e-10,8.795282724349818e-09
1955,6.569925492527773e-09,1.1262729415761896e-08
1956,3.488456634670456e-09,7.849027205963921e-09
1957,7.951533653738352e-09,1.1485549400447326e-08
1958,4.9633461784992505e-09,1.6544486669545222e-08
1959,1.3176271629333769e-08,8.525822714489095e-09
1960,1.1765417085030094e-08,9.689166802218097e-09
1961,6.94815938118154e-09,6.94815938118154e-09
1962,6.976152100435229e-09,7.610347907416326e-09
1963,2.5864212993553792e-09,5.1728425987107585e-09
1964,5.475571551727398e-09,9.125952438182594e-09
1965,2.188817349590977e-09,7.660860390501512e-09
1966,6.092982118843793e-09,6.092982118843793e-09
1967,1.2818872185960117e-08,1.035370456037299e-08
1968,4.491415683816058e-09,7.635406973349745e-09
1969,4.995933444718048e-09,4.087581828571274e-09
1970,3.6789800095249348e-09,4.1388523719376735e-09
1971,2.569198631618974e-09,6.166076982339064e-09
1972,3.5911027485013847e-09,8.721249500354133e-09
1973,3.3079223804577396e-09,7.1671650836435674e-09
1974,2.2502286700643026e-09,1.6876715580593782e-09
1975,4.569184142155791e-09,6.8537762132336866e-09
1976,2.856763492431469e-09,1.428381679602353e-08
1977,3.526069214387917e-09,6.464460078348111e-09
1978,1.1881182704343018e-09,7.128709622605811e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,5.685150683554241e-10,3.411090521154847e-09
1981,6.958104314946922e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,7.449002747961231e-09
1983,3.157658134966823e-09,3.78918940668882e-09
1984,1.739702604197646e-09,4.639206796497319e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,4.196139880008332e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,4.888653482026939e-09
1988,4.797243047249822e-09,5.99655392008458e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,4.90378582185258e-09
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,5.509944056569793e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,1.0549853213248639e-09,4.2199412852994556e-09
1995,5.4224509327127635e-09,4.337960657352369e-09
1996,5.3380921904988554e-09,4.804283193493575e-09
1997,4.315404922294874e-09,2.876936688878118e-09
1998,3.814503379828693e-09,6.198567881199324e-09
1999,2.7421207526856506e-09,3.1991407301035224e-09
2000,2.6508188977203417e-09,1.3254094488601709e-09
2001,1.3143635069212678e-09,4.381211837767296e-09
2002,2.1906108038649563e-09,5.6955880012310445e-09
2003,8.333845835650777e-10,5.000307723435071e-09
2004,7.928623979580607e-09,1.3214374039449694e-09
2005,4.053374524914943e-09,1.8014998381943315e-09
2006,6.1768350434476815e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,4.393927444112933e-09
2008,5.5346713878634546e-09,2.554463751636149e-09
2009,6.198650481792356e-09,2.860915504498962e-09
2010,1.1809482280966677e-08,1.4171379625338432e-09
2011,9.942326961720482e-09,3.059177577924288e-09
2012,1.05531832161887e-08,6.808505426114664e-10
2013,1.059867482666732e-08,1.1156500168141292e-09
2014,1.537466154388767e-08,6.496335691608124e-10
2015,1.3521109565317602e-08,2.21657536769726e-09
2016,1.2013772199281902e-08,1.86420612280358e-09
2017,7.2952728302766445e-09,1.7609279590047322e-09
2018,1.3165480261534412e-08,1.5488800242380307e-09
2019,1.020395146156261e-08,1.2754939326953263e-09
