year,devons_VERB acheter_VERB,devons_VERB racheter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,8.951360541686881e-09,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,1.1921177378582115e-09
1819,8.280840013696888e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,7.017931125119503e-09,0.0
1823,9.882686891060644e-10,0.0
1824,1.6842225392110777e-09,0.0
1825,8.805443485471187e-09,0.0
1826,2.642395191543301e-09,0.0
1827,1.013900075008678e-08,0.0
1828,4.586150570418113e-09,0.0
1829,8.57317605795771e-10,0.0
1830,4.174734336004349e-09,1.0436835840010872e-09
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,1.3068342852307069e-08,0.0
1835,7.563087933704082e-09,0.0
1836,4.704525213838906e-09,0.0
1837,1.3915781860163179e-09,7.653680356156656e-09
1838,1.0730675015224733e-08,3.787297142565649e-09
1839,6.9914751765765e-10,0.0
1840,5.732719632334238e-09,0.0
1841,1.926164561183441e-09,1.926164561183441e-09
1842,4.024959032733477e-09,0.0
1843,0.0,0.0
1844,3.2931368743049916e-09,4.390849017710252e-09
1845,4.464182357111213e-09,2.7901139176833567e-09
1846,6.439951683034906e-09,1.7563503984519002e-09
1847,1.1865092020002521e-08,0.0
1848,0.0,1.6090443422100975e-09
1849,8.379414939696517e-10,0.0
1850,5.431196825611551e-09,2.0366988096043315e-09
1851,5.159551008659946e-09,0.0
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,1.1943863675867306e-09,1.7915795513800958e-09
1854,7.79349651480743e-09,0.0
1855,1.4859423913549108e-08,0.0
1856,5.177189232874468e-10,5.177189232874468e-10
1857,5.857811125054013e-09,4.881509085841174e-10
1858,1.468102750479261e-09,0.0
1859,1.5276519604867644e-08,0.0
1860,5.950338888283113e-09,4.577183909670879e-10
1861,4.2443675241088386e-09,1.4147891747029462e-09
1862,1.8071945051545413e-09,1.3553959066214816e-09
1863,2.4973103585068657e-09,4.994620828036034e-10
1864,4.794728170054441e-09,0.0
1865,4.23615986733239e-09,0.0
1866,1.9462451650298362e-09,3.8924903300596725e-09
1867,4.367530337390235e-09,0.0
1868,3.951899252285784e-09,0.0
1869,1.0743741896135361e-08,4.883519144627257e-10
1870,3.4404292748035914e-09,0.0
1871,5.3105884134652115e-09,0.0
1872,1.0885210954825197e-08,0.0
1873,7.781805422268917e-09,5.986004469882289e-10
1874,1.1949218281515073e-09,5.974609140757536e-10
1875,0.0,1.1443054281912168e-09
1876,6.04601479992084e-10,0.0
1877,1.2369631985365004e-09,0.0
1878,6.039088673581716e-10,3.0195443923020093e-09
1879,3.0546627449723474e-09,0.0
1880,3.8507077526617195e-09,1.2835692508872398e-09
1881,4.183504653809678e-09,0.0
1882,3.3276925659464496e-09,0.0
1883,1.2006744043446815e-08,4.423537092179686e-09
1884,3.300848483434038e-09,6.601696966868076e-10
1885,0.0,0.0
1886,0.0,0.0
1887,1.1099172247952538e-08,0.0
1888,1.268122939990235e-09,6.340614699951175e-10
1889,2.5060546970934183e-09,0.0
1890,3.2771931834929546e-09,0.0
1891,1.2748440081367107e-09,0.0
1892,4.387958441043338e-09,0.0
1893,3.079208221734575e-09,1.2316833108982905e-09
1894,8.822155450616265e-09,0.0
1895,4.213029924926559e-09,0.0
1896,4.1279202278587945e-09,0.0
1897,5.826713334045053e-09,0.0
1898,8.487532454637403e-09,0.0
1899,1.6582735185011188e-09,0.0
1900,4.15284251431558e-09,0.0
1901,6.147612641171918e-09,5.588738916095792e-10
1902,9.820567692386817e-10,0.0
1903,3.7801539676252105e-09,0.0
1904,2.1498500757388683e-09,1.6123875568041512e-09
1905,3.6125313851442797e-09,0.0
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,4.6285588695127444e-09,3.0857059130084963e-09
1908,5.893666887857307e-09,1.4734167219643268e-09
1909,1.4852655993990993e-08,0.0
1910,1.336037680488289e-08,5.344150677544235e-10
1911,5.3203743632934675e-09,0.0
1912,4.167536982180309e-09,0.0
1913,1.060597942803554e-09,1.060597942803554e-09
1914,2.0090231700464756e-09,0.0
1915,7.068456930880984e-09,0.0
1916,3.186363883855847e-08,0.0
1917,3.5092558192673096e-08,0.0
1918,5.743188147278033e-09,0.0
1919,1.9336480860943084e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,1.741731914250977e-08,0.0
1922,8.115729421831475e-09,7.377935484775833e-10
1923,1.6985516992917837e-08,1.0615948120573648e-09
1924,2.1915761649893284e-08,0.0
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,1.0034302277972529e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,9.453243521306831e-09,0.0
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,1.6439305028370654e-08,0.0
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,1.3179738189705859e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,3.777335333410292e-09,0.0
1938,1.4261735792331365e-08,0.0
1939,1.8352860564618823e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,1.5313215584455975e-08,0.0
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,1.3046265401328583e-08,0.0
1949,1.0798709482173763e-08,0.0
1950,1.3825969702452312e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,1.370824520563474e-08,0.0
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,1.07497895029951e-08,0.0
1955,1.407841132561316e-08,0.0
1956,3.488456634670456e-09,2.616342476002842e-09
1957,6.184526224473075e-09,8.835037701437898e-10
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,2.325224457422337e-09
1960,8.305000243069571e-09,0.0
1961,5.55852741612739e-09,0.0
1962,4.43936931660005e-09,0.0
1963,1.1638896069143811e-08,0.0
1964,6.6923653285755336e-09,0.0
1965,3.830430195250756e-09,0.0
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,4.437302081328198e-09,0.0
1968,6.287982134978165e-09,1.3474247273492779e-09
1969,9.537691525451919e-09,0.0
1970,5.058597540852361e-09,1.3796175313274261e-09
1971,9.762954888969944e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,3.859242703185828e-09,0.0
1974,6.750686232237513e-09,5.625571675160757e-10
1975,1.313640396460869e-08,5.711480177694739e-10
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,7.052138428775834e-09,0.0
1978,8.910887139279566e-09,0.0
1979,5.851973128301324e-09,1.1703946700691858e-09
1980,1.0233271119375331e-08,0.0
1981,1.2018544381930951e-08,6.325549528618524e-10
1982,5.586751949948621e-09,6.207502289967692e-10
1983,8.841442245000053e-09,0.0
1984,1.333771937339634e-08,1.739702604197646e-09
1985,1.0226449020933615e-08,6.015558051686298e-10
1986,1.019062523255343e-08,0.0
1987,4.277571630240118e-09,0.0
1988,4.197587610832443e-09,0.0
1989,1.0427432250992297e-08,0.0
1990,1.3076762783725826e-08,5.44865097484859e-10
1991,7.033758464558559e-09,5.861465202094962e-10
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,0.0
1994,8.967375286772494e-09,1.5824779264761446e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,7.473328622609188e-09,5.338092190498855e-10
1997,8.151320507465698e-09,4.79489448146353e-10
1998,8.10582001520288e-09,2.86087753487152e-09
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,4.859834756842929e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,7.448076377869484e-09,4.38122149670761e-10
2003,3.7502307925763034e-09,0.0
2004,9.250062049659391e-09,4.404791253964646e-10
2005,7.205999352777326e-09,4.5037495954858286e-10
2006,4.941467679486777e-09,0.0
2007,6.7906151812735516e-09,0.0
2008,7.2376473703172906e-09,8.514879357157668e-10
2009,7.1522885392028e-09,9.53638501499654e-10
2010,1.4643758206034363e-08,0.0
2011,1.185431308670104e-08,7.64794394481072e-10
2012,9.19148224198807e-09,3.404252713057332e-10
2013,9.483025031897796e-09,1.1156500168141292e-09
2014,9.744502982300673e-09,8.661780737106994e-10
2015,1.3521109565317602e-08,1.329945265027277e-09
2016,9.32103016992869e-09,1.0356699942093428e-09
2017,1.33327402451755e-08,1.509366853724714e-09
2018,1.3681773936013997e-08,1.5488800242380307e-09
2019,1.1479444950168727e-08,5.1019755087367e-10
