year,pouvais_VERB amener_VERB,pouvais_VERB ramener_VERB
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,7.020380277111826e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,2.9584463767662328e-09
1822,1.0025615893027862e-09,0.0
1823,6.917880934764753e-09,0.0
1824,2.5263338088166165e-09,1.6842225392110777e-09
1825,3.522177216552791e-09,1.7610886082763955e-09
1826,0.0,0.0
1827,9.217273055917019e-10,8.295545583791863e-09
1828,0.0,9.172301140836225e-09
1829,0.0,8.57317605795771e-10
1830,2.0873671680021744e-09,7.305785310052215e-09
1831,0.0,9.354723218280014e-09
1832,0.0,0.0
1833,1.1583628500844156e-09,1.1583628500844156e-09
1834,0.0,9.334531370086552e-09
1835,0.0,7.563087933704082e-10
1836,1.5457725766054864e-08,0.0
1837,2.0873671680021744e-09,6.957890930081589e-10
1838,0.0,6.312161904276081e-10
1839,6.9914751765765e-10,0.0
1840,7.0066574764382494e-09,0.0
1841,0.0,6.420548537278137e-10
1842,6.708265054555795e-10,2.0124795163667386e-09
1843,2.953455480181333e-09,0.0
1844,3.2931368743049916e-09,0.0
1845,7.254296274794569e-09,5.580227946389016e-10
1846,8.781752214304106e-09,0.0
1847,1.6179670936367074e-09,0.0
1848,8.045221711050488e-10,4.82713291560799e-09
1849,0.0,3.3517659758786067e-09
1850,0.0,8.146795238417326e-09
1851,1.2898877521649865e-09,1.2898877521649865e-09
1852,6.510545436100301e-10,1.9531636308300904e-09
1853,1.1943863675867306e-09,1.1943863675867306e-09
1854,1.2469595134234623e-08,3.117398783558656e-09
1855,0.0,1.0613874223963649e-09
1856,0.0,3.1063134287023786e-09
1857,1.1715622250108026e-08,3.905207268672939e-09
1858,1.468102750479261e-09,5.872411001917044e-09
1859,0.0,1.018434669930457e-09
1860,1.8308735638683515e-09,0.0
1861,1.4147891747029462e-09,9.431927461278633e-10
1862,3.6143890103090826e-09,0.0
1863,9.989241656072068e-10,1.9978483312144135e-09
1864,1.4384183844029508e-09,0.0
1865,7.0602665935837194e-09,8.001635798393636e-09
1866,9.244664589402873e-09,3.8924903300596725e-09
1867,2.91168689159349e-09,1.455843445796745e-09
1868,1.975949626142892e-09,1.975949626142892e-09
1869,5.371870948067681e-09,1.4650557433881772e-09
1870,5.734048791339319e-10,0.0
1871,0.0,1.0621177271019633e-09
1872,2.4189357183956872e-09,1.2094678591978436e-09
1873,9.577607151811662e-09,5.986004469882289e-10
1874,1.7923826867161097e-09,5.974609140757536e-10
1875,9.154443425529735e-09,5.721527251978387e-09
1876,2.418405919968336e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,8.040260901509555e-09
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,1.832797580370027e-09,1.221865053580018e-09
1880,6.417846254436199e-10,7.701415505323439e-09
1881,4.183504653809678e-09,2.7890030285249168e-09
1882,6.655385131892899e-09,1.9966155395678697e-09
1883,6.319338941018771e-10,4.423537092179686e-09
1884,0.0,6.601696966868076e-10
1885,4.511945039809007e-09,0.0
1886,6.453463874400711e-10,9.680196200179125e-09
1887,2.6115698492645834e-09,1.9586774424595887e-09
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,6.265136742733546e-10,6.265136742733546e-10
1890,6.554386478008212e-10,0.0
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,3.1342561879199593e-09,4.387958441043338e-09
1893,4.926733243593162e-09,1.2316833108982905e-09
1894,6.9316934414587195e-09,1.2603078580752936e-09
1895,4.213029924926559e-09,0.0
1896,4.717623180994224e-09,7.66613794667137e-09
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,5.6583548957434e-10,1.13167097914868e-09
1899,3.3165470370022376e-09,0.0
1900,5.710158568206225e-09,3.114631885736685e-09
1901,1.1177477832191585e-09,0.0
1902,6.874397495693074e-09,2.455141867585553e-09
1903,3.2401321625741275e-09,0.0
1904,1.6123875568041512e-09,1.6123875568041512e-09
1905,2.580379465655369e-09,5.160758931310738e-09
1906,3.0865106026567446e-09,2.572092316910357e-09
1907,5.142843373384665e-10,1.028568674676933e-09
1908,1.1296195090437777e-08,9.822778146428846e-10
1909,1.1001967115120692e-09,3.300590023513905e-09
1910,8.550641084070776e-09,1.068830135508847e-09
1911,4.25629931299909e-09,1.5961122423746588e-09
1912,2.0837684910901544e-09,2.6047106693738442e-09
1913,2.6514948014977335e-09,0.0
1914,0.0,6.696743715117748e-10
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,5.483212106582869e-09
1918,0.0,0.0
1919,6.4454939163738345e-09,7.366278698128781e-09
1920,0.0,0.0
1921,2.2718242842501013e-09,0.0
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,0.0,0.0
1924,6.445812328337297e-09,1.289162443462999e-09
1925,0.0,0.0
1926,3.343841648018042e-09,2.229227691330493e-09
1927,1.1149224876660924e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,0.0,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,0.0,0.0
1932,0.0,3.287861094491973e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,2.393656828303392e-09,0.0
1936,0.0,0.0
1937,3.777335333410292e-09,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,1.5249527862692958e-08,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,1.0635361480382244e-09,0.0
1951,1.0661401539380222e-08,2.1322803522849654e-09
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,0.0,0.0
1954,0.0,1.9545072227344917e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,7.951533653738352e-09,0.0
1958,0.0,4.9633461784992505e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,1.3841666701708277e-09,6.920833350854139e-10
1961,2.779263708063695e-09,4.16889545107324e-09
1962,1.9025869768540815e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,1.8251904432275978e-09
1965,1.0944086747954884e-09,0.0
1966,5.539074754423723e-10,2.215629901769489e-09
1967,9.860671168482327e-10,4.930335584241163e-10
1968,4.042274071025531e-09,4.4914158503495116e-10
1969,4.5417578031781147e-10,4.5417578031781147e-10
1970,0.0,4.5987250119061684e-10
1971,2.569198631618974e-09,4.1107179882260425e-09
1972,0.0,5.130146862875051e-10
1973,4.9618833486420044e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,3.937900228123681e-09
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,2.3762365408686037e-09,2.3762365408686037e-09
1979,0.0,1.1703946700691858e-09
1980,1.1370301367108482e-09,5.685150683554241e-10
1981,1.2651099057237047e-09,0.0
1982,6.207502289967692e-10,0.0
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,0.0
1986,2.997242676272549e-09,1.1988970927134801e-09
1987,3.6664902225425067e-09,0.0
1988,2.99827696004229e-09,2.398621523624911e-09
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,0.0,2.724325431913144e-09
1991,1.7584396161396398e-09,2.344586080837985e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,3.323524566667402e-09,4.985286850001103e-09
1994,5.274926606624319e-10,1.0549853213248639e-09
1995,5.4224509327127635e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,2.3974471297094624e-09,0.0
1998,1.43043876743576e-09,0.0
1999,4.570201161957499e-10,3.656160929565999e-09
2000,1.7672125984802278e-09,8.836062992401139e-10
2001,2.190605918883648e-09,3.066848330846028e-09
2002,1.3143663935011318e-09,2.1906108038649563e-09
2003,2.5001538617175356e-09,0.0
2004,1.3214374039449694e-09,4.404791253964646e-10
2005,4.053374524914943e-09,3.1526248278623825e-09
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,4.7933754743212376e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,1.7029758714315335e-09
2009,1.2874119548200724e-08,5.721831008997924e-09
2010,6.140930874920514e-09,1.8895172093635892e-09
2011,6.883149605840799e-09,3.823971805871906e-09
2012,5.7872298064864935e-09,4.765953853791416e-09
2013,9.761937924679387e-09,7.2517249982695375e-09
2014,1.3642305063399363e-08,6.496335469563519e-09
2015,6.871383906315032e-09,6.206410940734486e-09
2016,6.628288140575478e-09,4.764082017771898e-09
2017,9.056201122348284e-09,7.2952728302766445e-09
2018,1.1358453733123497e-08,6.453666934191915e-09
2019,7.1427654901867754e-09,7.1427654901867754e-09
