year,premières_ADJ humeurs_NOUN,premières_ADJ rumeurs_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,1.1330369531492579e-08
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,5.034683425719777e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,3.113746815941454e-09
1818,0.0,2.384235475716423e-09
1819,0.0,2.4842520929269085e-08
1820,0.0,1.898636980968149e-08
1821,3.94459531705138e-09,0.0
1822,0.0,0.0
1823,7.906149512848515e-09,1.087095569118901e-08
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0
1828,0.0,0.0
1829,3.429270423183084e-09,1.714635211591542e-09
1830,2.0873671680021744e-09,3.1310507520032616e-09
1831,1.2472964883158966e-08,1.7150327380477393e-08
1832,0.0,1.488296597074168e-08
1833,0.0,3.4750886612755494e-09
1834,0.0,8.401078055442213e-09
1835,0.0,2.4958190181223472e-08
1836,6.720750067579218e-10,1.2769425516978572e-08
1837,1.3915781860163179e-09,4.174734336004349e-09
1838,5.680945491803868e-09,1.2624323808552163e-08
1839,1.3982950353153e-09,2.7965900706306e-09
1840,1.9109065441114126e-09,3.94920705026891e-08
1841,0.0,8.988767952189392e-09
1842,3.3541325272778977e-09,3.3541325272778977e-09
1843,1.1813822142769936e-09,1.1223130869097986e-08
1844,0.0,1.6465683927435748e-08
1845,0.0,2.6785095030845696e-08
1846,0.0,1.4636253098387897e-08
1847,0.0,5.015698079091635e-08
1848,8.04522137798358e-09,2.091757700384278e-08
1849,1.6758829879393033e-09,4.1897072478036534e-09
1850,1.6972489191857676e-08,2.647708452485631e-08
1851,6.449438760824933e-10,1.3543821175687754e-08
1852,0.0,2.4740073101270355e-08
1853,0.0,2.5679307569248522e-08
1854,5.195664454227256e-10,1.558699302961486e-08
1855,0.0,2.2289135870323662e-08
1856,0.0,3.209857268871019e-08
1857,0.0,2.0990489346672803e-08
1858,0.0,2.936205589776364e-08
1859,0.0,1.7313389610862373e-08
1860,0.0,4.2110093356750866e-08
1861,0.0,2.3579819263819246e-08
1862,0.0,3.1174105297182564e-08
1863,0.0,2.6471489888990618e-08
1864,0.0,1.6781548595190543e-08
1865,0.0,1.2708479601997169e-08
1866,4.865612912574591e-10,1.3137154475373336e-08
1867,0.0,1.067618526917613e-08
1868,9.87974813071446e-10,8.397785578040384e-09
1869,0.0,1.953407746668745e-08
1870,0.0,1.8922360567330543e-08
1871,9.559059321873065e-09,4.0360474073963815e-08
1872,1.2094678591978436e-09,4.8378714367913744e-09
1873,0.0,2.573981916498269e-08
1874,0.0,1.8521287614703397e-08
1875,0.0,3.776207790906483e-08
1876,0.0,9.673623679873344e-09
1877,0.0,1.422507656112515e-08
1878,0.0,1.8721174610547564e-08
1879,0.0,4.887460214320072e-09
1880,0.0,1.4761046607247863e-08
1881,0.0,9.064259565150223e-09
1882,0.0,1.5307385581309063e-08
1883,6.319338941018771e-10,1.8958017378167824e-08
1884,5.281357573494461e-09,1.650424152899177e-08
1885,0.0,1.8692343783932586e-08
1886,0.0,1.5488313631628614e-08
1887,0.0,1.5016526688782506e-08
1888,0.0,1.8387781963724592e-08
1889,0.0,2.0048437576747347e-08
1890,0.0,2.2284913470116408e-08
1891,0.0,1.211101796627645e-08
1892,0.0,8.14906586654729e-09
1893,0.0,6.7742580989182954e-09
1894,0.0,1.9534772022211655e-08
1895,0.0,5.416753046105782e-09
1896,0.0,9.435246361988447e-09
1897,0.0,5.2440420894583895e-09
1898,0.0,1.9238406423482957e-08
1899,0.0,1.0502398950507086e-08
1900,0.0,9.34389543516545e-09
1901,0.0,1.2854099118442264e-08
1902,0.0,8.838511089681589e-09
1903,0.0,1.29605282062073e-08
1904,0.0,1.3436562973367927e-08
1905,0.0,6.708986699521802e-09
1906,0.0,4.629765903985117e-09
1907,0.0,1.131425531042396e-08
1908,0.0,1.5225305904920106e-08
1909,0.0,7.701377313651392e-09
1910,0.0,5.878565634276356e-09
1911,0.0,1.702519725199636e-08
1912,0.0,2.3442395302719632e-08
1913,0.0,1.0075680734189518e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,1.295883844676382e-08
1916,0.0,4.1752354462687435e-08
1917,0.0,2.8512703309502285e-08
1918,0.0,1.378365155346728e-08
1919,0.0,3.222746869369075e-08
1920,0.0,4.240449680281699e-08
1921,0.0,1.5145495524393482e-08
1922,3.6889677978990676e-09,1.2542490601674672e-08
1923,0.0,2.229349149729387e-08
1924,0.0,2.0626599095407983e-08
1925,0.0,7.698724324711748e-09
1926,0.0,1.0031524944054127e-08
1927,0.0,2.229845030843336e-08
1928,0.0,2.742249805010033e-08
1929,0.0,1.4482528065684619e-08
1930,0.0,1.8906487042613662e-08
1931,0.0,2.3951248984133144e-08
1932,0.0,2.082311922890767e-08
1933,2.2941324395731044e-09,1.3764795081527836e-08
1934,0.0,3.235026824199849e-08
1935,0.0,1.6755597798123745e-08
1936,0.0,2.182448666232517e-08
1937,0.0,1.7627565185307503e-08
1938,0.0,2.5930429359277696e-08
1939,0.0,7.647025235257843e-09
1940,0.0,2.7893612752905028e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,4.2478965012193726e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,1.9606536838523425e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,8.344609447874518e-09
1948,0.0,8.697510267552389e-09
1949,0.0,1.668891336237266e-08
1950,0.0,1.3825969702452312e-08
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,0.0,1.4762725264461096e-08
1953,0.0,8.619061908632375e-09
1954,0.0,9.772536557761669e-09
1955,0.0,2.440258128899586e-08
1956,0.0,2.3547082506070183e-08
1957,0.0,1.3252556607667998e-08
1958,0.0,1.8198935525237658e-08
1959,0.0,1.3176271629333769e-08
1960,6.920833350854139e-10,1.52258331498345e-08
1961,0.0,1.250668635321972e-08
1962,0.0,1.585489073363533e-08
1963,0.0,1.7458343881671112e-08
1964,1.8251904432275978e-09,1.9468698653213323e-08
1965,0.0,1.3132904541635071e-08
1966,1.1078149508847446e-09,1.495550172592175e-08
1967,9.860671168482327e-10,1.824224149515885e-08
1968,0.0,2.066051318916351e-08
1969,0.0,1.544197658631674e-08
1970,0.0,1.609553734738256e-08
1971,5.138397485282553e-10,1.490135304038631e-08
1972,0.0,1.846852804021637e-08
1973,3.859242703185828e-09,1.1577728109557484e-08
1974,5.625571675160757e-10,1.7439271360331077e-08
1975,1.1422960355389478e-09,1.8847885030481848e-08
1976,0.0,3.02816915986881e-08
1977,0.0,1.527963250369524e-08
1978,2.3762365408686037e-09,1.9603950685009863e-08
1979,1.7555920051037788e-09,1.6970723493159312e-08
1980,0.0,1.8760998088396263e-08
1981,0.0,2.6567308353264707e-08
1982,6.207502289967692e-10,1.4277254933858785e-08
1983,0.0,2.6524327068067066e-08
1984,5.799008495621649e-10,1.971662860755785e-08
1985,6.015558051686298e-10,2.1054452403745927e-08
1986,0.0,2.3378492974845955e-08
1987,0.0,3.360949207831254e-08
1988,0.0,3.2381389958313633e-08
1989,0.0,3.1831107971669326e-08
1990,5.44865097484859e-10,3.487136468471874e-08
1991,0.0,3.047961938396071e-08
1992,0.0,3.195767628305646e-08
1993,0.0,3.323524566667402e-08
1994,0.0,3.534200837540524e-08
1995,0.0,2.6570008415660595e-08
1996,1.067618438099771e-09,2.8291889497822353e-08
1997,0.0,2.8769366222647363e-08
1998,0.0,2.3363833978606863e-08
1999,0.0,2.467908705172661e-08
2000,0.0,3.5786053342867774e-08
2001,4.3812117822561447e-10,3.1106603293196144e-08
2002,3.504977197366088e-09,4.0307237880732316e-08
2003,0.0,3.7502307037584615e-08
2004,4.404791253964646e-10,3.3476414001976096e-08
2005,9.007499190971657e-10,3.2426996199319547e-08
2006,4.1178899179428186e-10,3.1707752867760064e-08
2007,1.1983438685803094e-09,3.595031405900784e-08
2008,0.0,3.533675041467177e-08
2009,0.0,3.957599914450327e-08
2010,0.0,3.684558436134466e-08
2011,0.0,3.4798146530956586e-08
2012,0.0,4.1531881544987215e-08
2013,2.789125042035323e-10,3.6258623992146966e-08
2014,4.330890368553497e-10,5.2187230370481785e-08
2015,8.866301581811342e-10,3.834675546543487e-08
2016,0.0,3.0862967431710686e-08
2017,5.031222660711876e-10,3.3457631332112214e-08
2018,5.162933414126769e-10,3.0461307476414845e-08
2019,0.0,3.239754420292229e-08
