year,vous_PRON accrochez_VERB,vous_PRON raccrochez_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,1.129515236897305e-08,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,2.070210003424222e-09
1820,1.1866481131050932e-09,8.306536791735653e-09
1821,3.94459531705138e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,0.0,4.941343334508019e-09
1824,0.0,0.0
1825,0.0,0.0
1826,7.927186018719112e-09,8.807984341885344e-10
1827,0.0,0.0
1828,3.668920500743411e-09,0.0
1829,1.714635211591542e-09,0.0
1830,1.0436835840010872e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,5.791814139399776e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,0.0,0.0
1836,0.0,4.032449929525228e-09
1837,4.174734336004349e-09,6.957890930081589e-10
1838,1.8936485712828244e-09,0.0
1839,6.9914751765765e-10,0.0
1840,2.5478754661634184e-09,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,5.906911071384968e-10,0.0
1844,1.097712254427563e-09,0.0
1845,2.7901139176833567e-09,0.0
1846,1.1709002656346001e-09,5.854501328173001e-10
1847,2.1572894581822766e-09,0.0
1848,5.63165514222419e-09,0.0
1849,9.217355989576959e-09,0.0
1850,1.6293590476834652e-08,0.0
1851,9.674157919192794e-09,0.0
1852,3.906327261660181e-09,0.0
1853,1.1943863675867306e-09,0.0
1854,1.0391328686409906e-08,4.1565315633818045e-09
1855,5.306937111981824e-10,0.0
1856,5.177189343896771e-09,0.0
1857,3.905207268672939e-09,0.0
1858,1.0276719919488642e-08,0.0
1859,7.129042689513199e-09,0.0
1860,2.746310290291376e-09,9.154367819341758e-10
1861,5.187560270236702e-09,0.0
1862,3.162590411776023e-09,0.0
1863,1.148762801550518e-08,0.0
1864,6.233146443435089e-09,0.0
1865,9.41368871743009e-10,1.4120533631256649e-09
1866,5.352174092809747e-09,0.0
1867,1.067618526917613e-08,0.0
1868,1.975949626142892e-09,1.4819622196071691e-09
1869,5.371870948067681e-09,0.0
1870,4.587239033071455e-09,0.0
1871,5.3105884134652115e-09,0.0
1872,6.047339295989218e-10,0.0
1873,2.9930022349411445e-09,0.0
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,2.2886108563824337e-09,5.721527140956084e-10
1876,6.04601479992084e-09,0.0
1877,4.947852683123699e-09,0.0
1878,2.4156354139215352e-09,0.0
1879,9.16398767980553e-09,0.0
1880,5.776061406947974e-09,0.0
1881,2.7890030285249168e-09,0.0
1882,2.6621540527571597e-09,7.320923645082189e-09
1883,6.3193389410187706e-09,0.0
1884,7.922036360241691e-09,0.0
1885,6.445635691854079e-10,0.0
1886,4.5174246565693466e-09,2.5813855497602844e-09
1887,1.9586774424595887e-09,4.570247291724172e-09
1888,5.706553229956057e-09,6.340614699951175e-10
1889,1.2530273485467092e-09,0.0
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,5.736797925592896e-09,6.374220040683554e-10
1892,3.1342561879199593e-09,6.268512375839919e-10
1893,1.8475249663474358e-09,0.0
1894,3.150769645188234e-09,0.0
1895,6.018614495673091e-10,0.0
1896,9.435246361988447e-09,1.179405795248556e-09
1897,9.322741689743452e-09,0.0
1898,1.13167097914868e-09,0.0
1899,3.3165470370022376e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,7.824234593556412e-09,5.588738916095792e-10
1902,5.4013122863239005e-09,0.0
1903,1.0260418292773466e-08,0.0
1904,3.7622376325430196e-09,0.0
1905,7.741138396966107e-09,0.0
1906,8.230694958921703e-09,0.0
1907,4.114274698707732e-09,1.028568674676933e-09
1908,6.875944702500192e-09,4.911389073214423e-10
1909,3.300590023513905e-09,0.0
1910,6.94739610285211e-09,0.0
1911,1.5961122423746588e-09,2.6601870706244313e-09
1912,5.209421061191932e-09,0.0
1913,8.484783764473036e-09,5.30298971401777e-10
1914,8.036092680185902e-09,0.0
1915,5.890381071793627e-09,0.0
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.5352993543160665e-08,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,1.2890987832747669e-08,0.0
1920,6.815008557481406e-09,3.028892692213958e-09
1921,1.1359120755116692e-08,7.572747429129834e-10
1922,1.992042591991705e-08,7.377935484775833e-10
1923,1.3800733000834953e-08,3.1847844361720945e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,4.399271169575059e-09,0.0
1926,1.3375366147982959e-08,1.1146138456652466e-09
1927,1.1149224654616319e-08,0.0
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,4.201441528017824e-09,0.0
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.1470662641954732e-08,0.0
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,0.0
1936,2.424942913137329e-09,0.0
1937,2.1404900962807005e-08,1.7627565185307503e-08
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,6.068423541449874e-09
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,2.7842208538686464e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,1.1920870957027319e-09
1948,3.261566461354448e-08,1.0871887834440486e-09
1949,1.5707213196769487e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,1.0635361480382244e-09
1951,2.6653503848450555e-08,2.1322803522849654e-09
1952,1.3708244650523227e-08,2.1089607837865287e-09
1953,2.370242058180594e-08,1.0773827385790469e-09
1954,1.1727043114362345e-08,2.9317608341017376e-09
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,1.744228228517386e-08,8.72114158667614e-10
1957,2.03205861026845e-08,3.534015080575159e-09
1958,1.1581140491045971e-08,2.4816730892496253e-09
1959,1.937687044151204e-08,7.750747821333448e-10
1960,1.4533750314349447e-08,2.076250060767393e-09
1961,2.1539293348915578e-08,6.948159270159238e-10
1962,1.52206956482992e-08,1.9025869213429303e-09
1963,1.8104949428554562e-08,5.819448034571906e-09
1964,1.5209921100378665e-08,4.258777885901566e-09
1965,1.8057743078614408e-08,2.73602163147757e-09
1966,1.7725039214155913e-08,6.092982118843793e-09
1967,9.367637332502454e-09,2.4651677366094304e-09
1968,1.8414805125210876e-08,2.24570789741918e-09
1969,1.4079449495163487e-08,1.3625273131978588e-09
1970,1.8394900186402552e-08,3.219107425067591e-09
1971,9.762955111014548e-09,3.5968783507200897e-09
1972,1.3851396030162277e-08,1.0260293725750103e-09
1973,1.32316891332529e-08,7.167165139154719e-09
1974,1.4626486688484874e-08,2.2502286700643026e-09
1975,1.599214449754527e-08,2.2845920710778955e-09
1976,1.142705374768127e-08,3.4281160132820787e-09
1977,1.0578207310096843e-08,5.876781838942691e-10
1978,1.1881182260253809e-08,6.534650598410963e-09
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,1.6486937204351904e-08,3.411090521154847e-09
1981,1.518131853561755e-08,5.060439622894819e-09
1982,1.4898005717967067e-08,1.0552753781922775e-08
1983,1.5788289231544184e-08,1.2630632095778083e-09
1984,1.8556827185989277e-08,6.958810416790584e-09
1985,1.62420065175084e-08,3.0077789148208467e-09
1986,1.7983455669057236e-08,1.7983456945813714e-09
1987,2.0165694891716157e-08,3.666490056009053e-09
1988,2.7584147854753382e-08,1.3192418657492766e-08
1989,1.4269117998289005e-08,5.488122178931576e-09
1990,2.1794604454505873e-08,3.2691906959314565e-09
1991,1.1136784217047335e-08,3.516879065745826e-09
1992,9.366905473484621e-09,6.611932890088212e-09
1993,1.6617622222714346e-08,3.877445142741465e-09
1994,2.1627199364715466e-08,4.2199412852994556e-09
1995,7.591431483433553e-09,8.133675954979935e-09
1996,1.441284935843612e-08,9.07475650180345e-09
1997,1.6302641459020606e-08,4.794894370441227e-09
1998,2.288701994590525e-08,3.3376904573501065e-09
1999,1.3710603236072316e-08,4.113181045761749e-09
2000,1.1045078962546029e-08,1.3254094488601709e-09
2001,1.840108865280854e-08,1.7524847129024579e-09
2002,2.234422957769766e-08,1.3143663935011318e-09
2003,2.0417923185522824e-08,5.8336921959778465e-09
2004,1.1452457648886138e-08,6.6071870752359985e-09
2005,1.7564623533417034e-08,7.205999574821931e-09
2006,2.8825230202755847e-08,5.353256671281059e-09
2007,2.75619083112133e-08,2.796135656346621e-09
2008,2.6396126340255677e-08,1.4475295184723791e-08
2009,2.956279421262309e-08,1.2397300519495502e-08
2010,5.337886133105485e-08,1.3226620909634335e-08
2011,7.303786153656233e-08,1.7590271017553505e-08
2012,7.11488836735441e-08,1.6680838044180746e-08
2013,8.004788543125585e-08,2.0081700302654326e-08
2014,7.210932473356024e-08,2.3170263485638998e-08
2015,5.630101662656983e-08,2.216575456515102e-08
2016,7.146123437440366e-08,1.864205989576817e-08
2017,7.899019260904083e-08,1.8615524455256605e-08
2018,7.692770598310972e-08,2.5040226780959074e-08
2019,7.67847294080859e-08,2.1938495242679323e-08
