year,tes_DET oies_NOUN,tes_DET rois_NOUN
1856,3.6240324075009767e-09,5.073645403808058e-08
1857,4.881509085841174e-10,4.9791391010245434e-08
1858,0.0,3.963877476254041e-08
1859,1.5276520048956854e-09,2.0877910955618972e-08
1860,1.373155145145688e-09,3.707519047324581e-08
1861,1.4147891747029462e-09,3.159695682874997e-08
1862,9.035972525772706e-10,3.659569017266939e-08
1863,1.4983863039219614e-09,3.745965565515874e-08
1864,4.794727948009836e-10,5.465989894037904e-08
1865,4.706844358715045e-10,3.624270156210585e-08
1866,0.0,3.30861671393734e-08
1867,4.85281148598915e-10,2.9602150064533816e-08
1868,0.0,1.7289559561817214e-08
1869,0.0,3.4184634123413105e-08
1870,2.8670243956696595e-09,2.0069171213776826e-08
1871,0.0,3.080141386391233e-08
1872,0.0,3.9912439575573444e-08
1873,5.986004469882289e-10,3.831042894031356e-08
1874,0.0,1.6728905150031892e-08
1875,1.1443054281912168e-09,1.37316650272723e-08
1876,6.04601479992084e-10,2.176565394584884e-08
1877,3.710889595609501e-09,1.2988114028722464e-08
1878,0.0,2.355244566043524e-08
1879,0.0,2.4437301293644964e-08
1880,1.2835692508872398e-09,2.1820677265083077e-08
1881,6.972507571312292e-10,1.9523021921319383e-08
1882,6.655385131892899e-10,1.0648616211028639e-08
1883,3.159669414998234e-09,1.137480976076688e-08
1884,7.2618666635548834e-09,3.1688144552788344e-08
1885,0.0,1.8692343672910283e-08
1886,1.2906927748801422e-09,1.4197620246125808e-08
1887,0.0,1.4363634337488662e-08
1888,0.0,1.9021844543942734e-08
1889,3.759081934617825e-09,1.0024218510817917e-08
1890,1.0487018364813139e-08,2.1629475099871343e-08
1891,6.374220040683554e-10,2.995883485734652e-08
1892,6.268512375839919e-10,1.6298132399228393e-08
1893,6.158416554491453e-10,1.1085149909106917e-08
1894,0.0,1.8904618759307823e-08
1895,0.0,2.6481904447095417e-08
1896,0.0,1.6511680689390573e-08
1897,0.0,1.631479795705104e-08
1898,5.6583548957434e-10,1.1316709569442196e-08
1899,6.633094074004475e-09,1.1607914629507832e-08
1900,5.19105292084987e-09,1.0382105952722043e-08
1901,5.588738916095792e-10,1.2295225393366138e-08
1902,0.0,5.401312397346203e-09
1903,0.0,2.0520837251680746e-08
1904,5.374625189347171e-10,1.0211787859759625e-08
1905,0.0,1.1353669837621538e-08
1906,5.144184522798412e-10,3.0865106026567446e-09
1907,0.0,1.2857107989372452e-08
1908,2.9468334439286537e-09,9.822778146428846e-09
1909,1.1001967115120692e-09,1.6502951005747946e-08
1910,3.206490406526541e-09,1.1757131379575014e-08
1911,2.128149656499545e-09,2.5537796433106053e-08
1912,1.0418842455450772e-09,3.073558491051287e-08
1913,0.0,1.1136278177392711e-08
1914,6.696743715117748e-10,1.5402510211703913e-08
1915,0.0,4.712304768617059e-09
1916,0.0,3.625862365908006e-08
1917,4.386569774084137e-09,1.5352994320316782e-08
1918,3.44591288836682e-09,1.1486376294556067e-08
1919,2.762354567309444e-09,1.8415696967366557e-08
1920,0.0,1.4387240288016301e-08
1921,0.0,8.330022505109724e-09
1922,1.4755870969551665e-09,2.213380562166023e-08
1923,0.0,1.4862327368803108e-08
1924,0.0,2.0626599539497192e-08
1925,0.0,2.749544503188872e-08
1926,0.0,1.671920812906791e-08
1927,0.0,8.919380123373344e-09
1928,1.1426041224282812e-09,1.0283436879809926e-08
1929,4.4561625500705304e-09,2.0052731919406597e-08
1930,0.0,1.2604324250986565e-08
1931,0.0,7.983749661377715e-09
1932,4.383814644626227e-09,1.53433514782364e-08
1933,1.1470662197865522e-09,9.176529980337023e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,0.0,1.6755596909945325e-08
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,5.036447148221157e-09
1938,0.0,1.6854778905894818e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,9.102635090130207e-09,1.5171058853624686e-08
1943,2.9032352077962287e-09,2.322588210645904e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,2.178504043826024e-09
1946,0.0,2.0881656404014848e-08
1947,0.0,1.4305045592521992e-08
1948,0.0,3.2615663503321457e-09
1949,0.0,4.908504047662632e-09
1950,0.0,2.1270722960764488e-08
1951,0.0,1.0661401650402524e-08
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,8.795282502305213e-09
1955,9.385607846468247e-10,1.595553289490681e-08
1956,0.0,1.1337484284723587e-08
1957,0.0,7.951533653738352e-09
1958,1.6544486891589827e-09,1.9026160202884057e-08
1959,2.325224457422337e-09,6.975673150222406e-09
1960,1.3841666701708277e-09,2.6991249679753082e-08
1961,6.948159270159238e-10,8.33779090214648e-09
1962,6.341956404476434e-10,8.878739188311613e-09
1963,1.939815863494232e-09,1.6811738556832267e-08
1964,6.083968329129164e-10,1.4601524211954597e-08
1965,1.6416130677043839e-09,1.203849575581728e-08
1966,1.1078149508847446e-09,1.1632057317356725e-08
1967,1.9721342336964653e-09,1.9721342281453502e-08
1968,1.3474247273492779e-09,1.6618237869137076e-08
1969,9.083515606356229e-10,1.5441976364272136e-08
1970,9.197450023812337e-10,1.1956684808911433e-08
1971,0.0,1.181831454921678e-08
1972,1.5390440033513642e-09,1.2312352193344367e-08
1973,0.0,1.3231689521830958e-08
1974,0.0,7.313243399753588e-09
1975,0.0,7.996072248772634e-09
1976,5.713526873840635e-10,9.712995741040231e-09
1977,1.7630346071939584e-09,2.4094805817220788e-08
1978,1.1881182704343018e-09,4.1584139465200565e-09
1979,5.851973350345929e-10,8.777959914496591e-09
1980,5.685150683554241e-10,1.0233271563464541e-08
1981,0.0,5.060439622894819e-09
1982,6.207502289967692e-10,9.932003552926005e-09
1983,6.315316047889041e-10,8.209910973278056e-09
1984,5.799008495621649e-10,1.2757819078945687e-08
1985,1.2031116103372597e-09,7.218669439978953e-09
1986,5.994485463567401e-10,5.395036972721812e-09
1987,6.110816852533674e-10,4.888653593049241e-09
1988,0.0,2.398621523624911e-09
1989,1.0976244357863152e-09,1.207386846058256e-08
1990,0.0,8.717841559757744e-09
1991,0.0,5.861465368628416e-09
1992,2.7549720282848966e-09,5.509944223103247e-09
1993,0.0,1.0524494276076268e-08
1994,5.274926606624319e-10,1.4242301893396814e-08
1995,0.0,1.4098372247417501e-08
1996,4.804283193493575e-09,5.871901187504136e-09
1997,4.79489448146353e-10,3.3564262480467733e-09
1998,1.43043876743576e-09,5.721754958720737e-09
1999,1.3710603763428253e-09,8.683382457519428e-09
2000,1.7672125984802278e-09,7.51065365456327e-09
2001,8.762423564512289e-10,6.571817756650944e-09
2002,4.38122149670761e-10,7.448076710936391e-09
2003,2.9168460979889232e-09,5.416999682150703e-09
2004,8.809582507929292e-10,7.928624451425392e-09
2005,0.0,9.90824944313573e-09
2006,4.1178899179428186e-10,7.000412916013943e-09
2007,7.988958938831558e-10,5.192823282484937e-09
2008,1.2772318758180745e-09,4.683183785214595e-09
2009,9.53638501499654e-10,6.198650259747751e-09
2010,0.0,1.417137907022692e-09
2011,1.911985902935953e-09,3.82397197240536e-09
2012,3.404252713057332e-10,3.744677984363065e-09
2013,1.3945624655065103e-09,1.0040850151327163e-08
2014,8.661780737106994e-10,6.4963354279301555e-09
2015,2.659890530054554e-09,7.536356261272914e-09
2016,1.0356699942093428e-09,1.5327916491614246e-08
2017,7.54683426862357e-10,4.779661388898404e-09
2018,1.290733298020541e-09,4.646640239247546e-09
2019,2.5509878653906526e-09,9.693753688644335e-09
