year,voulez_VERB avoir_VERB,voulez_VERB ravoir_VERB
1936,8.00231134689966e-08,0.0
1937,9.065605155456069e-08,1.2591118148108649e-09
1938,9.334954143014329e-08,0.0
1939,8.870549095263414e-08,0.0
1940,5.832300686847702e-08,0.0
1941,5.312704587367989e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,5.516146828199453e-08,0.0
1944,9.960876923287287e-08,0.0
1945,7.62476446425353e-08,0.0
1946,8.07424029858339e-08,0.0
1947,9.536697120893223e-08,0.0
1948,1.2285232742215157e-07,0.0
1949,8.049946842447753e-08,0.0
1950,9.146410917537651e-08,0.0
1951,9.808489664919762e-08,0.0
1952,9.91211592804575e-08,0.0
1953,9.480967833042087e-08,0.0
1954,8.502106396690579e-08,0.0
1955,8.634759041115103e-08,0.0
1956,8.808353157974125e-08,0.0
1957,7.863183526524153e-08,0.0
1958,6.783239570040678e-08,0.0
1959,8.370807336177677e-08,0.0
1960,1.045045863179439e-07,0.0
1961,8.268309414916075e-08,0.0
1962,8.688480335194981e-08,1.2683912808952869e-09
1963,6.72469511187046e-08,6.466053248388448e-10
1964,1.2228775858602603e-07,1.2167936658258327e-09
1965,7.9344630421474e-08,0.0
1966,1.0358069602034448e-07,0.0
1967,8.036447241011047e-08,0.0
1968,1.2486135858580383e-07,0.0
1969,9.991867244707464e-08,0.0
1970,9.703309444830666e-08,9.197450023812337e-10
1971,8.838043896730596e-08,0.0
1972,7.69522046084603e-08,0.0
1973,9.70323839055709e-08,5.513203782392395e-10
1974,9.225937702694864e-08,5.625571675160757e-10
1975,8.452990840623897e-08,5.711480177694739e-10
1976,7.313314398516013e-08,5.713526873840635e-10
1977,7.228441489814941e-08,0.0
1978,8.732668987931902e-08,0.0
1979,7.900163723206788e-08,0.0
1980,9.153092861424739e-08,1.1370301367108482e-09
1981,8.666003026291946e-08,6.325549528618524e-10
1982,7.759378206628753e-08,0.0
1983,6.44162270191373e-08,0.0
1984,1.0902135727519635e-07,0.0
1985,9.023337099733908e-08,6.015558051686298e-10
1986,8.692003916621616e-08,0.0
1987,8.371819149033399e-08,1.2221633705067347e-09
1988,8.39517539930057e-08,0.0
1989,9.49445109199587e-08,1.0976244357863152e-09
1990,8.172976606601878e-08,0.0
1991,7.385445854879436e-08,0.0
1992,5.7854414592384273e-08,2.7549720282848966e-09
1993,6.81322518403249e-08,0.0
1994,8.123387118530445e-08,0.0
1995,6.832288335090198e-08,1.626735190995987e-09
1996,8.274042784250923e-08,0.0
1997,6.185413781167881e-08,0.0
1998,7.056831208274161e-08,0.0
1999,7.586533712355958e-08,0.0
2000,6.759588444538167e-08,4.4180314962005696e-10
2001,6.703253774276163e-08,0.0
2002,7.930010781365127e-08,0.0
2003,5.75035379313249e-08,0.0
2004,8.67743850108127e-08,0.0
2005,7.836523963078434e-08,0.0
2006,8.318137645346724e-08,1.2353669198716943e-09
2007,9.027523617533006e-08,3.994479469415779e-10
2008,1.0388152560381059e-07,0.0
2009,9.631748554284059e-08,0.0
2010,1.2140148442085774e-07,4.723793023408973e-10
2011,1.5372367556665267e-07,0.0
2012,1.569360534858788e-07,3.404252713057332e-10
2013,1.6790532697541494e-07,1.1156500168141292e-09
2014,1.7518451045361871e-07,4.330890368553497e-10
2015,1.9062548517467803e-07,1.329945265027277e-09
2016,2.118980830800865e-07,1.2428040818690533e-09
2017,1.6426942295311164e-07,0.0
2018,1.9541703011327627e-07,0.0
2019,2.0560960933835304e-07,2.55098775436835e-10
