year,voulez_VERB avoir_VERB,voulez_VERB ravoir_VERB
1800,2.7668647817336023e-07,0.0
1801,2.8574191901498125e-07,0.0
1802,2.394488944901241e-07,0.0
1803,2.4379241381211614e-07,0.0
1804,2.5707248596518184e-07,0.0
1805,2.842877790953935e-07,0.0
1806,2.0748018414451508e-07,0.0
1807,1.7935816742919997e-07,0.0
1808,1.1783584596969376e-07,0.0
1809,1.965356517530381e-07,0.0
1810,2.667744638529257e-07,0.0
1811,1.8803075363393873e-07,0.0
1812,2.507175622668001e-07,0.0
1813,1.6104152678053651e-07,0.0
1814,1.1642705288750221e-07,0.0
1815,1.9150287755564932e-07,0.0
1816,2.2712518443768204e-07,0.0
1817,2.537703664984292e-07,0.0
1818,2.837240344888414e-07,0.0
1819,2.0081037632735388e-07,0.0
1820,1.981702411057995e-07,0.0
1821,3.5994432323604997e-07,0.0
1822,2.4161732881111675e-07,0.0
1823,1.887593157334777e-07,0.0
1824,2.627387232223555e-07,0.0
1825,3.4429282891323965e-07,8.805443041381977e-10
1826,2.651203203640762e-07,1.2331177856594877e-08
1827,2.1199727484599862e-07,9.217273055917019e-10
1828,1.9995616185042309e-07,0.0
1829,1.9546841656392644e-07,5.143905745796928e-09
1830,2.2126091892005206e-07,0.0
1831,1.855353559676587e-07,1.5591206103948707e-09
1832,3.3824923661995854e-07,0.0
1833,2.6063165137202304e-07,1.1583628500844156e-09
1834,2.4363126271964575e-07,0.0
1835,2.821031728217349e-07,0.0
1836,2.889922541271517e-07,2.688300027031687e-09
1837,2.929272113760817e-07,0.0
1838,1.9378336446607136e-07,4.418513555037862e-09
1839,2.8455303890950745e-07,1.0487212875887053e-08
1840,1.598791925516707e-07,6.369688665408546e-10
1841,2.093098885325162e-07,0.0
1842,2.3478928312670178e-07,2.683306021822318e-09
1843,2.173743212097179e-07,0.0
1844,2.6180435952483094e-07,2.305195678786731e-08
1845,1.9809809259641042e-07,1.1160455892778032e-09
1846,1.879294870832382e-07,0.0
1847,1.4777432966184278e-07,3.235934187273415e-09
1848,2.4537925469303445e-07,3.218088684420195e-09
1849,2.1367507940794894e-07,0.0
1850,2.3625706546681613e-07,0.0
1851,1.6962023607902665e-07,0.0
1852,1.9010792584595038e-07,6.510545436100301e-10
1853,2.030456869306363e-07,0.0
1854,2.3172663077275502e-07,5.195664454227256e-10
1855,2.218299641754129e-07,3.714855978387277e-09
1856,2.562708800724067e-07,4.659470143053568e-09
1857,2.0063002637016325e-07,4.881509085841174e-10
1858,1.6247004452907277e-07,9.787352039936081e-10
1859,2.1896345003824536e-07,0.0
1860,2.1512764192266332e-07,5.492620580582752e-09
1861,2.645655570177041e-07,1.4147891747029462e-09
1862,2.4306766022164084e-07,1.3553959066214816e-09
1863,2.0627784635962598e-07,9.989241656072068e-10
1864,1.91309638353232e-07,1.9178911792039344e-09
1865,1.8733240381152427e-07,2.8241067262513297e-09
1866,2.1554664897394105e-07,4.865612912574591e-10
1867,2.2614101169438072e-07,1.455843445796745e-09
1868,1.7931742490873148e-07,0.0
1869,2.510128922494914e-07,4.883519144627257e-10
1870,2.2018747358742985e-07,5.734048791339319e-10
1871,1.9649178284453228e-07,2.1242354542039266e-09
1872,2.50359846631909e-07,6.047339295989218e-10
1873,2.328555694930401e-07,0.0
1874,1.905900290921636e-07,1.7923826867161097e-09
1875,2.437370483221457e-07,0.0
1876,1.9468167522518343e-07,1.813804439976252e-09
1877,1.73174854012359e-07,0.0
1878,1.2802867388472805e-07,1.2078177347163432e-09
1879,2.309324997895601e-07,0.0
1880,2.6826597832041443e-07,0.0
1881,1.8686320402139245e-07,6.972507571312292e-10
1882,2.2295540702543803e-07,0.0
1883,1.5040026823953667e-07,0.0
1884,1.7230429705250572e-07,0.0
1885,1.7661041340488737e-07,0.0
1886,1.2584254704961495e-07,6.453463874400711e-10
1887,1.4885948473875033e-07,6.528924623161458e-10
1888,1.356891488057954e-07,0.0
1889,1.4848373552922567e-07,0.0
1890,1.5992702628864208e-07,0.0
1891,1.185604929787587e-07,0.0
1892,1.3289246680869837e-07,0.0
1893,1.4964952299578727e-07,0.0
1894,1.0964678409663975e-07,0.0
1895,1.2277973837626632e-07,0.0
1896,1.244273164502374e-07,5.89702897624278e-10
1897,1.4508516699152096e-07,0.0
1898,1.5786810081408476e-07,0.0
1899,1.3432016032766114e-07,0.0
1900,1.5313607093503379e-07,0.0
1901,8.550770758120052e-08,0.0
1902,1.1244549824596106e-07,0.0
1903,1.1826482193555421e-07,0.0
1904,1.2039160424137663e-07,0.0
1905,1.2282606576263788e-07,0.0
1906,8.230695414113143e-08,0.0
1907,1.1725683179975022e-07,0.0
1908,1.3850117852598487e-07,2.9468334439286537e-09
1909,1.5567783862024953e-07,0.0
1910,1.3200052251249872e-07,0.0
1911,1.1119581699858827e-07,5.320374141248863e-10
1912,1.4325908637147222e-07,2.6047106693738442e-09
1913,1.431807277185726e-07,1.060597942803554e-09
1914,1.0179050491387898e-07,0.0
1915,1.0720493293092659e-07,0.0
1916,2.3623043432507984e-07,1.0987462051303964e-09
1917,1.4804672332502378e-07,0.0
1918,1.274987795341076e-07,0.0
1919,1.1417731826668387e-07,9.207848372660976e-10
1920,9.313845339420368e-08,0.0
1921,7.875657104250422e-08,0.0
1922,8.92730227519678e-08,0.0
1923,1.1359064444604883e-07,0.0
1924,1.0184383114619777e-07,1.289162443462999e-09
1925,1.4957521443648147e-07,0.0
1926,9.36275625917915e-08,0.0
1927,1.5497423078159045e-07,0.0
1928,9.940655587570291e-08,0.0
1929,1.1808830890913669e-07,0.0
1930,8.928063266466779e-08,0.0
1931,1.0036713860017699e-07,0.0
1932,1.1288322809832607e-07,1.0959536611565568e-09
1933,7.341223806633934e-08,0.0
1934,9.585264137967897e-08,0.0
1935,8.976213194955562e-08,0.0
