year,voulais_VERB apporter_VERB,voulais_VERB rapporter_VERB
1800,0.0,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,1.7902721083373763e-08
1803,0.0,3.510610468993036e-08
1804,0.0,1.4831105232815389e-08
1805,2.842877711017877e-09,5.685755510853596e-08
1806,0.0,1.152667650217154e-08
1807,0.0,1.9928686256776018e-08
1808,0.0,2.7192887941396293e-08
1809,1.3554183553310395e-08,2.259030518203531e-09
1810,0.0,3.510190182964834e-08
1811,3.259199843341776e-08,5.264861258069686e-08
1812,0.0,8.00162425207418e-09
1813,0.0,6.326631307729258e-08
1814,0.0,5.97868634599763e-08
1815,0.0,1.0519171667056071e-07
1816,0.0,1.1588019432906549e-08
1817,0.0,3.113746771532533e-08
1818,0.0,5.126106117359086e-08
1819,0.0,9.315945348475907e-09
1820,1.542642635854463e-08,1.542642635854463e-08
1821,0.0,2.9584464655840748e-08
1822,1.0025615893027862e-09,2.8071724500478012e-08
1823,0.0,5.6331316500290995e-08
1824,0.0,5.3053010873327366e-08
1825,6.163809906922779e-09,5.723537910284904e-08
1826,0.0,1.145037931138404e-08
1827,0.0,2.8573547083965423e-08
1828,0.0,4.586150481600271e-08
1829,0.0,5.486832677092934e-08
1830,1.0436835840010872e-09,4.174734158368665e-08
1831,0.0,4.053713453799901e-08
1832,1.3529969367098715e-09,3.6530916958099624e-08
1833,0.0,8.224376557564028e-08
1834,9.334530925997342e-10,4.1071935186209885e-08
1835,0.0,2.949604294144592e-08
1836,4.032449929525228e-09,4.301280043250699e-08
1837,0.0,4.5922078584226256e-08
1838,0.0,4.3553917805638775e-08
1839,2.0974426639952526e-09,5.663094881924735e-08
1840,0.0,4.267691267045848e-08
1841,0.0,4.1091510638580075e-08
1842,1.341653010911159e-09,3.5553803456878086e-08
1843,5.906911071384968e-10,2.658109998776581e-08
1844,3.841992946007622e-09,5.2141331252641976e-08
1845,1.674068439427856e-09,3.236532108985557e-08
1846,4.6836010625384006e-09,2.6345256642912318e-08
1847,0.0,2.6426796750911308e-08
1848,1.930853166243196e-08,3.218088551193432e-08
1849,1.0893239199560867e-08,3.4355601030711114e-08
1850,6.788996032014438e-10,3.530277936647508e-08
1851,9.674158363282004e-09,1.870337307252612e-08
1852,0.0,3.385483537954315e-08
1853,0.0,3.881755716861335e-08
1854,2.5978321716024766e-09,4.46827144173767e-08
1855,0.0,4.0332722051061864e-08
1856,4.659470143053568e-09,3.002769588533738e-08
1857,8.298565390418844e-09,2.245494101771328e-08
1858,4.893676130990343e-09,4.502182093801821e-08
1859,7.129042689513199e-09,1.9859475841599306e-08
1860,1.373155145145688e-09,2.4259074749011234e-08
1861,8.960331143725853e-09,2.9238975685075275e-08
1862,9.035972525772706e-10,2.2138133104476765e-08
1863,9.989241656072068e-10,2.597202808374277e-08
1864,4.794727948009836e-10,1.582260189536555e-08
1865,2.3534221238463715e-09,3.012380389577629e-08
1866,1.9462451650298362e-09,2.2868380966656332e-08
1867,4.85281148598915e-10,8.249779526181555e-09
1868,1.4819622196071691e-09,1.9265508299781686e-08
1869,2.441759683335931e-09,1.70923168951731e-08
1870,0.0,2.0069171213776826e-08
1871,6.37270636261178e-09,3.18635318130589e-09
1872,1.8142017887967654e-09,1.5118347462816928e-08
1873,1.0774807712721213e-08,1.3767810003173508e-08
1874,1.5533982988813477e-08,1.9118749250424116e-08
1875,3.432916173551348e-09,1.3159512590732447e-08
1876,0.0,1.269663130187837e-08
1877,8.040260901509555e-09,1.4225077116236662e-08
1878,5.435179861734696e-09,1.6305540029293297e-08
1879,6.10932526790009e-10,2.016077260691418e-08
1880,5.134277003548959e-09,5.776061406947974e-09
1881,3.4862537301449947e-09,2.1614773970668466e-08
1882,2.6621540527571597e-09,5.324308105514319e-09
1883,5.687405213450347e-09,1.3270612164717477e-08
1884,3.300848483434038e-09,1.7824582698722224e-08
1885,3.2228177904158883e-09,7.090199094506033e-09
1886,3.872078213618124e-09,4.5174246565693466e-09
1887,3.264462256069578e-09,7.1818169189441505e-09
1888,6.340614699951175e-09,6.974675947901687e-09
1889,1.2530273485467092e-09,1.50363277384713e-08
1890,2.6217545912032847e-09,4.5880703680722945e-09
1891,7.649063604731055e-09,9.561330394092238e-09
1892,6.8953633913793055e-09,8.149066310636499e-09
1893,8.005941687372342e-09,7.390100087434348e-09
1894,3.150769645188234e-09,6.301539290376468e-09
1895,7.824199066419624e-09,6.6204757231957956e-09
1896,8.845543852942228e-09,7.076434549446731e-09
1897,8.157399200570126e-09,1.5732126712464378e-08
1898,7.921697076085366e-09,2.8291773368493978e-09
1899,9.39688327150634e-09,6.633094074004475e-09
1900,4.15284251431558e-09,7.26747462209687e-09
1901,5.029864968975062e-09,8.38310842965484e-09
1902,3.437198747846537e-09,6.874397495693074e-09
1903,2.1600881083827517e-09,2.7001101354784396e-09
1904,8.061937784020756e-09,9.13686282189019e-09
1905,9.805441791854719e-09,9.28936660926638e-09
1906,4.115347618238729e-09,2.0576738091193647e-09
1907,3.599990305858114e-09,3.599990305858114e-09
1908,1.964555629285769e-09,4.4202499438483756e-09
1909,6.0510818578052294e-09,7.701377313651392e-09
1910,9.085056262847502e-09,4.275320542035388e-09
1911,6.384448969498635e-09,5.3203743632934675e-09
1912,6.251305251225858e-09,1.5628263128064646e-09
1913,4.242391771214216e-09,7.42418571064718e-09
1914,8.036092680185902e-09,2.678697486047099e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,5.493730803607377e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,1.5653341733923298e-08,3.6831393490643904e-09
1920,3.028892692213958e-09,3.028892692213958e-09
1921,4.543648568500203e-09,4.543648568500203e-09
1922,7.377935595798135e-09,3.6889677978990676e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,3.867487219366694e-09,1.0313299547703991e-08
1925,1.2097995494286806e-08,3.299453377181294e-09
1926,1.7833821530643945e-08,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.5608915049369898e-08
1928,7.998228745975666e-09,1.0283437212876834e-08
1929,8.912325100141061e-09,3.342121912552898e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,1.1405356659111021e-08,1.2545892325022123e-08
1932,6.575722188983946e-09,6.575722188983946e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.0783422155213884e-08,9.585264137967897e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.3112957830685446e-08,1.549713246618012e-08
1948,2.2830963786191205e-08,3.2615663503321457e-09
1949,2.1597418964347526e-08,9.817008539414473e-09
1950,1.4889506516624351e-08,5.317680518146517e-09
1951,8.529121409139861e-09,2.1322803078760444e-08
1952,5.272402070488624e-09,5.272402070488624e-09
1953,5.386913581872932e-09,0.0
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,1.4062814024384807e-08,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,6.2287499602575735e-09
1961,1.459113452284555e-08,4.16889545107324e-09
1962,3.805173953708163e-09,3.170978146727066e-09
1963,1.4871922360271128e-08,8.405868889838075e-09
1964,3.346182708696688e-08,4.258777774879263e-09
1965,1.1491291473930687e-08,4.924839203113152e-09
1966,1.2185964237687585e-08,9.970334780007306e-09
1967,1.9721342781053863e-08,7.888536934785861e-09
1968,2.110965446888713e-08,6.737123747768692e-09
1969,1.862120768691966e-08,4.995933444718048e-09
1970,1.7015283404475667e-08,5.058597540852361e-09
1971,2.4150468291850302e-08,2.0553589941130213e-09
1972,2.565073486948677e-08,7.182205497002769e-09
1973,1.3231689521830958e-08,3.859242703185828e-09
1974,1.3501372464475025e-08,1.1813700240281833e-08
1975,2.5701661243715535e-08,3.4268881066168433e-09
1976,2.1140049710766107e-08,1.7140580066410394e-09
1977,1.7630345183761165e-08,3.526069214387917e-09
1978,1.7821774278559133e-08,5.346532105932056e-09
1979,9.948355028654987e-09,5.266775904289034e-09
1980,2.21720881654619e-08,5.116635559687666e-09
1981,1.707898356073656e-08,1.8976649140967083e-09
1982,6.2075020679230875e-09,4.345251713999687e-09
1983,1.0736036948344463e-08,3.157658134966823e-09
1984,9.858314165001048e-09,3.479405208395292e-09
1985,8.421781494405423e-09,3.609334831011779e-09
1986,1.6784559520033326e-08,2.3977941854269602e-09
1987,9.166225112267057e-09,3.6664902225425067e-09
1988,1.4391728697660255e-08,2.398621523624911e-09
1989,9.878619700032232e-09,2.7440609784434855e-09
1990,1.0352437129768077e-08,3.814055737905164e-09
1991,1.6998249918742658e-08,1.1722930404189924e-09
1992,1.2121876835635703e-08,6.61193322315512e-09
1993,1.3294098266669607e-08,8.308811416668505e-09
1994,1.4242301560329906e-08,3.6924485691258724e-09
1995,1.5182862966867106e-08,7.591431483433553e-09
1996,1.7081895009596337e-08,4.804283193493575e-09
1997,8.151320507465698e-09,1.917957792585412e-09
1998,1.144351013948608e-08,2.86087753487152e-09
1999,1.7823785114501334e-08,5.941261704833778e-09
2000,1.2812291672048559e-08,4.859834756842929e-09
2001,1.270551397425379e-08,5.695575122643959e-09
2002,9.200564754507923e-09,8.324320788233308e-09
2003,1.12506919336397e-08,7.91715315529018e-09
2004,1.497629043001325e-08,3.523833003171717e-09
2005,1.261049931144953e-08,3.602999676388663e-09
2006,1.4000825387938676e-08,5.353256948836815e-09
2007,1.6377365241737607e-08,5.991719120856942e-09
2008,1.1069342775726909e-08,2.1287198670449925e-09
2009,1.1443662017995848e-08,8.105927484791664e-09
2010,1.1337103700270745e-08,3.3066551718974324e-09
2011,1.3766299211681599e-08,6.500752380844688e-09
2012,1.327658516458996e-08,6.468080293586809e-09
2013,1.812931316180766e-08,1.1435412616833673e-08
2014,1.537466154388767e-08,5.413613113347537e-09
2015,1.773260294157808e-08,7.75801378694041e-09
2016,1.5949318310504168e-08,1.2013772199281902e-08
2017,1.7106156491308866e-08,7.2952728302766445e-09
2018,1.4714360396794746e-08,7.744399788123246e-09
2019,1.5305927192343916e-08,1.020395146156261e-08
