year,avez_VERB ajouté_VERB,avez_VERB rajouté_VERB
1975,5.425906124401081e-08,1.7134440533084216e-09
1976,6.056338719417909e-08,2.285410749536254e-09
1977,5.7592462354705276e-08,1.7630346071939584e-09
1978,4.990096869050831e-08,1.7821774056514528e-09
1979,5.793453539126858e-08,5.851973350345929e-10
1980,6.935884044878549e-08,5.685150683554241e-10
1981,6.135783081617774e-08,0.0
1982,6.642027727821187e-08,3.1037510339615437e-09
1983,5.1785590926556324e-08,6.315316047889041e-10
1984,6.320919254676483e-08,2.8995041922996734e-09
1985,3.188245756291508e-08,1.2031116103372597e-09
1986,5.874595743193822e-08,5.994485463567401e-10
1987,4.949761489569937e-08,0.0
1988,3.058242370457265e-08,1.1993107618124554e-09
1989,5.8722907425590165e-08,5.488122178931576e-10
1990,4.0320017546946474e-08,1.089730194969718e-09
1991,4.6891720728581276e-08,1.1722930404189924e-09
1992,3.4161654838271716e-08,5.509944167592096e-10
1993,4.154405530698568e-08,1.1078414852150331e-09
1994,6.224413340305546e-08,1.5824779264761446e-09
1995,2.8196744494835002e-08,2.1689803286761844e-09
1996,2.7758080278772468e-08,5.338092190498855e-10
1997,4.075660342550691e-08,1.438468344439059e-09
1998,3.146965354972053e-08,3.337690568372409e-09
1999,3.290544725587097e-08,2.7421207526856506e-09
2000,1.899753598877396e-08,5.3016377954406835e-09
2001,4.512648033028199e-08,1.7524847129024579e-09
2002,5.0384048932983205e-08,8.76244299341522e-10
2003,4.625284333314994e-08,3.333538334260311e-09
2004,4.536935094279215e-08,2.642874807889939e-09
2005,4.68389949048742e-08,1.3511248786457486e-09
2006,3.911995349881181e-08,1.6471559671771274e-09
2007,6.43111164322363e-08,2.7961355453243186e-09
2008,6.386159867588503e-08,4.257439734089985e-09
2009,7.67678969282315e-08,5.721831008997924e-09
2010,6.943975705553385e-08,1.8895172093635892e-09
2011,9.177532689363943e-08,3.059177577924288e-09
2012,9.021269420372846e-08,5.1063788752969685e-09
2013,9.064656580903829e-08,2.7891249310130206e-09
2014,7.470785590157902e-08,5.413613113347537e-09
2015,7.647184929737705e-08,4.876465897751814e-09
2016,8.057512701498126e-08,3.5212781579474495e-09
2017,5.685281578848844e-08,6.5405894034142875e-09
2018,5.782485601457665e-08,4.130346731301415e-09
2019,6.122370876937566e-08,4.08158040698936e-09
