year,avez_VERB ajouté_VERB,avez_VERB rajouté_VERB
1800,1.8236154630812962e-07,0.0
1801,1.0953439755212457e-07,0.0
1802,9.175144555229053e-08,0.0
1803,1.6967950955404376e-07,0.0
1804,2.175228814849106e-07,0.0
1805,9.381496113292087e-08,0.0
1806,7.492339904047185e-08,0.0
1807,1.3380689267705748e-07,0.0
1808,5.4385775882792586e-08,0.0
1809,4.51806094758922e-08,0.0
1810,1.0998595456612748e-07,0.0
1811,5.766276700569506e-08,0.0
1812,7.468182872116813e-08,0.0
1813,8.627225156487839e-08,0.0
1814,5.034683425719777e-08,0.0
1815,4.315557688983063e-08,0.0
1816,3.476405652236281e-08,0.0
1817,8.718490818182545e-08,0.0
1818,8.106400883889364e-08,0.0
1819,1.0972112818308233e-07,0.0
1820,6.170570543417853e-08,0.0
1821,2.0511895115760126e-07,0.0
1822,1.4637399203820678e-07,0.0
1823,7.510841726343642e-08,0.0
1824,9.684279689281539e-08,0.0
1825,6.956300069305144e-08,0.0
1826,6.165588928297439e-08,0.0
1827,1.0599863742299931e-07,0.0
1828,1.0639869429951432e-07,0.0
1829,6.172686539684946e-08,0.0
1830,9.393152566872232e-08,0.0
1831,9.510635834431014e-08,0.0
1832,4.8707889277466165e-08,0.0
1833,8.224376557564028e-08,0.0
1834,7.094243414940138e-08,0.0
1835,1.3991711966809817e-07,0.0
1836,7.19120265557649e-08,0.0
1837,6.609996461293122e-08,0.0
1838,6.690891751759409e-08,0.0
1839,6.781731087812659e-08,0.0
1840,8.981260890550402e-08,0.0
1841,8.282507479862034e-08,0.0
1842,6.372852112690452e-08,0.0
1843,1.1104992836408201e-07,0.0
1844,7.244901212288823e-08,0.0
1845,7.700714377278928e-08,0.0
1846,7.259581735752363e-08,0.0
1847,1.1703295399456692e-07,0.0
1848,1.0136979256003542e-07,0.0
1849,1.1731180649121598e-07,0.0
1850,1.2763312895458512e-07,0.0
1851,5.868989205737307e-08,0.0
1852,6.445439737490233e-08,0.0
1853,1.0450880694179432e-07,0.0
1854,1.408025127602741e-07,0.0
1855,6.792879503336735e-08,0.0
1856,7.455152228885709e-08,0.0
1857,8.689086428148585e-08,0.0
1858,8.955426977763636e-08,0.0
1859,8.351164382247589e-08,0.0
1860,1.1534503130405938e-07,0.0
1861,7.687020797675359e-08,0.0
1862,9.307051840323766e-08,0.0
1863,7.99139314722197e-08,0.0
1864,1.0596348687386126e-07,0.0
1865,9.225414743241345e-08,0.0
1866,7.882292862859686e-08,0.0
1867,1.0093847890857433e-07,0.0
1868,9.978545278954698e-08,0.0
1869,1.0060049504545532e-07,0.0
1870,8.715754518107133e-08,0.0
1871,1.338268305062229e-07,0.0
1872,1.8021070502527436e-07,0.0
1873,8.979007048992571e-08,0.0
1874,1.332337831172481e-07,0.0
1875,1.1271408340007838e-07,0.0
1876,1.0399145367046003e-07,0.0
1877,7.421779457672528e-08,0.0
1878,7.609251895246416e-08,0.0
1879,7.209003882735487e-08,0.0
1880,1.0396910710142038e-07,0.0
1881,1.3456939029765635e-07,0.0
1882,1.1646923780972429e-07,0.0
1883,8.973461262939963e-08,0.0
1884,8.648223115415021e-08,0.0
1885,8.894977554518846e-08,0.0
1886,8.77671055832252e-08,0.0
1887,7.76942030711325e-08,0.0
1888,6.213802095089704e-08,0.0
1889,7.580815264418561e-08,0.0
1890,5.177965434199905e-08,0.0
1891,8.605196910593804e-08,0.0
1892,8.525177008777973e-08,0.0
1893,8.190693989718056e-08,0.0
1894,1.0271509154335945e-07,0.0
1895,9.148293855787415e-08,0.0
1896,7.607167162859696e-08,0.0
1897,6.817254671886985e-08,0.0
1898,7.016360115130738e-08,0.0
1899,6.909473171390346e-08,0.0
1900,7.00792170960085e-08,0.0
1901,7.544797853142882e-08,0.0
1902,9.6732591714499e-08,0.0
1903,1.0530429506161454e-07,0.0
1904,8.22317645088333e-08,0.0
1905,1.0424733432046196e-07,0.0
1906,6.687439935149087e-08,0.0
1907,9.102832621010748e-08,0.0
1908,7.367083298959187e-08,0.0
1909,1.0011790152475442e-07,0.0
1910,1.3200052251249872e-07,0.0
1911,7.661338941034046e-08,0.0
1912,7.29318969661108e-08,0.0
1913,7.477215291373795e-08,0.0
1914,7.433385462718434e-08,0.0
1915,5.772573175022444e-08,0.0
1916,9.55909200683891e-08,0.0
1917,9.102132025873289e-08,0.0
1918,8.959373332118048e-08,0.0
1919,1.3259301567813964e-07,0.0
1920,9.238122800070414e-08,0.0
1921,5.982470696608289e-08,0.0
1922,8.410846419337759e-08,0.0
1923,7.749642350063368e-08,0.0
1924,8.895220560134476e-08,0.0
1925,1.0228305313830788e-07,3.299453377181294e-09
1926,9.251294841305935e-08,0.0
1927,9.922810306761676e-08,0.0
1928,5.713020456710183e-08,0.0
1929,8.800920880958074e-08,0.0
1930,6.407198327451624e-08,0.0
1931,8.89617837174228e-08,0.0
1932,7.233294496700182e-08,0.0
1933,7.685343916818965e-08,0.0
1934,8.267290496632995e-08,0.0
1935,8.138432860960165e-08,0.0
1936,8.972288867425959e-08,0.0
1937,8.561960385122802e-08,0.0
1938,4.537825049055755e-08,0.0
1939,4.5882153187903896e-08,0.0
1940,5.5787225505810056e-08,0.0
1941,5.9030050181263505e-08,5.9030051957620344e-09
1942,1.8205270180260413e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.534504600111177e-08,0.0
1945,4.574858536443571e-08,0.0
1946,6.40370814153357e-08,0.0
1947,1.1682453759931377e-07,0.0
1948,8.697510622823756e-08,0.0
1949,5.5956945743673714e-08,0.0
1950,9.678178969352302e-08,0.0
1951,9.168805803483338e-08,0.0
1952,5.9050901057844385e-08,1.0544803918932644e-09
1953,7.110725874781565e-08,0.0
1954,7.231676590890856e-08,3.9090144454689835e-09
1955,8.07162265914485e-08,1.8771215692936494e-09
1956,6.104799155082219e-08,0.0
1957,7.863183526524153e-08,0.0
1958,4.384289198355873e-08,0.0
1959,7.285702707804376e-08,0.0
1960,6.090333215524879e-08,0.0
1961,5.280601200752244e-08,6.948159270159238e-10
1962,5.0735650347633054e-08,0.0
1963,5.4314845954195334e-08,0.0
1964,5.77976990712159e-08,0.0
1965,7.551420111440166e-08,0.0
1966,4.043524626240469e-08,5.539074754423723e-10
1967,7.148986469474039e-08,0.0
1968,6.871866276014771e-08,4.4914158503495116e-10
1969,7.085142073037787e-08,1.3625273131978588e-09
1970,8.231717885109902e-08,2.2993624781975086e-09
1971,7.913131838677145e-08,0.0
1972,6.310080635785198e-08,5.130146862875051e-10
1973,6.119655893144227e-08,5.513203782392395e-10
1974,6.863197654638498e-08,2.812785782069227e-09
