year,aux_ADP unes_PRON,aux_ADP runes_NOUN
1846,2.8277240904373e-07,4.0981511517657054e-09
1847,2.901554241319104e-07,1.1865092020002521e-08
1848,2.78364664652031e-07,8.045221711050488e-10
1849,2.4719274449580553e-07,3.3517659758786067e-09
1850,3.3605530980196363e-07,5.0917471128286707e-08
1851,3.2376183156657135e-07,6.449438538780328e-09
1852,3.724032104912567e-07,0.0
1853,2.705285035986549e-07,1.0749477752369785e-08
1854,3.0134853012953045e-07,2.5458755548157797e-08
1855,2.706537785002183e-07,1.1675261646360013e-08
1856,2.795682103595709e-07,3.1063134287023786e-08
1857,2.670185548225845e-07,9.763017949637742e-09
1858,3.3472745109008883e-07,5.3830437884982985e-09
1859,3.152055167987555e-07,1.4258085379026397e-08
1860,3.153679708489676e-07,2.288591982591015e-09
1861,3.065376521504959e-07,1.8863854922557266e-09
1862,3.4924033442962354e-07,4.517986429419807e-09
1863,2.8918853356429963e-07,1.4983863039219614e-09
1864,3.04944689943909e-07,2.8768367688059016e-09
1865,2.8429338527757864e-07,9.88437331983505e-09
1866,2.393881519680008e-07,6.811858188626729e-09
1867,2.1983236564437902e-07,6.79393608038481e-09
1868,2.326680661468572e-07,1.1361710239299327e-08
1869,2.456410186368885e-07,1.953407657850903e-09
1870,2.7580775263658097e-07,1.7202146374017957e-09
1871,1.933054303293602e-07,3.18635318130589e-09
1872,2.7817761782955586e-07,6.047339295989218e-10
1873,2.4542618248801773e-07,1.0176207432266438e-08
1874,2.2165799506979056e-07,1.4936522241271177e-08
1875,2.574687183454216e-07,5.149374260327022e-09
1876,3.071375473950866e-07,9.069021977836655e-09
1877,2.2883819816854611e-07,1.9172929910382663e-08
1878,2.3552446215546752e-07,7.850815109122777e-09
1879,3.0302252795877394e-07,1.038585284440785e-08
1880,2.663406117875411e-07,3.8507077526617195e-09
1881,2.593772752135237e-07,0.0
1882,2.3227293510785785e-07,0.0
1883,2.287600651129651e-07,4.423537092179686e-09
1884,1.762653125680913e-07,1.3203393933736152e-09
1885,2.2817550693332578e-07,6.445635691854079e-10
1886,1.9231321779500377e-07,4.5174246565693466e-09
1887,1.8346278185532583e-07,5.223139698529167e-09
1888,2.0353372853776364e-07,0.0
1889,2.1927979254598995e-07,1.8795409673089125e-09
1890,2.090849235969472e-07,4.5880703680722945e-09
1891,1.7210394176458976e-07,3.824532024410132e-09
1892,2.501136364685408e-07,1.1283322720601063e-08
1893,2.1369705116569548e-07,3.695050043717174e-09
1894,1.7077171499124688e-07,2.520615716150587e-09
1895,1.7453981548953834e-07,4.814891596538473e-09
1896,2.187797800701219e-07,5.897029087265082e-09
1897,1.9344689228262268e-07,4.661370733849424e-09
1898,2.500992852816353e-07,1.0750873968845553e-08
1899,2.1889210266579084e-07,1.1055156790007459e-08
1900,1.967409097858308e-07,1.038210628578895e-09
1901,2.3472702981308657e-07,5.029865191019667e-09
1902,2.1310631481696873e-07,9.820567692386817e-10
1903,2.4516999808099627e-07,1.0800440541913758e-09
1904,2.359460502532329e-07,1.0211787859759625e-08
1905,2.281055540009902e-07,3.096455536422127e-09
1906,2.1039715036863527e-07,8.230695236477459e-09
1907,2.0262802369330757e-07,4.114274698707732e-09
1908,2.3427325235303442e-07,0.0
1909,2.0958747448673876e-07,1.3752458449811655e-08
1910,2.0842187886671582e-07,3.740905363258662e-09
1911,1.8834125015132486e-07,2.6601871816467337e-09
1912,2.09939679862714e-07,1.5628263128064646e-09
1913,1.924985228995979e-07,1.060597942803554e-09
1914,2.0023263935797786e-07,6.696743715117748e-10
1915,1.9084834868010603e-07,2.3561523843085297e-09
1916,1.5821945087424183e-07,4.394984820521586e-09
1917,1.7436614285770702e-07,0.0
1918,1.6540381420071526e-07,3.44591288836682e-09
1919,1.915232505922404e-07,0.0
1920,1.885485749753002e-07,3.786115865267448e-09
1921,1.8401776546994597e-07,2.2718242842501013e-09
1922,2.3461834608440313e-07,7.377935595798135e-09
1923,1.6348559928047735e-07,1.3800733000834953e-08
1924,1.7145860820022563e-07,7.734974438733389e-09
1925,2.1996356380782345e-07,6.598906754362588e-09
1926,1.705359213843849e-07,1.114613823460786e-08
1927,2.2298450197411057e-07,4.4596899506643695e-09
1928,1.5082374904551443e-07,0.0
1929,1.515095293669333e-07,1.1140406153131721e-08
1930,1.6595693796972455e-07,3.1510811737689437e-09
1931,1.6537767777435874e-07,3.4216069977333063e-09
1932,1.8521617128897105e-07,3.287861094491973e-09
1933,1.3191261238887364e-07,3.4411986593596566e-09
1934,1.6894028398439787e-07,2.3963160344919743e-09
1935,1.7234328453241687e-07,2.393656828303392e-08
1936,1.758083545411182e-07,4.849885826274658e-09
1937,1.624254295506944e-07,1.2591118259130951e-08
1938,1.4391388347689826e-07,1.6854778905894818e-08
1939,1.5752871895813314e-07,1.5294050470515685e-09
1940,9.889553531650108e-08,0.0
1941,1.4462362152301012e-07,2.9515025978810172e-09
1942,1.1226583751522412e-07,0.0
1943,1.1903264174328854e-07,8.709705845433291e-09
1944,1.960043523041577e-07,3.2131861615880553e-09
1945,1.7428032172972507e-07,0.0
1946,1.6705325123211878e-07,1.3921104269343232e-09
1947,1.6331593677421097e-07,2.3841741914054637e-09
1948,1.3916016072812454e-07,2.174377566888097e-09
1949,2.0223037733302363e-07,2.945102384188658e-09
1950,1.4464091346866326e-07,1.1698897850465073e-08
1951,1.3220138495029232e-07,9.595261474260042e-09
1952,1.0333908040394135e-07,3.1634410646574906e-09
1953,1.3036331125704237e-07,0.0
1954,1.3290649114594544e-07,9.772536113672459e-10
1955,1.5110828233133589e-07,2.815682353940474e-09
1956,1.247123249115134e-07,0.0
1957,1.3429257261776684e-07,2.6505113659425206e-09
1958,1.0174859221834254e-07,4.9633461784992505e-09
1959,9.998464900462523e-08,1.4726420971555854e-08
1960,1.238829199223801e-07,4.844583401109048e-09
1961,1.466061672061869e-07,1.459113452284555e-08
1962,1.566463287971942e-07,8.878739188311613e-09
1963,1.273812477720071e-07,3.879632060055371e-09
1964,1.2107096925007e-07,3.6503810529886493e-09
1965,1.1546011791097044e-07,1.7510538796727815e-08
1966,1.390307784454592e-07,5.539074976468328e-09
1967,1.4544490678503053e-07,2.9582012395223956e-09
1968,1.4147960580856989e-07,5.838840522187638e-09
1969,1.580531723277545e-07,9.537691525451919e-09
1970,1.4118085811531955e-07,4.5987250119061684e-10
1971,1.202385042642362e-07,2.569198631618974e-09
1972,1.2774065361043085e-07,6.669190977248718e-09
1973,1.2625236411878404e-07,3.859242758696979e-09
1974,9.28219354712212e-08,7.875800511758513e-09
1975,9.138367929040214e-08,3.998036124386317e-09
1976,1.045575426239509e-07,5.142174241967723e-09
1977,1.257631323525743e-07,1.7630346071939584e-09
1978,9.445540416486153e-08,8.316828115084718e-09
1979,8.894999581343654e-08,9.363157360553487e-09
1980,9.89216220048661e-08,6.822180709242787e-09
1981,1.0500412450653585e-07,8.855769562110538e-09
1982,1.142180403590487e-07,6.828252296919857e-09
1983,1.029396483609446e-07,5.68378455412244e-09
1984,1.1424046508778929e-07,6.958810416790584e-09
1985,1.0587381993332201e-07,1.8046674155058895e-09
1986,9.950845747397352e-08,2.997242676272549e-09
1987,9.288441749077947e-08,6.110817019067127e-09
1988,1.0853762599793981e-07,2.3986214681137596e-09
1989,8.835876919022212e-08,8.232182935330457e-09
1990,9.644112086704126e-08,3.814055737905164e-09
1991,9.261114897185507e-08,7.6199047072123e-09
1992,1.041379422694888e-07,7.162927584403178e-09
1993,7.865674600537886e-08,4.985286850001103e-09
1994,8.809127560738261e-08,7.38489736029635e-09
1995,8.947043506069008e-08,8.675921314704738e-09
1996,8.22066166250579e-08,6.4057104065540216e-09
1997,8.822605823688434e-08,1.2466725429760572e-08
1998,9.726983485336405e-08,1.43043876743576e-09
1999,1.0739972466922154e-07,2.7421207526856506e-09
2000,9.4545874684826e-08,7.952456582138723e-09
2001,7.754744535404257e-08,3.06684819206815e-09
2002,8.937691786670143e-08,3.943099347036849e-09
2003,1.1084015039131145e-07,2.458484549272555e-08
2004,8.413151553199327e-08,6.6071867144135155e-09
2005,7.791486700270411e-08,3.15262471684008e-09
2006,1.1118302900570143e-07,3.294311934354255e-09
2007,9.347081753041664e-08,7.190063211481856e-09
2008,7.748540031826678e-08,4.6831836186811415e-09
2009,8.582746424679044e-08,2.860915504498962e-09
2010,7.888734177008416e-08,1.3226620521056276e-08
2011,7.189067185997544e-08,1.4531093439629217e-08
2012,5.8553147330719924e-08,1.9063814332698215e-08
2013,7.307507621234777e-08,1.1435412838878278e-08
2014,7.23258701817997e-08,1.407539329534302e-08
2015,8.688975627890727e-08,2.4160672573714237e-08
2016,8.306073429054095e-08,1.1599503857429028e-08
2017,5.3834082081039014e-08,1.6351473286491114e-08
2018,6.453666889782994e-08,4.001273312681519e-08
2019,7.24480546665518e-08,2.3469087562233426e-08
