year,mais_CONJ acheter_VERB,mais_CONJ racheter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,7.801356893821776e-09,0.0
1804,1.2359254952798437e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,4.5321479902327155e-09,0.0
1809,6.7770917766551975e-09,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,1.4011860671736542e-08,1.556873407970727e-09
1818,1.1921177378582115e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,1.5426425470366212e-08,0.0
1821,1.577838171229473e-08,6.903041693817613e-09
1822,2.4061478143266868e-08,0.0
1823,2.964806067318193e-09,1.9765373782121287e-09
1824,2.5263338088166165e-09,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,2.3964910056406552e-08,1.8434546111834038e-09
1828,5.503380751115117e-09,0.0
1829,1.457439902097235e-08,0.0
1830,1.0436835840010872e-09,0.0
1831,1.870944776882766e-08,4.677361609140007e-09
1832,1.7588960066206027e-08,0.0
1833,3.4750886612755494e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,9.075705520444899e-09,0.0
1836,4.704525213838906e-09,0.0
1837,8.349468672008697e-09,0.0
1838,2.019891809368346e-08,6.312161904276081e-10
1839,5.5931801412612e-09,0.0
1840,1.9109065441114126e-09,6.3696887764308485e-09
1841,3.2102742686390684e-09,0.0
1842,4.695785538189057e-09,2.0124795163667386e-09
1843,4.134837805480629e-09,1.1813822142769936e-09
1844,9.330554107123135e-09,0.0
1845,7.254296496839174e-09,0.0
1846,1.0538102168666796e-08,1.1709002656346001e-09
1847,5.3932236454556914e-09,2.6966118227278457e-09
1848,6.43617736884039e-09,4.02261068899179e-09
1849,1.8434712201198522e-08,1.0893239421605472e-08
1850,8.146795238417326e-09,2.0366988096043315e-09
1851,1.6768540334055615e-08,1.0319102017319892e-08
1852,5.208436348880241e-09,5.859491114534876e-09
1853,3.5831591027601917e-09,1.7915795513800958e-09
1854,1.8704392257262725e-08,1.558699391779328e-09
1855,8.491099379170919e-09,2.653468555990912e-09
1856,7.248064815001953e-09,0.0
1857,8.78671624349181e-09,0.0
1858,9.787352039936081e-10,4.404308417971237e-09
1859,5.092173349652285e-09,3.5645213447565993e-09
1860,4.119465601970518e-09,0.0
1861,7.073945429425521e-09,0.0
1862,8.13237543972889e-09,1.3553959066214816e-09
1863,1.4983863039219614e-08,3.496234635136375e-09
1864,1.342523869851675e-08,4.794727948009836e-10
1865,6.589582213223366e-09,4.706844358715045e-10
1866,7.784980660119345e-09,0.0
1867,1.261730986357179e-08,0.0
1868,1.1361710683388537e-08,9.87974813071446e-10
1869,5.371871281134588e-09,4.883519144627257e-10
1870,7.454263428741115e-09,5.734048791339319e-10
1871,7.434824089713743e-09,1.0621177271019633e-09
1872,9.675743095627354e-09,2.4189357183956872e-09
1873,2.3944017879529156e-09,0.0
1874,1.7923826867161097e-09,0.0
1875,8.01013810836082e-09,0.0
1876,1.1487428563938806e-08,0.0
1877,2.4739263970730008e-09,0.0
1878,9.662541766708443e-09,2.4156354694326865e-09
1879,8.553055041993218e-09,0.0
1880,6.417846254436199e-09,0.0
1881,5.5780060570498335e-09,0.0
1882,1.5972924094498353e-08,1.3310770263785798e-09
1883,1.8958017378167824e-08,2.5277355764075082e-09
1884,1.0562715146988921e-08,0.0
1885,4.511944928786704e-09,0.0
1886,4.5174246565693466e-09,6.453463874400711e-10
1887,2.6115699047757346e-09,0.0
1888,3.1703073499755874e-09,6.340614699951175e-10
1889,2.5060546970934183e-09,0.0
1890,1.9663159434024635e-09,0.0
1891,1.9122659011827636e-09,4.461953917456185e-09
1892,1.2537024751679837e-09,3.1342561879199593e-09
1893,1.2932674486876294e-08,0.0
1894,1.071261657159539e-08,6.301539290376468e-10
1895,4.213030146971164e-09,4.213029924926559e-09
1896,9.435246361988447e-09,0.0
1897,2.330685422435863e-09,1.7480140668268973e-09
1898,2.26334195829736e-09,5.6583548957434e-10
1899,3.8693048765026106e-09,0.0
1900,6.748368863718213e-09,0.0
1901,6.147612696683069e-09,1.676621730339889e-09
1902,1.4730851538580225e-09,0.0
1903,4.3201759947208984e-09,0.0
1904,3.2247751136083025e-09,1.6123875568041512e-09
1905,4.64468330463319e-09,1.5482277682110634e-09
1906,2.572092316910357e-09,5.144184522798412e-10
1907,2.5714216866923323e-09,5.142843373384665e-10
1908,4.911389073214423e-09,0.0
1909,0.0,0.0
1910,2.6720753387721174e-09,1.6032452032632705e-09
1911,6.916486494645824e-09,0.0
1912,3.1256527366352316e-09,0.0
1913,7.95448484858241e-09,2.6514948014977335e-09
1914,4.018046340092951e-09,0.0
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,2.197492410260793e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,8.287063701928332e-09,4.603924352863942e-09
1920,1.4387240288016301e-08,0.0
1921,4.543648568500203e-09,7.572747429129834e-10
1922,4.4267612908655e-09,2.2133805899215986e-09
1923,8.492758496458919e-09,0.0
1924,0.0,5.156649773851996e-09
1925,3.299453377181294e-09,0.0
1926,0.0,0.0
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,1.2254447234738564e-08,0.0
1930,8.402883056035648e-09,0.0
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,0.0
1935,9.574627313213568e-09,0.0
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,7.779128674556546e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.066051862925633e-08,0.0
1942,9.102635312174812e-09,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,6.960552134671616e-09,0.0
1947,1.1920870957027319e-08,3.5762612871081956e-09
1948,1.1959076617884534e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,8.50828896226119e-09,0.0
1951,5.330700991734716e-09,0.0
1952,0.0,0.0
1953,5.386913692895234e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.8771215692936494e-09,0.0
1956,1.1337484284723587e-08,0.0
1957,6.184526335495377e-09,0.0
1958,4.136121778408608e-09,1.6544486891589827e-09
1959,6.200598257066758e-09,0.0
1960,2.076250060767393e-09,0.0
1961,3.47407969059077e-09,0.0
1962,6.341956571009888e-09,0.0
1963,3.879631726988464e-09,0.0
1964,9.125952382671443e-09,1.2167936658258327e-09
1965,3.830430417295361e-09,1.6416130677043839e-09
1966,4.985167278981351e-09,0.0
1967,5.4233690871541285e-09,1.4791006197611978e-09
1968,6.737123747768692e-09,4.4914158503495116e-10
1969,9.537691303407314e-09,0.0
1970,5.0585974298300584e-09,1.839490032518043e-09
1971,7.193756590417877e-09,0.0
1972,6.669190977248718e-09,1.5390440588625154e-09
1973,3.859242592163525e-09,1.102640756478479e-09
1974,6.188128787165681e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,0.0
1976,1.1427053969725876e-08,0.0
1977,5.876781949964993e-09,5.876781838942691e-10
1978,5.940591352171509e-09,5.940591352171509e-10
1979,1.1703946700691858e-09,0.0
1980,4.548120657865695e-09,3.979605422976817e-09
1981,4.427884614521815e-09,1.2651099057237047e-09
1982,4.345251602977385e-09,6.207502289967692e-10
1983,6.946847541655643e-09,6.315316047889041e-10
1984,9.278413592994639e-09,1.1598016991243298e-09
1985,6.015558051686298e-09,1.8046674155058895e-09
1986,4.7955883708539204e-09,2.3977941854269602e-09
1987,6.110816963555976e-09,6.110816852533674e-10
1988,4.797243047249822e-09,0.0
1989,6.0369343968247335e-09,1.6464366536794728e-09
1990,5.993516016822298e-09,1.089730194969718e-09
1991,5.8614653131172645e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,0.0
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,6.857404422078162e-09,1.0549853213248639e-09
1995,2.168980273165033e-09,0.0
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,8.630810066634353e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,0.0
1999,6.8553016596695215e-09,2.285100608734325e-09
2000,7.068850171876306e-09,1.7672125984802278e-09
2001,7.0099388516098315e-09,8.762423564512289e-10
2002,3.504977197366088e-09,8.76244299341522e-10
2003,2.9168460979889232e-09,1.6667691671301554e-09
2004,9.690540592188768e-09,8.809582507929292e-10
2005,6.755624060161836e-09,9.007499190971657e-10
2006,4.529678854225949e-09,8.235779835885637e-10
2007,4.393927444112933e-09,1.5977917877663117e-09
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,1.3827758049700378e-08,0.0
2010,1.3698999934419476e-08,1.4171379625338432e-09
2011,7.647943833788418e-09,7.64794394481072e-10
2012,8.51063153284315e-09,3.404252713057332e-10
2013,8.925200134513034e-09,2.789125042035323e-10
2014,1.3209215943277286e-08,4.330890368553497e-10
2015,1.329945265027277e-08,4.433150790905671e-10
2016,1.491364809425022e-08,1.2428039986023265e-09
2017,1.4087423227948648e-08,1.0062445598979508e-09
2018,1.4714359952705536e-08,7.744400121190154e-10
2019,1.403043281555938e-08,1.275493877184175e-09
