year,sans_ADP enseigner_VERB,sans_ADP renseigner_VERB
1858,1.3212924920846802e-08,0.0
1859,3.055304009791371e-09,5.092173349652285e-10
1860,2.1055045706930287e-08,1.373155145145688e-09
1861,6.6023493339173456e-09,0.0
1862,1.490935552794781e-08,0.0
1863,1.3485475847119233e-08,9.989241656072068e-10
1864,1.965838514195184e-08,9.589455896019672e-10
1865,1.694463946932956e-08,7.0602665935837194e-09
1866,8.75810357570117e-09,4.865612912574591e-10
1867,5.338092634588065e-09,8.249779526181555e-09
1868,1.2843672791973404e-08,0.0
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,1.9495765002375265e-08,5.734048791339319e-10
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,3.0236694925633856e-08,0.0
1873,1.3767810003173508e-08,1.7958012854535355e-09
1874,5.974609140757536e-10,0.0
1875,1.6592428764283795e-08,0.0
1876,6.04601479992084e-09,1.209202959984168e-09
1877,1.1132669008873108e-08,0.0
1878,1.509772218355465e-08,3.0195443923020093e-09
1879,1.0996785260175557e-08,0.0
1880,8.343199908722454e-09,1.2835692508872398e-09
1881,2.5798277736299724e-08,7.669758161910067e-09
1882,9.317538740560849e-09,6.655385131892899e-10
1883,2.5277355764075082e-09,1.2638677882037541e-09
1884,5.941527270181268e-09,1.3203393933736152e-09
1885,3.2228177904158883e-09,0.0
1886,1.355227396970804e-08,3.2267319927115068e-09
1887,7.1818169189441505e-09,1.4363633837888301e-08
1888,8.242799331981132e-09,6.340614699951175e-09
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,1.9663159989136147e-09,7.209825181320184e-09
1891,3.1871099093194744e-09,3.1871101313640793e-09
1892,5.014809900671935e-09,8.775916882086676e-09
1893,1.4164357686752282e-08,5.542574843531156e-09
1894,1.449354058991048e-08,8.822155450616265e-09
1895,1.2037228991346183e-08,1.8055843042930064e-08
1896,6.486732040400511e-09,7.076434549446731e-09
1897,2.913356778044829e-09,4.078699600285063e-09
1898,1.13167097914868e-09,5.6583546736987955e-09
1899,1.8241008703512307e-08,9.949641111006713e-09
1900,1.9206897405865675e-08,6.748368974740515e-09
1901,3.353243460679778e-09,5.58873880507349e-09
1902,1.1293653123800595e-08,6.874397495693074e-09
1903,1.4580594509538969e-08,5.400220270956879e-09
1904,1.0211787859759625e-08,6.449550227216605e-09
1905,3.6125313851442797e-09,5.160758931310738e-09
1906,7.201858387428928e-09,6.173021205313489e-09
1907,5.142843484406967e-09,5.65712765521198e-09
1908,8.840499887696751e-09,1.964555629285769e-09
1909,3.300590023513905e-09,2.2003934230241384e-09
1910,7.481810726517324e-09,2.137660271017694e-09
1911,2.128149656499545e-09,1.276889793899727e-08
1912,5.730363461520227e-09,4.688478938419394e-09
1913,8.484783764473036e-09,8.484783542428431e-09
1914,5.357394972094198e-09,8.036092680185902e-09
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,1.7579939282086343e-08,8.789969641043172e-09
1917,3.289927441585405e-09,9.869782324756216e-09
1918,2.2972752589112133e-09,1.033773866510046e-08
1919,1.8415696745321952e-09,8.287063479883727e-09
1920,9.086678076641874e-09,3.028892692213958e-09
1921,9.844571879913389e-09,1.060184651180407e-08
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,7.734974438733389e-09
1925,3.299453377181294e-09,1.4297631523163545e-08
1926,5.57306911730393e-09,0.0
1927,7.804457524684949e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,1.2604324362008867e-08,0.0
1931,1.2545892325022123e-08,5.7026783295555106e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,1.261772819560747e-08,6.882397318719313e-09
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,1.4361940969820353e-08,2.393656828303392e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,5.186085783037697e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,0.0
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,5.890205101444224e-09,4.908504269707237e-09
1950,1.2762433554414088e-08,2.1270722960764488e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,0.0
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,5.631364707880948e-09
1956,2.616342476002842e-09,2.616342476002842e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,1.3235589180204954e-08,8.272243445794913e-10
1959,7.750747599288843e-09,2.325224457422337e-09
1960,3.460416619915918e-09,2.076250060767393e-09
1961,2.779263652552544e-09,5.55852741612739e-09
1962,6.976152100435229e-09,4.43936931660005e-09
1963,5.819448034571906e-09,8.405868889838075e-09
1964,8.517555549758526e-09,0.0
1965,4.924839036579698e-09,4.377634699181954e-09
1966,5.539074865446025e-09,4.431259803538978e-09
1967,8.381570104631919e-09,2.465167847631733e-09
1968,4.491415683816058e-09,5.838840522187638e-09
1969,9.991866889436096e-09,3.1792304344691047e-09
1970,1.0117195081704722e-08,5.978342709767048e-09
1971,1.2332154297745035e-08,2.569198631618974e-09
1972,7.182205497002769e-09,2.0520587451500205e-09
1973,5.513203671370093e-09,1.6539611902288698e-09
1974,9.563471792262135e-09,6.750686232237513e-09
1975,9.709516746170266e-09,3.4268881066168433e-09
1976,6.8562320265641574e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,1.0693064211864112e-08,1.7821774056514528e-09
1979,8.777959692451986e-09,3.5111840102075575e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,8.223214109648325e-09,3.795329828193417e-09
1982,6.828252629986764e-09,6.2075020679230875e-09
1983,6.94684787472255e-09,5.052252838311233e-09
1984,9.278413259927731e-09,2.8995041922996734e-09
1985,5.414002135495366e-09,6.015558051686298e-10
1986,9.591176741707841e-09,3.5966913891627428e-09
1987,6.110817019067127e-09,1.8332451112712533e-09
1988,1.199310784016916e-08,1.798966087207532e-09
1989,6.585746614717891e-09,2.1952488715726304e-09
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,6.61193322315512e-09,5.509944056569793e-09
1993,6.09312805766038e-09,5.539207426075166e-10
1994,1.2132331583813993e-08,2.1099706426497278e-09
1995,5.4224509327127635e-09,2.7112254663563817e-09
1996,8.540947282753564e-09,1.6014276571496566e-09
1997,1.1507746755512471e-08,1.917957792585412e-09
1998,7.152193948201102e-09,4.768129224785866e-10
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,9.277866475088103e-09,0.0
2001,8.324302136486494e-09,3.5049694258049158e-09
2002,1.3581786362237835e-08,3.9430991805033955e-09
2003,4.583615265119079e-09,2.083461403401543e-09
2004,1.013101980085196e-08,3.523833003171717e-09
2005,1.0358624402684313e-08,4.954124666056714e-09
2006,1.482440337152724e-08,3.294311934354255e-09
2007,9.98619853476157e-09,7.988958938831558e-10
2008,9.366367237362283e-09,1.7029758714315335e-09
2009,7.629108011997232e-09,6.198650481792356e-09
2010,1.0392344429455136e-08,2.3618964561933353e-09
2011,1.0707121411712706e-08,4.206369030868018e-09
2012,7.829781156765137e-09,1.7021263287730903e-09
2013,1.1714325509615264e-08,1.6734750252211938e-09
2014,8.445236510112863e-09,3.897801192920269e-09
2015,8.644644111654998e-09,2.21657536769726e-09
2016,9.113896304313585e-09,1.2428040818690533e-09
2017,7.798394818792076e-09,7.54683426862357e-10
2018,6.453666934191915e-09,2.323319980845895e-09
2019,5.101975730781305e-09,3.06118530524202e-09
