year,mes_DET aigles_NOUN,mes_DET règles_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.8574191901498125e-08
1802,2.2378401354217203e-09,1.3427040812530322e-08
1803,1.950339223455444e-09,3.900678446910888e-09
1804,0.0,2.9662210465630778e-08
1805,0.0,3.127165526528586e-08
1806,0.0,2.881669125542885e-08
1807,8.540865792383556e-09,1.9928686256776018e-08
1808,4.078933146800523e-08,2.7192888385485503e-08
1809,3.1626427920983247e-08,9.036122072814123e-09
1810,3.510190227373755e-08,5.3822915901946544e-08
1811,2.5070767684098882e-09,4.512738271955641e-08
1812,0.0,2.400487453257938e-08
1813,1.4378708002027452e-08,2.8757416448144113e-09
1814,2.2026739099345605e-08,5.034683425719777e-08
1815,1.8880564667256294e-08,7.821948599939788e-08
1816,3.0128852301913867e-08,2.7811246638975717e-08
1817,7.317304806520042e-08,9.341240314597599e-08
1818,3.337929754820834e-08,6.079800130009971e-08
1819,1.7596784473994376e-08,5.072014452878193e-08
1820,1.898636980968149e-08,3.9159388620646496e-08
1821,3.0570614484304315e-08,1.577838171229473e-08
1822,4.712039469723095e-08,4.110502516141423e-08
1823,2.3718449426723964e-08,4.5460361697280405e-08
1824,3.115811608722652e-08,5.3895121254754486e-08
1825,3.874394849390228e-08,3.610231757988913e-08
1826,2.1139161532346407e-08,6.517908701653141e-08
1827,1.0139000528042175e-07,2.3043183361437514e-08
1828,1.7427371545863934e-08,1.9261833017480967e-08
1829,1.3717081526198882e-08,2.8291481157793896e-08
1830,1.6698936899928185e-08,2.817945610189554e-08
1831,1.5591206548037917e-08,3.1182413096075834e-08
1832,1.3529969367098715e-09,3.2471927369215337e-08
1833,1.3900354645102198e-08,6.023486887052343e-08
1834,1.586870257419548e-08,1.7735608537350345e-08
1835,6.050470346963266e-09,2.117664621437143e-08
1836,1.9490175862113546e-08,7.997692819117219e-08
1837,2.5048407792382932e-08,3.965997974475499e-08
1838,3.0298377362569795e-08,3.3454458758797045e-08
1839,1.957613138259262e-08,3.915226187700682e-08
1840,3.375935120342177e-08,4.9046601446889326e-08
1841,1.7977536792557203e-08,4.751206006403663e-08
1842,2.3478928579123703e-08,4.159124245006751e-08
1843,1.1813821920725331e-08,8.505952120430038e-08
1844,1.6465684371524958e-09,2.6893950177964143e-08
1845,1.1160455892778032e-08,3.1249276777334245e-08
1846,1.5807153808111707e-08,6.6741314697083e-08
1847,4.1527822070008824e-08,9.168480197274675e-09
1848,8.84974404868899e-09,1.287235473768078e-08
1849,2.9327951622803994e-08,3.016589289472904e-08
1850,1.765138968323754e-08,1.968808938102029e-08
1851,2.7732586893591815e-08,3.031236150974337e-08
1852,9.765818376195057e-09,5.208436348880241e-08
1853,1.911018188138769e-08,2.9262466227919504e-08
1854,1.1950028522278444e-08,3.16935526711859e-08
1855,1.6451505047143655e-08,2.653468555990912e-08
1856,1.2942973248719625e-08,3.831119954611495e-08
1857,1.6108979150608604e-08,1.8549734193129552e-08
1858,1.6638498800958246e-08,2.9362056730430908e-08
1859,1.1202780925145817e-08,3.2080691214630974e-08
1860,1.0527522853465143e-08,4.806043185645592e-08
1861,1.886385558869108e-08,1.650587222457034e-08
1862,3.1625904339804833e-08,2.710791768834042e-08
1863,4.0955889346605545e-08,4.495158578698977e-08
1864,1.1507347408290514e-08,4.746780601916356e-08
1865,3.0123804117820896e-08,3.577201784787931e-08
1866,3.308616669528419e-08,3.40592887226876e-08
1867,1.9896527092555516e-08,2.426405742994575e-08
1868,2.9639244392143382e-09,4.544684273355415e-08
1869,1.123209392162039e-08,1.4650557211837167e-08
1870,6.880858549607183e-09,2.0069171213776826e-08
1871,7.434824311758348e-09,1.805600113868877e-08
1872,2.4189357183956872e-09,9.071008832961525e-09
1873,1.7958012854535355e-09,3.412022664406322e-08
1874,4.182226565063729e-09,2.0313670301419506e-08
1875,1.3159512035620935e-08,1.94531928343622e-08
1876,3.627608879952504e-09,2.6602464897607092e-08
1877,1.2369631985365004e-09,2.968711676487601e-08
1878,1.8117266020745149e-09,1.9325083755461492e-08
1879,6.10932526790009e-10,2.3215436684154156e-08
1880,8.343199908722454e-09,7.701415505323439e-09
1881,1.3945015142624584e-09,1.324776466304911e-08
1882,3.9932310791357395e-09,1.1979693681496428e-08
1883,9.479008467039307e-09,8.847074739470884e-09
1884,1.9805090900604227e-09,5.941527270181268e-09
1885,1.9336907075562237e-09,1.6114088952079442e-08
1886,6.453463763378409e-09,2.6459202329132125e-08
1887,0.0,2.4809914123125054e-08
1888,2.53624587998047e-09,1.3949351895803375e-08
1889,4.385595886446936e-09,1.5036328349093964e-08
1890,7.209825181320184e-09,1.7696843102044113e-08
1891,6.374220040683554e-10,1.0198752065093686e-08
1892,1.8805537127519756e-09,1.8805537127519756e-08
1893,2.463366621796581e-09,1.23168328869383e-08
1894,3.780923574225881e-09,1.3863386438828229e-08
1895,4.213030146971164e-09,1.3842813118003505e-08
1896,3.5382172747233653e-09,1.4742572385095798e-08
1897,8.157398756480916e-09,1.6314797735006437e-08
1898,2.26334195829736e-09,2.772593932220957e-08
1899,7.185851913504848e-09,8.291367592505594e-09
1900,7.26747417800766e-09,1.2458527431924438e-08
1901,0.0,8.941982321264419e-09
1902,6.38336894454028e-09,6.874397495693074e-09
1903,2.2680925582108102e-08,7.020286574288548e-09
1904,5.374625189347171e-09,1.1824175416563776e-08
1905,6.192911072844254e-09,1.7030505006232488e-08
1906,2.0576738091193647e-09,1.4403716774857855e-08
1907,9.771402353919711e-09,9.771402353919711e-09
1908,7.858222517143076e-09,1.3751889627044989e-08
1909,1.6502950117569526e-09,9.351671770296832e-09
1910,9.085056040802897e-09,6.412980813053082e-09
1911,6.916486272601219e-09,1.7557235443277364e-08
1912,5.730363461520227e-09,1.927485904218429e-08
1913,5.833288574397244e-09,9.015082902408267e-09
1914,3.3483718020477227e-09,1.9420557606508737e-08
1915,0.0,2.1205371458776767e-08
1916,5.493730803607377e-09,1.3184954017475548e-08
1917,0.0,1.0966424213165737e-08
1918,3.44591288836682e-09,6.89182577673364e-09
1919,4.603924186330488e-09,5.5247090680055067e-08
1920,1.514446346106979e-09,2.1202248401408497e-08
1921,1.3630945705500608e-08,4.392193475588613e-08
1922,7.37793537375353e-09,1.8444838545406128e-08
1923,1.0615948120573648e-09,7.325004514058264e-08
1924,1.1602462102189293e-08,1.0313299436681689e-08
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,7.802296586589819e-09,2.1177663400706592e-08
1927,1.1149224876660924e-09,1.0034302388994831e-08
1928,6.8556245125250825e-09,2.2852082892654835e-08
1929,4.4561625500705304e-09,8.912325100141061e-09
1930,4.201441416995522e-09,2.10072066408884e-08
1931,3.4216069977333063e-09,1.4826963656844327e-08
1932,7.671675850140502e-09,1.6439305139392957e-08
1933,5.735331098932761e-09,2.867665482852999e-08
1934,4.7926320689839486e-09,1.3179738189705859e-08
1935,1.196828414151696e-08,1.6755596909945325e-08
1936,1.2124714565686645e-09,1.333718602225531e-08
1937,1.2591118370153254e-08,1.1332006000230876e-08
1938,3.8895642262559704e-09,2.463390735840676e-08
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,2.5357829169792012e-09,2.5357829169792012e-08
1941,5.9030051957620344e-09,3.836953510472085e-08
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,2.9032352077962287e-09,3.193558839598154e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,2.3963544482086263e-08
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,3.5762612871081956e-09,1.4305045148432782e-08
1948,2.174377566888097e-09,2.2830963786191205e-08
1949,0.0,3.9268033713568684e-08
1950,2.1270722960764488e-09,1.4889506294579746e-08
1951,4.264560704569931e-09,3.5182624369411997e-08
1952,1.0544803918932644e-09,2.7416489301046454e-08
1953,0.0,1.1851209791302608e-08
1954,1.9545072227344917e-09,1.6613311615287785e-08
1955,1.8771215692936494e-09,2.2525458831523792e-08
1956,5.232684952005684e-09,2.0930739808022736e-08
1957,5.30102267637389e-09,1.8553578673419224e-08
1958,1.6544486891589827e-09,2.316228081555849e-08
1959,3.100299128533379e-09,3.1778066400534044e-08
1960,4.152500010512483e-09,1.9378334104036554e-08
1961,1.3896318540318475e-09,1.8065214379969774e-08
