year,mes_DET aigles_NOUN,mes_DET règles_NOUN
1962,1.395230386780355e-08,4.693047872539324e-08
1963,2.5864212993553792e-09,2.069137017279843e-08
1964,7.300761994954996e-09,3.1028239311226e-08
1965,5.472043373977442e-10,3.1190646510026454e-08
1966,2.7695373772118614e-09,2.3264114856758056e-08
1967,8.381570104631919e-09,3.747055088432205e-08
1968,2.694849510209707e-09,2.2906219976359665e-08
1969,6.3584607856714825e-09,3.3154830408888e-08
1970,1.3796175035718505e-09,2.023438949727563e-08
1971,1.541519245584766e-09,2.5691987426412766e-08
1972,3.5911027485013847e-09,3.129389614109357e-08
1973,1.6539611347177186e-09,2.866865994599621e-08
1974,4.500457340128605e-09,4.387946006545462e-08
1975,2.2845920710778955e-09,4.112265594713449e-08
1976,1.7140580621521906e-09,4.170874490228016e-08
1977,2.3507127355770763e-09,4.348818594124282e-08
1978,2.3762365408686037e-09,4.811879095178995e-08
1979,5.266776126333639e-09,5.383815659953939e-08
1980,5.685150794576543e-09,4.2070116501591315e-08
1981,1.8976649140967083e-09,9.994367999865972e-08
1982,1.8622506869903077e-09,6.579952560592517e-08
1983,6.315316047889041e-10,4.925946583966834e-08
1984,3.4794050973729895e-09,4.175286005825285e-08
1985,0.0,4.692135391337615e-08
1986,5.994485463567401e-10,6.1143752283499e-08
1987,5.499735167280306e-09,6.905222926789634e-08
1988,4.197587610832443e-09,5.9965539644935e-08
1989,3.841685636274406e-09,5.817409576280852e-08
1990,1.089730194969718e-09,8.554382269210237e-08
1991,0.0,6.506226313263141e-08
1992,2.2039777225479895e-09,4.518154184118828e-08
1993,1.1078414852150331e-09,3.988229418938616e-08
1994,1.5824779819872958e-09,6.435410421223864e-08
1995,0.0,5.151328430486046e-08
1996,2.6690460952494277e-09,1.0409279616041545e-07
1997,4.79489448146353e-10,9.350044338773955e-08
1998,4.768129224785866e-10,6.961468557165063e-08
1999,9.140402323914998e-10,6.581089895263403e-08
2000,1.7672125984802278e-09,8.261718953406216e-08
2001,2.1906058911280724e-09,9.156732927451117e-08
2002,6.133709984368352e-09,1.0427306840199435e-07
2003,0.0,8.958883945808793e-08
2004,2.202395626982323e-09,9.646492582504607e-08
2005,3.1526248278623825e-09,9.773136344648492e-08
2006,3.7061009261485367e-09,1.0006472583867776e-07
2007,1.9972397624634652e-09,1.418040236345064e-07
2008,4.6831836186811415e-09,1.4177273843785088e-07
2009,0.0,1.53535793856463e-07
2010,1.8895172093635892e-09,1.9887168889454188e-07
2011,3.441574691898097e-09,2.6003008812836015e-07
2012,3.744677928851914e-09,3.182976406890248e-07
2013,5.8571625882741785e-09,3.218650306280324e-07
2014,3.8978012623092084e-09,3.6704296846323814e-07
2015,5.5414385163876645e-09,3.1985181969673704e-07
2016,7.456824324680866e-09,3.6683432469430954e-07
2017,1.7609279590047322e-09,4.923051299954295e-07
2018,3.0977599929649102e-09,5.090652095418591e-07
2019,3.316284025167704e-09,5.553500130872635e-07
