year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ rames_NOUN
1844,5.197667292122787e-07,1.0757580115594578e-07,1.3172547497219966e-08
1845,5.429561724668019e-07,4.240973244806767e-08,1.1718478631905782e-08
1846,5.503231363945815e-07,6.147226283559348e-08,5.854501328173001e-09
1847,5.252999812910275e-07,5.662884916546318e-08,8.089835468183537e-09
1848,4.054791702401417e-07,5.068489528081699e-08,0.0
1849,4.365675181361439e-07,3.9383249550439814e-08,1.9272654583346593e-08
1850,3.4895438716375793e-07,4.6844073509078044e-08,1.0862393651223101e-08
1851,4.869326062362234e-07,3.22471953584369e-08,1.2898877521649865e-09
1852,6.237102638806391e-07,4.166749167922035e-08,7.161600201754936e-09
1853,5.894296464248328e-07,2.269334054005867e-08,1.3735443005202796e-08
1854,6.93101640081295e-07,6.858277235011201e-08,2.5978321716024766e-09
1855,7.376642656709009e-07,4.139410947345823e-08,1.0083180512765466e-08
1856,7.610468060192943e-07,3.882891785877973e-08,1.863788057221427e-08
1857,6.838994295321754e-07,2.5383846580240288e-08,1.3668225662399891e-08
1858,5.466235961648636e-07,3.8660039392013346e-08,1.1255455234504552e-08
1859,8.025265287869843e-07,5.397703906062645e-08,3.5645213447565993e-09
1860,7.030554343145923e-07,1.2816114836056158e-08,5.492620747116206e-09
1861,6.75326020882494e-07,2.6880994319355977e-08,7.073945429425521e-09
1862,6.167051083139086e-07,3.6143891879447665e-08,1.400575744270327e-08
1863,6.403104180208175e-07,1.8480096231066057e-08,1.4983863039219614e-08
1864,6.909202738825115e-07,3.0206786405528874e-08,4.794728170054441e-09
1865,7.403866106869827e-07,2.588764491662232e-08,1.553258677233771e-08
1866,6.456668302234903e-07,1.800276749897023e-08,3.600553455385125e-08
1867,6.37659411495406e-07,1.358787216076962e-08,3.88224918879132e-09
1868,5.90314925830171e-07,1.8771521892446685e-08,9.87974813071446e-10
1869,6.539032142427459e-07,1.8069020946143155e-08,9.767038289254515e-10
1870,6.026485266374948e-07,2.121598097204469e-08,1.3761717099214366e-08
1871,3.536852091201581e-07,1.5931766128574054e-08,1.0621177271019633e-08
1872,5.230948545431602e-07,2.7213026165817666e-08,1.2094678591978436e-09
1873,5.477194235936622e-07,1.4366410616695191e-08,1.0176207432266438e-08
1874,5.078417757431453e-07,1.1949217948448165e-08,1.1949218503559678e-08
1875,5.292412765811605e-07,2.116965036602636e-08,1.1443054281912168e-09
1876,4.528465069597587e-07,1.6928841217733748e-08,1.0278225381910033e-08
1877,4.1685660789880785e-07,1.1132668564783899e-08,3.0924081073635534e-09
1878,4.100541275420255e-07,1.8117266353812056e-08,2.4156354694326865e-09
1879,5.315113185133669e-07,1.5884245807562536e-08,6.109325489944695e-09
1880,4.3448818587421556e-07,1.5402830788602273e-08,1.4761046607247863e-08
1881,4.2323119942011544e-07,9.064260064750584e-09,1.045876096839038e-08
1882,4.485729618863843e-07,2.4624924988003727e-08,9.317538740560849e-09
1883,3.690493883823365e-07,1.0742875922176154e-08,1.516641390253426e-08
1884,4.291103152809228e-07,9.242375753615306e-09,9.902545450302114e-09
1885,3.3968498769354483e-07,1.0957580842685388e-08,4.060750313783501e-08
1886,3.852717895824753e-07,2.000573828819796e-08,3.872078213618124e-09
1887,4.17851168776906e-07,2.089255946025048e-08,1.7628096316002484e-08
1888,3.7853470757909236e-07,8.87686080197625e-09,9.510921827882157e-09
1889,4.31667928069146e-07,6.891650361495749e-09,7.51816386923565e-09
1890,3.5918037610827014e-07,4.5880705901168994e-09,8.192983358412675e-08
1891,4.1623655988587416e-07,4.46195413950079e-09,5.099376032546843e-09
1892,3.6294687788540614e-07,1.002961980134387e-08,9.402768341715273e-09
1893,2.919089467923186e-07,1.1700991509044911e-08,1.3548516086814288e-08
1894,3.112960484941141e-07,2.646646524162577e-08,2.2055386850183822e-08
1895,3.147735299080523e-07,2.2870735527646957e-08,7.824199066419624e-09
1896,3.314130196940823e-07,1.061465249030391e-08,4.717623180994224e-09
1897,2.983277340717905e-07,7.574727511894253e-09,2.9133566670225264e-09
1898,3.4233048040732683e-07,1.923840708961677e-08,2.319925584970406e-08
1899,2.8411753305590537e-07,6.633094074004475e-09,1.713549302451156e-08
1900,3.2963188800749776e-07,6.22926377147337e-09,1.2977633190303095e-08
1901,2.9229104825390095e-07,7.824234593556412e-09,6.147612641171918e-09
1902,2.6122711460629944e-07,5.89234061543209e-09,3.928227076954727e-09
1903,2.662308702383598e-07,4.3201759947208984e-09,5.400220270956879e-09
1904,2.8754243430739734e-07,1.1286712897629059e-08,8.061937784020756e-09
1905,2.554575644353463e-07,4.1286072338664326e-09,4.64468330463319e-09
1906,2.819013218413602e-07,1.5946971188007808e-08,1.0288368823552219e-08
1907,2.525136153508356e-07,1.2857107989372452e-08,1.1828539925318182e-08
1908,2.774934841909271e-07,1.522530612696471e-08,3.929111258571538e-09
1909,2.9100203846610384e-07,1.2102163715610459e-08,1.5402754627302784e-08
1910,3.078230861319753e-07,1.1757131712641922e-08,8.550641084070776e-09
1911,3.1975449132914946e-07,1.5429085120644004e-08,4.788336838146279e-09
1912,4.370704402845149e-07,5.2094211167030835e-09,2.6047106693738442e-09
1913,3.637850909399276e-07,8.484783153850373e-09,1.6969567084856862e-08
1914,3.8707179328412167e-07,5.357394972094198e-09,2.0090231700464756e-09
1915,3.1101211561690434e-07,1.1780761921542648e-09,7.068456930880984e-09
1916,2.604028566111083e-07,4.394984820521586e-09,8.789969641043172e-09
1917,3.092531812853849e-07,0.0,2.1932848870420685e-09
1918,3.388481104593666e-07,4.594550517822427e-09,5.743188147278033e-09
1919,3.78442564397119e-07,1.749491218561161e-08,1.012863304339362e-08
1920,3.2333429089703714e-07,7.572231730534895e-09,1.2115570768855832e-08
1921,3.597054956117063e-07,3.0290990271630847e-09,2.574734203619755e-08
1922,3.143000526506512e-07,1.2542490601674672e-08,1.2542490601674672e-08
1923,4.3843866137649457e-07,3.1847844361720945e-09,1.3800733000834953e-08
1924,4.408935581068363e-07,2.4494085870685467e-08,1.4180787100137593e-08
1925,4.2013039092125837e-07,1.0998178145982251e-08,1.3197813508725176e-08
1926,4.491893719205109e-07,7.802296808634424e-09,1.671920735191179e-08
1927,4.0694669678487116e-07,8.919379901328739e-09,1.0034302388994831e-08
1928,2.993622842950572e-07,6.85562484559199e-09,3.4278122562625413e-09
1929,4.445022057097958e-07,3.342121912552898e-09,1.1140405931087116e-08
1930,2.8884909397675074e-07,1.3654684494213143e-08,9.453243521306831e-09
1931,3.6154980875835463e-07,2.3951248095954725e-08,6.843213995466613e-09
1932,3.693363908041647e-07,8.76762951129706e-09,4.383814644626227e-09
1933,2.8561947829075507e-07,1.4911860635180574e-08,1.261772819560747e-08
1934,2.767745002074662e-07,1.5576054224197833e-08,4.7926320689839486e-09
1935,3.650326618753752e-07,3.590485242455088e-09,1.196828414151696e-08
1936,3.0190540201147087e-07,4.849885826274658e-09,4.849885826274658e-09
1937,3.261099550400104e-07,6.295559185076627e-09,1.2591118148108649e-09
1938,2.839381920693995e-07,5.186085672015395e-09,2.5930428915188486e-09
1939,2.477636087405699e-07,1.6823456405745674e-08,0.0
1940,2.155415472770983e-07,5.0715658339584024e-09,1.01431314458722e-08
1941,3.217137702904438e-07,1.1806010391524069e-08,2.9515025978810172e-09
1942,4.2782386344697443e-07,9.102635090130207e-09,9.102635090130207e-09
1943,2.7580733785725897e-07,5.806470415592457e-09,5.806470415592457e-09
1944,2.538417049890995e-07,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.8320553724370257e-07,2.178504043826024e-09,1.089252066321933e-08
1946,4.1624102209425473e-07,1.2528993842408909e-08,6.960552134671616e-09
1947,5.531284159587813e-07,3.5762612871081956e-09,3.5762612871081956e-09
1948,3.0115128879515396e-07,5.435943917220243e-09,4.348755044958352e-08
1949,2.8076644298380415e-07,2.9451024952109606e-09,1.3743811311250909e-08
1950,3.243785329232196e-07,1.4889505850490536e-08,4.2541445921528975e-09
1951,2.7613029374151665e-07,1.4925962799061665e-08,5.330700769690111e-09
1952,3.0896276825842506e-07,4.2179215675730575e-09,1.1599284199803606e-08
1953,2.3271466886853887e-07,2.1547654771580937e-09,3.232148326759443e-09
1954,1.94473471992751e-07,1.1727043114362345e-08,0.0
1955,2.440258128899586e-07,6.569925492527773e-09,7.508486277174597e-09
1956,2.502967504369735e-07,1.4825940475304833e-08,6.104798888628693e-09
1957,2.305944803993043e-07,3.534015080575159e-09,2.6505113659425206e-09
1958,2.001882961621959e-07,1.3235589513271862e-08,4.9633461784992505e-09
1959,2.596500507934252e-07,2.8677767716089875e-08,1.2401196514133517e-08
1960,2.4361332862099516e-07,5.536666736194462e-09,1.3841666479663672e-08
1961,2.543026198509324e-07,5.558527305105088e-09,5.55852741612739e-09
1962,2.765092972367711e-07,2.663621723186793e-08,5.7077609305622445e-09
1963,2.3989056785467255e-07,4.526237162849611e-09,1.8104948651398445e-08
1964,2.8290452291912516e-07,2.2510682873289056e-08,7.909158661334459e-09
1965,2.4514753249604837e-07,3.228505507379964e-08,3.830430195250756e-09
1966,2.4981227397802286e-07,1.273987226824147e-08,1.6617224263271169e-09
1967,2.529262133066368e-07,4.190785396485097e-08,3.944268467392931e-09
1968,2.5556155947015213e-07,3.9075319202552805e-08,6.287982134978165e-09
1969,2.4434658030259016e-07,1.6350328146952364e-08,6.8126366770115965e-09
1970,2.1889931645091565e-07,2.483311556389367e-08,7.817832603507213e-09
1971,1.7881623648463574e-07,4.162101907567717e-08,1.1818314327172175e-08
1972,1.6878183828339388e-07,4.104117623526804e-08,4.617132176587546e-09
1973,1.6539611635835172e-07,1.5436970923765614e-08,3.859242703185828e-09
1974,1.2151234329849103e-07,3.937900283634832e-09,1.1251143350321513e-09
1975,1.2679485905664478e-07,5.140332159925265e-09,4.569184142155791e-09
1976,1.302684182746816e-07,1.6569227545559784e-08,3.4281160132820787e-09
1977,1.0695742957977927e-07,4.113747398282186e-09,9.402850609241398e-09
1978,1.556434909844029e-07,1.2475241728537867e-08,8.910887361324171e-09
1979,1.457141394212158e-07,1.345953881681794e-08,5.851973350345929e-09
1980,1.5122500940378814e-07,1.4781391444174119e-08,4.548120546843393e-09
1981,1.5244575024553342e-07,1.9609204149340087e-08,7.590659323319926e-09
1982,1.2352928990821965e-07,6.207502400989995e-09,3.7245013739806154e-09
1983,1.193594698634115e-07,9.47297440490047e-09,5.68378455412244e-09
1984,1.3511689189726894e-07,4.059306002446306e-09,4.639206796497319e-09
1985,1.4918583701728494e-07,1.0828004826102244e-08,7.82022557821449e-09
1986,1.4326819552934467e-07,5.994485574589703e-09,4.196139880008332e-09
1987,1.5338150660682004e-07,3.055408426266837e-09,3.0554083707556856e-09
1988,1.1573348501769942e-07,7.195864681897035e-09,5.396898483667201e-09
1989,1.426911779844886e-07,4.939309961038418e-09,2.7440609784434855e-09
1990,1.7926062412243482e-07,7.628111586832631e-09,2.179460389939436e-09
1991,1.0726481036726909e-07,1.3481370353396471e-08,2.9307325455363298e-09
1992,1.283816999375631e-07,7.162927362358573e-09,3.305966445044106e-09
1993,1.2850961184085463e-07,7.2009697094088665e-09,3.323524566667402e-09
1994,1.5191788804713724e-07,8.967375175750192e-09,2.1099705871385765e-09
1995,1.1332922156270797e-07,9.760411756598586e-09,4.880205572987961e-09
1996,1.8363037668223114e-07,1.9750941104845765e-08,4.270473752399084e-09
1997,1.337775614729253e-07,7.192341833217597e-09,6.233362714880286e-09
1998,1.5258012808772037e-07,8.10581957111367e-09,2.3840646123929332e-09
1999,1.288796767084932e-07,1.142550276611587e-08,1.0511462367190916e-08
2000,1.2768110480010364e-07,4.418031607222872e-09,5.301637684418381e-09
2001,1.2880762767508713e-07,7.009938629565227e-09,3.5049693702937645e-09
2002,1.4764717093385116e-07,1.6648641576466616e-08,4.38122149670761e-09
2003,1.283412274233342e-07,9.167230530238157e-09,1.6667691671301554e-09
2004,1.3258421915907093e-07,8.369103410288403e-09,3.7793110241324257e-07
2005,1.053877412005022e-07,3.602999676388663e-09,1.3961623857028371e-08
2006,1.4700866302064242e-07,4.941468012553685e-09,8.235780057930242e-09
2007,1.0185922860728169e-07,9.586750948642475e-09,3.1955835755326234e-09
2008,1.4092125866227434e-07,5.108927503272298e-09,7.663391254908447e-09
2009,1.2874119192929356e-07,6.675469732542183e-09,4.291373256748443e-09
2010,1.0628534141687851e-07,1.4171379625338432e-09,5.668551850135373e-09
2011,9.483450469360832e-08,2.2943831279320648e-09,5.7359579308524644e-09
2012,1.222126684297109e-07,4.425528388196653e-09,7.829781267787439e-09
2013,1.4363993727783964e-07,3.904775169871755e-09,2.2313000336282585e-09
2014,1.8947645230582566e-07,6.496335691608124e-10,3.031623174720721e-09
2015,2.1633775304508163e-07,6.649726325136385e-10,5.319781060109108e-09
2016,2.1811210615396703e-07,4.556948152156792e-09,6.8354220061905835e-09
2017,1.0213381784751618e-07,2.0124890642847504e-09,2.264050280587071e-09
2018,1.3965734524390427e-07,1.5488799687268795e-09,5.162933192082164e-09
2019,2.3341537769283605e-07,1.275493877184175e-09,4.3366790158927415e-09
