year,pas_ADV ajouté_VERB,pas_ADV rajouté_VERB
1800,2.955514730729192e-07,0.0
1801,2.6669243879950955e-07,0.0
1802,3.535787413966318e-07,0.0
1803,3.354583384407306e-07,0.0
1804,4.770672603626736e-07,0.0
1805,3.695741099818406e-07,0.0
1806,3.8902533106011106e-07,0.0
1807,3.558693890681752e-07,0.0
1808,2.9685568847526156e-07,0.0
1809,4.1114356008620234e-07,0.0
1810,4.282431973479106e-07,0.0
1811,3.133845893898979e-07,0.0
1812,3.9741402702020423e-07,0.0
1813,4.284854924208048e-07,0.0
1814,3.7445457223839185e-07,0.0
1815,4.3964743667856965e-07,0.0
1816,2.4334840986739437e-07,0.0
1817,3.222727968932304e-07,0.0
1818,2.7180283268535277e-07,0.0
1819,3.9333988866019354e-07,0.0
1820,3.9278052099689376e-07,0.0
1821,4.4179466840432724e-07,0.0
1822,3.899964440279291e-07,0.0
1823,3.1328116278928064e-07,0.0
1824,3.4694983241934096e-07,0.0
1825,3.4781498925440246e-07,0.0
1826,4.500880095292814e-07,0.0
1827,3.6500401279226935e-07,0.0
1828,3.503818959416094e-07,0.0
1829,3.7550512388406787e-07,0.0
1830,3.997308226644236e-07,0.0
1831,4.022531072678248e-07,0.0
1832,3.7748614545307646e-07,0.0
1833,2.884323464513727e-07,0.0
1834,2.931042786258331e-07,0.0
1835,3.766417648876086e-07,0.0
1836,3.5956011856796977e-07,0.0
1837,3.13800882167925e-07,0.0
1838,3.3706945146150247e-07,0.0
1839,2.95739397415673e-07,0.0
1840,3.586134766919713e-07,0.0
1841,2.7736768970498815e-07,0.0
1842,3.320591304145637e-07,0.0
1843,3.2547080763833947e-07,0.0
1844,3.3480225170023914e-07,5.488561272137815e-10
1845,3.1137670930547756e-07,0.0
1846,2.8335787760624953e-07,0.0
1847,2.7235779498369084e-07,0.0
1848,4.473143349059683e-07,0.0
1849,3.7539780350925867e-07,0.0
1850,3.8289937265290064e-07,0.0
1851,3.708427414039761e-07,0.0
1852,4.388107583963574e-07,0.0
1853,3.362197560363711e-07,0.0
1854,3.0082895818850375e-07,5.195664454227256e-10
1855,2.9028944936726475e-07,0.0
1856,2.987238190144126e-07,0.0
1857,3.099758316693624e-07,0.0
1858,3.420679490773182e-07,0.0
1859,3.620535267145897e-07,0.0
1860,3.28184086129113e-07,0.0
1861,3.37663010441247e-07,0.0
1862,3.4155976891270257e-07,0.0
1863,3.241509034523915e-07,0.0
1864,3.3275412647526537e-07,0.0
1865,3.13005159569002e-07,0.0
1866,2.773399501165841e-07,0.0
1867,3.265942041252856e-07,0.0
1868,3.156579566621076e-07,0.0
1869,3.6626394717131916e-07,0.0
1870,3.2856098641786957e-07,0.0
1871,3.027035404556955e-07,0.0
1872,3.4651253599804477e-07,5.442605477412599e-09
1873,3.6394908420334104e-07,0.0
1874,2.9036601745247026e-07,0.0
1875,3.5645115303850616e-07,0.0
1876,3.603424829634605e-07,0.0
1877,3.1542560918751406e-07,0.0
1878,3.0437007580985664e-07,0.0
1879,2.969132140151487e-07,0.0
1880,2.1178892950501904e-07,0.0
1881,3.0469857392745325e-07,0.0
1882,2.855160232684284e-07,0.0
1883,3.203904839210736e-07,0.0
1884,2.997170440721675e-07,0.0
1885,2.546026109939703e-07,0.0
1886,2.5684786919555336e-07,0.0
1887,2.9576028737210436e-07,0.0
1888,2.5869707087622373e-07,0.0
1889,2.524850231111486e-07,0.0
1890,3.0608984502578096e-07,0.0
1891,2.1608606459722068e-07,0.0
1892,2.3005441107670777e-07,0.0
1893,2.4572082679696905e-07,1.847525021858587e-09
1894,2.766375644114305e-07,1.2603078580752936e-09
1895,3.394498548914271e-07,0.0
1896,3.331821289975778e-07,0.0
1897,2.5870608055811317e-07,0.0
1898,2.868785884402314e-07,0.0
1899,2.2939450161629793e-07,0.0
1900,2.4242217477876693e-07,0.0
1901,2.3975690055522136e-07,3.353243460679778e-09
1902,1.969023770698186e-07,0.0
1903,2.5489040922366257e-07,5.400220270956879e-10
1904,2.870049797820684e-07,1.0749250378694342e-09
1905,2.3275023863789102e-07,3.6125313851442797e-09
1906,1.913636680228592e-07,0.0
1907,2.1342799527701573e-07,0.0
1908,2.303441419826413e-07,0.0
1909,2.293910199568927e-07,0.0
1910,2.5384716195731016e-07,0.0
1911,2.4526923425582936e-07,0.0
1912,2.578663611529919e-07,0.0
1913,2.0469539663281466e-07,0.0
1914,2.5045821416824765e-07,6.696743715117748e-10
1915,2.203002509304497e-07,0.0
1916,2.85674019551152e-07,0.0
1917,2.2371506247509387e-07,0.0
1918,2.1824115492563578e-07,0.0
1919,2.062558053239627e-07,0.0
1920,2.1126525950876385e-07,0.0
1921,2.2945424404952064e-07,0.0
1922,1.8371059695709846e-07,0.0
1923,2.420436260308634e-07,0.0
1924,2.4107336571432825e-07,0.0
1925,2.0346628559764213e-07,0.0
1926,2.3406890647947876e-07,0.0
1927,2.486277139723825e-07,0.0
1928,2.1138176009571907e-07,0.0
1929,2.6402761932331487e-07,0.0
1930,2.3423035599989817e-07,1.0503603542488804e-09
1931,1.984532076448886e-07,0.0
1932,2.6302888045393047e-07,0.0
1933,2.4203097837016685e-07,0.0
1934,2.0608317186088243e-07,0.0
1935,2.154291109945916e-07,0.0
1936,2.631063011904189e-07,2.424942913137329e-09
1937,2.631543623010657e-07,1.2591118148108649e-09
1938,2.748625433923735e-07,0.0
1939,2.24822542804759e-07,3.058810094103137e-09
1940,1.9018371233414655e-07,0.0
1941,2.1250818349471956e-07,0.0
1942,2.0936060707299475e-07,0.0
1943,1.683876433844489e-07,0.0
1944,2.0243072640369064e-07,1.2852744646352221e-08
1945,1.8299434145774285e-07,4.357008087652048e-09
1946,1.865427918801288e-07,0.0
1947,2.205361084861579e-07,0.0
1948,1.8808366064604343e-07,0.0
1949,1.963401672355758e-07,1.9634016634739737e-09
1950,1.8824589176347217e-07,0.0
1951,1.6845014272348635e-07,0.0
1952,1.8242511146127072e-07,1.0544803918932644e-09
1953,1.842324479639501e-07,1.0773827385790469e-09
1954,1.9251896787864098e-07,0.0
1955,1.7175662492263655e-07,9.385607846468247e-10
1956,1.70062264714943e-07,1.744228317335228e-09
1957,1.828852873586584e-07,0.0
1958,1.6792654378150473e-07,0.0
1959,1.6586599826950987e-07,0.0
1960,2.1108542114234297e-07,6.920833239831836e-09
1961,1.8690548131417017e-07,4.16889545107324e-09
1962,2.048451932523676e-07,6.341956404476434e-10
1963,1.6553096315874427e-07,1.939815863494232e-09
1964,1.7521828965527675e-07,6.083968329129164e-10
1965,1.855022730978817e-07,2.188817349590977e-09
1966,1.5010893150702032e-07,1.1078149508847446e-09
1967,2.0411589218838344e-07,1.9721342336964653e-09
1968,1.8908860965893837e-07,3.1439910674890825e-09
1969,1.3897778217142331e-07,3.1792304344691047e-09
1970,1.830292575277781e-07,6.898087434592526e-09
1971,1.5106888895388693e-07,3.083038491169532e-09
1972,1.662167647964452e-07,2.0520587451500205e-09
1973,1.4609990728331468e-07,6.615844760915479e-09
1974,1.4345208398935938e-07,1.1251143350321513e-09
1975,1.365043829082424e-07,3.998036124386317e-09
1976,1.1827000889752526e-07,5.713526984862938e-09
1977,1.3399062481767032e-07,5.289103821581875e-09
1978,1.467326029569449e-07,1.7821774056514528e-09
1979,1.6209966702263046e-07,5.851973128301324e-09
1980,1.4440283280237054e-07,6.822181042309694e-09
1981,1.3283654709539405e-07,3.1627747087981106e-09
1982,1.253915513643733e-07,7.449002747961231e-09
1983,1.2125406101404224e-07,6.315316269933646e-09
1984,1.3395710141139716e-07,3.479405208395292e-09
1985,1.1309249003943478e-07,4.210890747202711e-09
1986,1.0969908714741905e-07,6.593933843390687e-09
1987,1.1366119423428245e-07,3.0554083707556856e-09
1988,1.4631591227498575e-07,1.199310784016916e-08
1989,1.273244407684615e-07,6.036934507847036e-09
1990,1.1878059069658775e-07,4.90378582185258e-09
1991,1.1957388323935447e-07,6.4476117778156095e-09
1992,1.1570882918476855e-07,3.856960972825618e-09
1993,1.1466159577366852e-07,4.4313659408601325e-09
1994,1.0233357272682042e-07,3.6924485691258724e-09
1995,1.0465330291253849e-07,5.4224509327127635e-09
