year,vous_PRON attrapez_VERB,vous_PRON rattrapez_VERB
1880,2.5671385017744797e-09,1.2835692508872398e-09
1881,2.0917522713936876e-09,0.0
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,6.319338941018771e-10,0.0
1884,3.300848483434038e-09,0.0
1885,5.801072289202125e-09,5.156508553483263e-09
1886,7.744156427236248e-09,0.0
1887,1.1099172247952538e-08,0.0
1888,1.268122939990235e-09,5.07249175996094e-09
1889,3.132568426877924e-09,6.265136742733546e-10
1890,1.9663159989136147e-09,0.0
1891,2.5496880162734215e-09,1.9122659011827636e-09
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,0.0,6.158416554491453e-10
1894,0.0,5.671385139294216e-09
1895,1.8055843487019274e-09,5.416753268150387e-09
1896,4.717623180994224e-09,1.7691086373616827e-09
1897,2.9133566670225264e-09,1.7480140668268973e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,6.080336234504102e-09,6.633094074004475e-09
1900,4.1528424032932776e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,1.676621730339889e-09
1902,5.4013122863239005e-09,1.4730852093691738e-09
1903,3.7801539676252105e-09,1.6200660812870638e-09
1904,4.837162670412454e-09,1.6123875568041512e-09
1905,3.096455536422127e-09,0.0
1906,2.0576737536082135e-09,1.0288369045596824e-09
1907,4.114274698707732e-09,2.057137349353866e-09
1908,1.964555629285769e-09,2.9468334439286537e-09
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,4.2753204310130855e-09,0.0
1911,5.852411777418354e-09,3.7242617878519013e-09
1912,1.0418842455450772e-09,0.0
1913,1.590896969716482e-09,0.0
1914,4.018046340092951e-09,4.018046340092951e-09
1915,1.4136914527895783e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,1.012863304339362e-08
1920,3.028892692213958e-09,7.572231730534895e-10
1921,7.572747429129834e-10,4.543648568500203e-09
1922,2.2133805899215986e-09,9.591316518786641e-09
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,6.4458122173149945e-09
1925,3.299453377181294e-09,0.0
1926,3.3438415369957397e-09,2.229227691330493e-09
1927,1.3379069518926201e-08,2.2298449753321847e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,7.798284240578823e-09,7.798284462623428e-09
1930,7.352522590764465e-09,5.251801771244402e-09
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,8.767629289252454e-09
1933,0.0,1.1470662197865522e-09
1934,8.38710612072191e-09,8.38710612072191e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,7.274828739411987e-09,0.0
1937,3.777335444432595e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,3.8895642262559704e-09
1939,9.176430282309411e-09,4.588215141154706e-09
1940,2.2822046474857416e-08,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,5.568441707737293e-09,1.1136883415474585e-08
1947,1.668921956188285e-08,4.7683483828109274e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,2.945102384188658e-09
1950,1.4889505850490536e-08,4.2541445921528975e-09
1951,7.462981455041984e-09,0.0
1952,8.435843024123812e-09,2.1089607837865287e-09
1953,9.69644453618912e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,3.754243138587299e-09,2.815682353940474e-09
1956,1.657016879264006e-08,1.744228317335228e-09
1957,1.236905289303536e-08,8.835037590415595e-09
1958,1.0753916535044539e-08,4.9633461784992505e-09
1959,1.0075972611822692e-08,3.8753737996444215e-09
1960,1.1765416307873977e-08,6.2287499602575735e-09
1961,6.25334317660986e-09,2.08444772553662e-09
1962,1.0147130080628841e-08,7.610347907416326e-09
1963,1.7458344103715717e-08,3.879632060055371e-09
1964,1.0951142992432494e-08,2.4335873316516654e-09
1965,9.302473458205895e-09,4.924839203113152e-09
1966,1.4401594028434772e-08,2.7695373772118614e-09
1967,1.4297973249810525e-08,7.888536712741256e-09
1968,9.881114815257774e-09,4.042274071025531e-09
1969,1.226274581878073e-08,9.083515606356229e-10
1970,6.438214850135182e-09,1.8394900047624674e-09
1971,7.193756590417877e-09,3.5968783507200897e-09
1972,6.156176013405457e-09,1.0260293725750103e-09
1973,7.1671650836435674e-09,2.7566018356850464e-09
1974,6.750685899170605e-09,3.3753431161187564e-09
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,7.427584769459372e-09,1.7140580066410394e-09
1977,2.938390863960194e-09,5.876781838942691e-10
1978,1.1881182482298414e-08,1.7821774056514528e-09
1979,5.851973239323627e-09,3.5111840102075575e-09
1980,1.8760996423061727e-08,3.97960553399912e-09
1981,1.2651099501326257e-08,3.1627747087981106e-09
1982,1.1794254350938616e-08,4.345251602977385e-09
1983,1.3893695083311286e-08,3.78918940668882e-09
1984,1.1018116197192285e-08,2.3196033982486597e-09
1985,1.0828004270990732e-08,4.210890636180409e-09
1986,1.4986213381362745e-08,5.994485463567401e-10
1987,7.33298027855156e-09,1.8332451112712533e-09
1988,8.395175166153734e-09,1.798966087207532e-09
1989,5.4881220679092735e-09,4.939309850016116e-09
1990,1.5256223173665262e-08,1.089730194969718e-09
1991,1.3481369798284959e-08,4.10302547493302e-09
1992,1.0468893973936133e-08,3.30596661157756e-09
1993,5.539207537097468e-09,1.1078414852150331e-09
1994,8.96737506472789e-09,2.637463358823311e-09
1995,6.506940763983948e-09,1.626735190995987e-09
1996,6.4057106285986265e-09,4.80428297144897e-09
1997,1.1987236092636522e-08,5.27438381858758e-09
1998,1.3827574862901315e-08,1.9072516899143466e-09
1999,9.597422190310567e-09,1.8280804647829996e-09
2000,1.0603275368836762e-08,1.3254094488601709e-09
2001,1.182927200638062e-08,1.7524846851468823e-09
2002,4.819343757400674e-09,2.6287329535357173e-09
2003,1.12506919336397e-08,5.0003075569016175e-09
2004,1.7619165015858584e-08,1.7619165015858584e-09
2005,1.0808999140188291e-08,6.305249322657858e-09
2006,1.317724773741702e-08,2.0589450144825605e-09
2007,1.4380126422963713e-08,1.1983438685803094e-09
2008,2.5544637294316885e-08,3.405951742863067e-09
2009,3.2423709495077446e-08,6.198650259747751e-09
2010,3.967985984232314e-08,5.196172381261022e-09
2011,4.168129308368407e-08,1.1471915750682626e-08
2012,5.2425490615348735e-08,1.021275786161624e-08
2013,4.267361219945087e-08,8.646287463776048e-09
2014,5.197068642104341e-08,9.52795864428424e-09
2015,6.27290823729254e-08,1.0196247235416678e-08
2016,4.80550883530384e-08,9.942432210863217e-09
2017,4.8048175216308664e-08,1.2074934829797712e-08
2018,4.20779064924659e-08,8.776987081571264e-09
2019,5.816252102164299e-08,6.63256816135771e-09
