year,peux_VERB acheter_VERB,peux_VERB racheter_VERB
1800,6.288328968651058e-09,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.0898113522728181e-08,0.0
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,2.070209959015301e-08,0.0
1820,0.0,0.0
1821,6.903041693817613e-09,3.94459531705138e-09
1822,9.023054303725075e-09,0.0
1823,8.894418535021487e-09,0.0
1824,1.0947446504872005e-08,0.0
1825,0.0,1.7610886082763955e-09
1826,1.0569580766173203e-08,1.7615968683770689e-09
1827,1.474763688946723e-08,9.217273055917019e-10
1828,5.503380862137419e-09,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,1.0436835840010872e-09
1831,1.2472964883158966e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,5.791814139399776e-09,0.0
1834,1.0267983796552471e-08,0.0
1835,7.563087933704082e-10,7.563087933704082e-10
1836,0.0,0.0
1837,1.3915781860163179e-09,0.0
1838,1.8936485712828244e-09,1.64116205070286e-08
1839,6.9914751765765e-10,0.0
1840,6.369688665408546e-10,0.0
1841,2.1829865914924085e-08,0.0
1842,2.0124795163667386e-09,1.341653010911159e-09
1843,1.1813821920725331e-08,0.0
1844,3.841992946007622e-09,0.0
1845,1.1160455892778032e-09,0.0
1846,1.1123552745573306e-08,5.269050973311096e-09
1847,4.853901280910122e-09,0.0
1848,8.045221711050488e-10,4.02261068899179e-09
1849,0.0,1.6758829879393033e-09
1850,6.788996032014438e-10,0.0
1851,8.384270167027807e-09,0.0
1852,0.0,0.0
1853,4.180352064508952e-09,0.0
1854,3.117398783558656e-09,0.0
1855,4.2455496895854594e-09,0.0
1856,2.0708756931497874e-09,1.0354378465748937e-09
1857,1.4644527812635033e-09,4.881509085841174e-10
1858,2.4468380654951716e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,8.238931314963338e-09,0.0
1861,1.1789909493131745e-08,9.431927461278633e-10
1862,0.0,3.162590411776023e-09
1863,1.4983863039219614e-09,4.994620828036034e-10
1864,4.794727948009836e-10,0.0
1865,2.8241067262513297e-09,0.0
1866,2.432806400776144e-09,0.0
1867,9.7056229719783e-09,4.85281148598915e-10
1868,3.457911734727759e-09,0.0
1869,9.278686263769487e-09,0.0
1870,2.2936195165357276e-09,0.0
1871,4.248470908407853e-09,0.0
1872,6.652073114565837e-09,0.0
1873,1.7958012854535355e-09,0.0
1874,4.779687312606029e-09,0.0
1875,9.154443425529735e-09,0.0
1876,6.650616057868319e-09,6.04601479992084e-10
1877,6.80329748092845e-09,6.184815992682502e-10
1878,7.850815109122777e-09,0.0
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,1.3477476912271413e-08,0.0
1881,3.4862537301449947e-09,0.0
1882,6.655385131892899e-10,0.0
1883,2.5277355764075082e-09,6.319338941018771e-10
1884,2.6406787867472303e-09,0.0
1885,1.933690763067375e-09,0.0
1886,2.5813855497602844e-09,0.0
1887,1.0446279397058333e-08,0.0
1888,8.876860135842435e-09,0.0
1889,3.759081934617825e-09,1.8795409673089125e-09
1890,1.1142456735058204e-08,0.0
1891,1.0836173736095134e-08,0.0
1892,8.775916882086676e-09,5.641661360300532e-09
1893,3.695050043717174e-09,1.847525021858587e-09
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,4.213029924926559e-09,0.0
1896,4.1279202278587945e-09,1.7691086373616827e-09
1897,6.409385022720926e-09,0.0
1898,2.26334195829736e-09,0.0
1899,8.844125432005967e-09,0.0
1900,3.114631885736685e-09,0.0
1901,4.470991132876634e-09,0.0
1902,4.910283846193408e-10,0.0
1903,3.2401321625741275e-09,0.0
1904,0.0,0.0
1905,5.160759042333041e-10,0.0
1906,5.144184522798412e-10,0.0
1907,5.142843484406967e-09,5.142843373384665e-10
1908,4.911389073214423e-10,4.911389073214423e-10
1909,5.500983557560346e-10,0.0
1910,8.01622590529405e-09,0.0
1911,0.0,0.0
1912,7.293189607793238e-09,0.0
1913,5.833288518886093e-09,1.590896969716482e-09
1914,4.018046340092951e-09,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,5.300562211374427e-09,0.0
1921,1.5145495524393482e-08,0.0
1922,5.902348387820666e-09,0.0
1923,4.246379248229459e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,1.4493992672726108e-08,0.0
1928,2.2852082448565625e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,1.470504518152893e-08,0.0
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,1.091224355320719e-08,0.0
1937,7.554670666820584e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032351633873077e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,8.344609447874518e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,1.0798709482173763e-08,0.0
1950,1.914365022059883e-08,0.0
1951,1.1727541604500402e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,6.464296653518886e-09,0.0
1954,2.34540866728139e-08,0.0
1955,6.569925492527773e-09,0.0
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,7.951533653738352e-09,0.0
1958,8.272243334772611e-09,0.0
1959,7.750747599288843e-09,0.0
1960,1.7302083321624195e-08,6.920833350854139e-10
1961,8.33779090214648e-09,6.948159270159238e-10
1962,1.4586500007851555e-08,0.0
1963,1.1638896069143811e-08,6.466053248388448e-10
1964,1.1559539991878864e-08,6.083968329129164e-10
1965,1.2585699593614663e-08,0.0
1966,1.273987226824147e-08,0.0
1967,1.5284040699725665e-08,0.0
1968,8.533690198930799e-09,0.0
1969,1.1808570121729645e-08,0.0
1970,1.1496812390987543e-08,0.0
1971,1.284599360218408e-08,0.0
1972,7.182205497002769e-09,0.0
1973,1.0475087464101307e-08,1.6539611902288698e-09
1974,1.4626486688484874e-08,0.0
1975,1.028066431985053e-08,5.711480177694739e-10
1976,9.141642998145016e-09,0.0
1977,9.402850942308305e-09,0.0
1978,1.128712323605896e-08,5.940591352171509e-10
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.193881615790815e-08,0.0
1981,2.340453342242199e-08,0.0
1982,2.0484757001781873e-08,1.8622506869903077e-09
1983,1.9577479193344516e-08,1.89459470334441e-09
1984,2.9574943383181562e-08,5.799008495621649e-10
1985,1.9851341903631692e-08,1.2031116103372597e-09
1986,1.6185110141009318e-08,0.0
1987,2.0165694891716157e-08,0.0
1988,1.4991384134077634e-08,5.996553809062277e-10
1989,3.018467253923518e-08,0.0
1990,3.105731138930423e-08,5.44865097484859e-10
1991,2.1101275393675678e-08,0.0
1992,1.4876849085965205e-08,0.0
1993,2.049506697687775e-08,0.0
1994,2.162719958676007e-08,0.0
1995,2.1689803730851054e-08,0.0
1996,2.3487604750016544e-08,5.338092190498855e-10
1997,2.061804593722627e-08,4.79489448146353e-10
1998,2.3363833534517653e-08,4.768129224785866e-10
1999,2.833524703760304e-08,4.570201161957499e-10
2000,3.49024489310068e-08,2.6508188977203417e-09
2001,2.4534786646768225e-08,0.0
2002,1.6648641576466616e-08,4.38122149670761e-10
2003,2.541822929913451e-08,8.333845835650777e-10
2004,3.215497557107483e-08,1.3214374039449694e-09
2005,2.7472871977352042e-08,9.007499190971657e-10
2006,3.8296377624646993e-08,4.1178899179428186e-10
2007,3.994479413904628e-08,1.997239706952314e-09
2008,2.7673358715674112e-08,2.1287198670449925e-09
2009,5.8171949035568105e-08,4.76819250749827e-10
2010,5.385124168810762e-08,2.3618964561933353e-09
2011,5.582998952036178e-08,2.6767803529281764e-09
2012,5.855314810787604e-08,4.425528388196653e-09
2013,7.80955033974351e-08,3.3469500504423877e-09
2014,6.604607705185117e-08,3.4647122948427977e-09
2015,6.405903008044334e-08,3.989835573037226e-09
2016,6.46258087044771e-08,2.899876117012923e-09
2017,6.892774706557248e-08,2.264050280587071e-09
2018,7.150662639787697e-08,4.3884935685412074e-09
2019,7.984591832155274e-08,4.846876677788714e-09
