year,avons_VERB ajouté_VERB,avons_VERB rajouté_VERB
1887,5.26231303865643e-07,0.0
1888,5.421225637292082e-07,0.0
1889,5.20006324222777e-07,0.0
1890,5.702316343558778e-07,0.0
1891,5.054756684330641e-07,3.1871101313640793e-09
1892,5.265550271360553e-07,0.0
1893,4.55722812375825e-07,0.0
1894,5.217674470259226e-07,6.301539290376468e-10
1895,4.6283145138659165e-07,0.0
1896,4.947607408212207e-07,0.0
1897,6.036475497239735e-07,0.0
1898,5.047252784606826e-07,0.0
1899,4.770300279233197e-07,0.0
1900,5.570000212173909e-07,0.0
1901,5.191938612369995e-07,0.0
1902,4.856270834352472e-07,9.820567692386817e-10
1903,4.935801598549006e-07,3.7801539676252105e-09
1904,4.6974224687801325e-07,1.0749250378694342e-09
1905,5.222688059802749e-07,4.1286072338664326e-09
1906,5.550575110646605e-07,8.745113966313056e-09
1907,5.127415079186903e-07,9.257117739025489e-09
1908,5.265009122012998e-07,2.4556945366072114e-09
1909,4.912378130939032e-07,0.0
1910,5.899942152609583e-07,0.0
1911,4.793657240043103e-07,0.0
1912,6.105441912040988e-07,0.0
1913,5.096173367746815e-07,1.590896969716482e-09
1914,4.814958742827002e-07,2.0090231700464756e-09
1915,5.466273478305084e-07,0.0
1916,4.416959882291849e-07,0.0
1917,5.121320327816647e-07,0.0
1918,5.249273726803949e-07,0.0
1919,4.613131920905289e-07,0.0
1920,4.679639289406623e-07,0.0
1921,4.763258232287626e-07,0.0
1922,5.924482024965982e-07,7.377935484775833e-10
1923,5.127503186486138e-07,4.246379248229459e-09
1924,4.898817564935598e-07,2.578324886925998e-09
1925,6.268961669775308e-07,0.0
1926,5.740261030950933e-07,0.0
1927,5.998282972541347e-07,0.0
1928,5.907263584958855e-07,0.0
1929,5.993538820803224e-07,0.0
1930,6.512234449473908e-07,4.201441416995522e-09
1931,6.603701763197023e-07,0.0
1932,7.178496730375628e-07,2.1919073223131136e-09
1933,7.295341220014961e-07,0.0
1934,7.428579920087941e-07,0.0
1935,7.623797273481614e-07,1.196828414151696e-09
1936,7.25057930139883e-07,2.424942913137329e-09
1937,8.373093578484259e-07,0.0
1938,7.869884939282201e-07,0.0
1939,9.742310567162349e-07,1.5294050470515685e-09
1940,7.658064191673475e-07,0.0
1941,7.142636491153098e-07,0.0
1942,6.58423971344746e-07,9.102635090130207e-09
1943,6.241955929908727e-07,0.0
1944,6.940481966921652e-07,0.0
1945,4.792709091816505e-07,0.0
1946,5.693731850442418e-07,4.1763312808029696e-09
1947,5.507442324415024e-07,0.0
1948,6.142616371107579e-07,1.0871887834440486e-09
1949,6.489042334578699e-07,0.0
1950,6.26422774985258e-07,2.1270722960764488e-09
1951,5.330700787453679e-07,1.0661401761424827e-09
1952,5.725828486902174e-07,8.435843135146115e-09
1953,5.979474053674494e-07,6.464296653518886e-09
1954,5.394439881456492e-07,9.772536113672459e-10
1955,6.034945840838191e-07,9.385607846468247e-10
1956,5.869328560947906e-07,8.72114158667614e-10
1957,5.486558620759752e-07,3.534015080575159e-09
1958,4.839262146560941e-07,8.272243445794913e-10
1959,5.417772968030476e-07,2.325224457422337e-09
1960,5.702766543436155e-07,6.2287499602575735e-09
1961,5.155534381628968e-07,4.86371165564492e-09
1962,5.828258053952595e-07,1.2683912808952869e-09
1963,5.211638836044585e-07,5.819448034571906e-09
1964,5.256548547549755e-07,4.258777774879263e-09
1965,4.990503725821327e-07,4.377634699181954e-09
1966,5.516918690773309e-07,4.431259803538978e-09
1967,4.3682771888597927e-07,1.4791006197611978e-09
1968,4.7294608407355554e-07,8.982831367632116e-09
1969,4.3237534441686876e-07,4.087581828571274e-09
1970,4.778075322064979e-07,7.3579600190498695e-09
1971,4.788986416315311e-07,7.193756701440179e-09
1972,4.1656792859612324e-07,1.6416469961200164e-08
1973,4.609038342096028e-07,9.37244681864513e-09
1974,4.252932228610007e-07,5.06301445213353e-09
1975,4.089419860520138e-07,7.996072248772634e-09
1976,4.3079992906314146e-07,1.3712464053128315e-08
1977,4.472231012186967e-07,1.057820764316375e-08
1978,3.8257408618846966e-07,6.534650598410963e-09
1979,4.652318921216647e-07,8.192762912528906e-09
1980,4.445787737950013e-07,7.390696055153967e-09
1981,4.484814724037278e-07,1.138598904049104e-08
1982,4.096951613519195e-07,5.586751949948621e-09
1983,4.319676065733802e-07,6.946847541655643e-09
1984,3.462008066890121e-07,1.333771937339634e-08
1985,4.000346223165252e-07,6.015557829641693e-09
1986,3.4887904121205793e-07,1.558566253834215e-08
1987,3.8131497603899334e-07,1.1610551631235921e-08
1988,3.4780012470037036e-07,1.199310784016916e-08
1989,3.666065708785027e-07,1.92084268491044e-08
1990,2.9204770157775783e-07,1.3076762783725826e-08
1991,3.2531130500501604e-07,1.2895223555631219e-08
1992,3.2673969485585985e-07,1.3774860363469088e-08
1993,3.2293579010911344e-07,1.2186256448387667e-08
1994,3.3865029536173097e-07,1.7407257857371405e-08
1995,3.182978502991318e-07,2.1689803730851054e-08
1996,3.213531556411908e-07,1.5480466686312866e-08
1997,2.934475560323335e-07,2.6371919759071716e-08
1998,2.67968857770029e-07,1.5258013519314773e-08
1999,2.988911660395388e-07,2.1936966021485205e-08
2000,2.765687838746089e-07,2.2090157258958243e-08
2001,2.733876272031921e-07,1.445799924226776e-08
2002,2.8828438303207804e-07,1.3143664823189738e-08
2003,3.1876959383225767e-07,1.750107614384433e-08
2004,3.1362114327748714e-07,1.9381081628466745e-08
2005,3.206669703104126e-07,1.8465373230469595e-08
2006,2.8042830990671064e-07,2.4295550460351478e-08
2007,3.0397987416108663e-07,2.1170741604237264e-08
2008,2.562978806963656e-07,1.6178271167177627e-08
2009,2.7274060698800895e-07,1.2397300963584712e-08
2010,2.4988864311126235e-07,1.5588517143783065e-08
2011,2.722668170918041e-07,2.103184648660772e-08
2012,2.0085090568500163e-07,1.3617010630184723e-08
2013,1.6344272069090948e-07,1.4503449996539075e-08
2014,1.59593312787365e-07,1.2343037703033133e-08
2015,1.8042923954908474e-07,1.4851055496478693e-08
2016,1.7709957944589405e-07,1.1806638333666797e-08
2017,1.9973954579199926e-07,1.2074934829797712e-08
2018,1.9464259537471662e-07,1.6005094138904497e-08
2019,1.7933443530182558e-07,1.3265136544760026e-08
