year,des_DET aigles_NOUN,des_DET règles_NOUN
1971,1.6545640146858887e-07,8.50764450888164e-06
1972,1.585215407828855e-07,9.133200393307561e-06
1973,1.6263951568840085e-07,8.715823923921562e-06
1974,1.1194887439280876e-07,8.63862753419653e-06
1975,1.0908926784125583e-07,8.927043310791305e-06
1976,1.2512623892568797e-07,8.569147155412793e-06
1977,1.0225600588498196e-07,8.413201214807486e-06
1978,1.2594053488967916e-07,8.035244107418293e-06
1979,1.304990044914689e-07,9.202813600950321e-06
1980,1.080178639867313e-07,8.849505192642937e-06
1981,1.0373901004889774e-07,8.805797662603254e-06
1982,1.5953280607661213e-07,9.110750980312332e-06
1983,1.1178109193821228e-07,9.021429306699247e-06
1984,1.0844146025590362e-07,9.51501282031586e-06
1985,1.233189435012605e-07,1.056331998938731e-05
1986,1.2228750634335483e-07,1.0294329712223771e-05
1987,9.593982747135854e-08,1.0646265550917633e-05
1988,1.1633314661585459e-07,1.068106207924302e-05
1989,1.1579938119510302e-07,1.102947919662256e-05
1990,1.0406923656169909e-07,1.1518993005665834e-05
1991,1.1429857504907659e-07,1.1960319795889518e-05
1992,1.0083198076493716e-07,1.1795137652370613e-05
1993,1.3903410422955176e-07,1.1704899193887286e-05
1994,1.070810129455424e-07,1.2675648491722313e-05
1995,1.2092065304614152e-07,1.1449505109339952e-05
1996,1.1103231845055461e-07,1.2458039719831504e-05
1997,1.3329806458628468e-07,1.2409187320372439e-05
1998,1.0442203146610041e-07,1.2863935410223348e-05
1999,1.1242694997193325e-07,1.3188229672778107e-05
2000,9.763849528887647e-08,1.3474554094727864e-05
2001,1.261789005502223e-07,1.38604017081434e-05
2002,1.2267420412825913e-07,1.3803038200421724e-05
2003,1.2417430506062033e-07,1.3610420040777171e-05
2004,1.3566756407179525e-07,1.3260623603628119e-05
2005,1.2475386679255962e-07,1.3292366276118628e-05
2006,1.4371435863580473e-07,1.2841227913895636e-05
2007,1.1344321448891748e-07,1.2299002094096068e-05
2008,1.2772318780385206e-07,1.2017474631420555e-05
2009,1.5353580096189035e-07,1.2120745566335245e-05
2010,1.5021662225223054e-07,1.216329431485974e-05
2011,1.7131394391967092e-07,1.1668086131066957e-05
2012,1.8417006653059786e-07,9.876418175736035e-06
2013,1.8966049819546527e-07,1.163595067055212e-05
2014,2.2975373514810826e-07,9.78218250224927e-06
2015,2.076931162608986e-07,1.0479081595349271e-05
2016,2.2888307804613817e-07,9.755804796895973e-06
2017,1.7433186272342027e-07,1.1133089856230072e-05
2018,1.8483302133276425e-07,9.917478763554755e-06
2019,2.2040533709244414e-07,9.885843013535123e-06
