year,leurs_DET ondes_NOUN,leurs_DET rondes_NOUN
1942,6.37184482954467e-08,4.551317789314169e-08
1943,7.258088174921795e-08,6.67744117777147e-08
1944,4.819779064746399e-08,5.1410978585408884e-08
1945,8.714016086486254e-08,4.1391576388605245e-08
1946,6.40370814153357e-08,5.707652928066409e-08
1947,8.106191984325051e-08,2.5033829231801974e-08
1948,6.523132767277673e-08,7.392883971668596e-08
1949,4.123143504397575e-08,2.8469324453439526e-08
1950,6.062156221453563e-08,3.93508372553697e-08
1951,6.503454763606697e-08,3.944718685033877e-08
1952,3.057992969957013e-08,3.796129277588989e-08
1953,3.770839640537815e-08,5.494652044468751e-08
1954,4.788542695699505e-08,5.961246785091134e-08
1955,3.003394510869839e-08,3.566530892840092e-08
1956,4.273359266449006e-08,3.0523995775411095e-08
1957,3.975767137731623e-08,3.534015036166238e-08
1958,4.053399360604004e-08,2.7298403537656668e-08
1959,3.332821718604606e-08,3.2553142403912716e-08
1960,3.39120843073637e-08,3.1835833302906735e-08
1961,3.265634873628187e-08,3.4740797960619574e-08
1962,4.1856910826254534e-08,5.327243429720241e-08
1963,5.43148490628198e-08,6.724695267301684e-08
1964,4.258777852594875e-08,3.6503811473576064e-08
1965,5.1984411442163037e-08,3.5021078759189805e-08
1966,3.711179985543822e-08,3.489617161900327e-08
1967,5.275459025178009e-08,3.106111279294055e-08
1968,6.916780559418356e-08,4.311759127517689e-08
1969,5.086768736783931e-08,3.8150766101807676e-08
1970,4.736686776141141e-08,3.4950309674153246e-08
1971,6.988220890846719e-08,5.395317281831069e-08
1972,3.0267867101585466e-08,3.180691121595913e-08
1973,4.3002991001461766e-08,2.3155456219114967e-08
1974,3.6003659831251866e-08,3.8816445169231883e-08
1975,3.65534718049787e-08,2.798625287070422e-08
1976,3.6566571992580066e-08,2.8567635146359294e-08
1977,2.7620874920586402e-08,2.9971587878208084e-08
1978,2.8514837935311732e-08,3.445543150792929e-08
1979,3.2185852205657284e-08,4.330460334767139e-08
1980,3.9227540327146926e-08,3.922753949447966e-08
1981,3.795329700517769e-08,3.5423077027196825e-08
1982,4.096951389254144e-08,4.407326770206055e-08
1983,3.599730291625747e-08,3.536576898000021e-08
1984,2.6095537508652455e-08,3.1894545948762953e-08
1985,4.331201708396293e-08,2.5265342928904033e-08
1986,3.7165810928829757e-08,2.757463346547695e-08
1987,3.910922652394788e-08,2.749867533680117e-08
1988,2.1587593712624198e-08,2.3986215624827167e-08
1989,3.622160671401531e-08,3.567279449612215e-08
1990,3.0512445514663256e-08,2.669838927715773e-08
1991,2.872117887964265e-08,3.51687923227928e-08
1992,2.9202703477615444e-08,3.5263643172189774e-08
1993,3.157348393845183e-08,3.4343087762511715e-08
1994,3.5869501091578826e-08,2.795711040448623e-08
1995,3.578817486804553e-08,3.0365723879821616e-08
1996,2.56228422923499e-08,2.7224270615633372e-08
1997,3.356426192535622e-08,3.260528336213042e-08
1998,2.9562401637761582e-08,2.4317459379474826e-08
1999,3.062034892309384e-08,2.3765045847889965e-08
2000,2.4740975601567072e-08,3.092622002931478e-08
2001,2.7601633506568746e-08,2.0153574087355963e-08
2002,3.023042882688287e-08,3.285916194695204e-08
2003,3.7502304817138565e-08,2.8335075841212642e-08
2004,2.95121012072741e-08,3.34764129750198e-08
2005,3.377812163307681e-08,2.071724858332402e-08
2006,3.047238655851103e-08,2.882522948111088e-08
2007,2.8760251791215552e-08,3.035804463369374e-08
2008,2.8950589481269162e-08,2.5118893631770334e-08
2009,3.4330986942165964e-08,3.3377345998175656e-08
2010,4.204175785282871e-08,3.259417252765573e-08
2011,4.588766411295353e-08,4.550526797042487e-08
2012,4.5276561833063056e-08,4.3234010843606896e-08
2013,6.693899967658012e-08,4.992533952918876e-08
2014,6.344754299725253e-08,7.254241474186074e-08
2015,7.935340029519011e-08,6.29507419525055e-08
2016,9.113896037860059e-08,5.7790388696687955e-08
2017,5.5595011261289073e-08,5.081534715234426e-08
2018,6.221334847289484e-08,4.8789720652475665e-08
2019,8.877437585042003e-08,6.096860916127156e-08
