year,les_DET âmes_NOUN,les_DET ames_NOUN,les_DET rames_NOUN
1832,5.532404429686721e-06,5.56217023650607e-06,6.602625077789526e-07
1833,6.552858735631162e-06,6.932801867365335e-06,7.089180584785026e-07
1834,6.7124612996849464e-06,6.377351707165246e-06,5.311348054704013e-07
1835,6.411986134935432e-06,8.089478690465057e-06,6.708458997195521e-07
1836,8.232247182604624e-06,8.249720887754108e-06,5.578222754820672e-07
1837,8.333466126941858e-06,4.468357631459696e-06,5.628933799073366e-07
1838,8.194448696485779e-06,4.241141802641124e-06,4.304894538620374e-07
1839,8.58343406662243e-06,3.617389163768081e-06,5.48131627198245e-07
1840,1.1971830019774643e-05,2.290540136229424e-06,9.191460961233133e-07
1841,1.2319748520894791e-05,2.8584283064958527e-06,3.8394879275926996e-07
1842,1.3415188789167587e-05,3.007986017600217e-06,4.474412733657118e-07
1843,1.4910815991697746e-05,2.3533133464148648e-06,4.1230240110934346e-07
1844,1.524283220533107e-05,2.3617279802934377e-06,4.0176269777703055e-07
1845,1.679592833170318e-05,1.6271944369705693e-06,4.843637775309162e-07
1846,1.613851753745621e-05,1.5807153441738109e-06,3.442446896428919e-07
1847,1.2582390866100468e-05,1.2808905776040547e-06,2.960879754709822e-07
1848,1.2601230650943762e-05,2.5438991454462823e-06,3.692756713746803e-07
1849,1.4105907212069724e-05,1.4647217341234864e-06,4.0221192421086016e-07
1850,1.3706304400784575e-05,1.6605884765041878e-06,5.105325247001247e-07
1851,1.4052036760858755e-05,1.2563506874840868e-06,4.4436632506972273e-07
1852,1.490654500457822e-05,1.9505593726876214e-06,3.085998585561356e-07
1853,1.6800238427094882e-05,7.793371121778137e-07,4.132576929549714e-07
1854,1.881661836478088e-05,1.4890774249209926e-06,3.2368988911457564e-07
1855,1.821818449343482e-05,9.679853185673437e-07,3.820994791681187e-07
1856,2.1424243811907218e-05,1.3750614833440977e-06,3.7586394974198356e-07
1857,1.8111375425178267e-05,1.3809788832475078e-06,3.3438336899394017e-07
1858,1.776893708438365e-05,1.3756123671271325e-06,3.9834523413162515e-07
1859,1.9921091165997495e-05,8.514113929436462e-07,3.579797773767268e-07
1860,1.9396731772758358e-05,6.174620885701643e-07,3.460351116757465e-07
1861,2.0830883158851066e-05,8.512314746411676e-07,6.965478505094325e-07
1862,1.8001012563217955e-05,9.22121015989319e-07,3.736374658558361e-07
1863,1.9833140413538786e-05,9.864376195878322e-07,4.824803774283737e-07
1864,1.9877023646586167e-05,1.5961648980322707e-06,3.2076730605012926e-07
1865,1.980169349735661e-05,1.0402125836250775e-06,5.911796776558731e-07
1866,1.9162242551828967e-05,6.816723772118394e-07,4.919134752867649e-07
1867,1.6668922683038545e-05,5.672936751466295e-07,4.886781255208916e-07
1868,1.6361356415472983e-05,8.52622273228576e-07,3.699965702708141e-07
1869,1.877957362239613e-05,4.5758573108400924e-07,2.998480663762848e-07
1870,1.7669471674253145e-05,4.4954941369468315e-07,4.0023660474730605e-07
1871,1.4008270738941064e-05,5.151270929815155e-07,2.3366589818607508e-07
1872,1.7128484500972263e-05,5.696593570192476e-07,3.211137169500944e-07
1873,1.5090119006799796e-05,6.369108964676684e-07,4.0166090897741924e-07
1874,1.3473938736296986e-05,5.490665753171697e-07,3.142644455778054e-07
1875,1.3919903778969456e-05,9.062899053446927e-07,3.255548843839051e-07
1876,1.3484426403920224e-05,5.145158681330031e-07,3.4945965410315694e-07
1877,1.2845244668824307e-05,5.219984582360837e-07,3.1233319930379366e-07
1878,1.3921307129294291e-05,6.335003934765382e-07,3.212795185447703e-07
1879,1.3888329362998775e-05,5.64501639210846e-07,4.4048235992022455e-07
1880,1.2263220867225755e-05,3.902050655923972e-07,5.917254100040736e-07
1881,1.1916712651327543e-05,3.521116287430459e-07,4.0789169375443635e-07
1882,1.2235925339609821e-05,4.3126894144762673e-07,3.281104774544019e-07
1883,1.1513203844515374e-05,3.109114805610602e-07,4.0633350550933756e-07
1884,1.2041495210723951e-05,2.9641618670694925e-07,4.957874466526846e-07
1885,1.136558978487301e-05,4.2025545976542844e-07,6.23937552290954e-07
1886,1.1770472781336139e-05,4.2141119038774377e-07,4.4722503389493795e-07
1887,1.1378610281553847e-05,3.7476028325045263e-07,3.532148298290849e-07
1888,1.1589375162657234e-05,3.328822639758755e-07,3.50001929660948e-07
1889,1.109305077306999e-05,3.4458251807478746e-07,3.2578711461894727e-07
1890,1.1923084002773976e-05,3.801544079529151e-07,5.361488284449933e-07
1891,1.1532876726505492e-05,3.053251402818091e-07,3.1616132289968846e-07
1892,1.2199779177990422e-05,4.438106788740015e-07,3.6294687433269246e-07
1893,1.1530403128290345e-05,3.5164559264444506e-07,3.7566340793659947e-07
1894,1.2067448039942974e-05,4.858486750691782e-07,3.0814526041922363e-07
1895,1.227255705771313e-05,4.5560913175535234e-07,4.2551605261564873e-07
1896,1.184005498089391e-05,2.88954414617848e-07,4.81197556467805e-07
1897,1.1499601953346428e-05,5.203255213359625e-07,3.2862663346122645e-07
1898,1.279750159710602e-05,4.7586764040374874e-07,3.8307062766307354e-07
1899,1.221207912749378e-05,3.272326427605776e-07,3.521067455380944e-07
1900,1.2781930536220898e-05,2.886225498599515e-07,3.322273869343917e-07
1901,1.2551749023259617e-05,2.900555551299533e-07,3.1744037265468705e-07
1902,1.0238924289751594e-05,2.518975659171474e-07,3.7612775471984605e-07
1903,1.1142274274789088e-05,2.5921057122957336e-07,2.872917104213002e-07
1904,1.1014757149041543e-05,3.1280319046089744e-07,2.628191637654709e-07
1905,1.1124015884433902e-05,2.6732732383294433e-07,3.003561772629837e-07
1906,1.211609782103551e-05,2.9167526527373866e-07,3.642082759824916e-07
1907,1.1727226194579998e-05,4.762273091429847e-07,3.260562735363237e-07
1908,1.1979368650827382e-05,4.012604941650011e-07,3.521465998801432e-07
1909,1.2607704093170469e-05,2.706483908099244e-07,3.212574384292566e-07
1910,1.2514931881923985e-05,3.9600156664931774e-07,3.9707039078962225e-07
1911,1.2578960649989313e-05,4.229697321278536e-07,4.0754065366854775e-07
1912,1.1988962000941683e-05,2.531778724446099e-07,2.9120665168136384e-07
1913,1.2801947889329313e-05,3.685577834033893e-07,2.9802801293499215e-07
1914,1.2396342640386138e-05,3.207740251198743e-07,3.5157904676452745e-07
1915,1.3044837487541372e-05,3.3810786437271645e-07,3.204367189368895e-07
1916,1.5029749135919701e-05,1.8898434528402674e-07,2.801802949647936e-07
1917,1.3656488135893596e-05,4.4414018418592605e-07,2.434546217955358e-07
1918,1.2530487595086015e-05,2.883080503224278e-07,2.9634849596504864e-07
1919,1.3318231935954827e-05,2.5321582386439445e-07,3.526605993897647e-07
1920,1.3102989782964869e-05,2.9834592396582593e-07,3.566521122877475e-07
1921,1.1065298451740091e-05,2.1052237908492089e-07,3.400163564037939e-07
1922,1.1983242529822746e-05,3.0175755938444127e-07,4.574320087158412e-07
1923,1.2651025656396087e-05,4.27822707038672e-07,3.588190544689951e-07
1924,1.2109102726753918e-05,3.3260391685274726e-07,4.215561340004115e-07
1925,1.1991312987902347e-05,6.070994160722876e-07,5.092156314390195e-07
1926,1.1652173327547644e-05,4.714816528306187e-07,3.956879126576496e-07
1927,1.1527183914950001e-05,4.225556216042037e-07,5.451970679359874e-07
1928,1.0628503446241666e-05,3.953410212531594e-07,3.507794552604082e-07
1929,1.1037914362077572e-05,4.6566897893285386e-07,3.798878438487918e-07
1930,9.946912257419172e-06,3.2666207161469174e-07,3.739282838921554e-07
1931,9.504083664069185e-06,6.067649600538516e-07,3.991874955033836e-07
1932,9.583018879766314e-06,5.315375322112459e-07,3.8687165115902644e-07
1933,8.970057763235673e-06,3.20031480427474e-07,3.2461974797115545e-07
1934,9.338443845763322e-06,2.3603713472652998e-07,3.187100290347189e-07
1935,9.863063382908877e-06,3.8896924081655015e-07,3.746072962940161e-07
1936,1.006957512572626e-05,2.897806830048921e-07,3.782910837912823e-07
1937,8.509077957796762e-06,3.235917365174146e-07,3.7899266658314446e-07
1938,8.665949621899927e-06,4.356311986697392e-07,2.9042080385011104e-07
1939,8.723726040216206e-06,4.190569784512377e-07,3.104692325450742e-07
1940,8.525302064299467e-06,4.437620093611372e-07,2.8654347516976486e-07
1941,8.765963173118507e-06,6.463790604982478e-07,4.102588491150527e-07
1942,1.178791256961631e-05,4.0961860037214137e-07,3.4893435696403685e-07
1943,1.0547453314302402e-05,3.280655822557321e-07,4.790338081761547e-07
1944,1.2611756119440543e-05,2.570548911506876e-07,7.936569659250381e-07
1945,9.666022208421055e-06,2.0477937967555704e-07,3.158830779170785e-07
1946,1.0425514574308181e-05,4.580043295732139e-07,4.27377909062443e-07
1947,1.1174624660270638e-05,3.8146786884851736e-07,4.1246213200452075e-07
1948,9.702072816253349e-06,4.533577193654992e-07,4.5335771758914234e-07
1949,8.266902682407817e-06,2.8371153870665466e-07,3.210161594324745e-07
1950,8.89116211055807e-06,4.934807691370224e-07,3.6585643670150603e-07
1951,8.710365534625453e-06,4.2325764582074044e-07,4.5844027951602584e-07
1952,8.110008593575913e-06,4.0808391243984943e-07,3.237254730947825e-07
1953,7.600935248319729e-06,3.964768406916619e-07,3.7061965940665687e-07
1954,8.093614610515942e-06,6.557371641235932e-07,3.3519800268777544e-07
1955,7.453110981714417e-06,3.472674983129309e-07,3.463289388605517e-07
1956,7.727803563284397e-06,4.735579803849532e-07,3.6803217184910864e-07
1957,7.230594860629935e-06,3.3484792716365064e-07,4.2496531804658844e-07
1958,6.5532711630567064e-06,2.9862799344471114e-07,3.5487924066046617e-07
1959,7.4019640408096166e-06,6.355613315633946e-07,4.2086560725351774e-07
1960,7.028106182360716e-06,3.951795770618105e-07,3.204345908613959e-07
1961,8.251633971667616e-06,4.4051330672090216e-07,3.3768054130689507e-07
1962,7.489850673891851e-06,4.845254721885794e-07,3.392946688052234e-07
1963,6.742800309211816e-06,3.129569829951606e-07,4.2869933736255916e-07
1964,8.491394339671388e-06,8.036922203302765e-07,3.784228184144922e-07
1965,8.43460730948209e-06,6.380402410854913e-07,3.4364430945288404e-07
1966,6.9847732788730355e-06,5.195652192924172e-07,3.58932041422122e-07
1967,6.569179333837383e-06,1.1246095681372026e-06,3.751985424571558e-07
1968,8.36795646819155e-06,7.2805850592772e-07,3.831177757263049e-07
1969,6.176790577683278e-06,5.500068827046789e-07,3.9013698582834877e-07
1970,6.774381830609855e-06,7.564902340106983e-07,2.3959357164926587e-07
1971,6.073071915579931e-06,1.4074070833203223e-06,3.530078984681495e-07
1972,5.759615930855944e-06,7.808083246629849e-07,3.0575673903854295e-07
1973,5.427197976359821e-06,5.948746846229369e-07,3.1425262037032553e-07
1974,4.387945779171787e-06,3.5553613653149796e-07,3.2347038114721727e-07
1975,4.475515879676095e-06,2.8957204056823116e-07,2.238900158602064e-07
1976,4.782793524782392e-06,3.5652407781583406e-07,2.885331049640172e-07
1977,4.526297317397621e-06,3.3145049549432315e-07,3.1323247995374004e-07
1978,5.641779807774583e-06,4.704948377565188e-07,3.160394470569372e-07
1979,4.647052236350646e-06,4.365572117137617e-07,2.9728025374708977e-07
1980,4.710716069666887e-06,3.73514405183073e-07,2.6379099082873836e-07
1981,5.00540713233022e-06,3.751050918765486e-07,3.346215713406764e-07
1982,5.24099411336465e-06,3.699671413670558e-07,4.382496712196371e-07
1983,4.624074392722832e-06,3.1450273896282965e-07,2.740847264703916e-07
1984,5.063694345608383e-06,4.447839447863089e-07,2.6037547939949945e-07
1985,4.701760047964854e-06,2.5084877552927765e-07,2.8092656734202137e-07
1986,5.239180154603673e-06,2.9972427473268226e-07,3.668625190300645e-07
1987,4.74810451578378e-06,4.1003581152665447e-07,3.165403086313745e-07
1988,4.656923806578561e-06,2.4166111911583243e-07,3.130201058354487e-07
1989,4.776312692911233e-06,3.797780578906895e-07,3.2434800800729136e-07
1990,4.884715650632643e-06,3.3999582749189017e-07,2.6861848390069554e-07
1991,4.962316296541758e-06,3.2120829507320536e-07,3.0421004737490875e-07
1992,5.497271189369712e-06,3.658602949485612e-07,3.3665759957557384e-07
1993,5.193560838279154e-06,3.218279580607941e-07,2.8748486613494606e-07
1994,6.073022802866035e-06,2.74823675816549e-07,3.412877553898852e-07
1995,5.3655152782994264e-06,2.825096903080748e-07,3.009460272096476e-07
1996,5.293252058891085e-06,2.909260192751617e-07,3.400364647632159e-07
1997,5.44747959452252e-06,1.980291428615999e-07,3.0879121482030314e-07
1998,5.207750831459634e-06,3.1565015845558264e-07,3.208950882793715e-07
1999,5.061954851726114e-06,3.5738973380716743e-07,3.1123069277327886e-07
2000,5.487195267050993e-06,2.840794239844513e-07,2.522696007645209e-07
2001,5.0291931188439776e-06,2.615583438725366e-07,3.084373005890484e-07
2002,5.548378737785242e-06,2.725119712110313e-07,3.1106671904979066e-07
2003,5.6032612008038996e-06,2.6709975919914086e-07,3.7460638324660067e-07
2004,5.118807990811547e-06,3.448951524376298e-07,2.647279515599621e-07
2005,5.317577375762994e-06,3.0490384883563593e-07,2.4140098453528935e-07
2006,5.2186018990596494e-06,3.2284256867853856e-07,3.100771248654155e-07
2007,5.0042837358432735e-06,3.814727795869999e-07,2.7561909377027405e-07
2008,4.875194065334654e-06,3.05258426092081e-07,3.124960663569709e-07
2009,5.489620235721304e-06,2.5557512595142384e-07,3.218529798232339e-07
2010,4.868340852226538e-06,1.2943192695402672e-07,3.731796596184722e-07
2011,4.738283507776941e-06,1.0783600656871783e-07,5.319144875670645e-07
2012,5.281698179260275e-06,1.1846799541359587e-07,6.219569925747237e-07
2013,5.481746370605833e-06,7.83744122934138e-08,6.579545726026481e-07
2014,6.27524372021071e-06,5.543539693952937e-08,6.946748101199773e-07
2015,6.857419236894202e-06,1.0373572978394918e-07,6.612044387566129e-07
2016,8.021471444408235e-06,1.3567277257209298e-07,6.54543477196512e-07
2017,5.862883597274049e-06,7.8738635611586e-08,5.725531337930079e-07
2018,6.484127936801087e-06,6.840886790371314e-08,6.797002001235342e-07
2019,7.943010757571756e-06,8.826417818852406e-08,6.076453118453173e-07
