year,pourrais_VERB ajouter_VERB,pourrais_VERB rajouter_VERB
1932,1.0411559969725204e-07,0.0
1933,1.0438302666671007e-07,0.0
1934,6.949316855298093e-08,0.0
1935,8.976213194955562e-08,0.0
1936,1.0427254437672673e-07,0.0
1937,7.176937089070634e-08,0.0
1938,8.81634605320869e-08,0.0
1939,6.117620188206274e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,4.132103725851266e-08,0.0
1942,5.461581054078124e-08,0.0
1943,7.83873517207212e-08,0.0
1944,6.7476911169706e-08,0.0
1945,6.535512397931598e-08,0.0
1946,5.4292307538617024e-08,0.0
1947,7.033313664805974e-08,0.0
1948,9.0236667915633e-08,0.0
1949,6.47922533403289e-08,0.0
1950,6.593923984610228e-08,0.0
1951,9.168805803483338e-08,0.0
1952,7.90860283927941e-08,0.0
1953,4.0940545176226806e-08,0.0
1954,5.472620046020893e-08,0.0
1955,5.631364530245264e-08,0.0
1956,5.407107650512444e-08,0.0
1957,9.18843952035786e-08,0.0
1958,6.286904863372911e-08,0.0
1959,5.503030919840057e-08,0.0
1960,6.713208478004162e-08,0.0
1961,7.642974964028326e-08,0.0
1962,6.659054463398206e-08,0.0
1963,5.496145405459174e-08,0.0
1964,7.422441683502257e-08,0.0
1965,6.019247678068496e-08,0.0
1966,5.871419261893607e-08,0.0
1967,7.740626983832044e-08,0.0
1968,1.122853987567396e-07,0.0
1969,1.2171911123459722e-07,4.5417578031781147e-10
1970,1.2140634453317034e-07,0.0
1971,1.0379562809248455e-07,0.0
1972,8.003028995062778e-08,0.0
1973,9.207050055692889e-08,0.0
1974,9.394704392207132e-08,0.0
1975,7.025120396519924e-08,5.711480177694739e-10
1976,9.484454466246461e-08,0.0
1977,8.991476363462425e-08,0.0
1978,6.178215272711896e-08,0.0
1979,6.788289397263725e-08,0.0
1980,1.1370301677970929e-07,0.0
1981,7.906936616564053e-08,0.0
1982,8.81465354041211e-08,0.0
1983,9.157208324950261e-08,0.0
1984,8.698512488081178e-08,1.739702604197646e-09
1985,5.8350913434424e-08,6.015558051686298e-10
1986,7.792831269171074e-08,1.7983456945813714e-09
1987,4.1553555263362796e-08,1.2221633705067347e-09
1988,7.195864526465812e-08,1.1993107618124554e-09
1989,8.671233331369876e-08,1.6464366536794728e-09
1990,6.592867407562153e-08,5.44865097484859e-10
1991,9.378344145716255e-08,5.861465202094962e-10
1992,6.88743000409886e-08,1.1019888335184191e-09
1993,6.591656642740418e-08,0.0
1994,7.701392945591579e-08,2.637463358823311e-09
1995,5.856247042856921e-08,5.422450821690461e-10
1996,5.017806614660003e-08,0.0
1997,4.027711497656128e-08,4.79489448146353e-10
1998,4.72044803245808e-08,0.0
1999,5.118625168165636e-08,2.7421207526856506e-09
2000,4.63893314872621e-08,3.092622158362701e-09
2001,5.7393872765487686e-08,4.3812117822561447e-10
2002,3.855474872693776e-08,4.38122149670761e-10
2003,4.583615265119079e-08,1.6667691671301554e-09
2004,5.329797403419434e-08,1.3214374039449694e-09
2005,6.305249655724765e-08,4.5037495954858286e-10
2006,4.982646828466386e-08,1.2353669198716943e-09
2007,5.991719120856942e-08,7.988958938831558e-10
2008,4.725757918322415e-08,1.2772318758180745e-09
2009,6.675469421679736e-08,1.907277002999308e-09
2010,5.1961723812610217e-08,2.8342759250676863e-09
2011,5.850677098351298e-08,4.206369030868018e-09
2012,6.774462946168569e-08,5.446804340891731e-09
2013,7.279616198729855e-08,1.1156500168141292e-09
2014,7.708985094723175e-08,2.815078836704288e-09
2015,8.533815076816609e-08,4.876465897751814e-09
2016,1.081239489053587e-07,5.59261792432153e-09
2017,7.848707639368513e-08,4.779661555431858e-09
2018,7.873473606423431e-08,6.711813327342497e-09
2019,8.23969017460513e-08,6.887666881283394e-09
