year,pourrez_VERB amener_VERB,pourrez_VERB ramener_VERB
2010,2.8342759250676863e-09,4.723792912386671e-09
2011,9.55992973672437e-09,1.3383901986685487e-08
2012,3.744677901096338e-09,1.599998711299122e-08
2013,5.020424964641279e-09,6.414987652192394e-09
2014,3.897801192920269e-09,8.228691505962615e-09
2015,2.881548111233201e-09,1.0861219479352258e-08
2016,5.799752234025846e-09,6.8354220061905835e-09
2017,3.5218559180094644e-09,7.2952728302766445e-09
2018,2.0651733656507076e-09,6.9699601645822895e-09
2019,2.806086474294034e-09,6.887666881283394e-09
