year,pouvons_VERB emporter_VERB,pouvons_VERB remporter_VERB
1800,2.2009151834367913e-08,0.0
1801,4.7623651688866175e-09,7.143547975374531e-09
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.950339223455444e-09,0.0
1804,0.0,1.2359254952798437e-08
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,1.0668832928217853e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,1.622322720606917e-08
1817,0.0,0.0
1818,1.1921176934492905e-08,1.1921177378582115e-09
1819,0.0,0.0
1820,1.3053129244156025e-08,0.0
1821,3.94459531705138e-09,9.86148829262845e-10
1822,4.010246357211145e-09,2.0051231786055723e-09
1823,4.941343334508019e-09,4.941343334508019e-09
1824,5.052667617633233e-09,0.0
1825,1.7610886082763955e-09,1.2327619813845558e-08
1826,1.8496766784892316e-08,8.807984341885344e-10
1827,0.0,9.217273055917019e-10
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,0.0,0.0
1830,6.262101504006523e-09,1.0436835840010872e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,0.0
1833,1.3900354645102198e-08,1.1583628500844156e-09
1834,4.667265685043276e-09,0.0
1835,9.832014313815307e-09,3.025235173481633e-09
1836,2.688300027031687e-09,8.064899859050456e-09
1837,4.174734336004349e-09,2.7831563720326358e-09
1838,4.418513555037862e-09,0.0
1839,1.3982950353153e-09,3.4957374772659477e-09
1840,6.3696887764308485e-09,5.095750932326837e-09
1841,3.2102742686390684e-09,2.5682194149112547e-09
1842,0.0,0.0
1843,6.497602011990011e-09,4.134837805480629e-09
1844,5.488561161115513e-09,0.0
1845,6.138250796539069e-09,0.0
1846,1.1709002656346001e-09,4.6836010625384006e-09
1847,5.3932236454556914e-09,2.6966118227278457e-09
1848,4.82713291560799e-09,8.045221711050488e-10
1849,1.005529792763582e-08,2.513824481908955e-09
1850,5.431196825611551e-09,1.3577992064028876e-09
1851,3.8696632564949596e-09,0.0
1852,5.208436348880241e-09,6.510545436100301e-10
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,0.0,5.195664454227256e-10
1855,6.8990182455763716e-09,5.306937111981824e-10
1856,6.212626857404757e-09,5.177189232874468e-10
1857,6.345961978126979e-09,9.763018171682347e-10
1858,2.936205500958522e-09,4.404308473482388e-09
1859,6.110608019582742e-09,3.055304009791371e-09
1860,5.950338888283113e-09,3.661747127736703e-09
1861,1.131831339762357e-08,7.073945429425521e-09
1862,2.2589932147099034e-09,9.035972525772706e-10
1863,5.9935452156878455e-09,4.495158911765884e-09
1864,3.835782358407869e-09,2.3973640850272204e-09
1865,4.706844247692743e-09,1.4120533631256649e-09
1866,4.379051787850585e-09,2.432806400776144e-09
1867,1.2132028714972876e-08,0.0
1868,2.9639244392143382e-09,1.4819622196071691e-09
1869,3.4184632902167778e-09,9.767038289254515e-10
1870,9.17447806614291e-09,2.2936195165357276e-09
1871,4.248470908407853e-09,2.1242354542039266e-09
1872,7.256807155187062e-09,9.071008832961525e-09
1873,1.7958012854535355e-09,1.1972008939764578e-09
1874,8.364453130127458e-09,5.974609140757536e-10
1875,5.721527140956084e-10,3.432916173551348e-09
1876,0.0,6.04601479992084e-10
1877,1.1132669008873108e-08,1.2369631985365004e-09
1878,6.039088673581716e-10,6.039088673581716e-10
1879,1.221865097988939e-08,0.0
1880,0.0,1.2835692508872398e-09
1881,6.972507571312292e-10,2.7890030285249168e-09
1882,1.9966155395678697e-09,0.0
1883,0.0,6.319338941018771e-10
1884,1.3203393933736152e-09,6.601696966868076e-10
1885,3.2228177904158883e-09,5.80107206715752e-09
1886,3.872078213618124e-09,6.453463874400711e-10
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,2.53624587998047e-09,6.340614699951175e-10
1889,5.6386229019267375e-09,1.8795409673089125e-09
1890,3.2771931834929546e-09,3.2771931834929546e-09
1891,1.9122659011827636e-09,6.374220040683554e-10
1892,2.5074049503359674e-09,0.0
1893,6.158416554491453e-10,0.0
1894,1.2603078580752936e-09,5.671385139294216e-09
1895,0.0,4.213029924926559e-09
1896,2.948514543632541e-09,1.7691086373616827e-09
1897,0.0,5.826713556089658e-10
1898,1.13167097914868e-09,0.0
1899,3.3165470370022376e-09,5.527578395003729e-10
1900,2.595526460424935e-09,5.191053142894475e-10
1901,1.1177477832191585e-09,1.676621730339889e-09
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,1.0800440541913758e-09,5.400220270956879e-10
1904,5.912087708281888e-09,1.0749250378694342e-09
1905,1.0321518084666081e-09,0.0
1906,2.572092316910357e-09,1.5432553013283723e-09
1907,0.0,1.5428529565042481e-09
1908,2.4556945366072114e-09,4.911389073214423e-10
1909,2.7504918342913243e-09,0.0
1910,1.068830135508847e-09,1.6032452032632705e-09
1911,1.5961122423746588e-09,0.0
1912,5.209421227725386e-10,5.209421227725386e-10
1913,2.6514948014977335e-09,1.060597942803554e-09
1914,5.357394972094198e-09,2.0090231700464756e-09
1915,3.534228465440492e-09,3.534228465440492e-09
1916,1.538244731591476e-08,7.69122365795738e-09
1917,5.483212106582869e-09,3.289927441585405e-09
1918,8.040463406189247e-09,6.89182577673364e-09
1919,4.603924352863942e-09,0.0
1920,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,0.0,3.1847844361720945e-09
1924,0.0,0.0
1925,5.499089184013428e-09,3.299453377181294e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,6.689535148041159e-09
1928,1.1426041224282812e-09,0.0
1929,8.912325100141061e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,0.0,6.575722188983946e-09
1933,2.2941324395731044e-09,0.0
1934,4.7926320689839486e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,0.0
1936,0.0,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,0.0,0.0
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,8.529121409139861e-09
1952,3.1634410646574906e-09,0.0
1953,7.54167928107563e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,2.616342476002842e-09
1957,0.0,0.0
1958,3.3088973783179654e-09,0.0
1959,2.325224457422337e-09,3.8753737996444215e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,6.948159270159238e-10,4.16889545107324e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,1.2167936658258327e-09,3.041984220075733e-09
1965,2.73602163147757e-09,3.2832261354087677e-09
1966,2.215629901769489e-09,2.769537488234164e-09
1967,9.860671168482327e-10,9.860671168482327e-10
1968,4.491415683816058e-09,9.431973424511852e-09
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,2.2993624781975086e-09,9.197450023812337e-10
1971,5.138397263237948e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,0.0,2.2502286700643026e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,5.851973128301324e-09,0.0
1980,2.8425752862659692e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,1.89459470334441e-09
1984,3.479405208395292e-09,0.0
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,0.0
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,4.939309850016116e-09,5.488122178931576e-10
1990,0.0,5.44865097484859e-10
1991,2.344586080837985e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,3.877445031719162e-09,5.539207426075166e-10
1994,5.274926606624319e-10,1.0549853213248639e-09
1995,1.626735190995987e-09,0.0
1996,2.6690460952494277e-09,1.067618438099771e-09
1997,5.274384040632185e-09,1.917957792585412e-09
1998,3.814503379828693e-09,2.86087753487152e-09
1999,1.8280804647829996e-09,0.0
2000,1.7672125984802278e-09,8.836062992401139e-10
2001,3.066848330846028e-09,2.190605918883648e-09
2002,3.066854992184176e-09,2.6287327870022636e-09
2003,2.083461403401543e-09,8.333845835650777e-10
2004,2.2023955992267474e-09,0.0
2005,4.5037495954858286e-10,9.007499190971657e-10
2006,3.706100981659688e-09,3.294311934354255e-09
2007,7.988958938831558e-10,0.0
2008,2.554463751636149e-09,3.405951742863067e-09
2009,5.245011536203492e-09,3.337734755248789e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09
2011,6.500752380844688e-09,1.1471915639660324e-09
2012,9.872333173177594e-09,2.7234021704458655e-09
2013,7.2517249982695375e-09,1.3945624655065103e-09
2014,5.846701789380404e-09,4.330890313042346e-09
2015,9.087958829923082e-09,3.546520632724537e-09
2016,7.45682449121432e-09,2.6927420293532123e-09
2017,7.2952728302766445e-09,3.773417134311785e-09
2018,6.711813327342497e-09,5.937373259712331e-09
2019,4.3366790158927415e-09,4.846876677788714e-09
