year,plusieurs_DET aides_NOUN,plusieurs_DET raids_NOUN
1926,1.2260752080273107e-08,1.1146138456652466e-09
1927,1.4493992672726108e-08,3.3447675740205796e-09
1928,1.371124969118398e-08,3.4278122562625413e-09
1929,2.0052731031228177e-08,0.0
1930,4.096405348263943e-08,1.0503603542488804e-09
1931,2.167017765231094e-08,3.4216069977333063e-09
1932,1.9727165678773417e-08,3.287861094491973e-09
1933,3.555905392360614e-08,1.261772819560747e-08
1934,1.7972370258689807e-08,1.5576054224197833e-08
1935,1.196828414151696e-08,1.0771455727365264e-08
1936,1.9399542416920212e-08,9.699771652549316e-09
1937,1.7627564963262898e-08,1.2591118148108649e-09
1938,2.463390735840676e-08,1.2965214235549638e-08
1939,1.6823456405745674e-08,1.6823456405745674e-08
1940,2.2822046474857416e-08,1.2678914362851401e-08
1941,4.7224041566096275e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,1.517105907566929e-08
1943,4.064529335323641e-08,1.7419411246777372e-08
1944,1.6065930807940276e-08,2.8918675454292497e-08
1945,1.5249527862692958e-08,1.9606535950345005e-08
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,5.960435700558264e-09
1948,1.630783175166073e-08,5.435943917220243e-09
1949,1.3743811422273211e-08,9.817008539414473e-09
1950,1.1698897850465073e-08,7.444753258312176e-09
1951,1.8124383327489113e-08,7.462981121975076e-09
1952,1.898064760919027e-08,5.272401959466322e-09
1953,2.477980309834038e-08,1.4005975268460702e-08
1954,1.9545072671434127e-08,1.2704297169818801e-08
1955,2.1586897602787758e-08,3.754243138587299e-09
1956,2.7907653965542067e-08,1.2209598221346596e-08
1957,1.0602045463770082e-08,1.2369053170591116e-08
1958,1.4062814024384807e-08,4.963346067476948e-09
1959,2.2477168570844697e-08,6.200598368089061e-09
1960,1.4533750314349447e-08,4.844583401109048e-09
1961,1.9454845512356655e-08,9.727422589644874e-09
1962,2.0294261215969556e-08,2.5367825617905737e-09
1963,1.7458342771448088e-08,3.879632060055371e-09
1964,2.7377857980681597e-08,4.867174663303331e-09
1965,2.407699106754535e-08,1.3680108268410152e-08
1966,1.8832854498107565e-08,6.092982118843793e-09
1967,1.380493930280835e-08,5.423369309198733e-09
1968,1.1677681377442184e-08,1.3474247495537384e-08
1969,1.862120713180815e-08,9.083515273289322e-09
1970,6.438214850135182e-09,1.3796175424296564e-08
1971,7.707596338946132e-09,5.652237344833111e-09
1972,1.48774259578488e-08,1.128632298730281e-08
1973,1.3783009900070198e-08,1.543697081274331e-08
1974,1.8001829471536723e-08,1.012602890426706e-08
1975,2.1703624675240007e-08,1.1994107929069742e-08
1976,2.171140234263902e-08,2.856763492431469e-09
1977,1.704266816560107e-08,1.527963250369524e-08
1978,2.198018833610149e-08,8.316828115084718e-09
1979,2.1067104394312253e-08,8.777959692451986e-09
1980,1.1938816213419301e-08,2.8425753417771205e-09
1981,1.2018543993352893e-08,1.0120879023745033e-08
1982,1.8622506758880775e-08,1.1794254684005523e-08
1983,1.5788289786655696e-08,9.47297396081126e-09
1984,2.9574943938293075e-08,8.118612115914914e-09
1985,3.849957153079231e-08,9.023336966507145e-09
1986,2.2779044428489215e-08,8.991728250862252e-09
1987,3.422057526236699e-08,6.110816741511371e-09
1988,1.6790350221285166e-08,8.994830658082265e-09
1989,2.1952487827547884e-08,1.0976244135818547e-08
1990,1.961514328741032e-08,2.0160008773473237e-08
1991,1.934283544446913e-08,1.2309077312977479e-08
1992,1.5427844113347078e-08,2.8651709893523503e-08
1993,2.2710751168553145e-08,1.883330469354405e-08
1994,1.687976508568667e-08,1.7407257801860254e-08
1995,2.9281235214284607e-08,1.0844901865425527e-08
1996,2.7758080056727863e-08,1.5480466686312866e-08
1997,2.157702505556358e-08,1.4864172559470035e-08
1998,3.480734367400373e-08,6.675380914700213e-09
1999,2.1479945599978123e-08,1.4167623435534793e-08
2000,2.6066386493717175e-08,9.277865697931986e-09
2001,2.1906059716192416e-08,1.095302959441824e-08
2002,1.7524886153363894e-08,1.4019908789464353e-08
2003,2.375146035404896e-08,1.2917461433836763e-08
2004,1.8940601642647437e-08,1.497629043001325e-08
2005,1.9366123371611366e-08,1.84653734525142e-08
2006,2.429554957217306e-08,1.4412614379732958e-08
2007,1.837460539277913e-08,1.837460494868992e-08
2008,2.3415918426472615e-08,2.3841661533907654e-08
2009,2.002640875353734e-08,1.0490023072406984e-08
2010,1.9839930143206175e-08,1.4171379458804978e-08
2011,2.5238215739520342e-08,1.4913490886669933e-08
2012,1.838296548317686e-08,1.599998850077e-08
2013,2.2312999892193375e-08,2.1197349431290036e-08
2014,2.1004817885028615e-08,1.602429461344812e-08
2015,1.9727521394230507e-08,1.3964425352175347e-08
2016,2.8584492994809807e-08,1.5949318754593378e-08
2017,1.7860841028394248e-08,1.3835862233690932e-08
2018,1.6005093250726077e-08,1.600509291765917e-08
2019,1.6836519289853413e-08,1.0459049404332177e-08
