year,quelques_DET ans_NOUN,quelques_DET rangs_NOUN
1800,3.458580977167003e-08,1.0690159513160324e-07
1801,2.857419123536431e-08,4.286128785224719e-08
1802,6.713520406265161e-09,8.951360541686881e-09
1803,3.900678446910888e-09,1.0141763961968309e-07
1804,4.2021465418429216e-08,2.9662210465630778e-08
1805,1.9900143755080535e-08,3.4114531644036106e-08
1806,2.5935023018064385e-08,1.4408345627714425e-08
1807,3.131650672116848e-08,3.131650672116848e-08
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,5.421673243688474e-08,2.710836710662079e-08
1810,3.978215445954447e-08,4.680253518074551e-09
1811,1.504245972228091e-08,5.0141535368197765e-09
1812,2.1337665856435706e-08,1.0668832928217853e-08
1813,1.1502966579257645e-08,1.4378708002027452e-08
1814,1.2586708564299443e-08,1.3530711839848664e-07
1815,2.966945888971395e-08,4.585280044544504e-08
1816,2.5493642752394408e-08,1.0892738089296472e-07
1817,1.5568734412774177e-08,5.60474440192138e-08
1818,1.907388358368678e-08,3.695564965155995e-08
1819,1.9666995143552413e-08,1.2421260464634543e-08
1820,1.7799721696576398e-08,3.559944161679596e-08
1821,7.297501347647284e-08,2.9584464655840748e-08
1822,6.115625694746996e-08,2.7069162911175226e-08
1823,2.371844876059015e-08,2.9648060007048116e-08
1824,1.0021123841852386e-07,9.094801534104135e-08
1825,2.2894151241459326e-08,2.201360693732113e-08
1826,2.201995996653494e-08,4.668231667892542e-08
1827,2.1199728195142598e-08,2.949527377893446e-08
1828,1.742737265608696e-08,1.7427371545863934e-08
1829,1.2859763920403111e-08,4.115124596637543e-08
1830,2.817945699007396e-08,3.026682549034376e-08
1831,9.510635434750725e-08,4.053713453799901e-08
1832,1.488296597074168e-08,3.788391467196561e-08
1833,9.26690302271993e-09,2.548398292390175e-08
1834,1.866906118586087e-08,6.16079063320285e-08
1835,3.025235173481633e-08,2.8739734148075513e-08
1836,3.22596004909137e-08,2.5538849590667212e-08
1837,5.427154992077021e-08,5.0792603900617905e-08
1838,3.1560809521380406e-08,3.597932263232906e-08
1839,1.1186360504567006e-08,5.5931799636255164e-08
1840,4.458782187910515e-08,3.184844388215424e-08
1841,2.6966304744746594e-08,4.8796167106957e-08
1842,3.287049921141261e-08,3.085801836277824e-08
1843,4.193906921745594e-08,1.7130041385371442e-08
1844,2.3600813969792966e-08,4.006649589882727e-08
1845,1.729870580113868e-08,3.1807299905040054e-08
1846,1.5807153586067102e-08,3.219975752699611e-08
1847,1.833696128272777e-08,3.128069891999985e-08
1848,2.413566457803995e-08,1.689496492707221e-08
1849,3.2679717376637996e-08,2.3462362719328667e-08
1850,2.7834883731259197e-08,2.7155984128057753e-08
1851,2.063820425668439e-08,1.5478653025979838e-08
1852,2.018269107395554e-08,3.776116375142635e-08
1853,2.6276500530997282e-08,1.4332636411040767e-08
1854,3.013485427860729e-08,3.585008540030188e-08
1855,4.139410947345823e-08,3.3964397516683675e-08
1856,2.381507024917795e-08,4.452382612596395e-08
1857,3.465871334373816e-08,3.7099468386259105e-08
1858,2.88726889063895e-08,2.0553439838977283e-08
1859,1.680417205385254e-08,5.397703928267106e-08
1860,3.7532908503390416e-08,4.3483247225140076e-08
1861,2.4994607272788016e-08,4.527325359049428e-08
1862,2.5752522003763545e-08,5.2408641426637814e-08
1863,2.0977407033662132e-08,3.146611149418277e-08
1864,1.7740493518658695e-08,3.691940475558653e-08
1865,1.3179164426446732e-08,2.400490611842443e-08
1866,2.5787747603978062e-08,2.3354942868536455e-08
1867,3.445495977416613e-08,3.34843974769683e-08
1868,2.519335706718806e-08,3.655506863875502e-08
1869,2.7347706321734222e-08,4.2486618112569374e-08
1870,2.6376624884250077e-08,4.300536504686647e-08
1871,2.2304472935275044e-08,6.585129597169725e-08
1872,1.9956219454719815e-08,2.53988243770209e-08
1873,2.454261771589472e-08,2.3345418209697044e-08
1874,1.1351757034372412e-08,1.9716209442854904e-08
1875,2.6891177895560503e-08,4.119499646959568e-08
1876,2.176565305767042e-08,4.171750367376603e-08
1877,2.906863472151855e-08,2.4739263415618495e-08
1878,1.8721174777081018e-08,2.8383716710322915e-08
1879,5.8649524126153096e-08,1.4662380642960215e-08
1880,2.9522092326317306e-08,2.631316942114381e-08
1881,2.5798277791810875e-08,1.8825769887431676e-08
1882,4.725323421439498e-08,2.5956001792337702e-08
1883,4.297150424381613e-08,2.4645421980995508e-08
1884,2.706695845233753e-08,5.281357395858777e-08
1885,3.351730470946279e-08,2.3848851782304337e-08
1886,3.872078235822585e-08,4.711028722681476e-08
1887,3.3950408484528793e-08,3.9826441478041374e-08
1888,2.53624587998047e-08,1.4583413365798492e-08
1889,4.510898587994916e-08,2.255449160770695e-08
1890,2.3595791986963377e-08,2.6872984393300214e-08
1891,2.7409146508006188e-08,2.039750357507586e-08
1892,2.820830591332424e-08,1.3790727448892426e-08
1893,1.4780200174868696e-08,3.0176241949675386e-08
1894,3.3398158905129094e-08,3.0247389037896255e-08
1895,3.5509824414248214e-08,2.7685626013962406e-08
1896,3.125425407368709e-08,2.4767522144308884e-08
1897,7.982597294287075e-08,3.1464252425728034e-08
1898,1.4145887239358501e-08,2.0935912892205977e-08
1899,5.638130140539488e-08,2.266307141951529e-08
1900,3.529916137168243e-08,3.218453115128028e-08
1901,3.688567695725453e-08,2.3472702948001967e-08
1902,3.240787266323153e-08,2.1114219705964388e-08
1903,5.4542223182352245e-08,3.132127712746069e-08
1904,3.117282609821359e-08,2.1498500757388683e-08
1905,3.354493349760901e-08,3.560923644840841e-08
1906,4.784091645060329e-08,1.8519063615940468e-08
1907,3.188562835987341e-08,3.137134529929142e-08
1908,5.991894691526056e-08,2.9959473124563374e-08
1909,3.300590289967431e-08,3.080550897704981e-08
1910,3.7409055186898854e-08,2.137660359835536e-08
1911,2.128149745317387e-08,3.032613093978398e-08
1912,2.6047105361470813e-08,2.3963337980603683e-08
1913,3.4469432752537443e-08,2.4393752795504042e-08
1914,2.6117300322425763e-08,3.281404481469963e-08
1915,1.4136914527895783e-08,3.180805752123206e-08
1916,3.625862321499085e-08,4.504859463239086e-08
1917,3.3995917192441993e-08,6.470190072604964e-08
1918,2.5270027848023346e-08,3.101321599530138e-08
1919,2.2098836149897494e-08,3.038589824200244e-08
1920,3.407504101105019e-08,3.55894886894248e-08
1921,3.104826579169995e-08,2.0446418558250912e-08
1922,3.2462917132214386e-08,4.05786459434232e-08
1923,3.927900760203329e-08,3.6094222277682775e-08
1924,3.351822286390416e-08,1.5469949543600592e-08
1925,5.2791253146722283e-08,3.849362206764795e-08
1926,4.6813780962828844e-08,3.566764306128789e-08
1927,6.912519356916391e-08,5.351628118432927e-08
1928,5.8272810354864646e-08,3.1992914983902665e-08
1929,6.015819509208598e-08,3.453526020713582e-08
1930,6.72230648923744e-08,5.7769819150621515e-08
1931,6.158892773555635e-08,3.649714130915527e-08
1932,5.150982262946968e-08,2.5206933651489294e-08
1933,5.964744387298992e-08,3.3264919485631594e-08
1934,6.11060571031885e-08,2.2765002327673756e-08
1935,3.2314367182095793e-08,3.111753787976568e-08
1936,4.7286387694356335e-08,3.6374141920703096e-08
1937,4.5328027109547975e-08,2.0145788925951535e-08
1938,6.871563829058402e-08,2.9819993030422154e-08
1939,5.199977159975333e-08,4.129393449403551e-08
1940,2.5357829613881222e-08,3.803674530900025e-08
1941,4.427253941230447e-08,3.836953510472085e-08
1942,5.765002475399683e-08,2.730790527039062e-08
1943,3.774205836748479e-08,2.9032351633873077e-08
1944,2.5705489292704442e-08,1.6065930807940276e-08
1945,3.485606603348401e-08,5.446260242791823e-08
1946,1.3921104269343232e-08,3.480275978517966e-08
1947,2.8610090296865565e-08,5.364391864048912e-08
1948,2.5005341797168512e-08,3.152847516396662e-08
1949,1.47255123650325e-08,2.4542520460357764e-08
1950,1.914365110877725e-08,3.403315540495555e-08
1951,2.1322803078760444e-08,3.731490494374157e-08
1952,3.690681360524195e-08,1.8980646387944944e-08
1953,1.939288907237824e-08,2.8011951092032916e-08
1954,1.8567819282111486e-08,2.3454086450769296e-08
1955,2.0648337706319353e-08,2.0648337706319353e-08
1956,3.750090726839517e-08,1.657016923672927e-08
1957,3.710716001137371e-08,3.0922631566454584e-08
1958,2.481672983778438e-08,2.3162280982091943e-08
1959,3.642851353902188e-08,3.720358865422213e-08
1960,3.045166674375821e-08,2.1454582610491713e-08
1961,3.821487437605242e-08,2.501337270643944e-08
1962,3.741754373010053e-08,2.0928456134772233e-08
1963,2.90972388405919e-08,2.9743845497698373e-08
1964,3.3461826975944575e-08,3.224503331011874e-08
1965,3.3379464525751246e-08,3.55682807651192e-08
1966,3.323444852654234e-08,3.268054094007766e-08
1967,3.451234892315469e-08,2.6623812710013794e-08
1968,4.626158478515663e-08,1.4821672722487023e-08
1969,5.0867688172751e-08,2.134626186922617e-08
1970,3.6329927954881214e-08,1.4256047897731605e-08
1971,4.830093669472291e-08,2.260894971239935e-08
1972,3.642404422521395e-08,2.61637485010624e-08
1973,4.465695235822409e-08,2.1501493918663073e-08
1974,3.600365872102884e-08,2.1377173142766992e-08
1975,3.369773260430975e-08,2.9128548462153958e-08
1976,2.399681336973103e-08,3.085304589589555e-08
1977,1.82180240893004e-08,2.291944856125383e-08
1978,1.9009891771837317e-08,3.1485133944464394e-08
1979,2.4578287849408298e-08,2.0481907392344567e-08
1980,3.183684260665842e-08,2.160357237546151e-08
1981,2.9097527054489092e-08,2.466964388325721e-08
1982,2.9796011546956436e-08,2.483000827169235e-08
1983,1.5156758848000607e-08,1.7682885711245433e-08
1984,1.5077422255149742e-08,2.609553906296469e-08
1985,2.285912037436333e-08,2.1656008541981464e-08
1986,3.2969669661042644e-08,2.997242631863628e-08
1987,2.3832186002437084e-08,2.7498675003734263e-08
1988,2.2786904585458956e-08,2.99827696004229e-08
1989,1.7013178421620978e-08,2.908704699322584e-08
1990,2.942271454253742e-08,3.105731027908121e-08
1991,2.9307326343541718e-08,2.754888639433517e-08
1992,2.3141765059797592e-08,2.093778761480536e-08
1993,3.268132309219851e-08,2.381859270927933e-08
1994,1.9517228500021133e-08,2.5319646823618314e-08
1995,2.4943273557731516e-08,2.2774293895189146e-08
1996,3.469759835006414e-08,2.7224269727454953e-08
1997,3.06873251254558e-08,3.308477136698684e-08
1998,2.6224710625299963e-08,3.6237782108372585e-08
1999,3.244842794458691e-08,2.3308025398627308e-08
2000,2.3415566707818414e-08,2.915900831901297e-08
2001,1.883921035839009e-08,2.541102794850758e-08
2002,1.840113017514966e-08,3.15447949983394e-08
2003,2.291807565946158e-08,2.7501690702536052e-08
2004,1.4976290207968646e-08,2.5988268870236197e-08
2005,2.5220997068586826e-08,3.602999631979742e-08
2006,2.635449503074483e-08,3.7061010482730694e-08
2007,3.2355283563489934e-08,3.315417843041679e-08
2008,2.000996635054264e-08,3.065356501963379e-08
2009,1.7165492360859957e-08,4.339055159618965e-08
2010,1.5588516810716158e-08,4.4876035165675177e-08
2011,1.3001504706178224e-08,4.9329240026096954e-08
2012,1.9063814638009546e-08,5.855314766378683e-08
2013,1.7292575871241667e-08,5.996618801518139e-08
2014,2.187099648609525e-08,6.734534663266345e-08
2015,2.1057465660057062e-08,5.452775297953849e-08
2016,2.1127669169729302e-08,5.924032642212751e-08
2017,1.6854595330517697e-08,5.7859060209608515e-08
2018,1.626323964387666e-08,7.228107001822082e-08
2019,2.2448692738041842e-08,7.984591743337432e-08
