year,trois_DET arts_NOUN,trois_DET rares_ADJ
1960,9.689166802218097e-09,4.152500121534786e-09
1961,4.16889545107324e-09,3.47407969059077e-09
1962,8.878739188311613e-09,2.5367825617905737e-09
1963,1.6811738112743058e-08,3.2330267352165265e-09
1964,1.3384730657151067e-08,1.2167936658258327e-09
1965,1.1491291473930687e-08,1.6416130677043839e-09
1966,1.21859649038214e-08,1.1078149508847446e-09
1967,6.4094360374689074e-09,2.465167847631733e-09
1968,8.533690143419648e-09,4.4914158503495116e-10
1969,9.537691469940768e-09,1.3625273131978588e-09
1970,9.657322275202773e-09,1.3796175313274261e-09
1971,1.1304474689666222e-08,7.193756701440179e-09
1972,8.721249722398738e-09,5.130146862875051e-10
1973,8.269805285010534e-09,3.859242703185828e-09
1974,8.438357623763437e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,1.0855700893763753e-08,1.7140580066410394e-09
1977,9.990529348247179e-09,2.3507127355770763e-09
1978,1.4257419356233925e-08,0.0
1979,4.0963813452421505e-09,1.7555920051037788e-09
1980,5.68515062804309e-09,2.8425752862659692e-09
1981,6.958104536991527e-09,1.2651099057237047e-09
1982,1.3035754475865247e-08,1.2415004579935385e-09
1983,1.1999100157922271e-08,2.5261264191556165e-09
1984,8.118612115914914e-09,2.3196033982486597e-09
1985,9.62489299372038e-09,1.8046674155058895e-09
1986,1.3787316233138114e-08,0.0
1987,1.9554613928107756e-08,2.4443267410134695e-09
1988,1.139345240375178e-08,1.1993107618124554e-09
1989,1.426911733215519e-08,3.841685636274406e-09
1990,8.717841726291198e-09,2.724325431913144e-09
1991,1.2309076702354815e-08,3.5168792322792797e-09
1992,1.0468893751891528e-08,1.1019888335184191e-09
1993,1.7171543575944526e-08,1.1078414852150331e-09
1994,1.582477948680605e-08,1.5824779264761446e-09
1995,2.2774293340077634e-08,3.253470381991974e-09
1996,1.7081894343462523e-08,4.804283193493575e-09
1997,2.3015493066935733e-08,9.58978896292706e-10
1998,1.4781200707858488e-08,3.337690568372409e-09
1999,2.102292517847104e-08,1.3710603763428253e-09
2000,1.0161472663305915e-08,1.3254094488601709e-09
2001,1.5772362582655575e-08,5.257454027685071e-09
2002,1.7086763726137377e-08,8.76244299341522e-10
2003,1.2084076683738232e-08,1.6667691671301554e-09
2004,1.4535810971549878e-08,2.2023955992267474e-09
2005,1.2610498645315715e-08,2.251874686720612e-09
2006,1.68833483860098e-08,1.2353669198716943e-09
2007,9.986198756806175e-09,1.1983438685803094e-09
2008,1.0217855395122655e-08,1.7029758714315335e-09
2009,1.3350939243039761e-08,9.53638501499654e-10
2010,1.0392344540477438e-08,1.4171379625338432e-09
2011,1.0707121356201554e-08,0.0
2012,6.127654827992046e-09,1.3617010852229328e-09
2013,5.29933741333366e-09,1.1156500168141292e-09
2014,7.57905826986871e-09,1.2992671383216248e-09
2015,7.093041182182347e-09,1.7732603163622684e-09
2016,5.799751928714514e-09,1.4499380585064614e-09
2017,2.264050197320344e-09,2.0124890642847504e-09
2018,6.7118134383648e-09,5.162933414126769e-10
2019,6.887666825772243e-09,2.04079020349468e-09
