year,plus_ADV enseigné_VERB,plus_ADV renseigné_VERB
1874,5.377148060148329e-09,7.169530746864439e-09
1875,4.577221712764867e-09,6.865832347102696e-09
1876,4.232210137899983e-09,2.418405919968336e-09
1877,4.9478527941460015e-09,4.9478527941460015e-09
1878,7.2469061862534545e-09,6.039088784604019e-09
1879,5.498392852132383e-09,3.665595160740054e-09
1880,1.1552122813895949e-08,8.343199908722454e-09
1881,3.4862537301449947e-09,6.9725074602899895e-09
1882,5.324308105514319e-09,5.324308105514319e-09
1883,5.0554711528150165e-09,7.58320695126713e-09
1884,1.1883054540362536e-08,8.582206056928499e-09
1885,1.933690763067375e-09,7.7347630522695e-09
1886,1.936039106809062e-09,1.4197620856748472e-08
1887,8.48760173255414e-09,3.264462256069578e-09
1888,4.4384300679212174e-09,1.8387781963724592e-08
1889,1.8795409673089125e-09,1.628935564212952e-08
1890,0.0,1.9663159989136147e-08
1891,3.824531802365527e-09,7.0116419337296065e-09
1892,6.8953633913793055e-09,1.191017329205124e-08
1893,1.539604177480669e-08,1.2932674486876294e-08
1894,3.780923574225881e-09,1.827446460822557e-08
1895,1.2037228991346183e-09,3.310238128051424e-08
1896,1.0024948871034667e-08,2.181900704556483e-08
1897,1.7480140668268973e-09,2.9716238358901137e-08
1898,7.921697076085366e-09,2.8291774256672397e-08
1899,1.6582735185011188e-09,4.311511148102909e-08
1900,6.748368974740515e-09,3.9971109089265155e-08
1901,1.1177477832191585e-09,3.856229824350521e-08
1902,9.820567692386817e-10,3.338993082024899e-08
1903,5.400220270956879e-09,3.888158772724637e-08
1904,8.599400302955473e-09,3.654745128756076e-08
1905,1.1353670004154992e-08,2.2707340008309984e-08
1906,1.5432553013283723e-09,4.423998589686562e-08
1907,2.5714217422034835e-09,3.085705913008496e-08
1908,4.4202499438483756e-09,4.0764529529724314e-08
1909,3.850688656825696e-09,2.9155213354670195e-08
1910,4.275320542035388e-09,2.4583092894658876e-08
1911,3.1922244847493175e-09,3.085817112946643e-08
1912,1.1460726589973547e-08,2.2400511667797218e-08
1913,2.121195885607108e-09,2.6514948459066545e-08
1914,0.0,2.343860217024485e-08
1915,4.712304768617059e-09,2.591767689352764e-08
1916,1.4283700444650549e-08,6.59247731960022e-08
1917,6.57985488317081e-09,2.8512703309502285e-08
1918,1.1486376294556067e-09,5.858051821405752e-08
1919,3.6831393490643904e-09,3.6831394822911534e-08
1920,3.786115865267448e-09,5.2248399384779987e-08
1921,3.7863738810983705e-09,1.741731914250977e-08
1922,8.853522359686394e-09,2.87739485571592e-08
1923,1.0615948120573648e-09,4.140219900250486e-08
1924,7.734974438733389e-09,2.707241186783449e-08
1925,1.0998177923937646e-09,2.639562701745035e-08
1926,2.229227691330493e-09,3.1209186346359274e-08
1927,4.4596899506643695e-09,3.3447673075670536e-08
1928,3.4278122562625413e-09,2.8565102283550914e-08
1929,5.570202965543558e-09,2.33948540540041e-08
1930,9.453243521306831e-09,3.2561171536826805e-08
1931,3.4216069977333063e-09,2.9653927313688655e-08
1932,5.4797681947604815e-09,4.822195975862087e-08
1933,5.735331320977366e-09,2.064719240024715e-08
1934,5.990790086229936e-09,3.714289675826876e-08
1935,5.98414207075848e-09,3.231436807027421e-08
1936,6.0623572828433225e-09,3.031178508194898e-08
1937,0.0,2.2664012888640173e-08
1938,1.0372171566075394e-08,3.1116513810047763e-08
1939,1.5294050470515685e-09,2.7529290846928234e-08
1940,7.607348528892999e-09,1.5214697057785997e-08
1941,1.4757512545315876e-08,4.427253941230447e-08
1942,9.102635090130207e-09,2.4273694165799498e-08
1943,0.0,2.9032351633873077e-08
1944,9.639558484764166e-09,5.1410978585408884e-08
1945,2.178504043826024e-09,2.6142048525912287e-08
1946,4.1763312808029696e-09,2.3665876369705074e-08
1947,8.344609447874518e-09,3.457052599742383e-08
1948,5.435944139264848e-09,1.9569398546082084e-08
1949,8.835307596655184e-09,2.0615717133409817e-08
1950,3.190608444114673e-09,1.701657836861159e-08
1951,5.330700769690111e-09,2.7719645245838365e-08
1952,0.0,1.370824520563474e-08
1953,3.232148326759443e-09,2.5857186614075545e-08
1954,9.772536557761669e-09,3.9090146231046674e-08
1955,4.6928039232341234e-09,2.7218263198847126e-08
1956,3.488456634670456e-09,2.2674967681268754e-08
1957,1.7670075402875796e-09,1.767007518083119e-08
1958,5.790570245522986e-09,3.557064687242928e-08
1959,3.8753737996444215e-09,2.712761748568937e-08
1960,3.460416619915918e-09,1.6610000486139143e-08
1961,9.72742331128984e-09,3.821487482014163e-08
1962,1.2683912808952869e-09,1.0781326054143392e-08
1963,6.466053470433053e-09,2.198458126656533e-08
1964,4.867174663303331e-09,1.520992043424485e-08
1965,4.377634699181954e-09,2.7360217202954118e-08
1966,5.539074976468328e-09,1.6617224929404983e-08
1967,6.902469706915326e-09,9.860671390526932e-09
1968,6.737123747768692e-09,2.4253646202510026e-08
1969,1.3625273131978588e-09,1.9075383050903838e-08
1970,8.7375777724219e-09,2.4373242979436327e-08
1971,3.5968783507200897e-09,1.284599360218408e-08
1972,7.69522046084603e-09,1.7955514408640738e-08
1973,7.1671650836435674e-09,1.9847533394568018e-08
1974,6.1881286761433785e-09,2.2502286256553816e-08
1975,8.567219822452898e-09,1.599214449754527e-08
1976,9.141642998145016e-09,7.998937512354587e-09
1977,8.815172591880582e-09,1.880570188461661e-08
1978,3.5643548113029055e-09,1.4257419245211622e-08
1979,7.022368020415115e-09,1.6385525825057812e-08
1980,3.411090521154847e-09,1.989802811408481e-08
1981,6.325549417596221e-09,1.4548763971333756e-08
1982,5.586751949948621e-09,2.1726258125909226e-08
1983,1.89459470334441e-09,1.3893695083311286e-08
1984,1.0438215625185876e-08,1.681712546997005e-08
1985,1.142956040922627e-08,2.045289804186723e-08
1986,1.3787316177626963e-08,2.1580147446798037e-08
1987,7.332980445085013e-09,1.3443797186596385e-08
1988,7.795519785247507e-09,1.139345240375178e-08
1989,9.878619700032232e-09,1.4269117443177493e-08
1990,8.172976073694826e-09,1.3621627381610324e-08
1991,5.2753188484189195e-09,9.37834432335194e-09
1992,9.366905473484621e-09,1.1570882918476855e-08
1993,1.4955860550003308e-08,1.1632335983335906e-08
1994,1.002236071911966e-08,1.0549853435293244e-08
1995,1.3556126887692699e-08,8.675921314704738e-09
1996,1.1743802375008272e-08,1.1743802375008272e-08
1997,1.2466725429760572e-08,1.054876808126437e-08
1998,6.675381136744818e-09,1.5258013519314773e-08
1999,8.226361813967742e-09,1.0054442611817649e-08
2000,9.277866475088103e-09,1.5463109903635086e-08
2001,1.095302959441824e-08,1.0076787404500465e-08
2002,8.762443215459825e-09,7.448076377869484e-09
2003,1.0833999475323708e-08,1.3750845795357236e-08
2004,1.0131019578807354e-08,1.189293641346012e-08
2005,1.1259373877692269e-08,1.3511249008502091e-08
2006,1.1941880373456115e-08,9.471146533712727e-09
2007,1.3181781888249589e-08,8.38840730210677e-09
2008,5.108927503272298e-09,1.6178271167177627e-08
2009,1.0013204487790972e-08,1.1443662017995848e-08
2010,9.447585824773341e-09,1.322662068758973e-08
2011,9.55992973672437e-09,1.3001504761689375e-08
2012,7.489355802192676e-09,1.4978711604385353e-08
2013,7.530637446961919e-09,1.589801357226861e-08
2014,5.630157673408576e-09,1.8189739492413537e-08
2015,4.876465897751814e-09,1.7289288223309995e-08
2016,4.971216327476213e-09,1.6156452176119274e-08
2017,8.301517695485927e-09,1.2578056818313144e-08
2018,8.26069346260283e-09,2.1942467398616827e-08
2019,9.438654302584837e-09,1.9642605764147447e-08
