year,plus_ADV acheté_VERB,plus_ADV racheté_VERB
1890,1.5075089621063853e-08,0.0
1891,3.505821055682645e-08,1.9122659011827636e-09
1892,6.8953633913793055e-09,1.2537024751679837e-09
1893,3.0176241949675386e-08,3.695050043717174e-09
1894,1.3863386882917439e-08,2.520615716150587e-09
1895,1.444467478961542e-08,0.0
1896,1.1794058174530164e-08,5.89702897624278e-10
1897,5.826713334045053e-09,0.0
1898,1.584339415217073e-08,2.26334195829736e-09
1899,1.6029977345510815e-08,5.527578395003729e-09
1900,1.6092265298084385e-08,4.15284251431558e-09
1901,1.956058603980182e-08,1.0618603774048552e-08
1902,7.856454153909453e-09,0.0
1903,9.720396931811592e-09,0.0
1904,7.524475265086039e-09,0.0
1905,1.0837593933388234e-08,0.0
1906,7.201858220895474e-09,5.144184522798412e-10
1907,7.199980611716228e-09,0.0
1908,8.349361202419914e-09,0.0
1909,1.5952851484257735e-08,0.0
1910,1.1757131268552712e-08,5.344150677544235e-10
1911,1.3300935464144459e-08,5.320374141248863e-10
1912,1.614920641657136e-08,1.5628263128064646e-09
1913,8.484783542428431e-09,2.121195885607108e-09
1914,3.147469485043075e-08,5.357394972094198e-09
1915,5.890381071793627e-09,0.0
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,4.5945505178224266e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,9.843901693784574e-09,0.0
1921,2.3475516641724425e-08,0.0
1922,1.4018077365562931e-08,2.951174193910333e-09
1923,1.2739137744688378e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,1.5604593173179637e-08,1.1146138456652466e-09
1927,1.7838759802657478e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,1.4482528065684619e-08,0.0
1930,9.453243521306831e-09,0.0
1931,1.9389105432310316e-08,0.0
1932,9.863582839386709e-09,0.0
1933,8.02946331646126e-09,0.0
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,1.6755597798123745e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,1.888667711114067e-08,0.0
1938,7.779128452511941e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,6.960552134671616e-09,0.0
1947,1.907339353124371e-08,0.0
1948,8.697510267552389e-09,0.0
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,9.571825110299415e-09,0.0
1951,0.0,0.0
1952,4.2179215675730575e-09,0.0
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,9.385607846468247e-09,9.385607846468247e-10
1956,1.1337483840634377e-08,0.0
1957,3.534015080575159e-09,0.0
1958,1.3235589513271862e-08,0.0
1959,6.975672928177801e-09,7.750747821333448e-10
1960,3.460416619915918e-09,0.0
1961,6.25334317660986e-09,0.0
1962,3.805173953708163e-09,4.43936931660005e-09
1963,1.0345685197421517e-08,6.466053248388448e-10
1964,5.475571551727398e-09,0.0
1965,1.0396882466068291e-08,1.6416130677043839e-09
1966,1.3293779410616935e-08,0.0
1967,1.3311906243984595e-08,0.0
1968,9.88111459321317e-09,0.0
1969,9.991866889436096e-09,4.5417578031781147e-10
1970,1.5175793066646293e-08,0.0
1971,1.1304474689666222e-08,0.0
1972,1.3338381954497436e-08,1.5390440033513642e-09
1973,7.718485406371656e-09,5.513203782392395e-10
1974,1.1813700240281833e-08,2.812785782069227e-09
1975,1.1994108817248161e-08,1.7134440533084216e-09
1976,1.1427053969725876e-08,1.142705374768127e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,1.6633656230169436e-08,0.0
1979,1.404473604083023e-08,5.851973350345929e-10
1980,1.3075846183596695e-08,5.685150683554241e-10
1981,6.958104314946922e-09,4.427884725544118e-09
1982,9.311253101884631e-09,0.0
1983,1.5788289786655696e-08,2.5261264191556165e-09
1984,1.275781880138993e-08,1.739702604197646e-09
1985,1.2632671797518924e-08,0.0
1986,7.1933827783254856e-09,5.994485463567401e-10
1987,1.2832715334809564e-08,3.0554083707556856e-09
1988,1.139345240375178e-08,1.1993107618124554e-09
1989,1.2073869015694072e-08,1.0976244357863152e-09
1990,1.198703181159999e-08,5.44865097484859e-10
1991,8.7921980806982e-09,1.1722930404189924e-09
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,9.416652346772025e-09,0.0
1994,1.318731612798274e-08,5.274926606624319e-10
1995,8.675921314704738e-09,1.626735190995987e-09
1996,1.7081895009596337e-08,5.338092190498855e-10
1997,5.274384040632185e-09,0.0
1998,9.059445638115449e-09,4.768129224785866e-10
1999,7.312321859131998e-09,9.140402323914998e-10
2000,1.3254094710646314e-08,2.6508188977203417e-09
2001,1.0514908055370142e-08,8.762423564512289e-10
2002,1.1391176002462089e-08,2.6287327870022636e-09
2003,1.5000923170305214e-08,0.0
2004,1.4095332012686868e-08,1.3214374039449694e-09
2005,9.908249332113428e-09,4.5037495954858286e-10
2006,1.2765458912156191e-08,0.0
2007,9.98619853476157e-09,3.994479469415779e-10
2008,8.089135583588813e-09,4.257439678578834e-10
2009,8.582746957586096e-09,9.53638501499654e-10
2010,1.4643758206034363e-08,9.447586046817946e-10
2011,1.3383901986685487e-08,3.82397197240536e-10
2012,1.0212757750593937e-08,3.404252713057332e-10
2013,1.2272150407000026e-08,5.578250084070646e-10
2014,2.425298539776577e-08,4.330890368553497e-10
2015,1.773260294157808e-08,4.433150790905671e-10
2016,1.2428039930512114e-08,4.1426800878596737e-10
2017,1.3081178806828575e-08,5.031222660711876e-10
2018,1.161660012627408e-08,1.290733298020541e-09
2019,2.9081260066732284e-08,1.02039510174734e-09
