year,pouvez_VERB acheter_VERB,pouvez_VERB racheter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,1.950339223455444e-09
1804,1.4831105232815389e-08,2.4718509461507665e-09
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,9.064295980465431e-09,0.0
1809,4.518061036407062e-09,1.129515236897305e-08
1810,1.1700633351097167e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,2.966945977789237e-08
1816,4.6352077731626196e-09,0.0
1817,1.556873407970727e-09,3.113746815941454e-09
1818,2.741870730460505e-08,1.1921176934492905e-08
1819,5.175524897538253e-09,0.0
1820,5.933240565525466e-09,8.306536791735653e-09
1821,9.861488514673056e-09,0.0
1822,4.010246357211145e-09,4.010246357211145e-09
1823,5.929612356680991e-09,2.9648061783404955e-09
1824,5.052667617633233e-09,5.894778887238772e-09
1825,4.4027217427355936e-09,1.7610886082763955e-09
1826,6.1655889282974385e-09,5.284790383086602e-09
1827,1.013900075008678e-08,2.7651818612639545e-09
1828,1.1923991571904935e-08,7.337841001486822e-09
1829,1.2002446148073886e-08,8.57317605795771e-10
1830,1.1480519646056564e-08,8.349468672008697e-09
1831,4.677361609140007e-09,4.677361609140007e-09
1832,1.2176972319366541e-08,0.0
1833,2.4325620628928846e-08,5.791814139399776e-09
1834,1.7735608537350345e-08,2.8003592777992026e-09
1835,6.050470346963266e-09,0.0
1836,8.736974699274924e-09,6.048674894287842e-09
1837,2.7831563720326358e-09,1.3915781860163179e-09
1838,6.312161904276081e-09,3.1560809521380406e-09
1839,4.194885327990505e-09,1.3982950353153e-09
1840,2.8663599493938818e-08,4.458782232319436e-09
1841,1.4125206782011901e-08,1.2841097074556274e-09
1842,1.6770663080478698e-08,5.366612043644636e-09
1843,1.2995204023980023e-08,5.906911071384968e-10
1844,1.5916826967554698e-08,0.0
1845,2.399498022498392e-08,0.0
1846,1.6392604607062822e-08,5.854501328173001e-10
1847,1.240441438454809e-08,3.235934187273415e-09
1848,1.206783295515379e-08,0.0
1849,5.865590679832167e-09,4.1897072478036534e-09
1850,9.504594444820214e-09,0.0
1851,1.7413483988093503e-08,0.0
1852,8.463708844885787e-09,6.510545436100301e-10
1853,7.763511611358354e-09,1.7915795513800958e-09
1854,2.234135720868835e-08,5.195664343204953e-09
1855,5.837630823180007e-09,5.306937111981824e-10
1856,4.141751386299575e-09,5.177189232874468e-10
1857,4.393358121745905e-09,4.881509085841174e-10
1858,1.1744822003834088e-08,1.468102750479261e-09
1859,4.582956236731661e-09,0.0
1860,2.197048232233101e-08,4.577183909670879e-10
1861,3.0182167876091626e-08,0.0
1862,5.421583626485926e-09,9.035972525772706e-10
1863,2.7470415275843152e-08,9.989241656072068e-10
1864,3.787835112234461e-08,5.753673537611803e-09
1865,1.4120533187167439e-08,4.706844358715045e-10
1866,1.8489329178805747e-08,2.919367858567057e-09
1867,2.0867089389753346e-08,1.94112459439566e-09
1868,2.0253484223076157e-08,9.87974813071446e-10
1869,1.4162205630441349e-08,1.4650557433881772e-09
1870,8.027668307875047e-09,1.1468097582678638e-09
1871,2.2304472935275044e-08,1.0621177271019633e-09
1872,2.2979889990892843e-08,9.675742873582749e-09
1873,1.97538145840781e-08,5.986004469882289e-10
1874,2.5690820137924675e-08,0.0
1875,8.58229043387837e-09,0.0
1876,4.232210137899983e-09,1.209202959984168e-09
1877,4.9478527941460015e-09,1.2369631985365004e-09
1878,6.039088673581716e-10,0.0
1879,7.94212251520321e-09,1.221865053580018e-09
1880,6.417846254436199e-09,6.417846254436199e-10
1881,1.1156012114099667e-08,0.0
1882,4.6587693702804245e-09,1.3310770263785798e-09
1883,1.7694148368718743e-08,6.319338829996468e-09
1884,1.1883054540362536e-08,2.6406787867472303e-09
1885,8.379326565943757e-09,6.445635691854079e-10
1886,1.936039240035825e-08,0.0
1887,1.1099172247952538e-08,0.0
1888,1.9655905347804037e-08,0.0
1889,7.51816386923565e-09,6.265136742733546e-10
1890,1.9663159989136147e-08,0.0
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,3.1342561879199593e-09,5.641661360300532e-09
1893,1.0469308087124318e-08,1.2316833108982905e-09
1894,1.5123694296903523e-08,6.301539290376468e-10
1895,1.5648398132839247e-08,0.0
1896,2.948514543632541e-09,4.1279202278587945e-09
1897,4.078699600285063e-09,0.0
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,9.39688327150634e-09,1.1055156790007459e-09
1900,7.26747462209687e-09,0.0
1901,6.147612641171918e-09,0.0
1902,8.347482705062248e-09,0.0
1903,8.100330184390714e-09,0.0
1904,1.0749250378694342e-08,5.374625189347171e-10
1905,3.096455536422127e-09,0.0
1906,1.8519063615940468e-08,0.0
1907,1.542852956504248e-08,7.199980611716228e-09
1908,2.2101250607420297e-08,0.0
1909,1.0451868703853506e-08,5.500983557560346e-10
1910,1.2825961626106164e-08,5.344150677544235e-10
1911,1.2236860413850081e-08,0.0
1912,3.0735584743979416e-08,0.0
1913,1.856046338843953e-08,0.0
1914,8.036092680185902e-09,2.0090231700464756e-09
1915,1.4136913861761968e-08,0.0
1916,1.538244731591476e-08,2.197492410260793e-09
1917,1.2063066989753679e-08,2.1932848870420685e-09
1918,3.44591288836682e-09,0.0
1919,1.3811772170413406e-08,2.762354567309444e-09
1920,1.3630017114962811e-08,7.572231730534895e-10
1921,1.6660044011018726e-08,0.0
1922,1.549366501762961e-08,0.0
1923,2.653987074552333e-08,1.0615948120573648e-09
1924,3.609654797287476e-08,0.0
1925,2.639562701745035e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,4.233354289340241e-08,0.0
1930,3.466189113510154e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,2.520693342944469e-08,0.0
1933,3.211785326584504e-08,0.0
1934,9.585264137967897e-09,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,6.117620188206274e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025090631752e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,0.0
1947,1.7881307101674793e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.3743811422273211e-08,2.945102384188658e-09
1950,1.701657836861159e-08,2.1270722960764488e-09
1951,9.595261474260042e-09,0.0
1952,2.6362009464264702e-08,0.0
1953,1.939288907237824e-08,0.0
1954,3.518113089739927e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,2.441919733087161e-08,8.72114158667614e-10
1957,1.1485549400447326e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,2.6352543258667538e-08,0.0
1960,1.1765417085030094e-08,6.920833350854139e-10
1961,1.459113452284555e-08,0.0
1962,1.0781326054143392e-08,0.0
1963,1.1638896069143811e-08,0.0
1964,2.007709554163739e-08,0.0
1965,1.4774516721161035e-08,0.0
1966,1.5509408868297214e-08,3.3234448526542337e-09
1967,2.1693477236794934e-08,0.0
1968,2.4702787371211343e-08,0.0
1969,4.814263121488693e-08,1.8167031212712459e-09
1970,3.632992928714884e-08,0.0
1971,2.0553589052951793e-08,1.0276794970565106e-09
1972,3.1293897251316594e-08,0.0
1973,5.623467913551394e-08,0.0
1974,4.331690206527128e-08,0.0
1975,2.6843956391076063e-08,0.0
1976,2.6853577139718254e-08,1.142705374768127e-09
1977,3.761140376923322e-08,0.0
1978,3.26732525479656e-08,0.0
1979,3.2185852205657284e-08,0.0
1980,5.344041653643217e-08,5.685150683554241e-10
1981,3.0362638625547334e-08,6.325549528618524e-10
1982,4.8418517195614186e-08,1.2415004579935385e-09
1983,3.978649232294629e-08,0.0
1984,4.1752862500743504e-08,5.799008495621649e-10
1985,3.789801539255677e-08,0.0
1986,2.997242631863628e-08,5.994485463567401e-10
1987,2.9331921780340053e-08,0.0
1988,2.878345739532051e-08,1.798966087207532e-09
1989,3.7319232149002346e-08,0.0
1990,2.397406362319998e-08,0.0
1991,2.4618154625954958e-08,1.1722930404189924e-09
1992,2.0386792698445788e-08,1.1019888335184191e-09
1993,3.157348160698348e-08,1.1078414852150331e-09
1994,3.270454485004848e-08,0.0
1995,2.2232049090575856e-08,1.0844901643380922e-09
1996,3.5231408901381656e-08,0.0
1997,3.5961708277909565e-08,0.0
1998,3.146965354972053e-08,4.768129224785866e-10
1999,3.381948943115276e-08,2.285100553223174e-09
2000,2.783359853708589e-08,4.4180314962005696e-10
2001,3.63640566547474e-08,8.762423564512289e-10
2002,2.7601695151702188e-08,4.38122149670761e-10
2003,2.416815370054337e-08,8.333845835650777e-10
2004,3.3916894182084434e-08,4.404791253964646e-10
2005,5.044199724579812e-08,2.251874686720612e-09
2006,6.259192986135531e-08,4.941467679486777e-09
2007,1.0944873451990134e-07,3.595031605740928e-09
2008,1.426242306479253e-07,8.514879357157668e-10
2009,2.3840962626309192e-07,1.907277002999308e-09
2010,3.023227463927469e-07,3.7790344187271785e-09
2011,5.758901693297958e-07,1.911985902935953e-09
2012,4.786379577126354e-07,0.0
2013,2.9369485332608747e-07,2.5102124823206395e-09
2014,2.5075854637179873e-07,2.165445156521173e-09
2015,3.0633071901320363e-07,3.768178213903184e-09
2016,2.570533013113163e-07,2.0713399884186856e-09
2017,2.7722037998501037e-07,3.018733707449428e-09
2018,2.640840364165342e-07,3.3559066636712487e-09
2019,2.4234384454757674e-07,1.2754939326953263e-09
