year,ces_DET aides_NOUN,ces_DET raids_NOUN
1800,1.2576657937302116e-08,0.0
1801,4.7623651688866175e-08,0.0
1802,2.6854081625060644e-08,2.2378401354217203e-09
1803,1.950339267864365e-08,0.0
1804,5.19088700912107e-08,0.0
1805,3.980028839833949e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,9.064295980465431e-09,0.0
1809,3.1626427920983247e-08,0.0
1810,7.020380365929668e-08,0.0
1811,3.760615285841595e-08,0.0
1812,7.73490369532226e-08,0.0
1813,4.601186631703058e-08,0.0
1814,1.1328038063140866e-07,0.0
1815,1.6183341333686485e-08,0.0
1816,1.622322720606917e-08,0.0
1817,2.490997452753163e-08,0.0
1818,2.2650237241350624e-08,0.0
1819,3.415846450138815e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,6.015369535816717e-08,0.0
1823,3.063632902922109e-08,0.0
1824,6.06320114115988e-08,0.0
1825,1.2327619813845558e-08,0.0
1826,2.818555078221152e-08,0.0
1827,5.0695002640210873e-08,0.0
1828,5.503380595683893e-08,0.0
1829,4.8009784592295546e-08,0.0
1830,4.487839366795754e-08,0.0
1831,6.548306430431694e-08,0.0
1832,6.629685289638587e-08,0.0
1833,4.865123770514401e-08,0.0
1834,6.254135520578075e-08,0.0
1835,3.7059130875150004e-08,0.0
1836,4.704524991794301e-08,0.0
1837,7.51452233771488e-08,0.0
1838,7.953324310250309e-08,0.0
1839,6.991475309803263e-08,0.0
1840,5.987507467608566e-08,0.0
1841,5.714288242586463e-08,0.0
1842,6.976595567920185e-08,0.0
1843,8.03339919031032e-08,0.0
1844,6.641159222553483e-08,0.0
1845,5.022205035176697e-08,0.0
1846,5.2690513285824636e-08,0.0
1847,5.8786137735467037e-08,0.0
1848,1.4320494834407782e-07,0.0
1849,4.441090073470377e-08,0.0
1850,1.0047713772110001e-07,0.0
1851,5.997977936544885e-08,0.0
1852,4.557381894088053e-08,0.0
1853,6.927441020820879e-08,0.0
1854,6.442623945446257e-08,0.0
1855,7.217434472295281e-08,0.0
1856,3.5722604874166564e-08,1.5531567143511893e-09
1857,5.564920257938866e-08,0.0
1858,9.200110717699772e-08,0.0
1859,1.0388033722108503e-07,0.0
1860,7.964300063889596e-08,4.577183909670879e-10
1861,3.4426534512022045e-08,0.0
1862,5.557123294863686e-08,0.0
1863,7.791608425122831e-08,0.0
1864,4.2193605498397346e-08,4.794727948009836e-10
1865,7.813361513342443e-08,1.3649848806807086e-08
1866,4.2330833061043904e-08,1.3623715933164249e-08
1867,6.260126816926004e-08,3.396968040192405e-09
1868,5.088070231806796e-08,2.9639244392143382e-09
1869,5.909058309327975e-08,9.767038289254515e-10
1870,5.676708347834847e-08,1.1468097582678638e-09
1871,8.390730421581338e-08,1.0621177271019633e-09
1872,4.172663947699107e-08,3.628403577593531e-09
1873,7.3627854924041e-08,5.986004469882289e-10
1874,6.691562148830599e-08,1.1949218281515073e-09
1875,8.811151985810284e-08,4.005069165202713e-09
1876,3.506688628363008e-08,1.6928840551599933e-08
1877,5.690030846494665e-08,3.0924081073635534e-09
1878,7.790424660925055e-08,0.0
1879,2.920257342609034e-07,1.221865053580018e-09
1880,8.022307973476472e-08,5.776061628992579e-09
1881,8.645909144178177e-08,1.3945015142624584e-09
1882,6.389169726617183e-08,1.9966155395678697e-09
1883,4.802697484151963e-08,1.0742876477287666e-08
1884,8.252121030949411e-08,3.300848483434038e-09
1885,5.414334092179729e-08,7.090199094506033e-09
1886,3.6784744139595205e-08,9.680196200179125e-09
1887,4.961982913442853e-08,7.834709769838355e-09
1888,6.721051448721482e-08,5.706553452000662e-09
1889,6.453091039304581e-08,1.8795409673089125e-09
1890,3.9326319090093875e-08,6.554386478008212e-10
1891,4.780665197046119e-08,1.9122659011827636e-09
1892,5.014809900671935e-08,5.014809900671935e-09
1893,8.683367358486294e-08,0.0
1894,1.4115448365714656e-07,9.452309157609307e-09
1895,6.80103422467937e-08,7.22233739480771e-09
1896,6.073939662343264e-08,1.2383760683576384e-08
1897,6.875522107208099e-08,1.1070755534525745e-08
1898,6.507108274433904e-08,3.960848538042683e-09
1899,4.753717419703207e-08,6.080336234504102e-09
1900,8.617148594680657e-08,7.267474400052265e-09
1901,5.476964037853804e-08,1.2854099562531474e-08
1902,6.923500350808354e-08,7.365425602756659e-09
1903,5.2922158211288206e-08,1.1340462346964841e-08
1904,6.127072804673617e-08,1.5048950530172078e-08
1905,5.005936243307474e-08,1.5998353086743577e-08
1906,5.967253979832776e-08,7.716276673175315e-09
1907,5.451413986889975e-08,9.257117739025489e-09
1908,5.402528113762628e-08,5.40252820258047e-09
1909,8.141455509758089e-08,1.4302557083123446e-08
1910,5.1303847392603075e-08,1.2291546447329438e-08
1911,7.448523753339487e-08,9.044636040123066e-09
1912,8.543450746856251e-08,1.1460726589973547e-08
1913,4.2423919044409786e-08,9.015082902408267e-09
1914,6.897646009917935e-08,3.28140435934543e-08
1915,6.47941922338191e-08,1.3312260760400818e-07
1916,4.724608615447323e-08,1.5712070222662078e-07
1917,6.36052623903538e-08,1.7436614996313438e-07
1918,7.69587193971688e-08,1.297960592339109e-07
1919,4.327688607475011e-08,5.4326305232166305e-08
1920,5.073395303867301e-08,4.921950580438761e-08
1921,5.9067428281878165e-08,4.1650110915725236e-08
1922,4.0578644444622114e-08,3.8365265631057355e-08
1923,6.900366322781792e-08,2.653987074552333e-08
1924,5.543398451379744e-08,2.7072411645789884e-08
1925,7.478761077095442e-08,3.0794897520891595e-08
1926,5.9074533709235766e-08,3.009457438807317e-08
1927,4.3481978462267534e-08,4.9056590789575694e-08
1928,3.085031252680892e-08,2.9707707405179917e-08
1929,2.8965057019547658e-08,2.1166771890790415e-08
1930,8.612955015863122e-08,5.2518016602220996e-08
1931,4.1059283084621256e-08,2.623232031595535e-08
1932,6.904508076388538e-08,3.068670206829438e-08
1933,1.1814781908370264e-07,4.244145035414704e-08
1934,6.47005329312833e-08,3.235026646564165e-08
1935,4.308582290946106e-08,3.2314365405738954e-08
1936,4.4861444781219006e-08,3.6374143697059935e-08
1937,4.91053595563784e-08,5.162358318600013e-08
1938,5.0564336273595245e-08,2.5930428804166183e-08
1939,3.976453122334078e-08,5.505858347021331e-08
1940,1.115744456825496e-07,8.621661606866837e-08
