year,ces_DET aides_NOUN,ces_DET raids_NOUN
1941,3.246652813260198e-08,8.559357844717397e-08
1942,2.123948195098535e-08,8.49579322448335e-08
1943,4.064529246505799e-08,6.387117412742782e-08
1944,5.1410978585408884e-08,7.069009555493722e-08
1945,5.446260331609665e-08,6.97121311787896e-08
1946,6.542919095409161e-08,4.5939644088832665e-08
1947,5.722017970555271e-08,7.986983341368159e-08
1948,5.0010683594337024e-08,4.6749116577871064e-08
1949,2.601507205213238e-07,4.81033426424915e-08
1950,6.700277843663116e-08,3.509669443957364e-08
1951,3.3050346015528476e-08,3.7314906720098406e-08
1952,6.115986295185394e-08,5.694194005201325e-08
1953,6.464296475883202e-08,4.8482224901391646e-08
1954,6.64532446847943e-08,4.3976411179258434e-08
1955,3.848099394687665e-08,4.1296674524460286e-08
1956,9.069986894871818e-08,4.44778214259145e-08
1957,9.011738733022412e-08,4.505869233284443e-08
1958,2.680206918626027e-07,6.369627492119889e-08
1959,1.534648035317332e-07,4.2629114460623896e-08
1960,1.3980083224396367e-07,5.1214165353030694e-08
1961,1.7092471438218126e-07,4.794229990778831e-08
1962,1.9850323695891348e-07,4.756467397726283e-08
1963,2.7610047936832416e-07,3.556329275511416e-08
1964,3.011564437827019e-07,3.8937398194605066e-08
1965,3.4747476007623845e-07,6.128688667672577e-08
1966,4.464494267608643e-07,6.148372833081339e-08
1967,3.9689202679937807e-07,6.606649538554166e-08
1968,3.431441726320372e-07,7.276093683117324e-08
1969,4.6553017085670945e-07,5.7226148264533094e-08
1970,4.3044066444508644e-07,6.024329746168178e-08
1971,5.508362193040739e-07,6.063309054837873e-08
1972,5.402044678248785e-07,6.156176368676824e-08
1973,4.0522047584090615e-07,5.954260018370405e-08
1974,4.6298455913529324e-07,4.6692244737300825e-08
1975,5.226004375913362e-07,5.597250485323002e-08
1976,5.130747098291977e-07,2.742492899443505e-08
1977,4.037349086161157e-07,4.9364968113252417e-08
1978,4.794057204549063e-07,5.1683143098557593e-08
1979,4.880545674268433e-07,6.203091640344383e-08
1980,4.4685284450451945e-07,3.183684382790375e-08
1981,4.883324109528075e-07,6.705082533642326e-08
1982,4.345251625181845e-07,6.828252629986764e-08
1983,4.648072717827745e-07,5.241712308645674e-08
1984,5.7410186116158e-07,4.1752861612565084e-08
1985,6.256180569153003e-07,4.932757757813988e-08
1986,5.26315830029489e-07,6.71382380801333e-08
1987,5.872495023595548e-07,6.294141563500943e-08
1988,5.360919175245726e-07,6.476278180400641e-08
1989,5.246644860790184e-07,7.024796389032417e-08
1990,4.876542547549434e-07,6.919786788017745e-08
1991,4.823985975122014e-07,6.916528949574285e-08
1992,5.162817728887603e-07,6.171137467703147e-08
1993,5.766314785660143e-07,6.259304541345045e-08
1994,5.744394968587585e-07,6.22441351794123e-08
1995,5.053724052572761e-07,4.5006342652698095e-08
1996,5.765139547975195e-07,6.085424963941932e-08
1997,6.175824012188968e-07,4.6989964808119566e-08
1998,7.147425407083574e-07,5.197260843914364e-08
1999,6.571949029421376e-07,6.535387697681472e-08
2000,6.834694517010576e-07,5.345818010482617e-08
2001,8.674799119035015e-07,6.65944188682488e-08
2002,7.421789405270829e-07,5.739400243953696e-08
2003,6.904591174361485e-07,6.083707226878232e-08
2004,7.197428715244314e-07,6.122659801377495e-08
2005,6.710587143743396e-07,7.025849413366814e-08
2006,5.867993166930319e-07,6.012119424525508e-08
2007,5.0769833137565e-07,5.552326509672412e-08
2008,6.850220160004028e-07,5.704969119335601e-08
2009,5.731367522798791e-07,4.577464896016181e-08
2010,5.125315425402732e-07,4.3458897813764e-08
2011,5.131770421940018e-07,5.468279784537344e-08
2012,3.7719119916346244e-07,5.8893571797113964e-08
2013,4.420763204393552e-07,5.048316165101596e-08
2014,3.027292407864479e-07,7.752294095553225e-08
2015,3.51327209102692e-07,5.075957520972452e-08
2016,2.9620162678156703e-07,4.142680243290897e-08
2017,3.37343465162121e-07,4.930598151986487e-08
2018,2.6201886527132956e-07,5.3178215608795654e-08
2019,2.8213924707642946e-07,5.306054529086168e-08
