year,grand_ADJ amas_NOUN,grand_ADJ gamma_NOUN
1800,2.452448173428934e-07,0.0
1801,1.571580554582397e-07,0.0
1802,3.065840985527757e-07,0.0
1803,3.237563248603692e-07,0.0
1804,2.0021992952479195e-07,0.0
1805,2.757591308633067e-07,0.0
1806,2.247701900159882e-07,0.0
1807,2.5053205376934784e-07,0.0
1808,2.447359861434961e-07,0.0
1809,1.7620437731125094e-07,0.0
1810,2.2699229873524018e-07,0.0
1811,2.632430620153059e-07,0.0
1812,1.7336853375127248e-07,0.0
1813,2.645682286583906e-07,0.0
1814,1.8565394555025705e-07,0.0
1815,9.170560133497929e-08,0.0
1816,2.7811245217890246e-07,0.0
1817,1.5101672090622742e-07,0.0
1818,2.574974189428758e-07,0.0
1819,2.2772310614982416e-07,0.0
1820,3.6192767538523185e-07,0.0
1821,2.2780038555492155e-07,0.0
1822,3.248299549341027e-07,0.0
1823,3.2909346892040503e-07,0.0
1824,3.5789727803603455e-07,0.0
1825,2.914601680004125e-07,0.0
1826,2.3517317560006745e-07,0.0
1827,1.861889215026835e-07,0.0
1828,1.5317742452225502e-07,0.0
1829,2.812001634322492e-07,0.0
1830,2.504840594941271e-07,0.0
1831,1.6526678425776709e-07,0.0
1832,1.4747666043923857e-07,0.0
1833,1.3205336202304352e-07,0.0
1834,1.3908451768074315e-07,0.0
1835,3.055487596270723e-07,0.0
1836,3.629205178046213e-07,0.0
1837,2.0038726278315266e-07,0.0
1838,3.263387751140101e-07,0.0
1839,1.8107920674026445e-07,0.0
1840,2.573354251356186e-07,6.369688665408546e-10
1841,2.394864644372774e-07,0.0
1842,1.4288605143519817e-07,0.0
1843,1.624400596256237e-07,0.0
1844,1.2678576410962705e-07,0.0
1845,1.322514009416409e-07,0.0
1846,1.639260318597735e-07,0.0
1847,1.4561704286819577e-07,0.0
1848,1.5125017482908731e-07,0.0
1849,1.0390474880495049e-07,0.0
1850,1.6361479993065586e-07,0.0
1851,2.212157497183398e-07,0.0
1852,1.7773788840713678e-07,0.0
1853,1.6542250591555785e-07,0.0
1854,1.9223958869218905e-07,0.0
1855,1.305506494020392e-07,0.0
1856,1.951800379096369e-07,0.0
1857,1.7671063212709726e-07,0.0
1858,1.6002320535335457e-07,0.0
1859,1.7313389832906978e-07,0.0
1860,1.3090746620036953e-07,0.0
1861,1.4006411674927222e-07,9.431927461278633e-10
1862,1.3508778828885681e-07,0.0
1863,1.5383432183657675e-07,0.0
1864,1.270602836278556e-07,4.794728170054441e-09
1865,1.9439267578968966e-07,0.0
1866,1.654308352527778e-07,0.0
1867,1.1452635284570079e-07,0.0
1868,1.3930444708876166e-07,0.0
1869,1.2062292853443068e-07,0.0
1870,1.3245652041860012e-07,0.0
1871,7.965883241922711e-08,0.0
1872,1.0220003665573074e-07,0.0
1873,1.2510749125560494e-07,0.0
1874,1.1829726243028915e-07,0.0
1875,1.705015035824431e-07,0.0
1876,9.55270351710169e-08,0.0
1877,1.2060391441082174e-07,0.0
1878,1.310482247163236e-07,0.0
1879,1.3929262188128178e-07,0.0
1880,1.386254793178665e-07,0.0
1881,9.970685677096469e-08,0.0
1882,1.0848277653963123e-07,0.0
1883,1.775734284059638e-07,0.0
1884,1.4061614361793318e-07,0.0
1885,1.2633445578558167e-07,0.0
1886,1.2519719860826228e-07,0.0
1887,1.0707436359780331e-07,0.0
1888,1.4202977460797683e-07,0.0
1889,1.0337475941923913e-07,0.0
1890,9.241684600924671e-08,0.0
1891,7.33035274702587e-08,0.0
1892,1.0280360385195308e-07,0.0
1893,1.0161387109519637e-07,0.0
1894,8.002954587915667e-08,0.0
1895,9.328852712542357e-08,0.0
1896,6.13291007978134e-08,0.0
1897,6.467652091668441e-08,0.0
1898,6.11102315417611e-08,0.0
1899,8.733573686470208e-08,0.0
1900,7.942311508468691e-08,0.0
1901,6.147612907625444e-08,0.0
1902,6.923500067701482e-08,0.0
1903,8.046328292543592e-08,0.0
1904,8.276922702776801e-08,0.0
1905,6.399341145879589e-08,0.0
1906,4.9384169642507914e-08,0.0
1907,3.8057042572869904e-08,0.0
1908,6.630375537497457e-08,0.0
1909,4.400786907110543e-08,0.0
1910,8.176550803096205e-08,0.0
1911,6.916486661179277e-08,0.0
1912,7.605754726025538e-08,0.0
1913,7.371155380520023e-08,0.0
1914,8.236995086008392e-08,0.0
1915,6.715034572835066e-08,0.0
1916,3.5159878564172686e-08,0.0
1917,4.8252267959014716e-08,0.0
1918,4.020231880730307e-08,0.0
1919,4.419767229979499e-08,0.0
1920,5.6034515694136644e-08,0.0
1921,4.770830841493989e-08,0.0
1922,6.271245212019494e-08,0.0
1923,3.078624999375279e-08,0.0
1924,2.707241186783449e-08,0.0
1925,6.928851803422731e-08,0.0
1926,4.56991671171636e-08,0.0
1927,3.9022285847067906e-08,0.0
1928,5.3702393643106916e-08,0.0
1929,3.119313873867213e-08,0.0
1930,5.04172987803031e-08,4.201441416995522e-09
1931,4.904303452235581e-08,0.0
1932,5.80855437082306e-08,0.0
1933,4.588265056781893e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,4.787313656606784e-08,0.0
1936,3.758661648589623e-08,1.2124714565686645e-09
1937,2.6441348666139675e-08,0.0
1938,3.630260181353151e-08,0.0
1939,5.6587986740908036e-08,0.0
1940,3.803674442082183e-08,0.0
1941,3.541802984230458e-08,0.0
1942,6.371844563091145e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,3.921307278886843e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,3.814678706248742e-08,2.3841741914054637e-09
1948,4.131317310474003e-08,0.0
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,4.785912821603233e-08,0.0
1951,4.051332735954816e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,0.0
1953,4.0940545176226806e-08,0.0
1954,3.518113089739927e-08,0.0
1955,5.9129330765017585e-08,8.447047505910632e-09
1956,3.314033714119091e-08,0.0
1957,3.003912851795576e-08,0.0
1958,5.6251256097539226e-08,4.1361216673863055e-09
1959,2.712761748568937e-08,0.0
1960,2.629916728835724e-08,0.0
1961,4.58578526263409e-08,0.0
1962,4.50278889729816e-08,1.9025869768540815e-09
1963,6.142750663684637e-08,0.0
1964,4.9280144354124644e-08,6.083968329129164e-10
1965,3.2832258967108174e-08,0.0
1966,3.711179985543822e-08,0.0
1967,4.2893921081699204e-08,0.0
1968,6.153239695549928e-08,0.0
1969,5.0867686951505675e-08,1.3625273131978588e-09
1970,5.104584843707016e-08,1.3796175313274261e-09
1971,4.881477633222886e-08,1.0276794970565106e-09
1972,4.1041176457312645e-08,0.0
1973,4.9618833486420044e-08,0.0
1974,2.4752514704573514e-08,5.625571675160757e-10
1975,3.084199207137317e-08,0.0
1976,2.5710871653927825e-08,5.713526873840635e-10
1977,2.7620874476497193e-08,1.1753563677885381e-09
