year,grand_ADJ amas_NOUN,grand_ADJ gamma_NOUN
1978,4.6930672237266435e-08,2.3762365408686037e-09
1979,3.277104954069188e-08,0.0
1980,3.9796053785678964e-08,0.0
1981,4.1748625501103476e-08,0.0
1982,3.1037512115972277e-08,0.0
1983,3.0945049189767815e-08,0.0
1984,2.6675439024348435e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,2.4062232206745193e-09
1986,2.997242726232585e-08,0.0
1987,2.0165694891716157e-08,0.0
1988,4.31751877583153e-08,0.0
1989,2.359892514736117e-08,0.0
1990,2.6153525567451652e-08,0.0
1991,3.57549367890897e-08,0.0
1992,2.148878208707572e-08,1.1019888335184191e-09
1993,2.6034275735220547e-08,0.0
1994,3.2177052133874895e-08,0.0
1995,4.0126137079710134e-08,0.0
1996,2.6156651955488996e-08,0.0
1997,2.5412941084823615e-08,4.79489448146353e-10
1998,2.1933394878104195e-08,4.768129224785866e-10
1999,1.7823784143056187e-08,0.0
2000,2.164835433138279e-08,0.0
2001,3.1982846593336944e-08,0.0
2002,1.8839251936242363e-08,0.0
2003,2.6668306507549033e-08,8.333845835650777e-10
2004,3.303593382186776e-08,0.0
2005,3.287737215806885e-08,0.0
2006,2.882522948111088e-08,0.0
2007,3.035804355122629e-08,0.0
2008,2.5970381400952647e-08,1.7029758714315335e-09
2009,1.7165493471082982e-08,0.0
2010,1.9839930587295385e-08,0.0
2011,2.1031846431096568e-08,0.0
2012,1.974466526388774e-08,0.0
2013,2.119734965333464e-08,0.0
2014,2.0571729208995748e-08,0.0
2015,3.2140342665076815e-08,4.433150790905671e-10
2016,4.55694826873021e-08,0.0
2017,2.213737992917686e-08,0.0
2018,3.046130814254866e-08,2.5814667070633845e-10
2019,3.010165600114689e-08,0.0
