year,tout_DET os_NOUN,tout_DET gosse_NOUN
1905,9.28936660926638e-09,1.5482277682110634e-09
1906,1.5432552735727967e-08,3.0865107691901983e-09
1907,7.199980611716228e-09,2.0571372938427146e-09
1908,6.3848057951787496e-09,5.893666887857307e-09
1909,5.500983391026892e-09,7.151278680339601e-09
1910,3.2064905175488434e-09,1.6032452032632705e-09
1911,8.512598514975878e-09,1.0640748282497725e-09
1912,1.1981668546212632e-08,3.125652625612929e-09
1913,1.6969566307700745e-08,1.590896969716482e-09
1914,2.74566485103378e-08,6.696743715117748e-10
1915,2.3561523843085297e-09,3.534228465440492e-09
1916,8.789969641043172e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,9.8697816586224e-09
1918,3.44591288836682e-09,4.594550517822427e-09
1919,2.1178051534676e-08,1.749491218561161e-08
1920,1.0601124422748853e-08,0.0
1921,9.087297137000405e-09,1.5145494858259667e-09
1922,2.3609394439461084e-08,5.164555005876537e-09
1923,3.1847844361720945e-09,9.554353308516284e-09
1924,1.0313299436681689e-08,7.734974771800296e-09
1925,1.3197813286680571e-08,4.399271169575059e-09
1926,1.2260752413340015e-08,1.3375366592072169e-08
1927,1.0034302388994831e-08,3.344767462998277e-09
1928,5.713020612141406e-09,6.85562484559199e-09
1929,7.798284462623428e-09,1.1140406375176326e-09
1930,9.453243521306831e-09,8.402882833991043e-09
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,3.2878609834696704e-09,8.767629289252454e-09
1933,1.9500125958415992e-08,1.032359597807897e-08
1934,5.990790086229936e-09,1.677421224144382e-08
1935,4.787313656606784e-09,4.787313656606784e-09
1936,1.091224310911798e-08,8.487299751891442e-09
1937,1.7627565185307503e-08,8.813782481631449e-09
1938,1.5558256905023882e-08,1.8151300018587335e-08
1939,2.5999884911698246e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.066051907334554e-08,1.4757512545315876e-08
1942,9.102635090130207e-09,3.337632992206352e-08
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,0.0,1.9606536838523425e-08
1946,9.744772988540262e-09,1.3921104269343232e-08
1947,1.549713246618012e-08,2.5033829231801974e-08
1948,1.9569398101992874e-08,1.0871887834440486e-08
1949,8.835307596655184e-09,1.079870937115146e-08
1950,6.381216888229346e-09,1.1698897850465073e-08
1951,3.0918064553020486e-08,1.9190523392609293e-08
1952,8.435843135146115e-09,2.319856928778563e-08
1953,8.619062019654677e-09,9.696444758233724e-09
1954,9.772536113672459e-10,1.3681550559141442e-08
1955,5.631364707880948e-09,1.1262729859851106e-08
1956,4.360570571293465e-09,1.1337484284723587e-08
1957,3.534015080575159e-09,1.3252556940734905e-08
1958,1.6544486891589827e-09,2.398950516013798e-08
1959,3.1002992395556817e-09,1.937687044151204e-08
1960,1.038124963770315e-08,2.2838749558218296e-08
1961,6.25334317660986e-09,2.36237411854745e-08
1962,8.244543381330516e-09,2.5367824729727317e-08
1963,7.112658795271898e-09,1.8751554087259592e-08
1964,1.0951143047943646e-08,2.0685492208016854e-08
1965,8.208065005455012e-09,1.4227312883363652e-08
1966,8.308612020613282e-09,1.8832853498906843e-08
1967,5.423369309198733e-09,2.1200442734681246e-08
1968,3.1439910674890825e-09,1.5719955337445413e-08
1969,4.995933444718048e-09,1.8167030435556342e-08
1970,5.518470125309705e-09,9.657322275202773e-09
1971,4.624557736754298e-09,2.209510885364807e-08
1972,5.130146973897354e-09,1.6929484480954216e-08
1973,7.718485517393958e-09,2.0398854605474526e-08
1974,7.875800456247362e-09,1.4063928910346135e-08
1975,1.028066431985053e-08,2.056132863970106e-08
1976,3.999468700666142e-09,1.3712464497217525e-08
1977,2.9383909749824966e-09,1.7042667055378047e-08
1978,5.940591241149207e-09,2.0792070287711795e-08
1979,5.851973128301324e-09,1.9896710057309974e-08
1980,4.548120546843393e-09,1.8192481521239756e-08
1981,6.958104314946922e-09,2.7199863694704618e-08
1982,6.20750217894539e-09,3.289976202580647e-08
1983,3.157658134966823e-09,3.2839643004933805e-08
1984,8.118611782848006e-09,3.363425005176168e-08
1985,5.414002135495366e-09,2.707001112156604e-08
1986,4.196139935519483e-09,3.05718761417495e-08
1987,6.110816741511371e-09,2.5054349261921516e-08
1988,3.5979323409485175e-09,2.878345872758814e-08
1989,3.2928733073589456e-09,3.677041915395307e-08
1990,1.089730194969718e-09,2.6153525123362442e-08
1991,1.7584396161396398e-09,3.692723105075402e-08
1992,3.30596661157756e-09,2.7549721615116596e-08
1993,2.7696036575264316e-09,2.3264671078493393e-08
1994,3.1649559639745917e-09,2.162719914267086e-08
1995,2.1689803286761844e-09,1.8978577820405462e-08
1996,4.270473752399084e-09,1.6014276127407356e-08
1997,1.917957792585412e-09,1.8220599584672925e-08
1998,1.43043876743576e-09,2.0502955555556923e-08
1999,5.941261538300324e-09,1.82808048698746e-08
2000,3.976228346580513e-09,2.5182779861410154e-08
2001,3.5049695090716426e-09,1.577236274918903e-08
2002,4.81934359086722e-09,1.8401129953105055e-08
2003,5.000307501390466e-09,2.416815370054337e-08
2004,3.0833539332864035e-09,1.8059643780432566e-08
2005,1.8014998381943315e-09,2.386987230096338e-08
2006,4.529678965248252e-09,2.7589861950616523e-08
2007,5.192823282484937e-09,2.316798086710037e-08
2008,5.108927503272298e-09,2.426740675076644e-08
2009,4.291373256748443e-09,2.3364142398563104e-08
2010,2.3618964561933353e-09,3.259417269418918e-08
2011,8.030341169806832e-09,3.3650952691033353e-08
2012,4.085103200157647e-09,5.038294093040463e-08
2013,3.068037435216553e-09,5.55035892801925e-08
2014,4.980523993225461e-09,5.110450462808558e-08
2015,7.314698985405599e-09,4.255824670451602e-08
2016,5.178350026557865e-09,4.018399613059387e-08
2017,4.276539400382973e-09,4.1507585812894376e-08
2018,6.195519930418669e-09,4.1561615482521574e-08
2019,5.101975619759003e-09,4.3366790158927415e-08
