year,tout_DET âge_NOUN,tout_DET age_NOUN,tout_DET gage_NOUN
1834,2.3018953925202368e-06,1.680215633292903e-08,2.8003592777992026e-09
1835,2.1539674435189227e-06,1.2100940693926532e-08,3.025235173481633e-09
1836,1.983293259399943e-06,3.29316747205155e-08,4.704525213838906e-09
1837,2.364987039982225e-06,2.296104073540306e-08,9.74104708006962e-09
1838,2.088063183691702e-06,2.335499948991071e-08,3.787297142565649e-09
1839,2.124010052284575e-06,1.67795404237836e-08,4.194885327990505e-09
1840,2.1771595584141323e-06,2.930056863803543e-08,5.732719965401145e-09
1841,2.2690219338983297e-06,2.24719207686519e-08,5.778493683550323e-09
1842,2.0520583348115906e-06,2.3478927690945284e-08,7.379091560011375e-09
1843,2.3444529233529465e-06,3.071593740466838e-08,8.269675610961258e-09
1844,2.032963038800517e-06,3.018708716329144e-08,7.683985892015244e-09
1845,2.1489456685230834e-06,3.069125381616189e-08,1.1160455892778032e-09
1846,2.3617058104719035e-06,2.86870562860031e-08,1.1123552301484096e-08
1847,2.1211549210420344e-06,2.8584085320915165e-08,1.0786447290911383e-08
1848,2.272775191158871e-06,1.850401032399418e-08,8.84974404868899e-09
1849,2.0973675418645144e-06,2.5976186535103807e-08,1.6758828991214614e-08
1850,1.9939282083214493e-06,2.3761486112050534e-08,6.788996032014438e-10
1851,1.9780429738602834e-06,2.644269869733762e-08,1.9993260380601896e-08
1852,1.9147514649375807e-06,2.79953455972759e-08,6.510545436100301e-10
1853,2.007763441724819e-06,2.9262465783830294e-08,5.971931837933653e-10
1854,2.0491700070124352e-06,2.6497888327980945e-08,4.676098175337984e-09
1855,1.9832023099297658e-06,2.9188154115900034e-08,6.368324534378189e-09
1856,2.1423209091153694e-06,3.209857402097782e-08,1.1907535402144731e-08
1857,1.9750584669964155e-06,2.6360148841497733e-08,4.881508974818871e-09
1858,1.6804883671284188e-06,2.495774786837046e-08,5.3830437884982985e-09
1859,2.0246482108632335e-06,1.9350259172767892e-08,7.129042689513199e-09
1860,1.8789339719660347e-06,3.2040287312185e-08,1.6935581020893764e-08
1861,1.9137380604661303e-06,2.3108222557688407e-08,5.187560270236702e-09
1862,1.7719542029226432e-06,3.388489758227031e-08,8.58417428806213e-09
1863,1.7770861404642346e-06,3.2465035104678464e-08,7.991393324857654e-09
1864,1.7946666730495053e-06,2.8288894227124217e-08,6.71261912721377e-09
1865,1.8234314893561532e-06,2.2592852921832218e-08,8.47231973466478e-09
1866,1.774489078343322e-06,2.335494220240264e-08,1.2650593461671633e-08
1867,1.82465714715363e-06,2.7661025470138156e-08,2.620518202434141e-08
1868,1.635098328733875e-06,3.1615193130107855e-08,1.6301584082611953e-08
1869,1.736091007842333e-06,2.392924325356205e-08,1.4162205075329837e-08
1870,1.7867296264739707e-06,3.2110673231500186e-08,1.548193218070537e-08
1871,1.729127689031884e-06,1.805600158277798e-08,2.3366590440332402e-08
1872,1.8547190165918437e-06,1.6327815988148586e-08,1.4513613977307216e-08
1873,1.8191467461292632e-06,1.9155214192601022e-08,1.1373408881354408e-08
1874,1.557580617372878e-06,1.613144434697844e-08,1.0156835372754358e-08
1875,1.943602683240897e-06,2.8035483046195964e-08,1.2015206607429718e-08
1876,1.5949386806823895e-06,2.2370254537662504e-08,1.5115036777757496e-08
1877,1.8721437982094358e-06,3.154256145165846e-08,1.0514186854493346e-08
1878,1.5719747352704871e-06,2.415635491637147e-08,9.662541877730746e-09
1879,1.7594857126823626e-06,3.176849183716968e-08,1.3440515367335593e-08
1880,1.5768648609082447e-06,1.6686400261534118e-08,8.343199908722454e-09
1881,1.5743921721877996e-06,1.743126853970267e-08,6.275256869692214e-09
1882,1.7337277995466138e-06,2.1962770935246567e-08,1.1314154946262533e-08
1883,1.5425506489918916e-06,2.970089296727707e-08,1.3270611498583662e-08
1884,1.671549625825719e-06,2.2445769687351458e-08,1.5844072720483382e-08
1885,1.6636186046525836e-06,1.611408939616865e-08,1.353583467533781e-08
1886,1.6578948134338134e-06,1.548831346509516e-08,5.162771099520569e-09
1887,1.4709667084389366e-06,1.7628096815602845e-08,1.0446279397058333e-08
1888,1.5458418829439324e-06,3.1703073943845084e-08,1.3315290647852862e-08
1889,1.6395862303397735e-06,3.069917065001704e-08,1.0024218566329068e-08
1890,1.7454331100452691e-06,3.736000275811335e-08,1.9663159323002333e-08
1891,1.831950839914498e-06,3.187109898217244e-08,1.402328420052612e-08
1892,1.6454845308544463e-06,2.570090007480985e-08,8.775917326175886e-09
1893,1.508812033534923e-06,2.7097032173628577e-08,1.29326747089209e-08
1894,1.4871632174617844e-06,2.8356926806694105e-08,1.5753848447985774e-08
1895,1.6250259022854152e-06,2.708376434235049e-08,1.6852119699706236e-08
1896,1.7537764733788208e-06,3.8330688734156126e-08,1.6511681133479783e-08
1897,1.6402199207732338e-06,3.612562338162206e-08,3.321226815788947e-08
1898,1.5509550621572998e-06,3.734514308906256e-08,1.4145887128336199e-08
1899,1.4205876368578174e-06,2.432134493801641e-08,8.291367592505594e-09
1900,1.481007416259672e-06,3.426095107617044e-08,2.595526460424935e-09
1901,1.6011737216103938e-06,3.353243377413051e-08,6.147612696683069e-09
1902,1.3409985513135325e-06,2.7988618367391638e-08,8.838510812125833e-09
1903,1.4342984968607198e-06,3.2401321625741275e-08,5.940242298052567e-09
1904,1.4022397181179258e-06,3.9772226401169064e-08,1.0211787859759625e-08
1905,1.4806217905061203e-06,4.1802148409431084e-08,1.0321518306710686e-08
1906,1.4450014305111836e-06,4.3211149769462054e-08,9.259531807970234e-09
1907,1.3613106375487405e-06,2.982849228727602e-08,1.0285686968813934e-08
1908,1.4213560461939778e-06,3.094175093920626e-08,1.276961114626829e-08
1909,1.5408254512294661e-06,2.4754425786976952e-08,1.2102163715610459e-08
1910,1.41566556521866e-06,2.672075272158736e-08,1.0153886620400954e-08
1911,1.336478021585208e-06,3.1922244403403965e-08,6.384448969498635e-09
1912,1.3471562851918861e-06,3.229841105678588e-08,6.7722475405318505e-09
1913,1.3798379541185568e-06,2.2802856103343316e-08,6.893886794756554e-09
1914,1.4819893294770736e-06,2.9465672568562695e-08,1.0045115850232378e-08
1915,1.5633071370757534e-06,2.2383447428886427e-08,1.0602685840410686e-08
1916,1.4129876717561274e-06,2.307367008569372e-08,2.197492321442951e-08
1917,1.4563411241397262e-06,1.4256352098840352e-08,1.6449636319748606e-08
1918,1.413972881891823e-06,2.6418665477478953e-08,1.722956355365568e-08
1919,1.4649687045675819e-06,2.394040582442969e-08,1.3811772170413406e-08
1920,1.2986376987100812e-06,1.514446346106979e-08,5.300562211374427e-09
1921,1.276765260627144e-06,3.63491876598232e-08,2.1203692246452022e-08
1922,1.1789941254392033e-06,1.3280283706063045e-08,3.172512208493572e-08
1923,1.1422760053392267e-06,2.653987074552333e-08,9.554353752605493e-09
1924,1.2401742424117401e-06,2.4494086203752374e-08,2.3204924204378585e-08
1925,1.1735055522876792e-06,2.1996355403786083e-08,1.0998178368026856e-08
1926,1.139135406447167e-06,2.1177663178661987e-08,5.57306911730393e-09
1927,1.1227269851588062e-06,2.341337179689873e-08,5.574612327308159e-09
1928,1.0854739684873493e-06,9.14083297942625e-09,6.8556247345696875e-09
1929,9.513906888969359e-07,7.798284462623428e-09,3.342121912552898e-09
1930,1.0398567837910377e-06,1.1553963785715382e-08,1.2604324695075775e-08
1931,9.455040412831295e-07,1.0264820993199919e-08,6.843213995466613e-09
1932,8.186773925444868e-07,1.3151444155923286e-08,1.2055490161699822e-08
1933,9.417413480150572e-07,2.1794258397989097e-08,1.1470662197865522e-09
1934,9.213835028276662e-07,1.4377896206951846e-08,2.3963160344919743e-09
1935,8.341893931174127e-07,1.6755597798123745e-08,1.3165112555668657e-08
1936,1.0851618981178035e-06,1.4549657478823974e-08,6.0623572828433225e-09
1937,1.1281641718596802e-06,3.90324657040253e-08,3.777335333410292e-09
1938,9.827632538872422e-07,1.5558256905023882e-08,1.037217134403079e-08
1939,9.879956905933795e-07,2.141167065872196e-08,1.8352860564618823e-08
1940,9.914911061059684e-07,2.282204625281281e-08,7.607348528892999e-09
1941,8.175662173925957e-07,2.9515025978810172e-09,8.854508237732261e-09
1942,1.1651372915366665e-06,1.8205270624349623e-08,3.034211770724937e-09
1943,9.754870688993833e-07,8.709705623388686e-09,2.9032352077962287e-09
1944,8.354284091183217e-07,0.0,1.2852744646352221e-08
1945,9.040791724146402e-07,1.74280327946974e-08,1.742803235060819e-08
1946,1.0078879313368816e-06,6.960552134671616e-09,2.7842208538686464e-09
1947,8.73799820055865e-07,8.344609669919123e-09,9.536696765621855e-09
1948,8.175659900189203e-07,1.522064296821668e-08,3.2615663503321457e-09
1949,7.402024380098737e-07,1.8652315914025053e-08,9.817008428392171e-09
1950,8.114780598589277e-07,1.701657792452238e-08,3.190608444114673e-09
1951,8.795656185611733e-07,9.595261918349252e-09,1.0661401539380222e-08
1952,7.876968766140635e-07,1.1599283977759e-08,1.1599284199803606e-08
1953,6.658225402134121e-07,6.464296542496584e-09,5.386913803917537e-09
1954,7.603032941005949e-07,1.3681550337096837e-08,2.9317608341017376e-09
1955,5.969246785753057e-07,1.0324168631115072e-08,3.754243138587299e-09
1956,6.575740485459391e-07,2.616342520411763e-08,5.232684952005684e-09
1957,6.988514655859035e-07,1.8553579117508434e-08,1.7670075402875796e-09
1958,7.047951271488273e-07,1.1581140935135181e-08,8.272243445794913e-10
1959,6.78190417602309e-07,1.7826720100089233e-08,7.750747821333448e-10
1960,7.419133112307463e-07,8.997083522643834e-09,1.3841666701708277e-09
1961,8.671302680340887e-07,1.9454846067468168e-08,6.25334317660986e-09
1962,6.957126288398285e-07,1.395230431189276e-08,7.610347907416326e-09
1963,7.578214535897132e-07,1.939815952312074e-08,4.526237384894216e-09
1964,7.458945106009196e-07,1.1559539991878864e-08,1.034274621503073e-08
1965,7.578780127914797e-07,3.447387203481256e-08,6.5664522708175355e-09
1966,7.32819614768232e-07,1.550940953443103e-08,1.550940953443103e-08
1967,7.346200163738104e-07,6.902469706915326e-09,1.0353704948951048e-08
1968,7.541087256868195e-07,1.1228539598118203e-08,6.287982134978165e-09
1969,8.438585723524739e-07,1.0446042864042937e-08,4.9959335557403506e-09
1970,7.859221113903914e-07,1.6095537902494073e-08,4.598724956395017e-09
1971,7.039604383862752e-07,1.541519245584766e-08,8.221436087474387e-09
1972,7.094993179634912e-07,1.0260293670238951e-08,5.130146862875051e-09
1973,6.880478053972183e-07,5.513203893414698e-09,3.859242703185828e-09
1974,6.32876833606133e-07,4.500457273515224e-08,5.625571564138454e-09
1975,6.088437771722965e-07,1.3707552426467373e-08,2.8557400888473694e-09
1976,6.461999078055669e-07,1.4855170094030257e-08,3.9994687561772935e-09
1977,5.67109452731529e-07,8.22749468554207e-09,4.113747398282186e-09
1978,6.219798933670972e-07,6.118809203758957e-08,1.0099005298691566e-08
1979,6.226499635886285e-07,2.106710428328995e-08,4.681578680276743e-09
1980,6.640256060563843e-07,1.591842174741842e-08,6.2536656408873625e-09
1981,6.072527298783825e-07,1.771153879115417e-08,5.060439622894819e-09
1982,6.617197527702956e-07,1.3035754697909852e-08,4.9660017209518514e-09
1983,5.494325137078704e-07,2.084054262496693e-08,5.052252838311233e-09
1984,6.23393418663909e-07,1.4497521294565274e-08,4.639206796497319e-09
1985,6.280242814682424e-07,1.0226449020933615e-08,3.609334831011779e-09
1986,5.964512865830329e-07,7.792830936104167e-09,1.7983456945813714e-09
1987,5.536400067285285e-07,1.4054878372249391e-08,4.888653482026939e-09
1988,6.368339882101282e-07,1.439172936379407e-08,2.99827696004229e-09
1989,7.063213161018211e-07,1.9208428403416633e-08,2.1952488715726304e-09
1990,5.715634756597865e-07,5.993516072333449e-09,6.538381391862913e-09
1991,6.084200663281081e-07,7.619904929256904e-09,5.8614650910726596e-09
1992,5.55402380086889e-07,8.264916306899295e-09,6.060938417817852e-09
1993,5.705383614440507e-07,7.20096943185311e-09,3.323524566667402e-09
1994,6.372111442942696e-07,4.2199412852994556e-09,6.329911705904578e-09
1995,5.433295768852986e-07,9.760411201487074e-09,8.675921314704738e-09
1996,5.866563128620328e-07,6.4057106285986265e-09,4.270473752399084e-09
1997,5.787437658000272e-07,6.233362936924891e-09,6.233362714880286e-09
1998,6.446510951718665e-07,1.5258013630337075e-08,8.582632382569955e-09
1999,7.156934884733346e-07,1.142550282162702e-08,7.312321859131998e-09
2000,7.629940341757901e-07,4.859834423776022e-09,7.068850393920911e-09
2001,6.983651701375493e-07,4.381211837767296e-09,7.448059946568719e-09
2002,7.469982392649399e-07,2.1906108038649563e-09,7.448076377869484e-09
2003,6.892090596011258e-07,6.250384487760385e-09,4.166922806803086e-09
2004,7.148976237658644e-07,5.7262285191317375e-09,2.642874807889939e-09
2005,6.971804396016523e-07,8.55712400937847e-09,3.602999676388663e-09
2006,7.613978709741787e-07,1.0706514064207084e-08,4.941467679486777e-09
2007,8.528213584213518e-07,1.5977918155218873e-09,3.595031605740928e-09
2008,7.82091660767037e-07,7.663391698997657e-09,3.405951742863067e-09
2009,8.08685456377134e-07,8.105927040702454e-09,2.860915504498962e-09
2010,7.817877190063882e-07,2.834275814045384e-09,5.668551850135373e-09
2011,1.0925087963187252e-06,4.20636914189032e-09,1.529588788962144e-09
2012,1.0546374369369005e-06,1.7021263287730903e-09,5.1063788752969685e-09
2013,8.716015713616798e-07,1.952387529424726e-09,4.183687618564136e-09
2014,7.936356496429653e-07,1.5158116567492996e-09,3.897801192920269e-09
2015,8.981563723864383e-07,1.10828768384863e-09,7.75801378694041e-09
2016,1.0418840474812896e-06,3.5212780746807226e-09,3.72841224560716e-09
2017,7.858769777158159e-07,1.760927903493581e-09,6.792150397672003e-09
2018,8.289089805657568e-07,4.904786576886977e-09,2.8396134332808742e-09
2019,8.793254551164864e-07,1.02039510174734e-09,4.591778068885333e-09
