year,tournant_VERB en_ADP,tournant_VERB sans_ADP
1859,1.9146571528239065e-07,4.939408060344874e-08
1860,1.840027892274776e-07,4.348324755820698e-08
1861,2.2825264017756197e-07,4.197207559286653e-08
1862,2.17315140133012e-07,3.704748866018015e-08
1863,1.9329182876504092e-07,5.5939754439737754e-08
1864,2.1576275055501526e-07,4.411149701066819e-08
1865,1.6568092281454838e-07,4.236160022763613e-08
1866,2.2138538763316618e-07,5.4494865509013835e-08
1867,2.4458170244656685e-07,4.804283371129259e-08
1868,2.1093261570737099e-07,4.495285244043856e-08
1869,2.3099045343144553e-07,3.613804189228631e-08
1870,2.018385112378951e-07,5.332665242718804e-08
1871,1.805600204907165e-07,2.3366590662377007e-08
1872,1.8323438366607547e-07,4.958818156097777e-08
1873,2.2627096996075124e-07,2.8732820567256567e-08
1874,2.46153900818058e-07,4.480956761199195e-08
1875,2.1455726084695925e-07,4.005068987567029e-08
1876,2.1161051844131862e-07,3.688068872520489e-08
1877,2.2883818662222666e-07,4.453067636855934e-08
1878,2.3552445904684305e-07,2.536417298415472e-08
1879,2.0588426252743375e-07,4.520900631632685e-08
1880,1.989532389945481e-07,3.080566313151678e-08
1881,2.063862183376841e-07,5.159655458442103e-08
1882,1.6372247557683295e-07,3.660461800336634e-08
1883,2.274961952153376e-07,4.044376922252013e-08
1884,2.30399222367339e-07,3.1027976632458376e-08
1885,2.4042220503339706e-07,1.9981470700258797e-08
1886,2.626559836294007e-07,5.033701760970288e-08
1887,1.9260328087966627e-07,2.2198344495905076e-08
1888,2.231896445437087e-07,2.980088953385973e-08
1889,2.662682994092336e-07,1.6915869593958632e-08
1890,3.454161797700195e-07,3.736000220300184e-08
1891,3.2189809839877626e-07,3.378336543846672e-08
1892,3.1781358611482347e-07,2.9462007944403013e-08
1893,2.931406299921946e-07,4.865149039190442e-08
1894,2.8041850841376004e-07,2.6466464575491955e-08
1895,2.202812936502596e-07,2.5880042553438898e-08
1896,2.677251118576862e-07,3.420276900589769e-08
1897,2.557927132329496e-07,2.155884004650943e-08
1898,2.387825815963751e-07,2.8857609635224435e-08
1899,2.0562592162320925e-07,2.819064981451902e-08
1900,2.5332340003458853e-07,1.661137005726232e-08
1901,2.5819973048513134e-07,2.9061443029831935e-08
1902,1.026249280056124e-06,5.548620851669739e-08
1903,2.5111025570012657e-07,1.9440793863623185e-08
1904,2.49382622108385e-07,2.6335663427801137e-08
1905,2.1726795618182138e-07,2.115911224009892e-08
1906,2.3097388002213393e-07,3.292278039079832e-08
1907,3.013706191268284e-07,2.5199932807140613e-08
1908,3.0450612076293737e-07,2.6030361865991836e-08
1909,3.9882130309365493e-07,2.640472018811124e-08
1910,3.660743139732858e-07,3.153049021875631e-08
1911,2.7346723086019153e-07,4.575521828087403e-08
1912,2.6568048561159685e-07,4.0112542176728994e-08
1913,3.181793704065683e-07,4.295421618394357e-08
1914,2.6452136536736504e-07,3.281404303834279e-08
1915,2.1323178556187372e-07,4.123266705846618e-08
1916,2.1315676690392138e-07,2.1974923436474114e-08
1917,2.8841696109171977e-07,2.6319419199616334e-08
1918,1.7918746930689622e-07,3.101321777165822e-08
1919,3.7568020161415916e-07,2.2098836538475553e-08
1920,2.635136531203841e-07,4.467616676606667e-08
1921,2.8322076150999465e-07,3.483463789644148e-08
1922,2.9290403080750593e-07,1.918263209388371e-08
1923,3.0467769951414425e-07,2.5478275489376756e-08
1924,2.668566131402983e-07,3.738571052736006e-08
1925,2.1116502169071794e-07,1.9796720263087764e-08
1926,2.741950027029816e-07,3.009457216762712e-08
1927,2.2632926954813115e-07,7.135503921062991e-08
1928,3.0850312693342374e-07,4.34189570963639e-08
1929,2.484310641648335e-07,3.230717826596674e-08
1930,2.142735073817903e-07,2.3107928015519974e-08
1931,2.5091785094133456e-07,3.763767608688795e-08
1932,2.180947782370879e-07,3.9454331357546835e-08
1933,2.397368357165419e-07,3.4411986149507356e-08
1934,2.2046108050233215e-07,4.193552882725271e-08
1935,2.7766420362951294e-07,2.752705441366743e-08
1936,2.8371832438978117e-07,4.122402952333459e-08
1937,2.2286279488525906e-07,2.1404900962807005e-08
1938,2.6449036982789664e-07,1.9447821131279852e-08
1939,3.074104073519379e-07,2.4470480752825097e-08
1940,2.0793420274500818e-07,3.550096039361961e-08
1941,2.921987563020423e-07,2.066051862925633e-08
1942,3.3376330588197334e-07,6.675266206457309e-08
1943,3.890335169565162e-07,2.322588166236983e-08
1944,2.409889656718178e-07,1.6065930807940276e-08
1945,2.919195281059217e-07,3.267756198965799e-08
1946,3.243617241466268e-07,2.3665877257883494e-08
1947,3.2067144228875577e-07,3.337843779149807e-08
1948,3.109360022790497e-07,2.935409715298931e-08
1949,2.8371152893669205e-07,3.435952899977224e-08
1950,2.7651939005224335e-07,2.5524867552917385e-08
1951,2.8572556587391773e-07,3.944718685033877e-08
1952,3.05799300548415e-07,1.898064760919027e-08
1953,3.13518379257971e-07,2.3702419582605216e-08
1954,2.941533452371914e-07,2.9317607896928166e-08
1955,3.031551427667978e-07,3.0972504561077585e-08
1956,2.4855252522826277e-07,2.52913103793162e-08
1957,2.7742019037546584e-07,2.562160866803609e-08
1958,3.1186358562251826e-07,3.722509500647675e-08
1959,2.6972601752106584e-07,4.2629114460623896e-08
1960,2.4153708721996736e-07,3.252791613839179e-08
1961,2.577766977651663e-07,3.196153386397782e-08
1962,2.505072913550066e-07,2.2831042667537105e-08
1963,2.7351405318398747e-07,2.5217608334848762e-08
1964,2.5491828470336486e-07,2.5552667537454e-08
1965,2.571860400202297e-07,2.3529787285259118e-08
1966,2.5978260254078123e-07,5.0959486186386016e-08
1967,2.8349430092333705e-07,3.4019314920641364e-08
1968,2.2591822101958314e-07,3.9524460038187215e-08
1969,2.4162151746054406e-07,3.67882368734751e-08
1970,2.2303815971902452e-07,3.3570692226092547e-08
1971,2.2660332277268935e-07,3.185806474181874e-08
1972,1.9904969961181962e-07,2.667676424206178e-08
1973,2.0839909753433972e-07,1.4334330167287135e-08
1974,2.402119161359906e-07,2.644018703978901e-08
1975,2.118959185892777e-07,2.798625287070422e-08
1976,2.0682966717089357e-07,3.4281160909976904e-08
1977,1.9217076108191122e-07,2.820855266039146e-08
1978,1.9782168791948607e-07,1.900989232694883e-08
1979,2.0247828214081665e-07,3.97934180051962e-08
1980,2.1319314535972467e-07,2.3309117358483178e-08
1981,2.1570123998060353e-07,2.9730083062062818e-08
1982,2.3836809059929465e-07,2.79337595276985e-08
1983,2.4882346139065703e-07,4.168108480584465e-08
1984,1.99485886476225e-07,4.001316011859046e-08
1985,2.1415386752821064e-07,3.609334664478325e-08
1986,2.211965117737691e-07,2.577628777089558e-08
1987,2.3587753172904513e-07,2.9331921447273146e-08
1988,2.128776648291364e-07,3.1182079029967724e-08
1989,2.2830587820266146e-07,2.5794173574844592e-08
1990,2.288433460506667e-07,3.432650036439e-08
1991,2.0046210646995632e-07,3.341035237358625e-08
1992,2.0166395930942826e-07,2.5896736977060186e-08
1993,1.8390168321502642e-07,3.157348160698348e-08
1994,1.8251246514111585e-07,2.9539588330962374e-08
1995,2.1147558548761936e-07,1.735184235185372e-08
1996,1.8896846754046237e-07,2.935950638160989e-08
1997,2.186471856902017e-07,3.1646302578458574e-08
1998,2.0455274407638058e-07,3.099283985008583e-08
1999,1.9514758786698394e-07,2.833524703760304e-08
2000,2.2222698881080305e-07,2.960081080249921e-08
2001,2.120506550351564e-07,2.760163386739123e-08
2002,2.1774670422303188e-07,2.4972963252878344e-08
2003,2.108463057481913e-07,3.4585460717551086e-08
2004,2.0658470711865107e-07,3.127401876357183e-08
2005,2.026687324629961e-07,4.053374469403792e-08
2006,2.0712986437132486e-07,4.1178897791649405e-08
2007,2.204952664897064e-07,3.355362854229327e-08
2008,2.4991170288757303e-07,3.6613982734579054e-08
2009,2.937206566855366e-07,4.3867370180805665e-08
2010,2.980713453837325e-07,4.676554932192545e-08
2011,2.7532597357549093e-07,4.7417253207227006e-08
2012,3.0604230794040177e-07,6.365952587294998e-08
2013,3.031779058915163e-07,5.940836367290814e-08
2014,3.354274458189366e-07,7.68733010581002e-08
2015,3.010109423939866e-07,7.026543835664256e-08
2016,3.1877924211443087e-07,5.96545934872239e-08
2017,3.2753258949469455e-07,5.433720606795589e-08
2018,3.3429993351319354e-07,5.395265256780135e-08
2019,3.6479126119814964e-07,6.377469108365119e-08
