year,seront_VERB en_PRON,seront_VERB sans_ADP
1976,3.9994688449951354e-08,5.776375928689959e-07
1977,3.702372453062708e-08,5.553558821702609e-07
1978,4.455443658457625e-08,5.809898198094743e-07
1979,3.920822067016161e-08,5.389667308008939e-07
1980,3.411090432337005e-08,5.753372533945367e-07
1981,2.84649726012276e-08,5.300810244079912e-07
1982,4.6556266397601576e-08,5.363281729842129e-07
1983,4.925946583966834e-08,5.393279707277543e-07
1984,4.233276129639307e-08,5.526455311155587e-07
1985,3.849957153079231e-08,5.095177471048373e-07
1986,3.2370220282018636e-08,5.257163593341829e-07
1987,2.8720839040374813e-08,4.961983108842105e-07
1988,4.797243136067664e-08,5.27097085978312e-07
1989,3.951447880012893e-08,5.641789471155789e-07
1990,4.5223803368799054e-08,5.165321113054233e-07
1991,4.5133283776976896e-08,5.204981334827607e-07
1992,3.581463658974826e-08,5.069148869552009e-07
1993,3.268132431344384e-08,4.974208422936499e-07
1994,3.797947201178431e-08,4.594461131546268e-07
1995,3.741491028108612e-08,4.3704955032808357e-07
1996,4.003569031851839e-08,4.564068945001054e-07
1997,4.171558032339817e-08,4.775715183313878e-07
1998,3.719140906355278e-08,4.987463171346462e-07
1999,3.4733528053720875e-08,4.4376653818289924e-07
2000,2.87172046142814e-08,5.09399058046256e-07
2001,2.6725391677473453e-08,4.573984995204228e-07
2002,3.198291764761052e-08,4.223497569455503e-07
2003,3.958576755280774e-08,4.387769934055541e-07
2004,3.4357370282123156e-08,4.166932399130019e-07
2005,2.7022498017004182e-08,4.4812307464781043e-07
2006,2.594270576139479e-08,4.237308814936114e-07
2007,2.676301313897511e-08,4.094341363725107e-07
2008,2.6396126173722223e-08,4.0105081211549987e-07
2009,2.4794601927169424e-08,4.3581280806392897e-07
2010,2.9287516412068726e-08,4.4167464352540264e-07
2011,2.4091024286576612e-08,4.355504188424675e-07
2012,2.0765941854961056e-08,4.0987202964970493e-07
2013,1.7292574483462886e-08,3.9521901840089413e-07
2014,2.1221362445089653e-08,4.0407206824966124e-07
2015,1.8619234154471087e-08,3.624100770593941e-07
2016,2.195620396605591e-08,3.744982848274958e-07
2017,1.911864622172743e-08,4.455147575299634e-07
2018,1.3423626654684995e-08,3.4049546115966223e-07
2019,1.811201322254874e-08,3.4208744636998745e-07
