year,seront_VERB en_PRON,seront_VERB sans_ADP
1800,2.829747991484055e-08,6.351212391564331e-07
1801,6.191074675143682e-08,6.64349954604404e-07
1802,4.0281122437590966e-08,6.019789680067333e-07
1803,2.9255089017965474e-08,6.748173859705275e-07
1804,6.426812149129546e-08,8.132389552883978e-07
1805,8.52863308864471e-08,1.2025373052892974e-06
1806,7.204172902675055e-08,8.039856993491412e-07
1807,1.9928686256776018e-08,8.654743623992545e-07
1808,4.5321478125970316e-08,5.506559546120116e-07
1809,3.840352036377226e-08,5.060228431830183e-07
1810,1.6380887757350138e-08,8.284048931272991e-07
1811,2.757784400841956e-08,5.289932119012519e-07
1812,2.400487453257938e-08,6.241266987672134e-07
1813,3.738464116054274e-08,7.476928090000001e-07
1814,2.5173417128598885e-08,8.181360726666753e-07
1815,1.6183340889597275e-08,7.848920517972147e-07
1816,2.0858434979231788e-08,6.512466939057049e-07
1817,2.1796227045456362e-08,7.628679554727569e-07
1818,4.410835785506606e-08,5.352608809516823e-07
1819,6.624672010957511e-08,9.554019015922677e-07
1820,1.542642635854463e-08,6.680828619209933e-07
1821,5.325203744632745e-08,6.193014883137948e-07
1822,4.0102463572111446e-08,6.125651452748571e-07
1823,7.313188632451784e-08,5.445360216072004e-07
1824,5.052667617633233e-08,6.644257837251644e-07
1825,7.484626252107773e-08,5.485791234605131e-07
1826,9.600702810530493e-08,7.44274700537062e-07
1827,5.530363722527909e-08,8.599715783930151e-07
1828,7.979902250099258e-08,7.071844265738036e-07
1829,2.743416338546467e-08,7.81016353812447e-07
1830,4.5922078584226256e-08,5.844627821716131e-07
1831,6.548306430431694e-08,7.234319809867884e-07
1832,2.570694235259907e-08,7.482072987841093e-07
1833,3.938433579264711e-08,6.764839213246887e-07
1834,5.974099792638299e-08,7.019567078714317e-07
1835,4.235329242874286e-08,5.92189792314457e-07
1836,4.5701099793404865e-08,6.162927661534923e-07
1837,3.75726116885744e-08,6.2760176433585e-07
1838,8.77390533560174e-08,5.005544494451897e-07
1839,5.872839281551023e-08,6.613935283894534e-07
1840,6.369688776430849e-08,6.465234037023038e-07
1841,1.8619591202195807e-08,6.516856956295669e-07
1842,4.628702754416736e-08,5.386737029766664e-07
1843,3.9576303123567413e-08,6.473974281107076e-07
1844,5.598332464273881e-08,5.000079568162619e-07
1845,5.5802278353667134e-08,5.429561724668019e-07
1846,3.688335681317767e-08,5.91890056966804e-07
1847,3.074137566727586e-08,6.628271762565419e-07
1848,3.218088551193432e-08,6.227001563274825e-07
1849,1.5920887719289567e-08,4.6673341103087296e-07
1850,6.042206734946376e-08,5.729912686547323e-07
1851,4.70809027319774e-08,4.791933179149055e-07
1852,4.8829090104618444e-08,4.954525252287567e-07
1853,5.1955808544335014e-08,5.303075454321515e-07
1854,3.3771819119010615e-08,5.081359972791688e-07
1855,4.776243400783642e-08,4.882382427240373e-07
1856,6.833889898416601e-08,5.67937661344331e-07
1857,4.637433548282388e-08,4.979139021088486e-07
1858,6.949019848434546e-08,4.888782427769911e-07
1859,5.550468884507609e-08,4.638969812731375e-07
1860,4.439868561689764e-08,5.684862571797566e-07
1861,4.291527133659656e-08,6.008137916069245e-07
1862,3.7951085829490694e-08,5.84627400712634e-07
1863,2.7470415275843152e-08,6.043491111995536e-07
1864,5.897515364949868e-08,4.74198600386444e-07
1865,4.5185707620021276e-08,5.008082553104032e-07
1866,2.3354942868536455e-08,5.215936766944651e-07
1867,5.143980175148499e-08,4.571348313220369e-07
1868,3.1615194018286275e-08,4.7669783498349716e-07
1869,3.4672986259920435e-08,5.044675503995677e-07
1870,3.1537268796455464e-08,5.080367486698378e-07
1871,2.3366590440332402e-08,6.000965413477388e-07
1872,3.3260366905096816e-08,4.517362413025694e-07
1873,2.7535620006347017e-08,5.962060640740674e-07
1874,7.52800772829687e-08,5.179986146686133e-07
1875,1.830888685105947e-08,5.509830884875555e-07
1876,2.9625471853478302e-08,5.235849016571592e-07
1877,3.710889728836264e-08,5.356050678528845e-07
1878,3.8650167510922984e-08,5.217772809373855e-07
1879,3.5434087664043545e-08,6.628617938986281e-07
1880,4.685027832351807e-08,5.012337851439952e-07
1881,6.763332294212887e-08,5.682593950950832e-07
1882,2.3959387362992857e-08,4.81184372347343e-07
1883,2.274962085380139e-08,5.750598575104959e-07
1884,2.5746619058963915e-08,6.033951081008126e-07
1885,3.0294486919046903e-08,5.414333941189398e-07
1886,2.0005737511041843e-08,5.014341581954795e-07
1887,5.6801642500659e-08,5.007685217606195e-07
1888,3.106901047544852e-08,4.603286356541503e-07
1889,4.2602930960811136e-08,4.7113829282352526e-07
1890,2.8839300725280737e-08,5.446694899546856e-07
1891,3.250852387282066e-08,5.118498620504397e-07
1892,5.829716442917743e-08,6.036577246959496e-07
1893,3.387129154930335e-08,4.840515543946822e-07
1894,4.285046628638156e-08,5.17986507020396e-07
1895,3.49079627426363e-08,5.200083137424372e-07
1896,2.1229304536518612e-08,5.726014933316037e-07
1897,2.5637540090883704e-08,5.803406679660839e-07
1898,4.187182511827814e-08,5.811130563415645e-07
1899,3.15071986278781e-08,6.168777417769888e-07
1900,2.1283318218934255e-08,4.910736493002332e-07
1901,2.235495522029396e-08,5.605505180028558e-07
1902,2.5042448115186744e-08,5.20981132012821e-07
1903,3.94216073118514e-08,5.249013952379755e-07
1904,3.2247751136083025e-08,5.342377562556067e-07
1905,3.715746643706552e-08,5.56329837309022e-07
1906,4.83553357355504e-08,5.39624977591302e-07
1907,4.4742737514980035e-08,5.605699016086874e-07
1908,5.35341406759926e-08,6.055742574062606e-07
1909,3.960708028216686e-08,6.007073807268171e-07
1910,2.1911017000775246e-08,5.873221766705683e-07
1911,2.128149745317387e-08,5.448063120638835e-07
1912,3.1777467768279166e-08,5.808504397464276e-07
1913,2.1742257771961704e-08,6.241618848434882e-07
1914,1.4063162190325329e-08,6.428874144148722e-07
1915,3.180805663305364e-08,6.856403160782065e-07
1916,4.8344833913915863e-08,7.141850346670253e-07
1917,2.8512703309502285e-08,7.731329105808982e-07
1918,4.3648228142956214e-08,6.317507086350815e-07
1919,2.3940405213807026e-08,6.279752824411844e-07
1920,2.1202248845497706e-08,6.33038553132792e-07
1921,3.559191341651058e-08,6.762463726772694e-07
1922,2.1396012073182646e-08,6.101552685322531e-07
1923,1.5923921736771263e-08,5.90246713727538e-07
1924,3.0939897754933554e-08,5.620748311230273e-07
1925,1.9796720707176974e-08,4.4432638901525934e-07
1926,2.5636119005412183e-08,5.29441592789226e-07
1927,6.466550672712401e-08,4.961405011272291e-07
1928,3.5420729460611255e-08,5.313108886184637e-07
1929,2.6736975300423182e-08,5.837572985001316e-07
1930,3.151081173768944e-08,4.768635903928953e-07
1931,2.9653927313688655e-08,5.782515586361114e-07
1932,1.6439305028370654e-08,6.455167067542789e-07
1933,4.244144946596862e-08,5.299446002027253e-07
1934,3.5944740517379614e-08,4.5050740027363645e-07
1935,1.3165112555668657e-08,5.529347504307225e-07
1936,2.182448710641438e-08,5.165128413864295e-07
1937,3.777335422228134e-08,6.194829893502174e-07
1938,3.1116513810047763e-08,5.613937901216559e-07
1939,2.141167065872196e-08,5.674092449226009e-07
1940,3.803674530900025e-08,4.488335889618611e-07
1941,4.427253941230447e-08,5.401249723036017e-07
1942,4.247896612241675e-08,5.825686457683332e-07
1943,1.1612940831184915e-08,5.138726351106015e-07
1944,4.4984606262232774e-08,6.265713068387413e-07
1945,3.267756198965799e-08,5.816605721520318e-07
1946,2.3665876369705074e-08,5.582363087341946e-07
1947,1.6689218895749036e-08,6.127327765170776e-07
1948,2.6092530802657166e-08,5.435944103737711e-07
1949,2.0615717133409817e-08,6.675565487057611e-07
1950,3.616023036556726e-08,5.775001454821904e-07
1951,1.9190522948520083e-08,5.21342542469938e-07
1952,1.8980646387944944e-08,5.398939606493514e-07
1953,3.124409886368085e-08,5.688580699825252e-07
1954,1.3681550115052232e-08,5.814658834424336e-07
1955,1.6894095011821264e-08,5.819076704938198e-07
1956,3.575668117150599e-08,5.703626584363519e-07
1957,2.297109880089465e-08,5.786949941466446e-07
1958,2.8952852559882558e-08,5.674759222529246e-07
1959,3.332821663093455e-08,6.355613209052535e-07
1960,3.8756667208872386e-08,6.166462753753876e-07
1961,3.335116360858592e-08,5.76002378238627e-07
1962,4.249110929777089e-08,6.348298597913526e-07
1963,2.0044765847160306e-08,5.806516014672525e-07
1964,2.7377858202726202e-08,6.296907031355659e-07
1965,2.954903344232207e-08,6.035663773218403e-07
1966,2.547974453648294e-08,5.832645797454461e-07
1967,3.894965061590483e-08,5.793144168819708e-07
1968,2.8745061442236874e-08,5.946634473730228e-07
1969,4.6325929758950224e-08,7.280438012458035e-07
1970,3.9089162129357646e-08,6.254265940697223e-07
1971,2.980270608077262e-08,6.479519356616947e-07
1972,3.026786643545165e-08,5.868888024451735e-07
1973,3.748978727458052e-08,6.362237172652385e-07
1974,4.500457251310763e-08,6.12624774021242e-07
1975,4.683413834527528e-08,5.945651082583936e-07
