year,comptant_VERB en_ADP,comptant_VERB sans_ADP
1855,5.094659627502551e-08,3.3964397516683675e-08
1856,2.5368226630462232e-08,3.4169448603904584e-08
1857,3.368241247025949e-08,1.2203773103180993e-08
1858,2.5447114637699997e-08,3.131952563961704e-08
1859,2.6988518087023294e-08,3.055304054200292e-08
1860,4.485640303641958e-08,2.9293976216981932e-08
1861,1.1789909493131745e-08,2.6880993431177558e-08
1862,1.9427341541033982e-08,2.6204320546785453e-08
1863,4.345320014920162e-08,1.8480097452311384e-08
1864,3.212467802882202e-08,3.212467802882202e-08
1865,5.836487165788995e-08,1.4120533409212044e-08
1866,3.5518973096060336e-08,1.751620715140234e-08
1867,4.610171089325377e-08,2.1837651686951176e-08
1868,4.643481721355869e-08,1.877152078222366e-08
1869,3.223122579942839e-08,2.63710038250764e-08
1870,5.6193677266946906e-08,2.9243647947652107e-08
1871,4.0360472297606975e-08,3.292564798584863e-08
1872,5.200711827857418e-08,4.777398032729252e-08
1873,2.2746816430441186e-08,3.112722168907567e-08
1874,5.7356248084339256e-08,3.226288780577846e-08
1875,5.950388154429831e-08,2.40304138254821e-08
1876,6.348315717552566e-08,3.929909619948546e-08
1877,4.1438266817905856e-08,3.649041280251453e-08
1878,3.925407554561389e-08,1.9325083755461492e-08
1879,3.9099681270471365e-08,2.1993571408529533e-08
1880,4.941741682529255e-08,3.9790646333415225e-08
1881,5.0202052792602814e-08,2.579827795834433e-08
1882,4.1263387373646765e-08,3.128031167420886e-08
1883,7.330432905128248e-08,3.159669353935968e-08
1884,5.479408482500503e-08,1.7824581810543805e-08
1885,6.316722789279083e-08,2.0626034213933053e-08
1886,4.001147502208369e-08,3.87207848007165e-08
1887,6.528924956228366e-08,2.4809913345968937e-08
1888,5.452928575344629e-08,3.4239320267914763e-08
1889,5.388017498830777e-08,2.06749512510207e-08
1890,4.7191583973926754e-08,1.8352282360467598e-08
1891,8.860165845447909e-08,2.358461337337303e-08
1892,4.011847920537548e-08,2.319349667878612e-08
1893,7.88277320085129e-08,2.586534908477489e-08
1894,4.0960006941759275e-08,1.5753848003896564e-08
1895,5.236194589031129e-08,2.166701218442313e-08
1896,3.8920389799912414e-08,2.5946926773823265e-08
1897,4.8361721405321134e-08,1.1070755534525745e-08
1898,7.242694455289467e-08,2.2067583427265447e-08
1899,6.743645464268866e-08,2.04520400615138e-08
1900,4.7238582823183606e-08,1.86877908703309e-08
1901,7.153585501740167e-08,3.1855812210324075e-08
1902,5.548620762851897e-08,2.6515532880466708e-08
1903,4.75219366080637e-08,1.674068350610014e-08
1904,4.6759240035498806e-08,1.7736262236667244e-08
1905,2.8384174677320573e-08,1.5482277238021425e-08
1906,3.755254596171653e-08,2.3148829852992492e-08
1907,5.348557241546814e-08,1.7485667580530162e-08
1908,5.697211347133191e-08,6.3848057951787496e-09
1909,2.6954818821423032e-08,1.4302557360679202e-08
1910,3.9012300834251334e-08,1.4429207162436342e-08
1911,4.469114223137893e-08,1.8089272302290738e-08
1912,5.053138707467042e-08,2.9693701719679666e-08
1913,4.666630815108874e-08,1.6439267724877027e-08
1914,5.022557836298347e-08,1.4732836561837104e-08
1915,4.005459064426731e-08,1.8849218852423633e-08
1916,5.273981784625903e-08,1.3184954461564757e-08
1917,6.579854527899442e-08,4.0575772075612804e-08
1918,5.283732917860107e-08,1.8263338574797672e-07
1919,7.918749389546065e-08,3.314825391953491e-08
1920,7.042175331761769e-08,1.2115570768855832e-08
1921,7.269837670742518e-08,2.499006690470651e-08
1922,5.01699628507879e-08,1.696925089333945e-08
1923,4.777176476622458e-08,1.9108706172943357e-08
1924,4.2542360634278964e-08,1.4180787211159895e-08
1925,3.8493624288094e-08,1.8696903136827814e-08
1926,4.0126099776216506e-08,2.5636118672345276e-08
1927,3.567751882815884e-08,2.5643217327342427e-08
1928,4.227635130860108e-08,3.313552099371009e-08
1929,6.127223373120216e-08,1.893869061575515e-08
1930,4.3064773080914165e-08,1.995684684175103e-08
1931,4.904303363417739e-08,2.2810713318222042e-08
1932,4.274219400635104e-08,1.9727165678773417e-08
1933,4.1294382358003645e-08,2.2941325283909464e-08
1934,5.391711255242626e-08,1.7972370258689807e-08
1935,6.821922227118193e-08,1.3165112555668657e-08
1936,5.092379984361628e-08,9.699771652549316e-09
1937,5.666003299875655e-08,2.14049007407624e-08
1938,4.797129216083107e-08,1.1668692678767911e-08
1939,3.8235127064467633e-08,1.6823455517567254e-08
1940,4.3108308034334186e-08,1.2678914806940611e-08
1941,3.5418032950929046e-08,8.854508237732261e-09
1942,3.944475324146879e-08,9.102635090130207e-09
1943,4.935499831049128e-08,1.4516175816936538e-08
1944,7.069009200222354e-08,9.639558484764166e-09
1945,3.703456741277478e-08,1.089252066321933e-08
1946,3.619487021211398e-08,1.6705325123211878e-08
1947,3.8146785952264395e-08,1.1920871401116528e-08
1948,3.261566416945527e-08,4.348755133776194e-09
1949,3.337782672474532e-08,1.3743811311250909e-08
1950,4.2541444145172136e-08,1.0635361480382244e-08
1951,4.477788806411809e-08,2.4521223718210194e-08
1952,4.428817490520487e-08,8.435843135146115e-09
1953,4.3095308654983455e-08,8.61906213067698e-09
1954,4.5930919290171346e-08,9.772536557761669e-09
1955,5.162084448784299e-08,6.569925403709931e-08
1956,4.53499349184483e-08,1.5698055300106262e-08
1957,4.7709204420431917e-08,7.951533653738352e-09
1958,3.557064687242928e-08,6.617794756635931e-09
1959,4.5729413145068065e-08,1.3951345856355601e-08
1960,4.498541716912996e-08,7.612916741450704e-09
1961,3.474079512955086e-08,6.94815938118154e-09
1962,4.819887000628853e-08,8.244543714397423e-09
1963,6.854016731949741e-08,1.2285501393982656e-08
1964,9.916868209947083e-08,7.300761772910391e-09
1965,9.35719413064362e-08,1.5321720781003023e-08
1966,6.259154683441182e-08,2.104848417783245e-08
1967,4.437302081328198e-08,9.367637332502454e-09
1968,4.671072306727808e-08,1.6618237869137076e-08
1969,6.358461177025099e-08,9.991866889436096e-09
1970,3.632992645608013e-08,1.0577067943717822e-08
1971,5.7036210532324105e-08,1.490135304038631e-08
1972,5.335352826207895e-08,1.6929484925043425e-08
1973,6.891504744643839e-08,6.064523994098181e-09
1974,4.050411478440097e-08,1.2376257574331362e-08
1975,4.0551510149811065e-08,1.0851811893530794e-08
1976,5.484985793335895e-08,1.0284348372913144e-08
1977,6.170621241752272e-08,1.5867311464745626e-08
1978,4.930690877813504e-08,1.0099005409713868e-08
1979,4.740098524802505e-08,1.3459538927840242e-08
1980,5.62829902683859e-08,1.3075846294618998e-08
1981,4.933928604566873e-08,5.692994575756671e-09
1982,4.531476704983106e-08,1.4277254933858785e-08
1983,3.03135170298674e-08,8.209910973278056e-09
1984,3.827345551599137e-08,1.4497520961498367e-08
1985,4.932757746711758e-08,5.4140022465176685e-09
1986,3.2370220282018636e-08,1.558566264936445e-08
1987,5.010869941202145e-08,8.555143982125202e-09
1988,4.8572086686071714e-08,7.195864348830128e-09
1989,4.061210356898215e-08,6.585746725740194e-09
1990,3.814055804518546e-08,7.083246489347772e-09
1991,4.6891723393116536e-08,8.792197747631292e-09
1992,4.2426569146769566e-08,1.4325854946761751e-08
1993,3.822053012969562e-08,1.1632335650268999e-08
1994,4.2726906235301954e-08,5.274926717646622e-09
1995,3.1992459681440266e-08,7.591431039344343e-09
1996,5.0178065480466216e-08,9.608566164942545e-09
1997,3.4043750929413363e-08,5.753873377756236e-09
1998,3.814503379828693e-08,8.582632937681467e-09
1999,3.838968964942069e-08,8.683381930163492e-09
2000,4.8156544085742325e-08,5.3016377954406835e-09
2001,7.009938896018753e-08,9.200544853760206e-09
2002,5.432714589304055e-08,5.257465907071435e-09
2003,4.2502613872841266e-08,1.0000615113803235e-08
2004,4.184551771757583e-08,7.047666228388039e-09
2005,5.3594619853214454e-08,6.7556245042510454e-09
2006,4.776752460244893e-08,1.1530091548195287e-08
2007,4.47381687251891e-08,6.391167151065247e-09
2008,5.2366508684897894e-08,1.1495087548496485e-08
2009,3.9099179893753444e-08,6.675469732542183e-09
2010,3.306655199653008e-08,9.447586379884854e-09
2011,3.441574913942702e-08,1.1471915750682626e-08
2012,3.64255028362237e-08,1.3617011129785084e-08
2013,3.486406385810881e-08,1.0319762600019544e-08
2014,3.096586564943493e-08,1.2559582152071869e-08
2015,3.54652060635674e-08,1.3521109745728843e-08
2016,3.396997616533781e-08,1.1599504579073994e-08
2017,3.370919188228072e-08,1.0565567365450335e-08
2018,3.355906780244666e-08,9.551426594089918e-09
2019,3.265264192364725e-08,1.0714148679369373e-08
