year,fatiguant_VERB en_ADP,fatiguant_VERB sans_ADP
2007,3.994479469415779e-10,1.997239706952314e-09
2008,0.0,0.0
2009,0.0,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,3.82397197240536e-10,7.64794394481072e-10
2012,1.3617010852229328e-09,1.7021263287730903e-09
2013,5.578250084070646e-10,1.3945624655065103e-09
2014,3.031623174720721e-09,1.9489005964601347e-09
2015,8.866301581811342e-10,8.866301581811342e-10
2016,8.285360175719347e-10,1.6570720351438695e-09
2017,1.509366853724714e-09,1.509366853724714e-09
2018,7.744400121190154e-10,3.0977600484760615e-09
2019,1.02039510174734e-09,3.3162841361900064e-09
