year,observant_VERB en_ADP,observant_VERB sans_ADP
1843,3.0125246297529884e-08,6.497602011990011e-09
1844,4.445734536062673e-08,1.2623690648361219e-08
1845,3.571345796871128e-08,6.138250796539069e-09
1846,6.439951505399222e-08,8.781752214304106e-09
1847,5.501087940729121e-08,8.089835468183537e-09
1848,4.585776280929821e-08,1.850401076808339e-08
1849,2.5976186535103807e-08,1.005529792763582e-08
1850,3.394498016007219e-08,2.0366988096043315e-09
1851,3.418202609850596e-08,5.804494884742439e-09
1852,2.018269107395554e-08,5.208436348880241e-09
1853,1.4332636411040767e-08,1.851298847554972e-08
1854,5.143707682009335e-08,5.195664454227256e-10
1855,2.4411910715116392e-08,1.5920811335945473e-09
1856,2.070875682047557e-08,4.659470143053568e-09
1857,2.782460140071663e-08,1.2691923956253959e-08
1858,2.00640708492017e-08,1.468102794888182e-08
1859,2.036869339860914e-08,1.6804172275897145e-08
1860,3.249800428761773e-08,8.238931314963338e-09
1861,2.87673795895671e-08,5.659156698811785e-09
1862,4.02100790442006e-08,3.162590411776023e-09
1863,2.996772607843923e-08,1.4983863039219614e-08
1864,4.938569864165743e-08,1.0068928579798353e-08
1865,3.1065172656497e-08,1.694463946932956e-08
1866,2.6274310116480848e-08,1.0704348518686402e-08
1867,1.8925964795357686e-08,7.76449837758264e-09
1868,1.679557115608077e-08,4.44588676984381e-09
1869,2.24641887314192e-08,1.12320943657096e-08
1870,2.0642576092910758e-08,7.454262984651905e-09
1871,4.354682658913589e-08,1.274541272522356e-08
1872,2.9027228620748247e-08,5.442605477412599e-09
1873,3.172582230259735e-08,2.9930022904522957e-09
1874,4.062734149101743e-08,1.1949218503559678e-08
1875,2.6891177951071654e-08,6.865832347102696e-09
1876,3.204387866162506e-08,1.209202959984168e-09
1877,2.040989288687456e-08,4.329371083855449e-09
1878,2.7779808675632012e-08,9.662541877730746e-09
1879,6.353698189798251e-08,3.665595160740054e-09
1880,3.5939940801199555e-08,1.1552122813895949e-08
1881,2.3706525742461793e-08,8.367009307619355e-09
1882,3.793569547383413e-08,3.3276925659464496e-09
1883,3.033282602871168e-08,1.4534479397809719e-08
1884,2.0465260597291035e-08,6.601696966868076e-10
1885,3.0294486919046903e-08,3.86738152613475e-09
1886,1.613365974151293e-08,4.5174246565693466e-09
1887,3.852065610931987e-08,2.6115698492645834e-09
1888,2.7264643875923866e-08,2.53624587998047e-09
1889,1.50363277384713e-08,1.1277245803853475e-08
1890,3.473824811139892e-08,1.7696843102044113e-08
1891,4.46195412839856e-08,1.0836173736095134e-08
1892,1.817868522380195e-08,4.387958441043338e-09
1893,2.894455697344256e-08,8.621783287310336e-09
1894,3.7179082035265765e-08,7.561847148451761e-09
1895,4.092657901466623e-08,5.416753268150387e-09
1896,2.0049898130647392e-08,2.948514543632541e-09
1897,1.3984112534615178e-08,1.1653427112179315e-09
1898,2.319925584970406e-08,1.13167097914868e-09
1899,2.9296165493519766e-08,4.9748205555033564e-09
1900,4.464305858320472e-08,6.22926377147337e-09
1901,3.6326803121156104e-08,1.117747761014698e-08
1902,3.879124155226066e-08,4.419255628107521e-09
1903,1.9980815890718873e-08,1.1880485040194344e-08
1904,3.708491203013864e-08,1.5048950530172078e-08
1905,3.973784590272089e-08,5.160758931310738e-09
1906,2.6749759740596346e-08,8.230694958921703e-09
1907,2.8799922446864912e-08,1.337139288182243e-08
1908,3.241516921548282e-08,8.840499887696751e-09
1909,3.1355606777694334e-08,5.500983557560346e-10
1910,3.63402248293454e-08,8.016225794271747e-09
1911,3.085816935310959e-08,6.384448969498635e-09
1912,4.375913675858101e-08,4.167536982180309e-09
1913,2.333315407554437e-08,4.242391882236518e-09
1914,3.0135347550697134e-08,2.0090231700464756e-09
1915,2.709575319670421e-08,4.712304768617059e-09
1916,2.307367097387214e-08,3.2962386153911893e-09
1917,3.289927263949721e-08,8.773139548168274e-09
1918,2.6418664589300533e-08,1.4932289182922887e-08
1919,1.3811772170413406e-08,5.524709134618888e-09
1920,2.8017257847068322e-08,7.572231730534895e-10
1921,2.1960967044876156e-08,7.572747762196741e-09
1922,2.656056830030451e-08,7.377935484775833e-10
1923,2.653986985734491e-08,1.0615948120573648e-08
1924,3.3518222752881854e-08,7.734974438733389e-09
1925,1.3197813508725176e-08,7.698724324711748e-09
1926,3.232380019202452e-08,3.343841648018042e-09
1927,3.010290705596219e-08,3.3447675740205796e-09
1928,2.1709478437159646e-08,7.998228745975666e-09
1929,2.6736975744512392e-08,7.798284684668033e-09
1930,3.571225137832812e-08,5.2518016602221e-09
1931,4.448088919417614e-08,7.983749661377715e-09
1932,2.7398842306070037e-08,1.2055489939655217e-08
1933,2.4088391059606806e-08,1.3764794637438627e-08
1934,1.9170528275935794e-08,9.585264137967897e-09
1935,4.4282650435434334e-08,1.3165112555668657e-08
1936,4.364897332465034e-08,1.091224355320719e-08
1937,2.0145788592884628e-08,1.0072894518486919e-08
1938,1.0372171566075394e-08,1.2965214679638848e-08
1939,2.5999886688055085e-08,6.117620188206274e-09
1940,3.550096039361961e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,2.4273694165799498e-08,1.517105907566929e-08
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,4.819779064746399e-08,9.639558484764166e-09
1945,3.921307278886843e-08,2.178504043826024e-09
1946,1.6705325123211878e-08,1.6705325123211878e-08
1947,2.145756705651536e-08,1.1920871401116528e-08
1948,4.2400363886585524e-08,3.2615663503321457e-09
1949,2.0615717910565934e-08,9.817008539414473e-09
1950,2.552486688678357e-08,1.7016577702477775e-08
1951,1.1727541604500402e-08,4.264560704569931e-09
1952,1.7926167217297007e-08,6.326882129314981e-09
1953,2.9089333608567358e-08,6.464296653518886e-09
1954,3.713563656582153e-08,5.863521668203475e-09
1955,3.848099083825218e-08,3.754243138587299e-09
1956,4.0117249966442614e-08,8.72114114258693e-09
1957,3.6223654298339625e-08,1.501956425897788e-08
1958,2.3989505326671434e-08,4.1361216673863055e-09
1959,2.1702093455644444e-08,7.750747599288843e-09
1960,2.4222915895322217e-08,9.689166913240399e-09
1961,3.960450667417348e-08,1.1117054998788234e-08
1962,3.297817202652098e-08,4.43936931660005e-09
1963,3.1037055370219946e-08,3.879631726988464e-09
1964,2.3727476872181796e-08,9.734349326606662e-09
1965,1.8057743078614408e-08,5.472043373977442e-09
1966,1.550940920136412e-08,6.6468897053084675e-09
1967,2.0214375728855316e-08,8.381570104631919e-09
1968,3.233819434456109e-08,1.2126822629410228e-08
1969,1.7258680234943924e-08,4.087582022860303e-09
1970,2.3453497643988186e-08,3.219107425067591e-09
1971,2.7747345865414275e-08,5.138397263237948e-09
1972,2.8215806913145514e-08,5.130146973897354e-09
1973,2.536073751002732e-08,7.718485406371656e-09
1974,1.6314157136321228e-08,8.438357568252286e-09
1975,1.6563292515314743e-08,3.4268881066168433e-09
1976,2.1711402231616717e-08,6.284879672247001e-09
1977,1.3516598174057037e-08,5.289103821581875e-09
1978,1.9603951129099073e-08,8.316828115084718e-09
1979,2.57486831856113e-08,6.43717057435822e-09
1980,2.4446148660928202e-08,6.253665585376211e-09
1981,2.21394240718098e-08,8.855769451088236e-09
1982,1.9864007216874313e-08,7.449002747961231e-09
1983,2.841892188243378e-08,6.315316158911344e-09
1984,2.841514157303493e-08,1.159801704675445e-08
1985,2.346067673464347e-08,1.0828004826102244e-08
1986,3.117132374441667e-08,5.994485574589703e-09
1987,2.6276512521405948e-08,3.6664902225425067e-09
1988,3.1182080473257656e-08,7.195864348830128e-09
1989,3.5123981945162086e-08,6.036934507847036e-09
1990,2.0160008551428632e-08,9.262707045820662e-09
1991,1.6412102177287835e-08,1.0550637086215175e-08
1992,2.6998727031823933e-08,5.509944056569793e-09
1993,2.049506697687775e-08,7.75489034099408e-09
1994,2.531964848895285e-08,1.1077345929422222e-08
1995,2.6027763500025003e-08,4.880205572987961e-09
1996,2.1352368539950817e-08,3.2028553142993132e-09
1997,2.3494982404059783e-08,7.192341833217597e-09
1998,2.002614329921215e-08,9.536258560594035e-09
1999,2.0108885889769113e-08,1.1882523187622951e-08
2000,2.3857370079483076e-08,5.3016377954406835e-09
2001,2.5411029003219454e-08,5.695575122643959e-09
2002,2.234422957769766e-08,1.0514931148009055e-08
2003,3.541884385782623e-08,1.1667384391955693e-08
2004,2.9071621998610908e-08,1.1892936246926666e-08
2005,2.612174776484011e-08,8.557123898356167e-09
2006,4.076711124234578e-08,7.823991232669414e-09
2007,2.2369084723417032e-08,1.0385647009059085e-08
2008,3.27822856638349e-08,1.2346575484212252e-08
2009,4.196009317780636e-08,1.4781396551200032e-08
2010,4.2514137543747665e-08,1.7005655550406118e-08
2011,4.0151706626190276e-08,1.988465478386381e-08
2012,4.4595710568806624e-08,2.382976907466805e-08
2013,5.187772622594622e-08,2.3707561913610675e-08
2014,4.8072884450967024e-08,3.2048587617072855e-08
2015,4.499648054157035e-08,2.7928849288816338e-08
2016,4.9712161054316084e-08,2.5684617377397245e-08
2017,4.6790370689109295e-08,3.194826325714217e-08
2018,5.11130402447435e-08,3.484979943513267e-08
2019,4.6427976796437065e-08,2.7295569693386312e-08
